idx,split,source_id,temperature,pressure,actual,mean,median,q0.0050,q0.0250,q0.0500,q0.1000,q0.1500,q0.2000,q0.2500,q0.7500,q0.8000,q0.8500,q0.9000,q0.9500,q0.9750,q0.9950
4162,test,21,255.0,60.21074622078218,78.78110209730565,78.83931,78.84384,78.3765,78.491936,78.55199,78.61771,78.65928,78.6939,78.72511,78.95567,78.98321,79.0177,79.05891,79.11924,79.16636,79.283905
18410,test,95,205.0,20.112139964026905,40.9223569394543,40.87989,40.88014,40.66373,40.718754,40.741295,40.775967,40.793842,40.807625,40.82141,40.93818,40.950684,40.96319,40.984497,41.016026,41.049484,41.11058
4056,test,21,200.0,56.10489471444445,162.87531207850523,162.36618,162.41956,147.71208,152.36856,154.3786,156.39676,157.61237,158.55191,159.34135,165.63324,166.49515,167.57074,168.87637,171.02286,172.74112,176.18578
4130,test,21,240.0,46.08770827652866,85.89490604072213,86.00412,86.0052,85.31941,85.49256,85.573006,85.67342,85.73526,85.78435,85.82651,86.17981,86.22272,86.272675,86.335175,86.4316,86.52173,86.70011
18518,test,95,260.0,30.795318428936845,45.22338860394582,45.235374,45.235893,45.01387,45.07283,45.09119,45.127907,45.14977,45.16346,45.17715,45.292885,45.305405,45.321968,45.34639,45.370808,45.405865,45.458023
4203,test,21,275.0,70.33955101463944,78.80648385534741,78.77317,78.77683,78.315346,78.415344,78.47559,78.54457,78.58618,78.62218,78.65068,78.89537,78.921555,78.957504,79.00017,79.06196,79.1145,79.22366
17312,test,89,230.0,16.4993457788314,19.77736003861152,19.749693,19.750292,19.545282,19.597155,19.619867,19.651339,19.666855,19.682371,19.697887,19.803957,19.814852,19.825747,19.847828,19.874594,19.896378,19.946827
17391,test,89,270.0,41.73967592784264,46.81612936592594,46.80906,46.808502,46.564247,46.635815,46.663647,46.706997,46.72169,46.73638,46.751076,46.867783,46.880512,46.896133,46.92174,46.947346,46.982506,47.040756
4196,test,21,275.0,40.705636072161575,78.80648385534741,78.814316,78.81779,78.35469,78.46588,78.526566,78.59001,78.63329,78.66848,78.69754,78.93113,78.95979,78.992294,79.031815,79.09216,79.14801,79.26388
2514,test,13,205.0,31.413550647172183,31.413650647172183,31.437138,31.437376,31.22124,31.27345,31.300852,31.335707,31.35452,31.368088,31.381657,31.49353,31.506071,31.518614,31.538462,31.572704,31.593887,31.647852
18418,test,95,210.0,12.11092898700032,39.19518366903164,39.15695,39.155403,38.935066,38.990425,39.016754,39.051006,39.06966,39.088314,39.10207,39.211536,39.22542,39.245758,39.266094,39.29246,39.328247,39.39121
17329,test,89,240.0,17.7511520973939,24.84700690258697,24.810638,24.809267,24.650784,24.695219,24.712906,24.732582,24.752256,24.764826,24.772234,24.85239,24.861546,24.870699,24.879852,24.912218,24.929352,24.977758
4104,test,21,225.0,80.87444031244252,101.62713200545475,101.70366,101.70771,100.245544,100.60287,100.78329,100.98454,101.125114,101.23847,101.33345,102.06084,102.15689,102.266205,102.4108,102.63982,102.82041,103.20294
17377,test,89,265.0,32.08767724583412,42.35471669529997,42.350388,42.35426,42.085815,42.16064,42.195724,42.23844,42.260075,42.278168,42.29626,42.41076,42.422245,42.434357,42.459816,42.48527,42.515728,42.571205
18409,test,95,205.0,15.95011656894142,40.9223569394543,40.858284,40.85852,40.624344,40.6881,40.72608,40.750015,40.773945,40.790062,40.80163,40.91559,40.931316,40.94704,40.96277,40.995846,41.019585,41.07825
4102,test,21,225.0,60.12184861943027,101.62713200545475,101.76982,101.76914,100.30111,100.66869,100.84338,101.0526,101.190895,101.304756,101.40538,102.1313,102.22597,102.3328,102.49412,102.70284,102.888176,103.278656
17284,test,89,215.0,12.890509450571816,13.820292210965007,13.799055,13.799246,13.544234,13.612102,13.642922,13.683082,13.701423,13.718796,13.73617,13.860456,13.879206,13.897956,13.916706,13.956941,13.985455,14.038999
2556,test,13,230.0,12.033042292102838,29.64269955821119,29.62674,29.626568,29.421646,29.473625,29.506502,29.528667,29.547338,29.566008,29.579292,29.67666,29.686714,29.703663,29.724272,29.744879,29.777582,29.82718
17426,test,89,290.0,59.51711362971379,68.1301504828959,68.12135,68.1229,67.880035,67.94163,67.972595,68.00382,68.025604,68.047386,68.06211,68.17806,68.195145,68.21223,68.2304,68.27559,68.30988,68.37659
18474,test,95,235.0,34.33013383204073,37.13006353464283,37.147476,37.148296,36.928932,36.97986,37.0106,37.03752,37.064438,37.077724,37.090576,37.20492,37.217953,37.230988,37.250103,37.285145,37.312054,37.37193
18563,test,95,280.0,56.497592646677575,59.46793233572133,59.461426,59.46072,59.211067,59.267654,59.298855,59.33032,59.356476,59.373993,59.391506,59.528275,59.546387,59.565998,59.58561,59.629715,59.6638,59.73512
4237,test,21,295.0,70.33214453747752,86.13475642504326,86.06659,86.06158,85.38374,85.5612,85.652336,85.74571,85.804085,85.85409,85.892426,86.236046,86.28047,86.33167,86.39871,86.500244,86.59434,86.78405
17392,test,89,270.0,43.00876428736346,46.81612936592594,46.80874,46.808136,46.563885,46.6356,46.66351,46.706905,46.721584,46.736263,46.750942,46.867294,46.88007,46.895363,46.921265,46.947166,46.982216,47.040325
18468,test,95,235.0,17.53115561642815,37.13006353464283,37.121925,37.121403,36.904793,36.95835,36.987507,37.016533,37.034473,37.05241,37.06828,37.175777,37.190838,37.20891,37.226986,37.255936,37.286167,37.348164
2643,test,13,270.0,45.68252291299709,47.03187393795967,47.04389,47.04487,46.82542,46.871593,46.901173,46.933933,46.957413,46.971943,46.986473,47.10186,47.114594,47.127327,47.15279,47.18199,47.21188,47.269947
4075,test,21,210.0,88.69692755712619,130.85195443489903,131.15187,131.20676,126.35862,127.68423,128.32028,128.99458,129.43127,129.77603,130.09024,132.34602,132.59415,132.93301,133.3589,134.0075,134.59937,135.7638
2633,test,13,265.0,41.940497008938834,43.38525149999008,43.411957,43.4128,43.182434,43.24505,43.279057,43.303154,43.327248,43.342297,43.355072,43.469093,43.482994,43.49689,43.517056,43.549778,43.56748,43.62477
4224,test,21,285.0,78.71296884769312,81.94403109081685,81.928474,81.92827,81.407135,81.533424,81.60565,81.679245,81.726585,81.766335,81.800446,82.05679,82.09217,82.13191,82.18172,82.250534,82.31781,82.44046
2512,test,13,205.0,25.19430943694188,31.413650647172183,31.377577,31.377872,31.169676,31.225454,31.241282,31.272938,31.294687,31.308119,31.32155,31.434113,31.446518,31.458925,31.48289,31.511692,31.526093,31.583912
4201,test,21,275.0,61.87271817393148,78.80648385534741,78.77124,78.77427,78.317986,78.41949,78.47919,78.54715,78.58734,78.62261,78.65063,78.89134,78.91672,78.95306,78.99538,79.056885,79.10864,79.22068
17311,test,89,230.0,15.406707692238028,19.77736003861152,19.749542,19.750055,19.54525,19.597122,19.619783,19.651278,19.666763,19.68225,19.697735,19.803808,19.814741,19.825672,19.847698,19.8745,19.896055,19.946323
2652,test,13,275.0,48.638458451474776,51.13835576954395,51.15829,51.15802,50.911358,50.976105,51.00687,51.043324,51.066853,51.0838,51.100746,51.217537,51.23122,51.252335,51.27345,51.307674,51.334785,51.38945
4066,test,21,205.0,97.9614762623267,145.20398553252895,145.08545,145.03658,137.40721,139.55273,140.52464,141.51491,142.2038,142.77525,143.22089,146.99759,147.46962,148.01863,148.77075,149.96428,150.98643,153.17265
4074,test,21,210.0,74.64528526453523,130.85195443489903,131.25443,131.32596,126.45394,127.78144,128.42075,129.10367,129.53127,129.90456,130.19904,132.44537,132.70715,133.04352,133.47545,134.11273,134.72765,135.8745
4225,test,21,285.0,81.94393109081685,81.94403109081685,81.92096,81.92088,81.39871,81.52461,81.59503,81.67075,81.71873,81.7589,81.79197,82.04926,82.08346,82.12325,82.175446,82.24439,82.311195,82.433556
2517,test,13,210.0,10.089656838259652,30.26479114399031,30.190647,30.189272,29.9796,30.036842,30.05812,30.093296,30.11036,30.12742,30.141144,30.242147,30.255009,30.27352,30.292028,30.31846,30.347765,30.398218
2524,test,13,210.0,30.26469114399031,30.26479114399031,30.273079,30.273344,30.056702,30.114529,30.143328,30.170696,30.195015,30.20699,30.218966,30.327454,30.340765,30.354078,30.371332,30.405325,30.42232,30.478954
4164,test,21,255.0,72.59091680513116,78.78110209730565,78.778854,78.78178,78.317894,78.420494,78.47995,78.55101,78.59334,78.62894,78.657684,78.90021,78.9276,78.962654,79.00652,79.06957,79.12321,79.22848
18459,test,95,230.0,18.871492172556792,36.72545881075427,36.715103,36.71511,36.49038,36.54839,36.58142,36.606903,36.63239,36.64641,36.658417,36.770115,36.78647,36.80282,36.81917,36.856415,36.879032,36.936695
4109,test,21,230.0,28.91116371342722,95.20219606395544,95.193665,95.19641,94.05996,94.34655,94.48945,94.651794,94.75677,94.83891,94.91019,95.48175,95.55299,95.63232,95.729645,95.87317,95.99533,96.270935
2678,test,13,290.0,61.01220462643325,66.24913330998123,66.2417,66.241394,65.99653,66.05952,66.08622,66.12329,66.14588,66.16232,66.178764,66.30347,66.316284,66.337776,66.361855,66.39837,66.42618,66.48779
2639,test,13,270.0,40.28551881314674,47.03187393795967,47.044,47.045036,46.82393,46.87069,46.900948,46.934124,46.957584,46.97212,46.98665,47.10206,47.114765,47.127472,47.152973,47.182,47.21171,47.26922
4244,test,21,295.0,84.15934243909754,86.13475642504326,86.15404,86.14701,85.47252,85.65437,85.737854,85.8244,85.885086,85.935104,85.97996,86.324486,86.370224,86.42181,86.4903,86.59805,86.69335,86.88066
4220,test,21,285.0,65.78911987519821,81.94403109081685,81.94487,81.944466,81.42495,81.55219,81.627106,81.69533,81.74377,81.782326,81.817696,82.07491,82.109886,82.1505,82.198975,82.26908,82.33476,82.460785
18436,test,95,220.0,6.728658482647348,37.12026426712372,37.117798,37.11723,36.89683,36.952126,36.976715,37.011322,37.028473,37.045624,37.062775,37.173122,37.187252,37.20658,37.22591,37.25575,37.286484,37.34996
2540,test,13,220.0,19.17499884135733,29.191594631461427,29.160381,29.159489,28.954107,29.010334,29.034346,29.065306,29.079819,29.094334,29.108849,29.2116,29.2226,29.23919,29.261398,29.283606,29.317356,29.365238
4098,test,21,225.0,18.6166652334058,101.62713200545475,101.60611,101.61035,100.16072,100.5097,100.695816,100.887856,101.023155,101.132935,101.2287,101.97638,102.06476,102.174385,102.31179,102.5399,102.721985,103.11003
17248,test,89,200.0,4.207675755670242,9.455421399523097,9.422378,9.421683,9.098316,9.175512,9.217027,9.260536,9.290671,9.316849,9.337912,9.507337,9.529537,9.551738,9.583152,9.625041,9.668785,9.758045
17406,test,89,280.0,46.1687926000492,56.79672373806775,56.800655,56.80214,56.545937,56.61639,56.638546,56.678307,56.698177,56.71805,56.7371,56.862274,56.881527,56.90078,56.920677,56.96417,56.997944,57.065243
18572,test,95,285.0,60.23112876566705,64.15925710953303,64.1513,64.14855,63.88295,63.95408,63.993443,64.027985,64.05363,64.06946,64.08529,64.213844,64.231255,64.254135,64.27701,64.320435,64.35275,64.427795
2673,test,13,285.0,59.73652697176122,60.75705323678546,60.742233,60.742004,60.483437,60.54684,60.581577,60.616585,60.644394,60.662273,60.676884,60.8082,60.822674,60.843502,60.869057,60.8995,60.934704,60.994656
4227,test,21,290.0,62.74092783902415,84.02486491016977,83.98437,83.9913,83.33313,83.49564,83.57952,83.67416,83.73846,83.78854,83.83171,84.14627,84.18012,84.22327,84.27669,84.36185,84.44148,84.593285
2589,test,13,245.0,23.94071094262469,33.13471364315018,33.130333,33.1301,32.927406,32.982693,33.00148,33.0372,33.050938,33.06468,33.078415,33.181446,33.192467,33.206337,33.23051,33.254684,33.28509,33.337322
17263,test,89,205.0,9.137384811488982,10.758610099551156,10.716636,10.712439,10.438214,10.505111,10.545366,10.580418,10.609247,10.62685,10.644454,10.786819,10.807771,10.828722,10.858215,10.895425,10.9390135,11.010046
4186,test,21,270.0,35.550297904681905,77.94026979393006,77.95434,77.95155,77.53922,77.65329,77.70785,77.760155,77.796,77.827934,77.852066,78.05495,78.07962,78.11258,78.151825,78.21403,78.266884,78.367584
18396,test,95,200.0,2.7087994826902446,43.165951125001314,43.103577,43.104797,42.85809,42.918087,42.941956,42.981026,43.000225,43.019424,43.037663,43.169918,43.186623,43.203327,43.224857,43.263756,43.297615,43.36427
2590,test,13,245.0,25.77949148272979,33.13471364315018,33.126286,33.126247,32.925068,32.980515,32.99771,33.03211,33.047703,33.060806,33.07391,33.177746,33.189182,33.20062,33.22607,33.25214,33.28035,33.33052
4082,test,21,215.0,43.354270060491146,119.12173194698096,118.87401,118.86335,115.84384,116.694565,117.11824,117.52639,117.80112,118.02447,118.184715,119.579315,119.767624,119.97507,120.23269,120.631546,120.97619,121.66032
17324,test,89,235.0,21.051038854610816,22.19117118426308,22.170414,22.169722,21.975098,22.025229,22.045696,22.079933,22.093779,22.107626,22.121471,22.219946,22.2314,22.242851,22.263813,22.295431,22.317139,22.363531
4145,test,21,245.0,82.71445781713828,82.71455781713829,82.69426,82.69661,82.135735,82.27671,82.345055,82.42877,82.477325,82.51932,82.557686,82.83399,82.867226,82.90522,82.95544,83.03238,83.10074,83.24479
2565,test,13,235.0,11.794208016712648,30.42753787103057,30.423794,30.42455,30.226637,30.271086,30.302229,30.325035,30.344654,30.364271,30.374565,30.472525,30.482185,30.501701,30.521215,30.54151,30.577005,30.632809
17258,test,89,205.0,5.084571591333547,10.758610099551156,10.727076,10.723861,10.44859,10.516756,10.55352,10.594072,10.617797,10.636791,10.655786,10.798768,10.817773,10.836778,10.868253,10.908336,10.945731,11.014377
2677,test,13,290.0,60.13939984584193,66.24913330998123,66.24087,66.240776,65.99532,66.058266,66.08553,66.12199,66.145134,66.16146,66.17779,66.302795,66.3156,66.336624,66.36094,66.39704,66.42548,66.487144
4205,test,21,275.0,78.8063838553474,78.80648385534741,78.76367,78.767235,78.28801,78.39417,78.45443,78.5252,78.571175,78.607445,78.63729,78.89184,78.91812,78.954926,78.997986,79.06086,79.11328,79.22317
17381,test,89,265.0,37.22114697056705,42.35471669529997,42.34149,42.34503,42.084175,42.1551,42.191128,42.228237,42.253666,42.2699,42.286133,42.402016,42.414333,42.426647,42.447433,42.477917,42.4982,42.54922
2558,test,13,230.0,16.435431608629926,29.64269955821119,29.615025,29.614523,29.41305,29.464573,29.489542,29.519953,29.535183,29.550413,29.565645,29.666609,29.677645,29.688683,29.712358,29.738049,29.763887,29.807798
2497,test,13,200.0,9.421094467995395,33.014893227862494,32.95395,32.95237,32.731194,32.77887,32.811386,32.840637,32.865253,32.879192,32.893127,33.013012,33.02665,33.044106,33.070248,33.097855,33.13448,33.197
18574,test,95,285.0,62.84981432824437,64.15925710953303,64.153275,64.150444,63.884495,63.955986,63.994854,64.03074,64.05528,64.07134,64.0874,64.21569,64.23387,64.256065,64.27825,64.3218,64.35494,64.429474
17424,test,89,285.0,61.218183257572,62.31122935940914,62.292473,62.292774,62.04183,62.10934,62.145985,62.17621,62.199455,62.21914,62.23194,62.354176,62.369633,62.385094,62.400555,62.44145,62.47736,62.545895
2581,test,13,240.0,25.738360418329727,31.58907172518566,31.570374,31.570723,31.366812,31.417917,31.444061,31.472754,31.488503,31.504251,31.519999,31.623415,31.634499,31.645584,31.66788,31.69441,31.714746,31.762873
17389,test,89,270.0,39.201499208801,46.81612936592594,46.810738,46.810265,46.56593,46.63723,46.664524,46.707558,46.722534,46.737507,46.75248,46.869743,46.882328,46.899246,46.923866,46.948486,46.984493,47.043377
18538,test,95,270.0,38.937020108309504,51.44049385040097,51.449963,51.44907,51.22978,51.27844,51.302223,51.338955,51.359695,51.375153,51.39061,51.508816,51.521378,51.540882,51.56545,51.59459,51.62795,51.686253
4092,test,21,220.0,63.83545443853967,109.50566556983412,109.60596,109.60311,107.46162,108.056984,108.31374,108.59993,108.77215,108.90852,109.06084,110.14739,110.27719,110.42324,110.61289,110.93438,111.22047,111.74899
2536,test,13,220.0,9.158503051253222,29.191594631461427,29.159988,29.159071,28.950962,29.008118,29.030996,29.063892,29.078413,29.092934,29.107454,29.21208,29.22331,29.240715,29.262732,29.285358,29.319443,29.368704
4114,test,21,230.0,76.26182967809024,95.20219606395544,95.26321,95.27792,94.13522,94.412994,94.55758,94.72002,94.82746,94.91224,94.98542,95.55018,95.61927,95.696075,95.79478,95.93099,96.058464,96.34234
4094,test,21,220.0,86.67051000418688,109.50566556983412,109.53031,109.53446,107.389496,107.9721,108.25064,108.527435,108.71452,108.84305,108.970276,110.07613,110.19659,110.34601,110.53224,110.84105,111.13291,111.66686
4099,test,21,225.0,28.99296107991192,101.62713200545475,101.652695,101.65848,100.201775,100.55229,100.73857,100.93272,101.07398,101.18128,101.27926,102.01912,102.1092,102.21803,102.355545,102.585464,102.76527,103.145935
2550,test,13,225.0,19.85079625327744,29.230576566024943,29.205343,29.205322,29.006784,29.06065,29.07663,29.10859,29.127005,29.139568,29.15213,29.258326,29.270132,29.281939,29.305094,29.331326,29.353071,29.397238
2579,test,13,240.0,21.83795288042577,31.58907172518566,31.57288,31.573137,31.368795,31.419716,31.447643,31.474602,31.491007,31.50741,31.523815,31.625494,31.63637,31.647245,31.670864,31.696327,31.71966,31.770458
18426,test,95,215.0,5.453976964856426,37.93835006363847,37.940887,37.939953,37.72055,37.776394,37.794575,37.830933,37.851364,37.867413,37.88346,37.99877,38.010994,38.030926,38.054028,38.082462,38.11607,38.16869
17291,test,89,220.0,11.66128870152846,15.608344718586055,15.584285,15.583503,15.370241,15.424984,15.443643,15.48096,15.497969,15.512274,15.526579,15.641609,15.654106,15.666603,15.693117,15.72228,15.756853,15.813257
18523,test,95,260.0,41.10101141108611,45.22338860394582,45.23246,45.2328,45.0154,45.073494,45.091354,45.127075,45.148952,45.162052,45.17515,45.289005,45.301796,45.31555,45.341587,45.367626,45.39968,45.447227
18587,test,95,295.0,69.74199267718832,74.65417769066647,74.61514,74.61619,74.252625,74.34429,74.39109,74.44193,74.47655,74.500114,74.52368,74.70592,74.729836,74.75595,74.787636,74.8336,74.88,74.963715
18451,test,95,225.0,24.052498028600336,36.72014577911899,36.71338,36.713528,36.48801,36.546013,36.58021,36.604797,36.629383,36.644814,36.656723,36.768215,36.784824,36.801434,36.818043,36.854538,36.877922,36.93545
17350,test,89,250.0,24.706213635691384,30.953435226015227,30.908092,30.908276,30.717346,30.75614,30.785378,30.809624,30.83387,30.845318,30.855782,30.962156,30.974375,30.986593,31.0025,31.034552,31.050577,31.102552
18564,test,95,280.0,57.98271249119945,59.46793233572133,59.456306,59.455296,59.204235,59.262333,59.295982,59.32517,59.352425,59.369205,59.385983,59.523663,59.540466,59.56122,59.58197,59.62499,59.65708,59.729153
4167,test,21,260.0,32.45543197604988,77.8812558834888,77.85915,77.8608,77.45053,77.550766,77.60565,77.66644,77.707794,77.733765,77.75974,77.95559,77.98349,78.01138,78.05159,78.108765,78.15985,78.26425
4238,test,21,295.0,72.30745852342324,86.13475642504326,86.080345,86.074905,85.395744,85.575195,85.667694,85.7569,85.81689,85.86559,85.90562,86.25013,86.29491,86.34694,86.41215,86.5141,86.60984,86.79863
17292,test,89,220.0,12.648027705792858,15.608344718586055,15.582374,15.581538,15.369165,15.423926,15.441877,15.477781,15.496415,15.510441,15.524467,15.639851,15.65261,15.665369,15.691119,15.721256,15.75534,15.811867
17412,test,89,280.0,53.25401335872823,56.79672373806775,56.80272,56.804497,56.55679,56.619373,56.643436,56.681984,56.702908,56.723835,56.741253,56.862293,56.881042,56.89979,56.91854,56.962074,56.994446,57.06114
4200,val,21,275.0,57.6393017535775,78.80648385534741,78.76899,78.77162,78.317474,78.418106,78.47773,78.54575,78.58592,78.621124,78.64882,78.88881,78.914536,78.950455,78.992546,79.05404,79.10552,79.21914
2612,val,13,255.0,34.15040783551425,37.42052299712822,37.410503,37.412903,37.189156,37.247055,37.270176,37.305428,37.322266,37.339104,37.355946,37.46633,37.47698,37.493744,37.515484,37.53952,37.573544,37.62761
4101,val,21,225.0,49.74555277292416,101.62713200545475,101.70423,101.70855,100.24518,100.602295,100.78274,100.981766,101.12385,101.237236,101.33207,102.06328,102.15986,102.26738,102.41454,102.64189,102.826164,103.208305
17380,val,89,265.0,35.93777953938381,42.35471669529997,42.34492,42.348484,42.086052,42.158085,42.19322,42.232426,42.256245,42.27315,42.29006,42.40531,42.41726,42.429203,42.452137,42.480637,42.504936,42.553665
18469,val,95,235.0,20.330985319030248,37.13006353464283,37.123802,37.12366,36.905426,36.95917,36.989338,37.01773,37.036304,37.05488,37.07,37.177532,37.193302,37.210827,37.22835,37.258434,37.287373,37.34912
18591,val,95,295.0,72.19803518392739,74.65417769066647,74.61233,74.613335,74.24918,74.33951,74.387405,74.4395,74.4746,74.49779,74.52098,74.70312,74.72644,74.75335,74.7845,74.832016,74.87781,74.959526
2507,val,13,205.0,9.646206411366125,31.413650647172183,31.318256,31.315542,31.089943,31.153006,31.17816,31.208914,31.23116,31.2439,31.25664,31.378891,31.39356,31.411118,31.435791,31.460463,31.49604,31.537611
4187,val,21,270.0,40.260283670153925,77.94026979393006,77.92414,77.923004,77.51851,77.62546,77.67758,77.731804,77.77164,77.79798,77.824326,78.02321,78.04936,78.07675,78.11762,78.177666,78.23286,78.33471
2564,val,13,230.0,29.64259955821119,29.64269955821119,29.664679,29.664537,29.461824,29.516842,29.536608,29.57456,29.587818,29.601074,29.61433,29.71609,29.727962,29.739834,29.759743,29.789309,29.809351,29.859526
18583,val,95,290.0,67.06395395725693,69.26297762722828,69.24014,69.23959,68.96972,69.03526,69.07203,69.11403,69.13786,69.156136,69.174416,69.30568,69.323814,69.343506,69.363205,69.408615,69.442566,69.51211
4069,val,21,210.0,4.3870738015804935,130.85195443489903,130.53432,130.6084,125.922806,127.16458,127.73565,128.40492,128.83124,129.16534,129.44221,131.68184,131.96393,132.29732,132.66248,133.30612,133.87383,135.05826
2694,val,13,295.0,72.10904087407857,72.10914087407858,72.10824,72.10985,71.79642,71.87447,71.9108,71.95585,71.99019,72.011024,72.03187,72.18787,72.20467,72.22149,72.255585,72.29774,72.33682,72.41849
4232,val,21,290.0,76.04332600849015,84.02486491016977,84.01767,84.02413,83.35288,83.526245,83.61164,83.71074,83.77448,83.82607,83.86609,84.17518,84.21194,84.25172,84.30721,84.40006,84.47584,84.63589
2496,val,13,200.0,6.050566073728669,33.014893227862494,32.94605,32.945023,32.709824,32.76522,32.798275,32.827682,32.852486,32.86984,32.883274,33.007652,33.022366,33.03796,33.06631,33.094666,33.13242,33.19616
2608,val,13,255.0,27.61037751228633,37.42052299712822,37.420288,37.4233,37.195923,37.25369,37.28228,37.31279,37.33216,37.351532,37.366817,37.474003,37.48617,37.504936,37.523697,37.55446,37.58165,37.639584
4128,val,21,240.0,30.16486917085128,85.89490604072213,85.91841,85.91625,85.23636,85.40503,85.4921,85.58191,85.64956,85.69911,85.74215,86.09439,86.13795,86.188934,86.25373,86.35179,86.43362,86.610695
18441,val,95,220.0,23.612828362912,37.12026426712372,37.11235,37.11209,36.893265,36.94876,36.971024,37.007923,37.02421,37.040504,37.056793,37.168472,37.179943,37.200096,37.22055,37.242485,37.27848,37.3392
4072,val,21,210.0,46.542000679353336,130.85195443489903,130.87088,130.95483,126.152306,127.4537,128.0652,128.76228,129.1849,129.5055,129.80043,132.05742,132.32228,132.60652,133.02496,133.65146,134.20297,135.3852
4148,val,21,250.0,33.234114334090954,80.37039081738472,80.31617,80.31914,79.81319,79.937225,79.99795,80.06534,80.11287,80.15177,80.185875,80.44581,80.47505,80.51517,80.56406,80.63208,80.6878,80.81114
18403,val,95,200.0,34.17539520448774,43.165951125001314,43.25824,43.259613,43.005898,43.073765,43.10442,43.1395,43.16264,43.17917,43.195698,43.319557,43.331715,43.353592,43.37577,43.412346,43.43931,43.49417
18537,val,95,270.0,37.1508238594393,51.44049385040097,51.450405,51.449566,51.229816,51.278873,51.302467,51.339417,51.360043,51.37567,51.3913,51.509182,51.52169,51.541363,51.565765,51.595013,51.628166,51.68643
