T,P,z_carbon dioxide,z_nitrogen,z_methane,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_methane,y_carbon dioxide,y_nitrogen,y_methane,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_methane,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_methane,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,5.5329384581,0.96,0.01,0.03,0.027615936057127415,0.0003503501240228341,0.9765308334958581,0.002185399982358709,0.021283766521783078,0.4451469965634105,0.2533858093571807,0.30146719407940875,0.026967813055634955,6.035186617206549e-05,0.0005877711353203906,0.00015595730545438298,8.877374973391445e-05,0.00010561906883453664,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.316709556217692,-0.07053662471435729,-0.5107458752957932
200.0,5.8343248175,0.96,0.01,0.03,0.027606777450680988,0.0003697937523624133,0.9751181213531488,0.002512385601391421,0.022369493045459776,0.42355397194183275,0.275687839774359,0.3007581882838082,0.026919868964322514,6.935887016790826e-05,0.0006175496161905641,0.00015662761261237465,0.00010194764075084799,0.00011121849899919063,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.22394510814613,-0.09190681090625219,-0.5569232850320063
200.0,6.135711177,0.96,0.01,0.03,0.027598465907554784,0.0003892639627520724,0.9738203915446336,0.002855147268096371,0.023324461187270034,0.40411907931534113,0.2973787838745481,0.2985021368101108,0.02687594887612622,7.879768453960588e-05,0.0006437193468889569,0.00015730899423800873,0.00011575884384939867,0.00011619612466466498,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.13908214008631,-0.11545129820222755,-0.6030915984982244
200.0,6.4370975365,0.96,0.01,0.03,0.027590901905201783,0.0004087610974859157,0.9726240408764351,0.003211787128121779,0.0241641719954432,0.3865356489968255,0.31836386915616127,0.29510048184701326,0.026835574502462687,8.861610359239776e-05,0.0006667112991466973,0.0001580007361013731,0.00013013476455613494,0.00012062559682840769,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.061150397221763,-0.1409010034897804,-0.6492591092110409
200.0,6.7384838959,0.96,0.01,0.03,0.027583991162910108,0.0004282857454942975,0.9715162196851848,0.0035805222686278574,0.024903258046187423,0.3705520477974928,0.3385755314163418,0.2908724207861653,0.02679829481841997,9.876509461643367e-05,0.0006869312498737039,0.00015870216003538776,0.00014500707387877588,0.00012457651158013383,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.989246192718223,-0.16799513122135323,-0.6954199196088844
200.0,7.0398702554,0.96,0.01,0.03,0.027577647578291748,0.0004478386276722259,0.9704852179782194,0.003959734503244728,0.02555504751853584,0.35596001658522974,0.3579719618666863,0.286068021548084,0.02676369932134498,0.00010920016263408526,0.0007047480943126804,0.00015941264533371206,0.0001603136721475112,0.00012811231019100268,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.922554627981214,-0.19649152467495057,-0.7415593766308284
200.0,7.3412566149,0.96,0.01,0.03,0.027571794523382764,0.00046742051571274965,0.9695206314587071,0.004347990558962632,0.02613137798233019,0.34258581566566876,0.37653354496739344,0.28088063936693786,0.02673142363675978,0.00011988190228132585,0.0007204889843416565,0.00016013163863431987,0.00017599950377180886,0.00013128937330662095,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.860357572046496,-0.2261721910432648,-0.7876583554981984
200.0,7.6426429743,0.96,0.01,0.03,0.02756636501469439,0.0004870321793697014,0.9686133772498942,0.004744042267750106,0.02664258048235575,0.330283423991401,0.39425853306715425,0.27545804294144477,0.02670114991538646,0.00013077600079793798,0.0007344390985099912,0.00016085865579621914,0.00019201659259479763,0.00013415693097868465,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.80203218948325,-0.2568449931394028,-0.8336960687491093
200.0,7.9440293338,0.96,0.01,0.03,0.02756130120331491,0.0005066743551964582,0.967755619496516,0.005146814940294369,0.027097565563189614,0.31892926332257426,0.4111587885216644,0.2699119481557613,0.02667260412014409,0.00014185291680717435,0.0007468441663636426,0.00016159327884724675,0.00020832361405757123,0.0001367574622916402,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.747044020825882,-0.2883430050903435,-0.8796518321238729
200.0,8.2454156933,0.96,0.01,0.03,0.027556553515179327,0.0005263477302593074,0.9669406491680057,0.005555389890199644,0.027503960941794595,0.30841806848357817,0.4272560188650537,0.2643259126513682,0.026645551744800388,0.0001530873988069727,0.0007579143715719648,0.000162335150317291,0.00022488523576924882,0.00013912734417276758,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.694937495002225,-0.320522586467181,-0.925506095124959
200.0,8.5468020527,0.96,0.01,0.03,0.02755207965980009,0.0005460529355921865,0.9661627472393937,0.005968985000913659,0.027868267759692686,0.2986596277967834,0.4425786627774792,0.25876170942573734,0.026619792976271074,0.00016445795023332506,0.0007678287332956914,0.00016308396650130337,0.0002416713780401069,0.00014129759105077625,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.645325723267405,-0.3532608143779363,-0.9712409096024999
200.0,8.8481884122,0.96,0.01,0.03,0.02754784363820701,0.0005657905456014409,0.9654170486259247,0.0063869356269699645,0.02819601574710536,0.28957619011245816,0.45715943119714225,0.25326437869039947,0.026595157901206267,0.00017594630397906223,0.0007767394330216812,0.0001638394705969143,0.0002586564840038755,0.00014329459100065106,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.59788064206633,-0.3864529797220655,-1.0168402837349362
200.0,9.1495747716,0.96,0.01,0.03,0.027543814820075282,0.0005855610808366504,0.9646994160904933,0.006808677023243592,0.02849190688626316,0.28110038666047993,0.4710334333544928,0.2478661799850273,0.0265715020738313,0.0001875369390979229,0.0007847758071460602,0.00016460144623651096,0.00027581884634525516,0.0001451407882548843,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.552324042902754,-0.4200098488310928,-1.062290000916537
200.0,9.4509611311,0.96,0.01,0.03,0.027539967121341224,0.0006053650124441305,0.9640063281722427,0.007233728805355554,0.02875994302240165,0.2731735535746327,0.4842367905929394,0.24258965583242798,0.026548702582628442,0.00019921665346419088,0.0007920478852485883,0.00016536971165911487,0.0002931400107632006,0.00014685529002181512,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.508419698974375,-0.4538554944520179,-1.1075776687269183
200.0,9.7523474906,0.96,0.01,0.03,0.027536278290778284,0.0006252027672928078,0.963334782148016,0.0076616815438717715,0.029003536308112154,0.2657443685410342,0.49680563954597295,0.23744999191299274,0.02652665464841404,0.0002109741951673729,0.0007986494471968684,0.00016614411460433436,0.00031060426065081546,0.00014845439203765788,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.465966610684113,-0.4879252336317528,-1.1526925426126233
200.0,10.05373385,0.96,0.01,0.03,0.027532729301640906,0.0006450747331495308,0.9626822114054401,0.008092185381586375,0.029225603212973506,0.25876773548371,0.5087754367288381,0.23245682778745203,0.026505268730131024,0.0002227999495699134,0.0008046606219399662,0.0001669245279148626,0.0003281981790808912,0.00014995202615377705,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.424793295306866,-0.5221638770136998,-1.1976253582732816
200.0,10.3551202095,0.96,0.01,0.03,0.027529303838555057,0.0006649812635941038,0.9620464158331239,0.008524940465997319,0.02942864370087873,0.252203866446511,0.5201804911929995,0.22761564236048948,0.026484468088262953,0.00023468567629403333,0.00081015007399807,0.00016771084579291949,0.0003459102803305224,0.00015136013747066193,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.384753003770935,-0.5565242440646117,-1.2423681654076155
200.0,10.656506569,0.96,0.01,0.03,0.027525987867668914,0.0006849226825007899,0.9614255035616444,0.008959688956473125,0.02961480748188243,0.2460175213091267,0.5310536665443093,0.2229288121465641,0.0264641867467053,0.0002466242895139664,0.0008151768314496464,0.0001685029806372423,0.0003637307018414083,0.00015268900002213934,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.34571973623562,-0.5909659136429681,-1.2869141714200012
200.0,10.9578929284,0.96,0.01,0.03,0.02752276927609319,0.0007048992879101351,0.9608178421298617,0.009396208556101772,0.029785949314036497,0.24017737417672627,0.5414262089554244,0.21839641686784936,0.026444367785293913,0.0002586096801596418,0.0008197918106396327,0.00016930086002930043,0.0003816509491485627,0.00015394747873227204,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.307584917138453,-0.6254537326325611,-1.331257158462872
200.0,11.2592792879,0.96,0.01,0.03,0.02751963758176856,0.0007249113561262015,0.9602220192420521,0.009834306109166649,0.029943674648781254,0.23465548537823191,0.5513276512047037,0.21401686341706438,0.02642496196757527,0.00027063653999243866,0.0008240390742008511,0.00017010442612798614,0.0003996636753046752,0.00015514325469354019,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.27025472351109,-0.6599590075717394,-1.375393403274252
203.3690344828,2.986682291,0.96,0.01,0.03,0.027527726841026993,0.0001849539609571606,0.9985865951423388,5.657859227688538e-05,0.001356826265384287,0.9505234421090106,0.012442024445463403,0.03703453344552594,0.027488819018189517,1.55748003324794e-06,3.7350342804229454e-05,0.00017580307560069585,2.301201703514276e-06,6.849683652950463e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.023188363144584,0.0031973959715223543,-0.02372812753486997
203.3690344828,3.2894518856,0.96,0.01,0.03,0.027508613997161264,0.0002039161205932884,0.9958314678219303,0.00018101382109032252,0.003987518356979371,0.8651906235299631,0.0359808490630844,0.09882852740695253,0.02739394345454,4.979439332524891e-06,0.00010969110328874022,0.00017642631552391833,7.337075156596827e-06,2.0152729912773238e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.83827427643254,0.00882573428754796,-0.07003093477550948
203.3690344828,3.5922214803,0.96,0.01,0.03,0.027490264585094525,0.00022293128416137696,0.9931830550570813,0.00032195017469739034,0.006494994768221309,0.794238715172138,0.058345336826600584,0.14741594800126157,0.027302864964951667,8.850495485648665e-06,0.00017854912465720848,0.00017706065670400684,1.3007000863582148e-05,3.286362659378801e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.661769025997966,0.013107782998190487,-0.11498164758556229
203.3690344828,3.894991075,0.96,0.01,0.03,0.027472774717385635,0.0002419950100657644,0.9906538627959494,0.0004811085887154965,0.008865028615335089,0.7343420636214452,0.08007317174936428,0.18558476462919063,0.027216010395500975,1.3217387872380175e-05,0.00024354693401227803,0.00017770711507778583,1.937730800348509e-05,4.49105869844935e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.494349792533594,0.01566171268624572,-0.15881974562340062
203.3690344828,4.1977606696,0.96,0.01,0.03,0.027456232257345375,0.0002611027354713584,0.9882552380454293,0.0006600280220940445,0.011084733932476774,0.68312770855688,0.10152212553932749,0.21535016590379252,0.027133765345313445,1.812188267097037e-05,0.00030434502936095965,0.00017836651338048223,2.6507704689185062e-05,5.622851740169108e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.336604122415533,0.016134281285435037,-0.2017841695177296
203.3690344828,4.5005302643,0.96,0.01,0.03,0.027440709187655593,0.00028024995853435643,0.9859963602665657,0.000859922934063507,0.013143716799370797,0.6388564164065512,0.12291107959640964,0.23823250399703913,0.027056439382161724,2.359689515743223e-05,0.0003606729103364374,0.00017903948420734352,3.4445824960306786e-05,6.676464936670612e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.18896879189865,0.014223919013975461,-0.2441053977550709
203.3690344828,4.803299859,0.96,0.01,0.03,0.027426254361762267,0.00029943246913752795,0.9838832906085615,0.0010815516728656547,0.015035157718572821,0.6002236339651589,0.14434693662588052,0.2554294294089605,0.026984233390518073,2.9662911285402937e-05,0.00041235805995879144,0.0001797264447528873,4.3222159646325674e-05,7.648386473831495e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.051674376750938,0.009704833265153923,-0.28599445620953645
203.3690344828,5.1060694536,0.96,0.01,0.03,0.02741288830155046,0.0003186465808422791,0.9819182993260643,0.0013251252693813472,0.0167565754045543,0.5662310023732708,0.16584679615863737,0.2679222014680919,0.026917216660673794,3.6325510995112837e-05,0.00045934612988155475,0.00018042757287313918,5.284651453959623e-05,8.537249342954375e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.924709006820407,0.002444412017329256,-0.3276331750397361
203.3690344828,5.4088390483,0.96,0.01,0.03,0.027400601347736704,0.0003378893128177425,0.9800996422146107,0.0015902810768638495,0.018310076708525625,0.5361010075321193,0.18735994205230996,0.27653905041557086,0.026855319577381923,4.3574657817995774e-05,0.0005017071125367897,0.00018114280103592717,6.330692206962707e-05,9.343958971218829e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.80781111967027,-0.007590364552417128,-0.36916769546065353
203.3690344828,5.7116086429,0.96,0.01,0.03,0.027389355634866386,0.00035715848385001534,0.9784218449233857,0.001876128699313814,0.01970202637730051,0.5092188590125512,0.20879051144924463,0.28199062953820425,0.0267983438715287,5.138595616228536e-05,0.0005396258071754019,0.0001818718356327575,7.457130251148148e-05,0.00010071534570577638,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.700493726519834,-0.020338159480836282,-0.4107055664896109
203.3690344828,6.0143782376,0.96,0.01,0.03,0.02737909028822299,0.0003764527070957449,0.9768764113973469,0.002181355419421172,0.020942233183231868,0.48509200669645136,0.23001933472065503,0.2848886585828937,0.026745987468083227,5.97235269790368e-05,0.0005733792931607248,0.00018261419911138634,8.659140123995286e-05,0.00010724710674440575,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.602093874596,-0.03565904410752552,-0.4523172544529075
203.3690344828,6.3171478323,0.96,0.01,0.03,0.027369728465169933,0.00039577130190093606,0.9754527711597683,0.0025043639933238376,0.02204286484690794,0.463321329676663,0.250922646594055,0.2857560237292821,0.026697877477240402,6.854376247522208e-05,0.0006033072254543099,0.00018336928584460573,9.930798251895762e-05,0.00011309403353737276,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.51183508486439,-0.053356804217699505,-0.4940414134063893
203.3690344828,6.6199174269,0.96,0.01,0.03,0.027361184660694815,0.0004151141553504679,0.974139255033461,0.002843413740581535,0.02301733122595747,0.44358019590991066,0.2713859687300692,0.2850338353600202,0.026653604042202208,7.779916842280835e-05,0.0006297814500697993,0.00018413641835533765,0.00011265615718335117,0.00011832157981177911,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.428889539312326,-0.0732005108497269,-0.5358900750955016
203.3690344828,6.9226870216,0.96,0.01,0.03,0.027353371107435118,0.00043448156947185267,0.9729239450452729,0.003196740701509037,0.023879314253218042,0.4255989493346315,0.29131262585276135,0.28308842481260726,0.02661274972813316,8.744163474261916e-05,0.000653179744559338,0.0001849148994724822,0.00012656996688747434,0.00012299670311189615,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.352430744198728,-0.09494722129765165,-0.5778579059618671
203.3690344828,7.2254566163,0.96,0.01,0.03,0.02734620258214493,0.0004538741193920525,0.9717953087941346,0.0035626477052540604,0.024642043500611367,0.4091532027267857,0.31062755934321,0.28021923793000436,0.02657491138266249,9.742488587669129e-05,0.0006738663136057463,0.00018570404958405778,0.00014098580995580197,0.00012718425985219276,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.281671625761298,-0.11835635902472319,-0.6199272220602658
203.3690344828,7.5282262109,0.96,0.01,0.03,0.027339599557160203,0.00047329253750480146,0.9707426119889598,0.003939561564010016,0.025317826447030095,0.39405487642057946,0.3292776191792724,0.27666750440014803,0.026539714284849903,0.0001077060355908136,0.0006921792367194829,0.000186503232377237,0.0001558446399248975,0.00013094466520266687,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.215888218287702,-0.14320064719260372,-0.662073431117399
203.3690344828,7.8309958056,0.96,0.01,0.03,0.02733348990912793,0.0004927376272779949,0.969756138721283,0.00432606284374453,0.02591779843497252,0.38014525120293907,0.3472296662052972,0.2726250825917637,0.026506819632053053,0.0001182463950857444,0.000708423881989133,0.00018731186909873353,0.00017109312184652832,0.00013433263633273303,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.15443121070506,-0.1692721984433554,-0.7042687992753613
203.3690344828,8.1337654003,0.96,0.01,0.03,0.027327809549276164,0.0005122102042617847,0.9688272687608878,0.0047208953140451485,0.02645183592506701,0.367289528299671,0.36446758372552446,0.2682428879748046,0.026475927086842932,0.0001290117280442961,0.0007228707343889325,0.00018812944431358903,0.00018668401550685,0.0001373967444413457,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.096728693269217,-0.19638516101055004,-0.7464850042002809
203.3690344828,8.4365349949,0.96,0.01,0.03,0.02732250233556999,0.0005317110589576893,0.9679484602037901,0.005122962081419805,0.02692857771479005,0.3553725331381893,0.3809889723161776,0.2636384945456331,0.02644677406462943,0.00013997214343462912,0.000735756127505929,0.00018895550591938317,0.0002025760499214366,0.00014017950311686958,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,17.042283253662678,-0.224376030823759,-0.7886947341233608
203.3690344828,8.7393045896,0.96,0.01,0.03,0.027317519561243647,0.0005512409357628019,0.967113176754288,0.005531314048196584,0.027355509197515435,0.34429529698855826,0.39680199464295945,0.2589027083684822,0.026419133123921745,0.00015110177971099195,0.0007472846576109084,0.00018978966169070467,0.00021873350283953128,0.00014271777123256595,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,16.99066591665006,-0.2531025428413187,-0.8308725911236614
203.3690344828,9.0420741842,0.96,0.01,0.03,0.02731281923230781,0.0005708005229312585,0.966315787868896,0.005945134719530332,0.027739077411573707,0.3339723184555769,0.411922604622112,0.25410507692231116,0.026392808435388257,0.00016237838990624897,0.0007576324070133055,0.0001906315740190081,0.00023512563812550758,0.00014504331078674289,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,16.941508679289846,-0.2824418122607675,-0.8729955208291358
203.3690344828,9.3448437789,0.96,0.01,0.03,0.027308365273508294,0.0005903904496384578,0.9655514601909202,0.006363723963083692,0.028084815845996203,0.3243293553823731,0.42637224313971184,0.2492984014779151,0.026367631965262952,0.00017378289848366725,0.0007669504097616781,0.00019148095395515042,0.0002517261003406123,0.00014718339534269505,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,16.894496757361235,-0.3122881712757888,-0.9150429369153663
203.3690344828,9.6476133736,0.96,0.01,0.03,0.02730412674636831,0.0006100112873210716,0.96481605125692,0.006786482255751302,0.028397466487328573,0.31530163331911115,0.44017599491706383,0.24452237176382496,0.02634345975044953,0.00018529897167301305,0.0007753680242457658,0.00019233755523542748,0.00026851232530719155,0.0001491614067784525,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,16.849361185946208,-0.34255098057057154,-0.9569966664063969
203.3690344828,9.9503829682,0.96,0.01,0.03,0.027300077124283978,0.0006296635533919235,0.9641060113208201,0.0072128962205934375,0.02868109245858658,0.30683238314171396,0.4533611578957264,0.23980645896255964,0.02632016846504419,0.00019691262311165726,0.0007829960361281332,0.00019320116866472373,0.00028546499765049995,0.00015099738707669979,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,16.80587209768281,-0.37315256648843587,-0.9988407955158145
203.3690344828,10.2531525629,0.96,0.01,0.03,0.027296193644839362,0.0006493477160716836,0.9634182958615809,0.0076425257917072395,0.028939178346711916,0.2988716403140179,0.46595616045060706,0.23517219923537508,0.026297652364818853,0.00020861186394612006,0.0007899294160743906,0.00019407161703650526,0.00030256756857813266,0.00015270853045704574,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,16.76383280255878,-0.40402635684089816,-1.0405614677510613
203.3690344828,10.5559221576,0.96,0.01,0.03,0.02729245674463258,0.0006690641996017819,0.962750289382667,0.008074993071061897,0.029174717546271038,0.2913752533341061,0.4779897607513467,0.2306349859145472,0.02627582062885894,0.00022038639910516462,0.0007962497166684755,0.00019494875065575012,0.000319805836694947,0.00015430961225108475,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,16.72307467717047,-0.4351151621556504,-1.0821465878808851
