T_K,P_bubble_bar,P_dew_bar
200,188.61014498196312,2.523866952729396
201,184.3753599271269,2.656476128922241
202,180.3160280507944,2.794445361516007
203,176.42236247643777,2.9379205412622014
204,172.68531866959393,3.0870493172317484
205,169.0965281857696,3.241981084334422
206,165.64823913823494,3.4028669717769704
207,162.33326263244965,3.569859832525679
208,159.14492450592704,3.7431142338384222
209,156.07702179233274,3.922786448933292
210,153.12378339749955,4.109034449858212
211,150.27983453589113,4.3020179016313955
212,147.5401645282439,4.501898157717301
213,144.90009760729723,4.7088382569098455
214,142.3552664192912,4.923002921692004
215,139.9015879432887,5.144558558144736
216,137.53524158263528,5.373673257479766
217,135.2526492094338,5.610516799272953
218,133.05045696718253,5.85526065647861
219,130.92551865832223,6.108078002307758
220,128.87488056159302,6.369143719056967
221,126.89576754137799,6.638634408980429
222,124.9855703253024,6.916728407298417
223,123.14183383969933,7.203605797447155
224,121.36224650395907,7.4994484286739285
225,119.64463039503403,7.804439936094322
226,117.98693220238015,8.118765763330467
227,116.38721490182928,8.44261318786086
228,114.84365008379244,8.776171349221483
229,113.35451087795876,9.119631280204336
230,111.91816542195976,9.473185941214858
231,110.53307082680934,9.837030257960445
232,109.19776759625718,10.21136116265354
233,107.91087446143158,10.596377638932722
234,106.6710835954912,10.992280770716649
235,105.47715617647782,11.399273795227785
236,104.32791826928087,11.817562160440502
237,103.22225700021156,12.247353587234661
238,102.15911700002104,12.688858136553849
239,101.13749709332369,13.142288281904326
240,100.1564472140418,13.607858987553092
241,99.21506552838453,14.085787792823465
242,98.31249574811056,14.576294902922076
243,97.44792461840339,15.07960328677546
244,96.62057956574253,15.595938782399745
245,95.82972649223215,16.125530210385012
246,95.07466770379365,16.66860949612778
247,94.35473996070549,17.225411801522668
248,93.66931263947107,17.79617566689064
249,93.01778599581398,18.381143164010695
250,92.39958951936029,18.980560061218974
251,91.81418037088476,19.594676001645475
252,91.26104189364918,20.22374469578274
253,90.73968219081529,20.868024129725278
254,90.24963276114487,21.527776790567856
255,89.79044718577683,22.203269910650626
256,89.36169985868544,22.894775732525495
257,88.96298475438229,23.6025717967833
258,88.59391422559433,24.326941255134624
259,88.25411782467097,25.068173211470782
260,87.9432411418827,25.82656309399526
261,87.66094465387673,26.60241306194242
262,87.40690257550477,27.396032450904418
263,87.18080170789413,28.207738261363637
264,86.98234027516537,29.03785569571833
265,86.81122674194545,29.886718749885777
266,86.66717860291146,30.7546708665285
267,86.54992113484897,31.642065658061394
268,86.45918610064581,32.54926770895392
269,86.39471039320595,33.47665346843548
270,86.35623460561588,34.4246122466382
271,86.34350151168368,35.39354732955265
272,86.35625443847582,36.383877230967805
273,86.39423550914682,37.39603710303039
274,86.45718373013243,38.43048033125532
275,86.54483289206401,39.487680345034875
276,86.65690924704545,40.568132681129256
277,86.79312891723461,41.67235734569652
278,86.95319497958786,42.80090153053731
279,87.13679415867209,43.95434275206849
280,87.34359304334201,45.133292497942634
281,87.57323372191668,46.33840048732118
282,87.82532870299644,47.57035967823245
283,88.09945495325134,48.82991219141621
284,88.39514683563769,50.117856367738824
285,88.71188766786575,51.435055240138844
286,89.04909953368104,52.782446787790285
287,89.40613086085975,54.16105645931828
288,89.78224111308373,55.5720126180956
289,90.17658170751267,57.01656579806324
290,90.58817193034336,58.496112997785964
291,91.01586812403254,60.01222873887424
292,91.4583236716672,61.56670536274599
293,91.91393615453154,63.16160618876338
294,92.38077624482713,64.79933697022545
295,92.85648994514786,66.48274403458151
297,93.82211012224481,70.00106637644151
298,94.303596797501,71.84546941635418
299,94.77634799063779,73.75529465916897
301,95.65767043573044,95.65767043573544
303,96.33493386689156,96.33493386688009
304,96.49948761261635,96.49948761260089
