T,P,z_carbon dioxide,z_nitrogen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_nitrogen,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.4043728887,0.96,0.03,0.01,0.027827861761795275,0.00015028669711611547,0.9642030849116938,0.00011231028916863827,0.0356846047991376,0.9596641127591609,0.03238845844015638,0.007947428800682806,0.026831710157219166,3.125355201412119e-06,0.0009930262493746973,0.0001442247498474417,4.8675544436536755e-06,1.1943928250201097e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,20.330881864767974,-0.053251349464993325
200.0,3.1268559744,0.96,0.03,0.01,0.02778754466848226,0.00019545063285653032,0.9877775192735109,0.0010739213513599336,0.011148559375129157,0.765261127780349,0.2327910368203702,0.0019478353992808104,0.027447911939335278,2.9841637521350985e-05,0.00030979109162562816,0.00014957077172517134,4.54991554698692e-05,3.807056614897868e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,19.912506015394037,-0.07818683253162462
200.0,3.8493390601,0.96,0.03,0.01,0.027782538741481476,0.00024069515966328452,0.9872070892312654,0.002098934974161156,0.010693975794573369,0.628304535639765,0.37015607627939817,0.0015393880808369828,0.027427119202432793,5.831374223548274e-05,0.00029710579681319977,0.00015122986052297906,8.909477588040467e-05,3.705232599008147e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,19.778183768113337,-0.13618813453486212
200.0,4.5718221458,0.96,0.03,0.01,0.027777976406948818,0.00028613837372509196,0.986337192315612,0.003124259042730983,0.010538548641657122,0.5342812669012204,0.46442392242537434,0.0012948106734052942,0.02739845125743921,8.678559397817775e-05,0.00029273955553143404,0.000152878372822897,0.00013288950588182487,3.7049502037008206e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,19.647557200164734,-0.19277151979632734
200.0,5.2943052315,0.96,0.03,0.01,0.027773520371615474,0.0003317777062457757,0.9853945055150434,0.004149397335173828,0.010456097149782746,0.46582034811539147,0.5330553486597113,0.0011243032248972591,0.027367874373000013,0.00011524337141837728,0.0002904026271970816,0.0001545488066203333,0.0001768558808803612,3.730187450811411e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,19.51797412170791,-0.24764483884789712
200.0,6.0167883172,0.96,0.03,0.01,0.02776910465817551,0.00037761194438132236,0.9844231848048883,0.005174283382693475,0.010402531812418188,0.4137735698974526,0.5852290854342095,0.0009973446683379445,0.027336550446781394,0.0001436852167850735,0.0002888689946090408,0.00015624584226257807,0.00022098949285931485,3.766092594294363e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,19.388922585552276,-0.300774049513425
200.0,6.7392714029,0.96,0.03,0.01,0.027764707472450037,0.0004236408461010606,0.9834377744290025,0.006198902823676525,0.010363322747320915,0.37288715452251436,0.6262140275309456,0.0008988179465400395,0.02730486212437856,0.00017211072354952322,0.00028773462452195243,0.0001579702296421349,0.00026528984046356267,3.807759953630402e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,19.260236682923523,-0.35216564666701444
200.0,7.4617544886,0.96,0.03,0.01,0.027760319537899304,0.0004698647282260359,0.9824444654964924,0.007223249791269381,0.010332284712238175,0.33993175793849506,0.6592481976908176,0.0008200443706873907,0.027272972290423317,0.00020051972230770247,0.0002868275251682837,0.0001597219430591696,0.0003097574752415,3.853099253663215e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,19.13184759460309,-0.4018367336922566
200.0,8.1842375743,0.96,0.03,0.01,0.02775593626084093,0.000516284239964325,0.9814463424912733,0.008247318377269164,0.01030633913145753,0.3128138263440868,0.6864305681446121,0.0007556055113011408,0.027240962125623238,0.00022891204320234497,0.0002860620920153459,0.0001615008485843892,0.00035439328416282087,3.901072171149646e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,19.00372239437745,-0.4498098530757133
200.0,8.90672066,0.96,0.03,0.01,0.027751555127203776,0.0005629002381756217,0.9804451171899425,0.009271101450751825,0.010283781359305556,0.2901168839316603,0.7091811963624077,0.0007019197059320281,0.027208876718894458,0.0002572874830004382,0.00028539092530887873,0.00016330686306390075,0.00039919826434207164,3.951107696493009e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,86.02971371321541,3.87,18.875843896436205,-0.49610949864302256
