T,P,z_carbon dioxide,z_argon,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_argon,x_oxygen,y_carbon dioxide,y_argon,y_oxygen,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_oxygen,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_argon,parachor_oxygen,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.520548843,0.96,0.003218,0.036782,0.027775316541488737,0.00015772765048663548,0.9994730383198547,3.76502564169104e-05,0.0004893114237284204,0.9508250377588603,0.00395722834554937,0.04521773389559029,0.027760680014017467,1.045747789847904e-06,1.35907796814234e-05,0.0001499713992295715,6.241643293826178e-07,7.132086927681355e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.884916194977183,-0.013759038590041683
200.0,2.8442415904,0.96,0.003218,0.036782,0.02777548129281748,0.00017795418589195428,0.9981430575302725,0.00013317433131843857,0.0017237681384089831,0.8462479415031333,0.01241771529912099,0.14133434319774565,0.027723903821987726,3.6989811482187673e-06,4.787848968153353e-05,0.00015059336349293223,2.2097844166931413e-06,2.5151037982328895e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.814995239580906,-0.04815551748476565
200.0,3.1679343379,0.96,0.003218,0.036782,0.02777563313843689,0.00019823423112573903,0.9968124008644901,0.0002294711921635439,0.002958127943346326,0.76284449030966,0.019223609699355892,0.21793189999098406,0.02768709555425657,6.373707649374349e-06,8.216387653094638e-05,0.00015122189100504171,3.8107774882131144e-06,4.3201562632484177e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.745095462590356,-0.08209744651684403
200.0,3.4916270853,0.96,0.003218,0.036782,0.027775771918057933,0.00021856655540899352,0.9954809629529733,0.00032655900950208545,0.004192478037524665,0.6947881333220296,0.024830842455700344,0.28038102422227,0.027650252175750466,9.07042856571684e-06,0.00011644931374175223,0.00015185744903924056,5.4271917034458176e-06,6.128191466630713e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.675217095593215,-0.11559998691637574
200.0,3.8153198327,0.96,0.003218,0.036782,0.027775897494308383,0.00023895040335673837,0.9941486722336398,0.00042445355772234583,0.005426874208637817,0.63820793599151,0.02954233464509797,0.33224972936339203,0.027613371614064363,1.1789578510390385e-05,0.00015073630173362995,0.0001525000437306428,7.059152779545907e-06,7.939120684654968e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.605360638690488,-0.14866966800206427
200.0,4.1390125802,0.96,0.003218,0.036782,0.027776009742982062,0.00025938531825217163,0.9928154771921084,0.0005231692497078194,0.006661353558183765,0.5904324469655186,0.03356715507695436,0.37600039795752715,0.027576452367471388,1.4531554177113006e-05,0.00018502582133356047,0.00015314950816255947,8.706827202455806e-06,9.752898288715637e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.535526636485802,-0.18130852748101134
200.0,4.4627053276,0.96,0.003218,0.036782,0.027776108548944096,0.00027987103952847674,0.9914813402974451,0.0006227195942754396,0.007895940108279457,0.5495589231497308,0.03705422407399345,0.41338685277627574,0.027539493332354413,1.7296727046149035e-05,0.0002193184895435316,0.00015380562710406542,1.0370404210509655e-05,0.00011569500821390167,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.465715630774778,-0.21352191261315312
200.0,4.786398075,0.96,0.003218,0.036782,0.027776193802475847,0.00030040743993013294,0.9901462328995323,0.0007231175845331319,0.009130649515934485,0.514195597395395,0.04011247927051586,0.445691923334089,0.027502493657808796,2.0085454169970483e-05,0.00025361469049707856,0.00015446818303689594,1.2050087206906196e-05,0.00013388916968633076,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.395928122470817,-0.2453133804934673
200.0,5.1100908225,0.96,0.003218,0.036782,0.027776265397455834,0.0003209944858753415,0.9888101326099044,0.0008243758996435282,0.010365491490452036,0.4833010649957271,0.04282344281036115,0.4738754921939118,0.0274654526710662,2.2898083775765056e-05,0.0002879146426138658,0.00015513697688130843,1.3746089008323966e-05,0.0001521114199857091,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.32616456938665,-0.27668611510595653
200.0,5.4337835699,0.96,0.003218,0.036782,0.027776323230095885,0.00034163221145949794,0.9874730215022662,0.0009265070452447243,0.01160047145248901,0.456080630952551,0.04524933185920955,0.49867003718823943,0.02742836982624637,2.5734959163678537e-05,0.00032221844468583463,0.00015581183455616317,1.5458629310126474e-05,0.00017036174759320832,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.256425388613195,-0.30764306861481217
200.0,5.7574763174,0.96,0.003218,0.036782,0.02777636719809112,0.0003623207009184402,0.9861348849051008,0.0010295234493383632,0.01283559164556083,0.4319173795981452,0.04743845230954316,0.5206441680923116,0.027391244669971403,2.8596421367867737e-05,0.00035652610675184827,0.00015649260771485597,1.7187933291279678e-05,0.00018864015991230455,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.186710961372544,-0.3381870484207923
200.0,6.0811690648,0.96,0.003218,0.036782,0.027776397200293648,0.00038306007650248713,0.9847957108579423,0.0011334375067356157,0.01407085163532217,0.4103251207472609,0.04942888071822196,0.5402459985345172,0.02735407682593574,3.148281038879897e-05,0.00039083756396911,0.00015717917214433803,1.8934230829354415e-05,0.0002069466735287947,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.117021645249782,-0.36832087787538725
200.0,6.4048618122,0.96,0.003218,0.036782,0.027776413135369927,0.0004038504898738562,0.9834554885013027,0.0012382617099110174,0.01530624978878639,0.39091552175017247,0.05125103635411074,0.5578334418957167,0.027316865948859233,3.4394468824198006e-05,0.00042515271768649946,0.00015787142495810123,2.0697756138150437e-05,0.00022528130877760448,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,19.04735775439684,-0.3980470275227681
200.0,6.7285545597,0.96,0.003218,0.036782,0.02777641490274715,0.000424692115954269,0.9821142090395345,0.0013440085748854082,0.01654178238558013,0.3733746786785389,0.05292951443608913,0.5736958068853719,0.027279611752165457,3.733173980886701e-05,0.0004594714107728283,0.00015856928233173398,2.2478747482294716e-05,0.00024364408614024029,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,18.97771959723579,-0.42736822662805096
200.0,7.0522473071,0.96,0.003218,0.036782,0.027776402401634856,0.00044558514835505944,0.980771864592446,0.0014506907360468764,0.017777444671507044,0.35744610723452996,0.05448441722393543,0.5880694755415347,0.027242313975121512,4.0294969644761894e-05,0.0004937934568685791,0.0001592726767210365,2.4277447131766225e-05,0.0002620350245022567,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,18.908107459877368,-0.4562871068146954
200.0,7.3759400545,0.96,0.003218,0.036782,0.02777637553102984,0.0004665297960049658,0.9794284481580383,0.0015583209526281896,0.01901323088933347,0.34291819312460675,0.055932336063001103,0.6011494708123921,0.027204972381811465,4.328450797807276e-05,0.000528118641240303,0.00015998155468481426,2.60941013335531e-05,0.00028045413998659845,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,18.83852161380146,-0.4848063007016208
200.0,7.699632802,0.96,0.003218,0.036782,0.027776334189587082,0.0004875262805866659,0.9780839534390006,0.0016669121262226816,0.020249134434776765,0.3296147947992606,0.057287086767651665,0.6130981184330878,0.027167586756194212,4.6300708282636365e-05,0.000562446725110235,0.00016069587493482062,2.792896033747882e-05,0.0002989014453143665,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,18.76896231840816,-0.5129284478054963
200.0,8.0233255494,0.96,0.003218,0.036782,0.027776278275519352,0.0005085748345848103,0.9767383747099821,0.0017764773151821242,0.021485147974835632,0.31738811221951096,0.05856026768246346,0.6240516200980256,0.027130156898322957,4.934392825664618e-05,0.0005967774489397456,0.00016141560667122298,2.9782278449851064e-05,0.0003173769494637362,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,18.699429823113178,-0.5406561996927941
200.0,8.3470182968,0.96,0.003218,0.036782,0.027776207686516948,0.0005296756997700986,0.9753917067144249,0.0018870297467606604,0.022721263538814516,0.3061132089606062,0.059761688364587166,0.6341251026748067,0.027092682621406093,5.2414530156659584e-05,0.000631110534954197,0.0001621407281650795,3.165431410395527e-05,0.00033588065750106384,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,18.629924369091363,-0.5679921783234327
200.0,8.6707110443,0.96,0.003218,0.036782,0.02777612231968375,0.0005508291260191424,0.9740439445844435,0.0019985828275035826,0.023957472588052798,0.29568375721346973,0.0608997025694841,0.6434165402170462,0.027055163749524762,5.551288108275892e-05,0.0006654456890762249,0.0001628712255639518,3.354532994117465e-05,0.00035441257051401593,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,18.560446190730868,-0.5949391285742003
200.0,8.9944037917,0.96,0.003218,0.036782,0.027776022071484843,0.00057203537038304,0.9726950837772943,0.0021111501523860053,0.02519376607031975,0.28600869867746115,0.061981469564200774,0.6520098317583382,0.027017600115822927,5.8639353228892275e-05,0.0006997826024330273,0.00016360709188073278,3.545559289904271e-05,0.0003729726856032646,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,18.490995516846326,-0.6214997077689155
200.0,9.3180965391,0.96,0.003218,0.036782,0.027775906837702227,0.0005932946963462472,0.9713451200245227,0.002224745513007228,0.026430134462470143,0.27700959936065894,0.06301316113903434,0.6599772395003066,0.02697999156105783,6.179432410688482e-05,0.0007341209525375137,0.00016434832613767774,3.738537430380052e-05,0.0003915609959047689,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,3.87,18.421572571691904,-0.6476766168650236
