feed_index,n_points,n_points_converged,n_isotherms,ngrid,lgrid,T_STEP,cDFT_NP,outer_workers,rayon_threads,phase_eq_s,cdft_sweep_s,total_stage_s,cdft_per_point_s,total_per_point_s,node
0,95,95,19,500,100,5,5,4,4,1.597,15.8315,17.4285,0.166647,0.183458,c109
