idx,split,source_id,temperature,pressure,actual,predicted,residual
15098,test,77,295.0,73.85081595358218,4.421455476481413,4.181850732872486,0.23960474360892725
4061,test,21,200.0,162.87521207850523,0.935121496014542,1.4825161939660512,-0.5473946979515092
15097,test,77,295.0,73.00976898459065,4.300919105968615,4.1037412119196714,0.19717789404894326
9872,test,50,295.0,77.60029303468531,3.781795183091526,4.072034328696792,-0.29023914560526576
12384,test,63,295.0,75.44662817302135,4.3320897017595765,4.1249060456740505,0.20718365608552602
17242,test,88,295.0,76.67932448040548,4.579837537489413,4.247012784956084,0.33282475253332944
12385,test,63,295.0,76.80933113914865,4.485993654398727,4.218771802609838,0.26722185178888846
9689,test,50,200.0,121.63568488730564,0.885383976106349,1.0820963418938483,-0.1967123657874993
9863,test,50,290.0,75.13128147468308,2.8185667204452574,3.1797743946891064,-0.36120767424384903
15475,test,79,285.0,82.97074923134014,2.5006164450560333,2.7586983790097523,-0.25808193395371903
14120,test,72,295.0,73.96843290009598,4.478392057912953,4.2787163064132105,0.19967575149974248
16075,test,82,295.0,72.41995765723175,4.368517600937992,4.135829532788967,0.23268806814902465
15482,val,79,290.0,76.98266623151193,2.9542905994793105,3.153646572564636,-0.19935597308532538
9877,val,50,300.0,79.71090411114882,5.397827786265921,5.148032920812776,0.24979486545314522
2110,val,10,295.0,78.08522397072565,4.170085349642057,3.9837740614745787,0.18631128816747822
9861,val,50,290.0,71.0776775247359,2.759341665046739,2.945672933415601,-0.18633126836886182
9854,val,50,285.0,73.80698580859213,2.339854678208056,2.550553379989732,-0.21069870178167616
11022,val,56,290.0,75.42671092241488,3.29643446518063,3.5040726585472948,-0.20763819336666467
