temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_water,z_carbon monoxide,z_nitrogen dioxide,z_nitrogen oxide,z_sulfur dioxide,z_hydrogen sulfide,z_propane,z_ethane,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_argon,x_methane,x_oxygen,x_water,x_carbon monoxide,x_nitrogen dioxide,x_nitrogen oxide,x_sulfur dioxide,x_hydrogen sulfide,x_propane,x_ethane,y_carbon dioxide,y_hydrogen,y_nitrogen,y_argon,y_methane,y_oxygen,y_water,y_carbon monoxide,y_nitrogen dioxide,y_nitrogen oxide,y_sulfur dioxide,y_hydrogen sulfide,y_propane,y_ethane,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_argon,E_methane,E_oxygen,E_water,E_carbon monoxide,E_nitrogen dioxide,E_nitrogen oxide,E_sulfur dioxide,E_hydrogen sulfide,E_propane,E_ethane,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2,source_id
205.0,3.2413171093940587,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.0363865863200949,36.03017942901507,3.2412171093940585,1206.6057130992365,8.605057585172586,0.9996018413094988,8.365360742353367e-06,0.0,0.0,0.0,0.0002284666524454,0.0,0.0001613266773134,0.0,0.0,0.0,0.0,0.0,0.0,0.9499720805677964,0.0057362222301527,0.0,0.0,0.0,0.0169313963038514,0.0,0.0273603008981993,0.0,0.0,0.0,0.0,0.0,0.0,18.693766738752583,0.6282724269033758,1.0000000009344634,1.9176625535154743,0.0,0.0,0.0,3.619024397631117,0.0,5.9873061627086415,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
205.0,6.884512922685282,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.0772846084719946,36.03017942901507,3.2412171093940585,1202.6109616307942,14.571216517802394,0.9914709342149434,0.0002185168872735,0.0,0.0,0.0,0.0045522364386431,0.0,0.0037583124591398,0.0,0.0,0.0,0.0,0.0,0.0,0.4677423141092526,0.0698598858580178,0.0,0.0,0.0,0.1607676514916443,0.0,0.3016301485410852,0.0,0.0,0.0,0.0,0.0,0.0,17.820120049909615,0.6589986157897691,1.0000000011563994,1.8399458510227864,0.0,0.0,0.0,3.438822037089251,0.0,5.584315969973459,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
205.0,10.527708735976503,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.1181826306238943,36.03017942901507,3.2412171093940585,1198.7652059646423,20.37524608031829,0.9840687620471316,0.0004990877823801,0.0,0.0,0.0,0.0079113757835326,0.0,0.0075207743869555,0.0,0.0,0.0,0.0,0.0,0.0,0.3186624240251318,0.1027240631846863,0.0,0.0,0.0,0.1839003493446274,0.0,0.3947131634455544,0.0,0.0,0.0,0.0,0.0,0.0,17.020293671541484,0.6879507201963789,1.0000000010184658,1.7708465723614046,0.0,0.0,0.0,3.2799475847532684,0.0,5.23073430073079,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
205.0,14.170904549267728,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.159080652775794,36.03017942901507,3.2412171093940585,1195.107428391956,25.94404928800468,0.9773508164125831,0.0008688219019213,0.0,0.0,0.0,0.0104912096686755,0.0,0.0112891520168197,0.0,0.0,0.0,0.0,0.0,0.0,0.2465169891568814,0.130843219822879,0.0,0.0,0.0,0.1823266327589543,0.0,0.4403131582612851,0.0,0.0,0.0,0.0,0.0,0.0,16.294832143685554,0.7149096074650544,1.0000000002189866,1.7090935905732785,0.0,0.0,0.0,3.141764367193072,0.0,4.920925192768413,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
205.0,17.814100362558953,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.1999786749276937,36.03017942901507,3.2412171093940585,1191.6822276508672,31.194972846723577,0.9712933524188772,0.0013482079500108,0.0,0.0,0.0,0.012454637072314,0.0,0.0149038025587979,0.0,0.0,0.0,0.0,0.0,0.0,0.2041320086696142,0.1593244108023447,0.0,0.0,0.0,0.173405720734503,0.0,0.463137859793538,0.0,0.0,0.0,0.0,0.0,0.0,15.644490895143672,0.7397485066509774,1.0000000002121732,1.654827101749162,0.0,0.0,0.0,3.023923149615703,0.0,4.652243474989586,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
205.0,21.45729617585017,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.2408766970795933,36.03017942901507,3.2412171093940585,1188.5315482498004,36.04495750463153,0.9658846725210892,0.0019560446274517,0.0,0.0,0.0,0.0139354899339587,0.0,0.0182237929175002,0.0,0.0,0.0,0.0,0.0,0.0,0.176310740203026,0.1896958612169018,0.0,0.0,0.0,0.1623849145992126,0.0,0.4716084839808594,0.0,0.0,0.0,0.0,0.0,0.0,15.069185910103524,0.7623836019929868,1.0000000008557004,1.6078340190018077,0.0,0.0,0.0,2.924498282483964,0.0,4.421716701227744,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
205.0,25.1004919891414,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.281774719231493,36.03017942901507,3.2412171093940585,1185.6831438376205,40.4315727191001,0.9611064822286024,0.0027040262826189,0.0,0.0,0.0,0.0150420241128474,0.0,0.0211474673759309,0.0,0.0,0.0,0.0,0.0,0.0,0.1566671835812884,0.2220917174235702,0.0,0.0,0.0,0.1512081344083399,0.0,0.4700329645868012,0.0,0.0,0.0,0.0,0.0,0.0,14.566501696290548,0.7827402962673446,1.000000000221588,1.5675490314021832,0.0,0.0,0.0,2.8416456358316022,0.0,4.225224508806244,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
205.0,28.743687802432625,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.3226727413833927,36.03017942901507,3.2412171093940585,1183.1404623664198,44.33363699781452,0.9569162452606594,0.0035921586554287,0.0,0.0,0.0,0.0158628022671639,0.0,0.023628793816748,0.0,0.0,0.0,0.0,0.0,0.0,0.1420571666401749,0.2558220810719857,0.0,0.0,0.0,0.1406554977438779,0.0,0.4614652545439614,0.0,0.0,0.0,0.0,0.0,0.0,14.130627280121615,0.8009372122487748,1.0000000002233569,1.5331168170571208,0.0,0.0,0.0,2.773096404189499,0.0,4.057761424465465,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
205.0,32.386883615723846,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.3635707635352924,36.03017942901507,3.2412171093940585,1180.881263646841,47.77685422473668,0.9532433605101944,0.0046083871886155,0.0,0.0,0.0,0.0164702581907316,0.0,0.0256779941104583,0.0,0.0,0.0,0.0,0.0,0.0,0.1307628505950262,0.2897978120635999,0.0,0.0,0.0,0.1310270064983019,0.0,0.4484123308430718,0.0,0.0,0.0,0.0,0.0,0.0,13.752707496932205,0.8171608828601251,1.0000000000963651,1.503673914051909,0.0,0.0,0.0,2.716344687274354,0.0,3.914730823811316,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
205.0,36.03007942901507,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6716026733062508,0.4044687856871921,36.03017942901507,3.2412171093940585,1178.866029958673,50.82091281494234,0.950000567220077,0.005732782757864,0.0,0.0,0.0,0.0169219277628417,0.0,0.0273447222592172,0.0,0.0,0.0,0.0,0.0,0.0,0.1217731532874199,0.3229392776437519,0.0,0.0,0.0,0.1223991441291287,0.0,0.4328884249396995,0.0,0.0,0.0,0.0,0.0,0.0,13.422483090232356,0.8317088307079481,1.0000000000715168,1.478141983326721,0.0,0.0,0.0,2.668932696587892,0.0,3.79070850276585,0.0,0.0,0.0,0.0,0.0,0.0,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324,0
210.0,4.107921722057277,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.046114972182951,36.26784867360197,4.1078217220572775,1190.6138148855428,10.748711080109024,0.9994997521686856,1.1271665641502226e-05,0.0,0.0,0.0,0.0002818600359551,0.0,0.0002071161297178,0.0,0.0,0.0,0.0,0.0,0.0,0.9499781852974934,0.005735521584371,0.0,0.0,0.0,0.0169293333640489,0.0,0.0273569597540866,0.0,0.0,0.0,0.0,0.0,0.0,17.52451516483622,0.6524382376197502,1.0000000001471487,1.8158607652513197,0.0,0.0,0.0,3.292494751022263,0.0,5.316063196140907,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
210.0,7.681235827784464,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.0862285117622863,36.26784867360197,4.1078217220572775,1186.681317279793,16.543049916730272,0.9916316606770872,0.000227060808146,0.0,0.0,0.0,0.0044039166253783,0.0,0.0037373618893882,0.0,0.0,0.0,0.0,0.0,0.0,0.5300311879316935,0.0612754094094775,0.0,0.0,0.0,0.1432010030162127,0.0,0.2654923996426162,0.0,0.0,0.0,0.0,0.0,0.0,16.748227715759676,0.6806541234246837,1.000000000067468,1.751296158742789,0.0,0.0,0.0,3.1490327867263503,0.0,4.997782847651692,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
210.0,11.254549933511653,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.1263420513416216,36.26784867360197,4.1078217220572775,1182.877567266118,22.19280243850046,0.9844003742051992,0.0005114427982041,0.0,0.0,0.0,0.007669112271751,0.0,0.0074190707248455,0.0,0.0,0.0,0.0,0.0,0.0,0.3759389723543559,0.0928684618206564,0.0,0.0,0.0,0.1713308505050488,0.0,0.3598617153199386,0.0,0.0,0.0,0.0,0.0,0.0,16.031964843349314,0.7075058187792472,1.0000000010449788,1.6939151019846597,0.0,0.0,0.0,3.0208884681485344,0.0,4.71600996478428,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
210.0,14.82786403923884,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.1664555909209568,36.26784867360197,4.1078217220572775,1179.2384267491766,27.631779619119516,0.9777764938467424,0.0008823911742406,0.0,0.0,0.0,0.0102270109501927,0.0,0.0111141040288243,0.0,0.0,0.0,0.0,0.0,0.0,0.2963382107194429,0.119881951326979,0.0,0.0,0.0,0.1744745890941051,0.0,0.4093052488594728,0.0,0.0,0.0,0.0,0.0,0.0,15.376733335293396,0.7327785098002295,1.0000000008759646,1.6421389501898105,0.0,0.0,0.0,2.907879793325376,0.0,4.465945458596602,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
210.0,18.401178144966025,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.2065691305002921,36.26784867360197,4.1078217220572775,1175.8056459154848,32.78515869111523,0.9717475781773112,0.0013597700278999,0.0,0.0,0.0,0.012211884742387,0.0,0.0146807670524018,0.0,0.0,0.0,0.0,0.0,0.0,0.247901489996734,0.1469182953133144,0.0,0.0,0.0,0.1689832951636046,0.0,0.4361969195263468,0.0,0.0,0.0,0.0,0.0,0.0,14.783843738727072,0.7563463537981172,1.0000000001900728,1.5960156619318675,0.0,0.0,0.0,2.809961857455234,0.0,4.245939532502121,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
210.0,21.974492250693213,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.2466826700796274,36.26784867360197,4.1078217220572775,1172.619970185607,37.57614235642139,0.9663110015357014,0.0019625045632513,0.0,0.0,0.0,0.0137372384534266,0.0,0.0179892554476205,0.0,0.0,0.0,0.0,0.0,0.0,0.2153993508669465,0.1755452821781498,0.0,0.0,0.0,0.1603545105252431,0.0,0.4487008564296604,0.0,0.0,0.0,0.0,0.0,0.0,14.25404010770958,0.7780402223674023,1.000000000164938,1.5555100039881469,0.0,0.0,0.0,2.726053020941752,0.0,4.054113242601973,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
210.0,25.5478063564204,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.2867962096589627,36.26784867360197,4.1078217220572775,1169.711464888489,41.94277211628981,0.9614591074347252,0.0027038183736312,0.0,0.0,0.0,0.0148975435392899,0.0,0.0209395306523537,0.0,0.0,0.0,0.0,0.0,0.0,0.1921026899325563,0.2060809432764087,0.0,0.0,0.0,0.1508181271338883,0.0,0.4509982396571466,0.0,0.0,0.0,0.0,0.0,0.0,13.78631413853182,0.7977779123774745,1.0000000004455023,1.5203310901322558,0.0,0.0,0.0,2.655033627475957,0.0,3.888649786432647,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
210.0,29.121120462147587,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.326909749238298,36.26784867360197,4.1078217220572775,1167.0899406232654,45.85649552402067,0.9571634573463408,0.0035866248324654,0.0,0.0,0.0,0.0157723176107666,0.0,0.023477600210427,0.0,0.0,0.0,0.0,0.0,0.0,0.1745853542847141,0.2380692392820041,0.0,0.0,0.0,0.1413703661214028,0.0,0.4459750403118789,0.0,0.0,0.0,0.0,0.0,0.0,13.376907650663082,0.8155764360360394,1.000000000106108,1.4898917871637616,0.0,0.0,0.0,2.595433409607268,0.0,3.745841311932327,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
210.0,32.69443456787478,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.3670232888176333,36.26784867360197,4.1078217220572775,1164.7416209270452,49.33048719722852,0.9533688143882908,0.0046021354071013,0.0,0.0,0.0,0.0164286940047798,0.0,0.025600356199828,0.0,0.0,0.0,0.0,0.0,0.0,0.1609288425543977,0.2706133200123836,0.0,0.0,0.0,0.1324681499975202,0.0,0.4359896874356982,0.0,0.0,0.0,0.0,0.0,0.0,13.019298988049211,0.8315720088819454,1.000000000039902,1.4636224384502932,0.0,0.0,0.0,2.545490039348796,0.0,3.622755579076456,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
210.0,36.267748673601965,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6879832263137203,0.4071368283969686,36.26784867360197,4.1078217220572775,1162.634537608028,52.41204914310057,0.9500005690479684,0.0057327887513587,0.0,0.0,0.0,0.0169219236206909,0.0,0.027344718579982,0.0,0.0,0.0,0.0,0.0,0.0,0.1499828712544565,0.3027247139157393,0.0,0.0,0.0,0.1243026760658743,0.0,0.4229897387639298,0.0,0.0,0.0,0.0,0.0,0.0,12.705312027441945,0.8459758774842364,1.0000000003582468,1.4406998381574476,0.0,0.0,0.0,2.503365001071589,0.0,3.515323803757269,0.0,0.0,0.0,0.0,0.0,0.0,17.57368055944734,1190.856638154058,10.392958269289368,309.1473760575555,3.8905479503367095,0
