temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_water,z_carbon monoxide,z_nitrogen dioxide,z_nitrogen oxide,z_sulfur dioxide,z_hydrogen sulfide,z_propane,z_ethane,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_argon,x_methane,x_oxygen,x_water,x_carbon monoxide,x_nitrogen dioxide,x_nitrogen oxide,x_sulfur dioxide,x_hydrogen sulfide,x_propane,x_ethane,y_carbon dioxide,y_hydrogen,y_nitrogen,y_argon,y_methane,y_oxygen,y_water,y_carbon monoxide,y_nitrogen dioxide,y_nitrogen oxide,y_sulfur dioxide,y_hydrogen sulfide,y_propane,y_ethane,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_argon,E_methane,E_oxygen,E_water,E_carbon monoxide,E_nitrogen dioxide,E_nitrogen oxide,E_sulfur dioxide,E_hydrogen sulfide,E_propane,E_ethane,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2,source_id
200.0,2.523496440255295,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.0283284288308856,35.97051919189013,2.523396440255295,1222.2295861380612,6.809262887749488,0.9996862641203824,6.130035710190327e-06,0.0,0.0,0.0,0.0001833966095683,0.0,0.000124209234339,0.0,0.0,0.0,0.0,0.0,0.0,0.9499638297379396,0.0057371690070899,0.0,0.0,0.0,0.0169341852524409,0.0,0.0273648160025293,0.0,0.0,0.0,0.0,0.0,0.0,19.876084073369277,0.6055903710529791,1.000000001195355,2.03124836506884,0.0,0.0,0.0,3.995118734291359,0.0,6.78055697285699,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
200.0,6.239821190436944,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.070047386511416,35.97051919189013,2.523396440255295,1218.1586675393687,12.969402597455602,0.9912672785172256,0.0002110043875379,0.0,0.0,0.0,0.0047269479318795,0.0,0.0037947691633567,0.0,0.0,0.0,0.0,0.0,0.0,0.4028479775147862,0.0789476915443407,0.0,0.0,0.0,0.1786129969141612,0.0,0.3395913340267117,0.0,0.0,0.0,0.0,0.0,0.0,18.889134797114085,0.6393992404897205,1.0000000011105286,1.936731874773738,0.0,0.0,0.0,3.767101674811991,0.0,6.264191379602412,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
200.0,9.956145940618592,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.1117663441919464,35.97051919189013,2.523396440255295,1214.2611657037478,18.947751811601226,0.9836851564535524,0.0004883405942367,0.0,0.0,0.0,0.0081808524176893,0.0,0.0076456505345216,0.0,0.0,0.0,0.0,0.0,0.0,0.2637919405068669,0.1125731614370917,0.0,0.0,0.0,0.1949899252142213,0.0,0.4286449728418202,0.0,0.0,0.0,0.0,0.0,0.0,17.993811897616975,0.6708434149613339,1.0000000010476249,1.8530316739545172,0.0,0.0,0.0,3.5685406767037664,0.0,5.817010510858015,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
200.0,13.67247069080024,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.1534853018724769,35.97051919189013,2.523396440255295,1210.5790776583556,24.66369348891032,0.9768746021835388,0.0008576677206629,0.0,0.0,0.0,0.0107758322229386,0.0,0.0114918978728593,0.0,0.0,0.0,0.0,0.0,0.0,0.2006433298998872,0.1416740917983116,0.0,0.0,0.0,0.1882983719306827,0.0,0.4693842063711184,0.0,0.0,0.0,0.0,0.0,0.0,17.189671877908076,0.6997458080318048,1.0000000009176375,1.7791114104845362,0.0,0.0,0.0,3.3989268055300865,0.0,5.431216994830304,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
200.0,17.388795440981887,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.1952042595530072,35.97051919189013,2.523396440255295,1207.1595315314355,30.02578432918995,0.9707965867232732,0.0013400346565809,0.0,0.0,0.0,0.0127094987096362,0.0,0.0151538799105094,0.0,0.0,0.0,0.0,0.0,0.0,0.1647296041818268,0.1716095296413611,0.0,0.0,0.0,0.1759842826565368,0.0,0.4876765835202752,0.0,0.0,0.0,0.0,0.0,0.0,16.476368927235672,0.7260383518612102,1.000000000978605,1.7151871269282732,0.0,0.0,0.0,3.2568662949468434,0.0,5.102195147960277,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
200.0,21.105120191163536,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.2369232172335376,35.97051919189013,2.523396440255295,1204.0448703945194,34.94457641331035,0.9654273911899212,0.0019538505742144,0.0,0.0,0.0,0.0141389533248825,0.0,0.0184798049109818,0.0,0.0,0.0,0.0,0.0,0.0,0.1416197258134357,0.2037567495374057,0.0,0.0,0.0,0.1627509354699973,0.0,0.4918725891791611,0.0,0.0,0.0,0.0,0.0,0.0,15.85239665923588,0.7497117136158004,1.0000000006121603,1.6606880390193597,0.0,0.0,0.0,3.139081556576903,0.0,4.824623865330123,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
200.0,24.821444941345185,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.278642174914068,35.97051919189013,2.523396440255295,1201.2590007498754,39.35870674253356,0.960735077484954,0.0027088200638207,0.0,0.0,0.0,0.0151873058614322,0.0,0.0213687965897929,0.0,0.0,0.0,0.0,0.0,0.0,0.1255194102806441,0.2379975235391346,0.0,0.0,0.0,0.1501508144499742,0.0,0.4863322517302471,0.0,0.0,0.0,0.0,0.0,0.0,15.313223226185816,0.7707947919094622,1.0000000007297944,1.614712188433075,0.0,0.0,0.0,3.0425930667771484,0.0,4.59136027286546,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
200.0,28.537769691526837,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.3203611325945985,35.97051919189013,2.523396440255295,1198.7972195927823,43.25697704571815,0.9566602039632316,0.0036016396821068,0.0,0.0,0.0,0.0159521740777104,0.0,0.0237859822769511,0.0,0.0,0.0,0.0,0.0,0.0,0.1136598094132356,0.2733737966357439,0.0,0.0,0.0,0.13870571730977,0.0,0.4742606766412505,0.0,0.0,0.0,0.0,0.0,0.0,14.850251156071922,0.7894499023928297,1.000000000428956,1.575944177620922,0.0,0.0,0.0,2.9641187216454217,0.0,4.39507888702939,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
200.0,32.25409444170848,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.3620800902751289,35.97051919189013,2.523396440255295,1196.6276889363323,46.67964100204798,0.953115297971758,0.0046169499357434,0.0,0.0,0.0,0.0165107021704672,0.0,0.0257570499220313,0.0,0.0,0.0,0.0,0.0,0.0,0.1045606088736241,0.3086101871408432,0.0,0.0,0.0,0.128541302462925,0.0,0.4582879015226075,0.0,0.0,0.0,0.0,0.0,0.0,14.451727448672797,0.8059730433049971,1.0000000004409717,1.5430187311916508,0.0,0.0,0.0,2.8998847211105967,0.0,4.228957392552044,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
200.0,35.97041919189013,0.95,0.005733,0.0,0.0,0.0,0.016922,0.0,0.027345,0.0,0.0,0.0,0.0,0.0,0.0,305.24,89.08,0.6552221202987812,0.4037990479556593,35.97051919189013,2.523396440255295,1194.7032062373974,49.69928271659816,0.9500005646102416,0.0057327769499351,0.0,0.0,0.0,0.016921931998229,0.0,0.0273447264415943,0.0,0.0,0.0,0.0,0.0,0.0,0.0973643545812345,0.3425679031480161,0.0,0.0,0.0,0.1196136085271577,0.0,0.4404541337435916,0.0,0.0,0.0,0.0,0.0,0.0,14.105010992730993,0.8207177838074217,1.0000000008616083,1.514663934750408,0.0,0.0,0.0,2.84658411219468,0.0,4.0857383890969,0.0,0.0,0.0,0.0,0.0,0.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414,0
