trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,max_depth,model_path,model_type,n_estimators,softmax_temperature
3,5.587709644577676,1,0,0,0,149,2,0,2,6,1,0,2
2,6.525285782986263,0,1,0,0,60,0,1,2,2,1,0,0
7,7.703276495467845,0,0,0,0,121,1,1,1,5,1,0,1
4,10.802307857808673,0,3,0,0,131,2,0,0,2,1,0,5
0,inf,1,2,0,0,147,0,1,3,0,0,0,3
1,inf,1,0,0,0,84,2,0,3,6,0,0,4
5,inf,1,3,2,0,13,2,0,1,0,0,0,2
6,inf,0,3,0,0,111,1,0,2,0,0,0,1
8,inf,1,2,2,0,35,0,0,3,1,0,0,0
9,inf,1,2,1,0,54,2,0,0,1,0,0,2
