feature,mean_abs_shap
temperature,20.022154835084276
z_carbon dioxide,0.20400771059259093
z_hydrogen sulfide,0.09110994442914265
z_argon,0.030636617475144425
z_nitrogen,0.01912042598063218
pressure,0.016373038862917706
z_hydrogen,0.013127853486645689
z_carbon monoxide,0.011756419691082607
z_oxygen,0.010147256295639477
z_methane,0.00933890677201739
