temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4617884452602965,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.02782939684897464,51.45938887244642,2.4374143022379173,1220.7272061216152,6.620157672480879,0.9921493196660989,2.292876319070984e-05,9.016507119125524e-05,4.613207358925288e-06,0.00773297329216031,0.9653472002798543,0.022132114958786007,0.009776536691782875,0.001050577524164485,0.0016935705454122483,19.98364060264736,0.6045828500423155,1.0000000011091845,2.035766696356443,4.663900575234313,6.805323698759105,1.0000000002419698,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.133616256931388,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.04672864862006996,51.45938887244642,2.4374143022379173,1221.1655739060743,8.005222347841803,0.9948723068289707,0.000502009741204606,0.0016364667905972622,9.306686692874992e-05,0.0028961497722987404,0.5903533180451838,0.28986792812702084,0.10667695784191424,0.01271271202136285,0.00038908396451825685,19.70548010586792,0.6127766838866172,1.0000000010981949,2.011051196992592,4.583176134281571,6.669972836622233,1.000000000325446,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.80544406860248,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.06562790039116527,51.45938887244642,2.4374143022379173,1220.6266797890921,9.138373372803164,0.9931339361297532,0.0010268522115526968,0.002817139082639269,0.00017500491602614915,0.002847067660028636,0.42762680114715246,0.4231208365814377,0.13183400804401918,0.017139656734412916,0.00027869749297771286,19.50677279164338,0.6200635735131655,1.0000000010904169,1.9925085344076394,4.533707630770293,6.56082285305722,1.0000000003397975,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.477271880273571,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.08452715216226059,51.45938887244642,2.4374143022379173,1220.1047098201673,10.095501951008021,0.9916178600289588,0.001584222825228266,0.003720994425289795,0.0002487368231081057,0.002828185897415018,0.3372870703164101,0.507356842318672,0.1361136789034612,0.019022902897900425,0.00021950556355638062,19.330182959865475,0.6267092243182468,1.0000000010946017,1.975988769735176,4.490604659798252,6.46282308196318,1.000000000348129,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,9.149099691944663,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.1034264039333559,51.45938887244642,2.4374143022379173,1219.5995582903483,10.921804829937871,0.9902798991209361,0.0021654579005794413,0.004423164311060836,0.00031426321400883735,0.002817215453414796,0.279834600800931,0.5671804431802842,0.1330548890476686,0.019747798808163256,0.00018226816295301162,19.169908955627804,0.6329137905965787,1.0000000010987704,1.9606837219701443,4.452189125665967,6.373278042256411,1.0000000003540552,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,10.820927503615755,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.12232565570445122,51.45938887244642,2.4374143022379173,1219.1083975404174,11.650950800691943,0.9890761139993892,0.0027641212878210066,0.004977994937152594,0.0003722022195895961,0.002809567556047743,0.24008214300552383,0.6125206747483718,0.1273623547551339,0.019878195019928473,0.00015663247104196753,19.021859232495956,0.6387513564451958,1.000000001108132,1.9463762661861577,4.417277976038226,6.289510695061025,1.0000000003639458,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,12.492755315286846,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.14122490747554653,51.45938887244642,2.4374143022379173,1218.6286462582862,12.307325138451487,0.9879734198533148,0.003375554178430249,0.005423961015826385,0.00042340305422321103,0.002803661898205241,0.21094750013680016,0.6483290009821708,0.12089817461649409,0.01968742623071517,0.00013789803381985502,18.883130355123267,0.644310173877593,1.0000000011254393,1.9326428449248683,4.385075449877365,6.210247770356879,1.0000000003804106,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,14.164583126957938,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.16012415924664186,51.45938887244642,2.4374143022379173,1218.1582393546141,12.908491607135495,0.9869478103410197,0.003996398126324144,0.005788253398498722,0.0004687416979171756,0.002798796436240313,0.18868347278573377,0.67743240305346,0.11443907676170963,0.019321438414130615,0.00012360898496592326,18.751653806893344,0.6496510482412134,1.0000000011490637,1.9194306897444036,4.355193196379132,6.134597947546369,1.0000000004023373,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,15.83641093862903,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.17902341101773717,51.45938887244642,2.4374143022379173,1217.6955729204406,13.467178049624847,0.9859818960714175,0.004624215577526856,0.006090252186950763,0.0005090290092811941,0.002794607154823758,0.17112142066842093,0.7015982781904262,0.10830526777111456,0.018862679372019332,0.00011235399801892629,18.625940388888246,0.6548164439036214,1.0000000011760202,1.906740302382202,4.3269178477319326,6.0619238120759675,1.0000000004275158,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,17.508238750300123,0.97,0.018294,0.008095,0.000869,0.002742,307.72,88.46,0.6499415052645261,0.19792266278883253,51.45938887244642,2.4374143022379173,1217.2394067434775,13.992716045749074,0.9850629644369333,0.005257216116326851,0.006343956434159086,0.0005449783374587778,0.0027908846751219882,0.15691907432277147,0.7220041064914289,0.10261425146448451,0.01835930440996839,0.00010326331134663446,18.504902615561463,0.659841974377455,1.0000000012038077,1.8943445115220208,4.29994317877735,5.991763879885868,1.000000000454072,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
