feature,mean_abs_shap
temperature,0.32785752837032517
pressure,0.14542574400517208
z_hydrogen,0.03241040367506543
z_carbon dioxide,0.01329745302549678
z_hydrogen sulfide,0.007452683334106862
z_methane,0.005407284775732064
z_nitrogen,0.0038455386822077503
z_carbon monoxide,0.00316432664783343
z_argon,0.0026074674399391394
z_oxygen,0.0023404530968139247
