T,P,z_carbon dioxide,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_methane,rhoL3_oxygen,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_methane,rhoV3_oxygen,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_methane,parachor_oxygen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.9467032244,0.97,0.005773,0.002196,0.001575,0.020456,0.027781995676889295,0.00018455503249509647,0.9747538208966653,0.003374146988724724,0.0006989970572128908,0.00025569891728793723,0.020917336140109207,0.7991220595136953,0.09200070419971818,0.05600635283530414,0.0489977903818027,0.0038730930694795976,0.027080606438182477,9.37405370539393e-05,1.9419533221646872e-05,7.103826214678745e-06,0.0005811253422165542,0.00014748199766109846,1.6979192953150746e-05,1.0336254267451394e-05,9.042788796101523e-06,7.147988172943401e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.977400917604115,-0.16119326902979125
200.0,3.0144239088,0.97,0.005773,0.002196,0.001575,0.020456,0.027779919058684946,0.000188822567285396,0.9744335897732912,0.0036295312511992104,0.0007900795876059091,0.0002979382552429111,0.020848861132660844,0.7818092076218781,0.0967559512654992,0.061872535258835355,0.05578192349784573,0.0037803823559416075,0.02706968625196584,0.00010082808437928156,2.1948346993611335e-05,8.276700615133886e-06,0.0005791796747310808,0.0001476232217105242,1.8269707118092217e-05,1.1682930952029474e-05,1.0532886002980786e-05,7.13821501769308e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.9577428481647,-0.1732506171836583
200.0,3.0821445932,0.97,0.005773,0.002196,0.001575,0.020456,0.02777800177183742,0.00019309070339581982,0.9741193370290014,0.003862604173873653,0.0008816887283132456,0.00034312497977809816,0.020793245089033536,0.7652561223952197,0.10072562136779069,0.0675213628557908,0.06280302445854682,0.0036938689226520796,0.027059088669972694,0.00010729542558576895,2.4491551057294417e-05,9.53132629623769e-06,0.0005775947989254233,0.00014776384295125055,1.9449181079887724e-05,1.3037747448069027e-05,1.2126680168085683e-05,7.132517485268492e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.938698774548545,-0.18481341403329665
200.0,3.1498652775,0.97,0.005773,0.002196,0.001575,0.020456,0.027776228159838677,0.00019735951159529193,0.9738133926788688,0.004074896056036877,0.000973259769999321,0.0003912678065435424,0.020747183688551454,0.7494158587530414,0.10399912874431083,0.07292490895747375,0.07004750502338179,0.003612598521792418,0.027048862980154836,0.00011318524258010706,2.7033485430293252e-05,1.0867943866153055e-05,0.0005762785078072886,0.00014790434786526654,2.0525217255313072e-05,1.439242441497815e-05,1.3824541379883389e-05,7.129806798508252e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.920201067611103,-0.19591346616909888
200.0,3.2175859619,0.97,0.005773,0.002196,0.001575,0.020456,0.02777458387569627,0.00020162906932695674,0.9735169822187992,0.004267982839095183,0.0010642636522706754,0.00044235800025890716,0.020708413289575962,0.7342446029061965,0.10665946923078315,0.07806017430211241,0.07749988326689533,0.0035358702940126363,0.027039029077050754,0.00011854144734448146,2.9559480075846724e-05,1.228630938127629e-05,0.0005751675618439109,0.00014804505594231732,2.1505649515909984e-05,1.5739200296034952e-05,1.5626229336051894e-05,7.129342366426008e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.902193233329434,-0.206584352742329
200.0,3.2853066462,0.97,0.005773,0.002196,0.001575,0.020456,0.027773055666387488,0.00020589945805334073,0.973230645985866,0.004443435680509227,0.0011542180040022367,0.0004963705256552172,0.020675329803967357,0.7197016525398833,0.10878266229862933,0.08290936604281246,0.08514317061709305,0.003463148501581825,0.02702958890719971,0.00012340778650479512,3.205616087630078e-05,1.3785726240176365e-05,0.0005742170855665057,0.0001481861802180557,2.239829121288736e-05,1.7070993535761137e-05,1.753093268700258e-05,7.130603996339368e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.884626407747856,-0.21685986487974063
200.0,3.3530273306,0.97,0.005773,0.002196,0.001575,0.020456,0.027771631300421543,0.00021017076068955808,0.9729544928465479,0.00460278298882422,0.001242694752691141,0.0005532653984899736,0.02064676401344666,0.7057492813410348,0.11043755742191005,0.08745990476695822,0.09295924655291139,0.0033940099171855384,0.02702053344742296,0.00012782679212147854,3.45116604907069e-05,1.536508265814435e-05,0.0005733943177282523,0.0001483278633155542,2.3210745452059588e-05,1.8381514714707917e-05,1.953731556115357e-05,7.133216460827887e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.867457452374293,-0.2267729581890272
200.0,3.420748015,0.97,0.005773,0.002196,0.001575,0.020456,0.027770299544822307,0.00021444305941960946,0.9726883597501215,0.004747483513250373,0.0013293244337455746,0.0006129891512222403,0.02062184315166031,0.6923525540999688,0.11168592079177236,0.09170420565723365,0.10092920848314466,0.003328110967880673,0.027011847114022755,0.00013183903924706824,3.69157377173659e-05,1.7022892347167994e-05,0.0005726747614879493,0.00014847019989817797,2.3950270548683838e-05,1.9665330422782243e-05,2.1643568251925142e-05,7.136902980402891e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.85064785382322,-0.23635508182587728
200.0,3.4884686993,0.97,0.005773,0.002196,0.001575,0.020456,0.02776905014971106,0.00021871643400991566,0.9724319148643563,0.004878908797340246,0.0014137975946716223,0.0006754763689444095,0.020599902374687395,0.6794791248984063,0.11258272530101246,0.09563929056630804,0.10903369285930022,0.003265166374972821,0.027003510611047866,0.00013548266306920778,3.925981630797715e-05,1.8757337164162038e-05,0.0005720397221218462,0.00014861325118195753,2.4623692208955355e-05,2.0917884583901062e-05,2.3847460489118547e-05,7.141455459831386e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.834163033015454,-0.24563574900187746
200.0,3.5561893837,0.97,0.005773,0.002196,0.001575,0.020456,0.027767873823967917,0.00022299096061222893,0.9721847254527777,0.004998333183996372,0.0014958638109882694,0.0007406512689330558,0.0205804262833045,0.6670990349657493,0.11317657597297345,0.09926628726992391,0.11725316701817105,0.0032049347731822647,0.02699550278996162,0.00013879308518336306,4.153695756136206e-05,2.0566310983294823e-05,0.0005714746802782724,0.00014875705463050334,2.523735339501626e-05,2.2135484754729803e-05,2.6146396348208082e-05,7.146714837714492e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.817971865502372,-0.2546423143860004
200.0,3.6239100681,0.97,0.005773,0.002196,0.001575,0.020456,0.02776676219761449,0.00022726671098296483,0.9719463030103609,0.0051069296263311454,0.001575328861561272,0.0008084293025673827,0.020563009199179295,0.6551845185196647,0.11351021474513094,0.10258986583094452,0.12556819217834242,0.003147208725917359,0.026987801864539248,0.00014180290049428914,4.37417818820106e-05,2.2447464197971847e-05,0.0005709681865009706,0.0001489016306109216,2.5797093168095946e-05,2.331526138758241e-05,2.853747004044873e-05,7.152557759161255e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.80204631321479,-0.2633998881884487
200.0,3.6916307524,0.97,0.005773,0.002196,0.001575,0.020456,0.027765707772056655,0.00023154375205206587,0.9717161333927751,0.0052057697536275925,0.0016520505845173629,0.0008787187566557881,0.020547327512424107,0.6437098205770564,0.11362106102029113,0.10561765307314751,0.13395965772886456,0.0030918076006404708,0.026980386197176617,0.0001445418817078351,4.5870353754364485e-05,2.4398248211129577e-05,0.0005705110912067076,0.00014904698708917375,2.6308246780774936e-05,2.445510767548998e-05,3.101752177415182e-05,7.158887324753898e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.786361118197505,-0.27193136300706655
200.0,3.7593514368,0.97,0.005773,0.002196,0.001575,0.020456,0.027764703861372152,0.00023582214575245075,0.9714936968798993,0.0052958268995730055,0.0017259338781663188,0.0009514223286659179,0.020533120013695484,0.6326510282277862,0.1135417561329454,0.10835965676296935,0.14240898651729794,0.003038572359001229,0.02697323479706005,0.00014703706556773314,4.7920043011597405e-05,2.6415959202506296e-05,0.0005700959965302688,0.00014919312298917082,2.6775660563772667e-05,2.5553606770842495e-05,3.358319277494103e-05,7.16562653723756e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.770893534350893,-0.28025747636269926
200.0,3.8270721211,0.97,0.005773,0.002196,0.001575,0.020456,0.027763744528250905,0.00024010194903224398,0.971278481416234,0.005377981063684074,0.0017969252373521505,0.0010264386458009708,0.020520173636928943,0.6219859158682347,0.11330068995395766,0.11082772218186417,0.15089831033330822,0.00298736166263529,0.026966327623827814,0.00014931289232989568,4.9889373226211726e-05,2.8497780335941973e-05,0.0005697168585310444,0.0001493400306705685,2.720371648464322e-05,2.6609952102669646e-05,3.623097841669971e-05,7.17271357662938e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.755623085998042,-0.28839693911706377
200.0,3.8947928055,0.97,0.005773,0.002196,0.001575,0.020456,0.02776282451777297,0.00024438321401245477,0.9710699911836725,0.005453025025632279,0.0018650071429391329,0.0011036637002551299,0.020508312947500825,0.611693803832637,0.11292249588736528,0.11303503622922964,0.15941061514732544,0.0029380489034423383,0.026959645759707645,0.0001513913768776534,5.177786603381227e-05,3.0640821636819154e-05,0.0005693686935170368,0.00014948769777212387,2.7596362479262532e-05,2.7623865449713406e-05,3.8957278477405896e-05,7.18009833949007e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.74053134787593,-0.2963665794178709
200.0,3.9625134899,0.97,0.005773,0.002196,0.001575,0.020456,0.027761939191587485,0.0002486659882150695,0.970867751965993,0.005521671038247246,0.0019301925482031808,0.0011829921742595455,0.020497392273296958,0.6017554297362835,0.11242850657618307,0.1149956878091721,0.16792985598077123,0.0028905198975901387,0.026953171493153138,0.00015329229559976978,5.3585888151272e-05,3.284215680591737e-05,0.0005690473578773853,0.00014963610859915677,2.7957145691311005e-05,2.8595516349539406e-05,4.175844358827278e-05,7.187739867895734e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.725601744096398,-0.3041814906163829
200.0,4.0302341742,0.97,0.005773,0.002196,0.001575,0.020456,0.027761084464363123,0.00025295031485707677,0.9706713142978569,0.005584557693890106,0.0019925196410834813,0.0012643186344258386,0.02048728973274367,0.592152831562764,0.11183716697024379,0.11672428830645208,0.17644104209558048,0.002844671064959516,0.026946888343357168,0.0001550333778361922,5.531450605302102e-05,3.509885640016395e-05,0.0005687493807165764,0.00014978524518731068,2.8289246597846634e-05,2.9525445478585257e-05,4.4630817151787816e-05,7.195604415463255e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.710819364525314,-0.31185518926977807
200.0,4.0979548586,0.97,0.005773,0.002196,0.001575,0.020456,0.027760256743776798,0.0002572362331548775,0.9704802550816402,0.005642256688083949,0.002052047003723287,0.0013475385809832165,0.020477902645569417,0.5828692415325045,0.1111644043631923,0.11823565218223754,0.18493029395198438,0.0028004079700814344,0.026940781045832328,0.0001566304942755022,5.696535167365634e-05,3.740801698023875e-05,0.0005684718350150731,0.00014993508811366195,2.8595512639293218e-05,3.0414493791969056e-05,4.7570772212432684e-05,7.203663975206451e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.696170797571906,-0.3193997617923543
200.0,4.1656755429,0.97,0.005773,0.002196,0.001575,0.020456,0.027759452874810714,0.0002615237786494746,0.9702941781446389,0.005695279301662907,0.002108849243217465,0.0014325493448842524,0.020469143965596445,0.5738889897507222,0.1104239569001884,0.11954453503644921,0.19338487417616343,0.002757644136476788,0.026934835512909296,0.00015809783738339632,5.854050118717546e-05,3.9766786030155364e-05,0.0005682122373006906,0.00015008561712493847,2.8878490461963994e-05,3.12637385196267e-05,5.057474302820346e-05,7.21189514741977e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.681643978296783,-0.3268260102569762
200.0,4.2333962273,0.97,0.005773,0.002196,0.001575,0.020456,0.027758670088747352,0.0002658129835202759,0.970112714067528,0.005744082493039356,0.002163013128658465,0.0015192508320794075,0.0204609394786948,0.5651974167183215,0.109627663188604,0.12066542468046636,0.2017931953415894,0.0027163000710188827,0.0269290387786998,0.0001594480908868289,6.0042367836059564e-05,4.217238262974718e-05,0.0005679684686949152,0.00015023681161584968,2.914045622851875e-05,3.207443654205589e-05,5.363925130783772e-05,7.220278260138665e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.667228050869106,-0.3341435828627972
203.4379310345,2.706390288,0.97,0.005773,0.002196,0.001575,0.020456,0.027645716417146315,0.00016705762067028508,0.92686053940024,0.00018445104043864394,2.493072709151802e-05,7.568128879102259e-06,0.07292251070335055,0.9723778147357883,0.00608103663010551,0.00231566771113424,0.0016613956699661717,0.017564085253005752,0.025623723630502304,5.099281156814338e-06,6.892278112453741e-07,2.0922634480007646e-07,0.0020159950513311464,0.00016244312412233206,1.015883510634275e-06,3.8684993808509117e-07,2.7754880761646286e-07,2.934214291617183e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,75.52930996715713,55.44611770258769,63.65845399182276,86.01914075734022,3.87,19.979671793198655,-0.09705146575703338
203.4379310345,2.7754464575,0.97,0.005773,0.002196,0.001575,0.020456,0.027604886028558494,0.0001714835722106735,0.9532401297842671,0.00025014809564261536,3.361568359607369e-05,1.0296968577849586e-05,0.046465809467916064,0.9761072015026526,0.007785495861546578,0.002983960561535731,0.0021451688963997056,0.010978173177865294,0.026314085140543002,6.905309670475347e-06,9.279571144416976e-07,2.8424664403118587e-07,0.001282683374586537,0.00016738634977423857,1.3350846417694223e-06,5.117002164279144e-07,3.678612253498497e-07,1.8825763528877424e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,75.52930996715713,55.44611770258769,63.65845399182276,86.01914075734022,3.87,19.654368512812862,-0.06738681839511429
203.4379310345,2.844502627,0.97,0.005773,0.002196,0.001575,0.020456,0.027576861988162234,0.00017586808841602648,0.9699101368900287,0.0004614738999732837,6.305100718128559e-05,1.9550673523440132e-05,0.029545787529293255,0.9701345660171469,0.013726774496346824,0.005389996411126513,0.0039042163024910815,0.006844446772888775,0.026747077985935862,1.2726002050702229e-05,1.7387489232529385e-06,5.39146225531526e-07,0.000814780105026885,0.00017061571163174707,2.4141015907903808e-06,9.479283653940631e-07,6.866270578817935e-07,1.2037197702131903e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,75.52930996715713,55.44611770258769,63.65845399182276,86.01914075734022,3.87,19.43861157453505,-0.05312527424000635
203.4379310345,2.9135587964,0.97,0.005773,0.002196,0.001575,0.020456,0.027565980080929135,0.00018019434993636027,0.9745734001646476,0.0008418275646499028,0.00012023911115170989,3.791607281024505e-05,0.024426617086740602,0.9528203743807446,0.024296569609797133,0.009993435969230267,0.007348937434694135,0.0055406826055338105,0.026865070936342054,2.3205801878716303e-05,3.314508942956659e-06,1.0451937078342738e-06,0.0006733436400575747,0.00017169284796765772,4.378104566520921e-06,1.8007606981060885e-06,1.3242370037676927e-06,9.983997003078639e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,75.52930996715713,55.44611770258769,63.65845399182276,86.01914075734022,3.87,19.35784465136736,-0.05911791111438802
203.4379310345,2.9826149659,0.97,0.005773,0.002196,0.001575,0.020456,0.027560414804198394,0.0001845032998203122,0.9756827500986386,0.0012529203385965634,0.00018861849970491635,6.063505292011143e-05,0.02281507601013995,0.9329292606996894,0.03525919802666846,0.015290912671161592,0.011453778264801344,0.0050668503376792556,0.02689022131001952,3.453100424833799e-05,5.198404091613067e-06,1.6711272101527923e-06,0.0006287929586287727,0.000172128527098017,6.50543838493817e-06,2.821223845093538e-06,2.1132598852660173e-06,9.348506069974858e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,75.52930996715713,55.44611770258769,63.65845399182276,86.01914075734022,3.87,19.317517932882794,-0.07080083970368634
