T_K,P_bubble_bar,P_dew_bar
200.0,63.936684052010925,2.523585924309244
203.57572413793105,62.58767636916829,3.0233758570082907
207.15144827586207,61.40911434991716,3.5955326040647977
210.7271724137931,60.3977923785588,4.248576888664771
214.30289655172413,59.547117401804776,4.98902175083723
217.87862068965518,58.85337545539674,5.82406602052657
221.45434482758623,58.31674248978388,6.762970358042558
225.03006896551724,57.932666913140174,7.811189536003284
228.6057931034483,57.706027783853365,8.980637272243854
232.1815172413793,57.63336134544186,10.276491010624873
235.75724137931036,57.71894088361362,11.709771724330876
239.3329655172414,57.96435146875001,13.289152921092851
242.90868965517242,58.37129050178102,15.023066171375755
246.48441379310347,58.94623782808697,16.924663666333817
250.0601379310345,59.68853761757602,18.999926054017433
253.63586206896554,60.60712089663274,21.265030986966178
257.2115862068966,61.702092430060254,23.727116361572687
260.7873103448276,62.97989324574151,26.40083575811221
264.3630344827586,64.44484681239774,29.29956890300283
267.93875862068967,66.09874155508962,32.43479903283703
271.5144827586207,67.94970465379987,35.828325249076975
275.09020689655176,69.99484642146622,39.49038102380771
278.6659310344828,72.24050284815418,43.44856882000827
282.2416551724138,74.681652190991,47.72124023159097
285.81737931034485,77.31446034960362,52.33979189862337
289.3931034482759,80.12723987178465,57.3443591027031
292.96882758620694,83.09187006826954,62.78071325799294
296.54455172413793,86.15624811365086,68.74722646760021
300.120275862069,89.19221563789957,89.18958671890829
