T,P,z_carbon dioxide,z_hydrogen,z_nitrogen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_nitrogen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_nitrogen,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_nitrogen,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_nitrogen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.4304717005,0.99,0.000986,0.00632,0.001714,0.00098,0.027777617347003777,0.000152088250912277,0.9982327370605765,1.8453460580958788e-06,4.1736858719538824e-05,1.3586940439654313e-05,0.0017100937942062563,0.9832299264729076,0.0017953054983041617,0.011482839864331502,0.0031123103498808696,0.00037961781457596994,0.02772852699332093,5.125931667458912e-08,1.1593504907773076e-06,3.7741283244924874e-07,4.750233104294721e-05,0.00014953771976187124,2.730448730902738e-07,1.7464050304719462e-06,4.733458374095583e-07,5.773540943400036e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.926264906292722,-0.005493047144604191
200.0,2.6961482263,0.99,0.000986,0.00632,0.001714,0.00098,0.027775192857245442,0.00016859525176707725,0.9985336864026643,1.4003691256610208e-05,0.00030702324851616405,9.910521550561465e-05,0.001046181442057387,0.8907881939968963,0.012286334306715973,0.07622628139125684,0.020488609297180323,0.0002105810079506528,0.02773446571429024,3.889552253656703e-07,8.527629939194452e-06,2.7526664738273184e-06,2.905789131681507e-05,0.00015018265983804678,2.071417625735258e-06,1.2851389102427022e-05,3.454282242815396e-06,3.55029580528052e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.87332216731206,-0.024891869363813157
200.0,2.961824752,0.99,0.000986,0.00632,0.001714,0.00098,0.027773747428225866,0.00018512262873535417,0.9982005692941384,2.696100462256048e-05,0.0005722986302408676,0.00018319232264647534,0.0010169787483517193,0.8142200020826152,0.021543093850866536,0.12952253613711626,0.03452701098564664,0.00018735694375524584,0.02772377049428667,7.488081327982248e-07,1.589487760982948e-05,5.087937299973267e-06,2.8245310896593925e-05,0.00015073054715443929,3.988114164764857e-06,2.3977552370172867e-05,6.391731036037357e-06,3.468400993979301e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.8280686511031,-0.04479032046908671
200.0,3.2275012778,0.99,0.000986,0.00632,0.001714,0.00098,0.027772355006884502,0.00020167221360187755,0.9978511475850512,4.07232054329236e-05,0.000836193016340382,0.0002654601055383303,0.001006476087637179,0.7501169632933958,0.029867875617875912,0.17387159136962993,0.04597251697600765,0.0001710527430907706,0.027712676314759144,1.1309793183014419e-06,2.322304930408266e-05,7.3724522911755365e-06,2.7952211211799934e-05,0.00015127774844769746,6.023520591442581e-06,3.506506871399438e-05,9.271379263401356e-06,3.4496585341788976e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.783264987705,-0.06427568482958534
200.0,3.4931778036,0.99,0.000986,0.00632,0.001714,0.00098,0.027770996533391254,0.0002182426749496287,0.9974993282822012,5.5352060326756145e-05,0.0010984796697179743,0.0003458949270626848,0.0010009450606914686,0.6956767664655786,0.037510779364156734,0.21124698675717365,0.055407490100632124,0.00015797731245893154,0.027701550387785115,1.5371818754504084e-06,3.0505875099738635e-05,9.60584682037544e-06,2.7797241810577873e-05,0.00015182635841375604,8.186452827878897e-06,4.610310746493437e-05,1.2092278851807026e-05,3.447739125239052e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.738765677317456,-0.08332192316202125
200.0,3.7588543294,0.99,0.000986,0.00632,0.001714,0.00098,0.027769669385228683,0.00023483278164391323,0.9971482106244213,7.091496192353009e-05,0.001358933720314436,0.00042448607783289477,0.0009974546155079051,0.6488726997324846,0.04465573847801206,0.2430722776477178,0.06325225426231837,0.00014702987946704017,0.027690476137112553,1.969285047082511e-06,3.773714012957071e-05,1.1787838040051937e-05,2.769898489942492e-05,0.00015237658101097503,1.04866312831547e-05,5.7081339100535166e-05,1.485370281366829e-05,3.4527435580014326e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.69455342405632,-0.1019212014395876
200.0,4.0245308552,0.99,0.000986,0.00632,0.001714,0.00098,0.027768374011496885,0.0002514413784990757,0.9967989790683198,8.748448123779835e-05,0.00161731551235227,0.0005012205082589602,0.0009950004298311418,0.6082062078720619,0.0514417586877226,0.27039725714089463,0.06981711908802943,0.00013765721129129415,0.02767948686504736,2.4293017952129666e-06,4.491022204159354e-05,1.3918078535567372e-05,2.762954407715131e-05,0.00015292820731904662,1.2934586716857774e-05,6.798905907787558e-05,1.755491266632825e-05,3.461271896742153e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.650634755374824,-0.1200558591407983
200.0,4.290207381,0.99,0.000986,0.00632,0.001714,0.00098,0.027767111884537097,0.0002680673455553615,0.9964522660585052,0.00010513849038956563,0.0018733679999853963,0.0005760821349395512,0.000993145316180313,0.5725460293466074,0.057976696206319886,0.29401182293617045,0.0753359378958728,0.00012951361502947732,0.027668601559247042,2.919392226018397e-06,5.2018018856505986e-05,1.5996137095549516e-05,2.7576777111982723e-05,0.00015348089429520714,1.5541659056097767e-05,7.881496893639216e-05,2.0195104896670186e-05,3.4718370994230954e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.607024071671542,-0.13771722530005093
200.0,4.5558839067,0.99,0.000986,0.00632,0.001714,0.00098,0.02776588497017966,0.00028470956551555833,0.9961085032245867,0.00012396028113206617,0.002126816178130621,0.0006490518024382197,0.0009916685137124643,0.5410223412797233,0.06434629637234116,0.31452084490567767,0.07998815830365272,0.00012235913860515567,0.02765783411835171,3.441866906784081e-06,5.905293335469196e-05,1.8021497686187383e-05,2.7534553880289314e-05,0.00015403423571996012,1.83200060827046e-05,8.95470930986818e-05,2.2773393797022664e-05,3.483681718913185e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.563739571264836,-0.15489293689339334
200.0,4.8215604325,0.99,0.000986,0.00632,0.001714,0.00098,0.027764695546181918,0.0003013669004646834,0.9957680404110465,0.00014403859927124873,0.002377367018323311,0.0007201073844040779,0.0009904465869548344,0.5129554523048455,0.07062023744712491,0.33239461693055444,0.08391367605575192,0.00011601726172321264,0.02764719647663088,3.999187855664722e-06,6.600687146528102e-05,1.999356228853661e-05,2.7499447941555974e-05,0.00015458779473757103,2.128260206952e-05,0.00010017273543550697,2.528880445951948e-05,3.496376256592455e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.520801869749455,-0.17156966988889266
200.0,5.0872369583,0.99,0.000986,0.00632,0.001714,0.00098,0.027763546124633436,0.0003180381749115311,0.995431193458755,0.00016546755251308103,0.0026247098252072786,0.0007892239835406775,0.0009894051799839638,0.4878065875337866,0.07685624711455748,0.3480037196142565,0.08722309243050186,0.0001103533068975903,0.027636699853491053,4.593966026327131e-06,7.287125229592084e-05,2.191165646969854e-05,2.7469396350436023e-05,0.00015514111680906752,2.4443220562863488e-05,0.00011067846784854234,2.7740273126736595e-05,3.5096564321161694e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.478233420450632,-0.18773318472474898
200.0,5.3529134841,0.99,0.000986,0.00632,0.001714,0.00098,0.027762439409757183,0.0003347221638130461,0.9950982654754754,0.00018834635634620747,0.0028685170571687096,0.0008563742275349965,0.000988496883474645,0.465143191583698,0.08310293715120279,0.36164365475903376,0.09000495462306621,0.00010526188299922739,0.027626355302017354,5.22895430611012e-06,7.963703099550127e-05,2.377503760401795e-05,2.7443084834198637e-05,0.00015569373556980164,2.7816394942470176e-05,0.000121050146650202,3.012665316532775e-05,3.523348524453708e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.436058199854234,-0.20336843145302197
200.0,5.6185900099,0.99,0.000986,0.00632,0.001714,0.00098,0.027761378267074296,0.00035141758470285257,0.9947695566330527,0.00021277888099411176,0.003108445719345211,0.0009215286774073261,0.0009876900892005806,0.4446139937877912,0.08940176072106377,0.373552616701096,0.09233096986075882,0.00010065892929005719,0.027616173950259962,5.907035002522322e-06,8.629473743741027e-05,2.5582906197461464e-05,2.741963817693767e-05,0.0001562451758219947,3.141735082077859e-05,0.00013127295832052963,3.2446726421739744e-05,3.537331780988712e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.394301471387006,-0.21845969200242266
200.0,5.8842665356,0.99,0.000986,0.00632,0.001714,0.00098,0.02776036569386949,0.00036812309356818243,0.9944453682648268,0.00023887296199104208,0.0033441394516436074,0.0009846563678079204,0.0009869629537305926,0.42593077798636664,0.095788352014244,0.38392456374649575,0.09425982988012788,9.647637276565016e-05,0.027606167085606308,6.631200779249115e-06,9.283453410892272e-05,2.733442085314513e-05,2.7398452521862844e-05,0.00015679495563824397,3.526190447128154e-05,0.00014133149810317488,3.4699220174683276e-05,3.551518079872828e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.35298954939995,-0.2329907612014388
200.0,6.1499430614,0.99,0.000986,0.00632,0.001714,0.00098,0.02775940478603982,0.00038483728433549787,0.9941260037041076,0.00026673943903168475,0.003575231428754306,0.0010457254964160187,0.0009862999316904621,0.4088548459443082,0.10229341983919973,0.3929190116770456,0.09584006415020381,9.26583892425675e-05,0.027596346145150448,7.404528060481727e-06,9.924629643456227e-05,2.9028717350094697e-05,2.7379099044238963e-05,0.0001573425886006159,3.936632189630857e-05,0.00015120988541758202,3.688283001810434e-05,3.5658402887011185e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.312149525222416,-0.24694518569184254
200.0,6.4156195872,0.99,0.000986,0.00632,0.001714,0.00098,0.027758498698641113,0.00040155869206564415,0.9938117669734053,0.0002964908944067141,0.0038013481716499473,0.0011047042747836854,0.0009856896857542488,0.39318682384623066,0.10894331275472888,0.40066850235878326,0.0971122023351216,8.915870513554055e-05,0.0275867226402255,8.230142106547713e-06,0.00010551971827582684,3.066493217396621e-05,2.7361265859273284e-05,0.0001578875867211372,4.3747134179087335e-05,0.00016089191975909346,3.899624895330563e-05,3.5802453020494095e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.271808934377596,-0.2603065511201521
200.0,6.681296113,0.99,0.000986,0.00632,0.001714,0.00098,0.027757650598705958,0.00041828579996440777,0.9935029598756376,0.00032824007413722445,0.004022114332431846,0.001161561943988841,0.0009851237738045784,0.3787588877370642,0.11576034026079988,0.4072843961570637,0.09811043724185713,8.593860321501775e-05,0.027577308029008134,9.111173290394417e-06,0.00011164444430769065,3.224223058999591e-05,2.734472150974613e-05,0.0001584294643507272,4.842090653014072e-05,0.00017036127945957815,4.103820272656803e-05,3.594689739361752e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.2319953540978,-0.27305882707204887
