T,P,z_carbon dioxide,z_hydrogen,z_nitrogen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_nitrogen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_nitrogen,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_nitrogen,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.4304717005,0.99,0.000986,0.00632,0.001714,0.00098,0.027777617347003777,0.000152088250912277,0.9982327370605765,1.8453460580958788e-06,4.1736858719538824e-05,1.3586940439654313e-05,0.0017100937942062563,0.9832299264729076,0.0017953054983041617,0.011482839864331502,0.0031123103498808696,0.00037961781457596994,0.02772852699332093,5.125931667458912e-08,1.1593504907773076e-06,3.7741283244924874e-07,4.750233104294721e-05,0.00014953771976187124,2.730448730902738e-07,1.7464050304719462e-06,4.733458374095583e-07,5.773540943400036e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.928716927159815,-0.007945068011697032,-0.00908444086067206
200.0,2.6961482263,0.99,0.000986,0.00632,0.001714,0.00098,0.027775192857245442,0.00016859525176707725,0.9985336864026643,1.4003691256610208e-05,0.00030702324851616405,9.910521550561465e-05,0.001046181442057387,0.8907881939968963,0.012286334306715973,0.07622628139125684,0.020488609297180323,0.0002105810079506528,0.02773446571429024,3.889552253656703e-07,8.527629939194452e-06,2.7526664738273184e-06,2.905789131681507e-05,0.00015018265983804678,2.071417625735258e-06,1.2851389102427022e-05,3.454282242815396e-06,3.55029580528052e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.896389730055493,-0.04795943210724474,-0.05632205861509121
200.0,2.961824752,0.99,0.000986,0.00632,0.001714,0.00098,0.027773747428225866,0.00018512262873535417,0.9982005692941384,2.696100462256048e-05,0.0005722986302408676,0.00018319232264647534,0.0010169787483517193,0.8142200020826152,0.021543093850866536,0.12952253613711626,0.03452701098564664,0.00018735694375524584,0.02772377049428667,7.488081327982248e-07,1.589487760982948e-05,5.087937299973267e-06,2.8245310896593925e-05,0.00015073054715443929,3.988114164764857e-06,2.3977552370172867e-05,6.391731036037357e-06,3.468400993979301e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.871548523759053,-0.08827019312504092,-0.10383090067228906
200.0,3.2275012778,0.99,0.000986,0.00632,0.001714,0.00098,0.027772355006884502,0.00020167221360187755,0.9978511475850512,4.07232054329236e-05,0.000836193016340382,0.0002654601055383303,0.001006476087637179,0.7501169632933958,0.029867875617875912,0.17387159136962993,0.04597251697600765,0.0001710527430907706,0.027712676314759144,1.1309793183014419e-06,2.322304930408266e-05,7.3724522911755365e-06,2.7952211211799934e-05,0.00015127774844769746,6.023520591442581e-06,3.506506871399438e-05,9.271379263401356e-06,3.4496585341788976e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.847122475339695,-0.12813317246428113,-0.1508319859325269
200.0,3.4931778036,0.99,0.000986,0.00632,0.001714,0.00098,0.027770996533391254,0.0002182426749496287,0.9974993282822012,5.5352060326756145e-05,0.0010984796697179743,0.0003458949270626848,0.0010009450606914686,0.6956767664655786,0.037510779364156734,0.21124698675717365,0.055407490100632124,0.00015797731245893154,0.027701550387785115,1.5371818754504084e-06,3.0505875099738635e-05,9.60584682037544e-06,2.7797241810577873e-05,0.00015182635841375604,8.186452827878897e-06,4.610310746493437e-05,1.2092278851807026e-05,3.447739125239052e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.822964218800276,-0.16752046464484138,-0.19729414488860542
200.0,3.7588543294,0.99,0.000986,0.00632,0.001714,0.00098,0.027769669385228683,0.00023483278164391323,0.9971482106244213,7.091496192353009e-05,0.001358933720314436,0.00042448607783289477,0.0009974546155079051,0.6488726997324846,0.04465573847801206,0.2430722776477178,0.06325225426231837,0.00014702987946704017,0.027690476137112553,1.969285047082511e-06,3.773714012957071e-05,1.1787838040051937e-05,2.769898489942492e-05,0.00015237658101097503,1.04866312831547e-05,5.7081339100535166e-05,1.485370281366829e-05,3.4527435580014326e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.799052061313876,-0.2064198386971441,-0.24320211580588946
200.0,4.0245308552,0.99,0.000986,0.00632,0.001714,0.00098,0.027768374011496885,0.0002514413784990757,0.9967989790683198,8.748448123779835e-05,0.00161731551235227,0.0005012205082589602,0.0009950004298311418,0.6082062078720619,0.0514417586877226,0.27039725714089463,0.06981711908802943,0.00013765721129129415,0.02767948686504736,2.4293017952129666e-06,4.491022204159354e-05,1.3918078535567372e-05,2.762954407715131e-05,0.00015292820731904662,1.2934586716857774e-05,6.798905907787558e-05,1.755491266632825e-05,3.461271896742153e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.775387832369535,-0.24480893613550947,-0.28853029734493063
200.0,4.290207381,0.99,0.000986,0.00632,0.001714,0.00098,0.027767111884537097,0.0002680673455553615,0.9964522660585052,0.00010513849038956563,0.0018733679999853963,0.0005760821349395512,0.000993145316180313,0.5725460293466074,0.057976696206319886,0.29401182293617045,0.0753359378958728,0.00012951361502947732,0.027668601559247042,2.919392226018397e-06,5.2018018856505986e-05,1.5996137095549516e-05,2.7576777111982723e-05,0.00015348089429520714,1.5541659056097767e-05,7.881496893639216e-05,2.0195104896670186e-05,3.4718370994230954e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.75198113343168,-0.28267428706018904,-0.3332617034295211
200.0,4.5558839067,0.99,0.000986,0.00632,0.001714,0.00098,0.02776588497017966,0.00028470956551555833,0.9961085032245867,0.00012396028113206617,0.002126816178130621,0.0006490518024382197,0.0009916685137124643,0.5410223412797233,0.06434629637234116,0.31452084490567767,0.07998815830365272,0.00012235913860515567,0.02765783411835171,3.441866906784081e-06,5.905293335469196e-05,1.8021497686187383e-05,2.7534553880289314e-05,0.00015403423571996012,1.83200060827046e-05,8.95470930986818e-05,2.2773393797022664e-05,3.483681718913185e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.728845251885033,-0.3199986175135905,-0.377375262963767
200.0,4.8215604325,0.99,0.000986,0.00632,0.001714,0.00098,0.027764695546181918,0.0003013669004646834,0.9957680404110465,0.00014403859927124873,0.002377367018323311,0.0007201073844040779,0.0009904465869548344,0.5129554523048455,0.07062023744712491,0.33239461693055444,0.08391367605575192,0.00011601726172321264,0.02764719647663088,3.999187855664722e-06,6.600687146528102e-05,1.999356228853661e-05,2.7499447941555974e-05,0.00015458779473757103,2.128260206952e-05,0.00010017273543550697,2.528880445951948e-05,3.496376256592455e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.705995742429423,-0.35676354256886,-0.4208485162607296
