task_id,temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_argon,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_argon,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_argon,E_methane,E_oxygen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
0,200.0,2.7082171911484925,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.0349763294736987,8.479557439183965,2.7081171911484923,1221.458465500782,7.34130717506191,0.999581890661906,0.0,0.0,4.199811300435899e-07,0.0004176893569638,0.0,0.0,0.0,0.9699654393423308,0.0,0.0,6.958760434884542e-05,0.0299649730533203,0.0,0.0,0.0,22.49008120382848,0.6839637089873164,1.0000000096079067,0.0,0.0,5.368996442919998,5.228388460712047,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
0,200.0,3.3494661075968786,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.0432579892496045,8.479557439183965,2.7081171911484923,1217.9284592923905,8.043992630008864,0.9963866576413984,0.0,0.0,3.867793292392528e-06,0.0036094745653091,0.0,0.0,0.0,0.7903873394484009,0.0,0.0,0.0005163089410439,0.2090963516105551,0.0,0.0,0.0,22.115185062953948,0.6956954124168305,1.0000000044206303,0.0,0.0,5.26785887026869,5.123708714823213,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
0,200.0,3.990715024045264,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.0515396490255103,8.479557439183965,2.7081171911484923,1214.375553576333,8.754105953715852,0.9931692208570564,0.0,0.0,7.82865838408205e-06,0.0068229504845593,0.0,0.0,0.0,0.6680907494649544,0.0,0.0,0.0008732123201871,0.3310360382148586,0.0,0.0,0.0,21.74393696698505,0.7074935232716903,1.0000000014695067,0.0,0.0,5.168552927604356,5.020934735182992,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
0,200.0,4.63196394049365,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.0598213088014161,8.479557439183965,2.7081171911484923,1210.799379663599,9.471875499712157,0.9899291211720908,0.0,0.0,1.2425258434814891e-05,0.0100584535694744,0.0,0.0,0.0,0.579458753584081,0.0,0.0,0.0011881077185942,0.4193531386973246,0.0,0.0,0.0,21.37630574969465,0.7193687534938008,1.0000000011904713,0.0,0.0,5.071772894462804,4.920320979965206,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
0,200.0,5.2732128569420365,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.0681029685773219,8.479557439183965,2.7081171911484923,1207.1996939384655,10.19756234793818,0.9866659745016256,0.0,0.0,1.7822399652564203e-05,0.0133162030987216,0.0,0.0,0.0,0.5122877266451192,0.0,0.0,0.0014889633686037,0.486223309986277,0.0,0.0,0.0,21.012262099058237,0.7313561136398626,1.0,0.0,0.0,4.976768413037909,4.821449108065789,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
0,200.0,5.914461773390423,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.0763846283532277,8.479557439183965,2.7081171911484923,1203.5764080501644,10.93147555686599,0.9833794826162144,0.0,0.0,2.424682557485855e-05,0.0165962705582106,0.0,0.0,0.0,0.4596365047672756,0.0,0.0,0.0017959626305981,0.5385675326021263,0.0,0.0,0.0,20.65178195006893,0.743424814687095,1.000000000600568,0.0,0.0,4.88433284755249,4.724682949859806,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
0,200.0,6.555710689838808,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.0846662881291335,8.479557439183965,2.7081171911484923,1199.929661687095,11.673991915717432,0.980069471719242,0.0,0.0,3.2019209089340906e-05,0.0198985090716687,0.0,0.0,0.0,0.4172660467657386,0.0,0.0,0.0021272825640101,0.5806066706702512,0.0,0.0,0.0,20.294848720198484,0.7555832461855388,1.0,0.0,0.0,4.793654222147343,4.630329506912085,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
0,200.0,7.196959606287194,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.0929479479050393,8.479557439183965,2.7081171911484923,1196.259955246332,12.42558887309194,0.97673596632571,0.0,0.0,4.1608048384726176e-05,0.0232224256259051,0.0,0.0,0.0,0.3824412897688208,0.0,0.0,0.0025030415135568,0.6150556687176223,0.0,0.0,0.0,19.941461648032053,0.7678740076492695,1.0,0.0,0.0,4.705575357540097,4.537976871990951,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
0,200.0,7.838208522735581,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.1012296076809451,8.479557439183965,2.7081171911484923,1192.568395787069,13.186903133249936,0.973379329908022,0.0,0.0,5.372503307905545e-05,0.0265669450588988,0.0,0.0,0.0,0.3533185887057561,0.0,0.0,0.0029494795292128,0.6437319317650311,0.0,0.0,0.0,19.591647820965825,0.7802973577678977,1.0,0.0,0.0,4.619381123714956,4.447714638933762,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
0,200.0,8.479457439183966,0.97,0.0,0.0,6.95068897986091e-05,0.0299304931102014,0.0,0.0,0.0,300.39,77.43,0.6658011252039017,0.1095112674568509,8.479557439183965,2.7081171911484923,1188.857157795081,13.958840910573125,0.970000528168076,0.0,0.0,6.950406052699938e-05,0.0299299677713971,0.0,0.0,0.0,0.3286100226295714,0.0,0.0,0.0035052814785917,0.6678846958918367,0.0,0.0,0.0,19.245485639860224,0.7928293034375259,1.0,0.0,0.0,4.535543667106769,4.359841376348846,0.0,0.0,0.0,22.53960113748808,1221.920496490378,7.249541730897533,302.7106577576344,2.6239816647333654
