temperature,pressure,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_nitrogen,E_methane,E_oxygen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.374881611121985,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.027936497013551168,11.790556834300459,2.3513679318039453,1214.692469402988,6.484131241319306,0.9637019579539067,6.585950753011691e-05,2.5627856601234278e-05,1.648194245743526e-05,1.24689480542623e-05,1.810025401006161e-05,0.03615950353744016,0.9705576053143664,0.0075888867798485846,0.007483595111608033,0.0005678452326359983,0.0012572440036191306,0.004397172642403882,0.00814765091551782,20.28798554354916,0.6037632112066383,1.0000000004960954,4.803261895694245,6.208037446138246,3.93895264328401,4.137026992916043,6.8489573222480695,1.0000000001552873,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.6954943578404493,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.03170796797836077,11.790556834300459,2.3513679318039453,1219.501940829324,7.181526004032787,0.987163053994503,0.0004128457583109519,0.0001662811881846355,9.331097591540524e-05,7.738471811504387e-05,0.00011688992513541058,0.011970233439835358,0.8808544777573181,0.04107145417722836,0.041732715847230054,0.0027548203081011907,0.006758366725255715,0.024422969437001653,0.0024051957478648687,19.94172242957597,0.6073644616033989,1.0000000004063527,4.658721244222429,6.134385563934621,3.7843860205822986,4.0250127462963965,6.765361439147308,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.0161071045589134,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.03547943894317037,11.790556834300459,2.3513679318039453,1219.3204402527667,7.8337230123111885,0.987085020093324,0.000803679951072393,0.00033557442907176374,0.00016241110723587106,0.0001494737499221113,0.0002347177495642519,0.011229122919809625,0.7914078419596409,0.0715075972009131,0.07525545685817822,0.004292287257045326,0.011677362816302519,0.04382861262807398,0.002030841279845991,19.837519612635905,0.6106459799625257,1.0000000004256266,4.62736027279331,6.087544652505576,3.7553025695349884,3.999420868039214,6.712885400363973,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.336719851277378,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.039250909907979976,11.790556834300459,2.3513679318039453,1219.045361588837,8.484417762466533,0.9865236473723944,0.001181691283483942,0.0005115148407290574,0.00021656391405258657,0.00021815175773723811,0.0003559344483662195,0.01099249638323652,0.718665166544266,0.09512720789680867,0.1036999420728961,0.0051840812304728735,0.015421248250798682,0.06009311221347465,0.0018092417912828921,19.739843237316872,0.6138751248722045,1.000000000466104,4.5988659886185985,6.042631942573756,3.7293504131235755,3.976069630226696,6.66215251081277,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.6573325979958424,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.04302238087278958,11.790556834300459,2.3513679318039453,1218.7544711175383,9.1340062993247,0.9858642282475862,0.0015456422219574573,0.0006935304020613235,0.00025992727164851116,0.00028332289932289504,0.00048003059248029865,0.010873318364943374,0.6585282764157849,0.1136140416592342,0.12828069536687697,0.005688061599520794,0.01828978277457221,0.07395560672910996,0.0016435354549008722,19.644539468411608,0.6170668375634961,1.0000000005189351,4.571334197886565,5.998604728259625,3.7044388466165326,3.95349741564667,6.612436722130434,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.977945344714307,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.04679385183759918,11.790556834300459,2.3513679318039453,1218.4601358018751,9.782421989938362,0.9851763786585778,0.0018953135645706045,0.000881383632662353,0.00029532823626162927,0.0003450741976552573,0.0006067373617179294,0.010799784348554466,0.6080164133966416,0.12818424734623568,0.14988309950319123,0.005953375945433293,0.02049802071559704,0.08595426370475233,0.0015105793881486512,19.550737902208763,0.6202652499096949,1.0000000005607055,4.544382042673523,5.955251296782966,3.680150187365712,3.9314068954413677,6.563501002919476,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.2985580914327715,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.05056532280240879,11.790556834300459,2.3513679318039453,1218.165337658066,10.429597981639512,0.984481518905901,0.002230769987387768,0.001074900520429349,0.00032470322257132386,0.0004035353135419306,0.0007358349359684107,0.010748737114200208,0.5650034528650938,0.13971216262391126,0.16914107399860714,0.006068655168386231,0.02219975941754897,0.0964747044574974,0.0014001914689552137,19.458112410444738,0.6234253647857131,1.0000000005979552,4.517872155959636,5.9124620723792605,3.6563347826666472,3.9097245394189337,6.515223347632517,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.619170838151236,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.054336793767218394,11.790556834300459,2.3513679318039453,1217.8708078352906,11.075503775667643,0.9837880189642055,0.0025522230250230532,0.0012739276263329736,0.0003494157005007898,0.0004588522903007415,0.0008671223024795766,0.01071044009115726,0.527942286578444,0.14883978660020344,0.18651711857460052,0.006088286697219484,0.023507254612194727,0.10579870147168398,0.0013065654656537755,19.36649255840793,0.6265496808275928,1.0000000006310257,4.491739917959442,5.8701715726217385,3.6329216019750796,3.8885104556230985,6.467750807008324,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.9397835848697,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.05810826473202799,11.790556834300459,2.3513679318039453,1217.576624143957,11.720141938643112,0.9830995802812469,0.0028599776848296046,0.0014783194197701968,0.0003704513200846839,0.0005111776403318383,0.0010004085211367615,0.01068008513260006,0.4956824641362364,0.1560486372358366,0.20235569586295027,0.006046574985092247,0.02450411850006452,0.11413657763369006,0.0012259316461301086,19.275776504525847,0.6296910349196629,1.0000000006575211,4.465949640011008,5.828338267657344,3.60987065597693,3.8675790953471627,6.421081267461389,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.260396331588165,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,308.39,85.01,0.6485294594506956,0.06187973569683761,11.790556834300459,2.3513679318039453,1217.2826722429108,12.363540740644169,0.9824179258918962,0.0031544029314370474,0.0016879333507693786,0.000388539380994659,0.0005606652506990255,0.0011355094799167474,0.01065502371428684,0.46735140047798895,0.16170678980362546,0.21691828280103997,0.0059656514075110524,0.025253758400877832,0.1216484614680526,0.0011556556409042585,19.185895469936497,0.6327963352635181,1.0000000006821887,4.440479419296549,5.786934822998619,3.5871610728370373,3.846912372056346,6.3748991957265915,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
