T,P,z_carbon dioxide,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_carbon monoxide,y_carbon dioxide,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_carbon monoxide,rhoV1_carbon dioxide,rhoV2_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.5211988172,0.96,0.04,0.02777411304311894,0.00015776668404465506,0.9997772540622268,0.0002227459377730965,0.9508822405380166,0.0491177594619833,0.02776792647226333,6.186570855605519e-06,0.00015001753800663497,7.749146038020086e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.897228550496553,-0.02276417798867314,-0.027197192257158775
200.0,3.3030765634,0.96,0.04,0.02776722800114209,0.000206688367305478,0.9984267125095988,0.0015732874904012552,0.7344668013058178,0.2655331986941823,0.02772354216868478,4.36858324573163e-05,0.0001518057440019764,5.488262330350162e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.80396628381682,-0.1591593065209267,-0.19036573562010517
200.0,4.0849543096,0.96,0.04,0.027760332428445843,0.00025588411493785996,0.9970760707278801,0.0029239292721199516,0.6004193284581572,0.39958067154184296,0.02767916317985453,8.116924859131354e-05,0.00015363776845409978,0.00010224634648376022,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.71093740876977,-0.29278475431841855,-0.350587151309405
200.0,4.8668320558,0.96,0.04,0.027753424435875054,0.000305346819849325,0.9957250715349382,0.0042749284650618604,0.5092970965409706,0.4907029034590294,0.02763478053175119,0.00011864390412386567,0.00015551224878728001,0.00014983457106204496,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.61812606091485,-0.4236929044170381,-0.5079190506962448
200.0,5.648709802,0.96,0.04,0.0277465032076695,0.0003550744998445033,0.9943736063758662,0.005626393624133771,0.4433622610254647,0.5566377389745353,0.02759039045892986,0.0001561127487396389,0.00015742663308354499,0.0001976478667609583,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.525528600819293,-0.5519323573107187,-0.6624122704169046
200.0,6.4305875482,0.96,0.04,0.027739568359723996,0.0004050672820418656,0.9930216264031012,0.006978373596898824,0.39346321793284184,0.6065367820671582,0.027545991288293128,0.00019357707143086795,0.00015937907627150248,0.00024568820577036313,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.433144572037662,-0.6775491200834374,-0.8141138628649571
200.0,7.2124652943,0.96,0.04,0.027732619713485045,0.00045532630522363086,0.9916691111382809,0.008330888861719128,0.35440176614275076,0.6455982338572492,0.02750158234080768,0.0002310373726773649,0.00016136844674250798,0.0002939578584811229,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.340974476760337,-0.8005898236448452,-0.9630709446492993
200.0,7.9943430405,0.96,0.04,0.02772565719859051,0.0005058532523951512,0.9903160549778208,0.009683945022179211,0.3230069834046322,0.6769930165953678,0.027457163458575573,0.00026849374001493775,0.00016339413310157984,0.0003424591192935714,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.24901910354147,-0.9211017275685052,-1.1093309719522573
200.0,8.7762207867,0.96,0.04,0.02771868080752674,0.0005566501278912677,0.9889624609045221,0.011037539095477873,0.29723497115483705,0.7027650288451629,0.02741273478443859,0.00030594602308814855,0.0001654558847070973,0.0003911942431841703,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.15727931486116,-1.0391327899270202,-1.2529419361380647
200.0,9.5580985329,0.96,0.04,0.027711690573513015,0.0006077191415286922,0.9876083374140986,0.012391662585901355,0.2757091075215952,0.7242908924784048,0.027368296654241137,0.0003433939192718765,0.00016755370213466576,0.00044016543939402655,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.065755988781948,-1.1547314230960346,-1.3939521811717661
200.0,10.3399762791,0.96,0.04,0.027704686552928914,0.0006590626441426472,0.9862536960876347,0.01374630391236538,0.2574683394872856,0.7425316605127145,0.027323849511775532,0.0003808370411533833,0.00016968776460550718,0.00048937487953714,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.97444995424752,-1.2679461098903957,-1.5324100674661523
200.0,11.1218540253,0.96,0.04,0.027697668823559663,0.0007106830896730622,0.9848985513279869,0.0151014486720132,0.24182140310590622,0.7581785968940938,0.02727939389948626,0.0004182749240734065,0.00017185838190838048,0.0005388247077646817,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.883362040580412,-1.3788252480017071,-1.6683638225344488
200.0,11.9037317715,0.96,0.04,0.027690637476608253,0.0007625830117609468,0.9835429192568131,0.016457080743186865,0.22825837896528925,0.7717416210347107,0.027234930419825394,0.0004557070567828582,0.0001740659620910218,0.0005885170496699248,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.792493047376357,-1.4874169027583157,-1.8018613152910632
200.0,12.6856095177,0.96,0.04,0.02768359261453208,0.0008147650087046184,0.982186817407835,0.017813182592165012,0.21639489613325394,0.783605103866746,0.02719045972448231,0.0004931328900497707,0.00017631098943164563,0.0006384540192729726,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.701843754521203,-1.5937685456183246,-1.9329498008591983
200.0,13.4674872638,0.96,0.04,0.027676534349154402,0.0008672317334023178,0.9808302644600978,0.01916973553990219,0.20593574045254745,0.7940642595474525,0.027145982505020094,0.0005305518441343089,0.00017859400916215255,0.0006886377242401652,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.611414925419073,-1.6979269866974143,-2.0616758585168036
200.0,14.24936501,0.96,0.04,0.02766946280040936,0.0009199858863853852,0.9794732800589095,0.0205267199410904,0.19665042626260165,0.8033495737373983,0.027101499486584937,0.0005679633138244217,0.0001809156167132634,0.0007390702696721219,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.52120730983723,-1.7999383632689678,-2.18808538387686
200.0,15.0312427562,0.96,0.04,0.02766237809549585,0.000973030210802568,0.9781158846934899,0.021884115306510174,0.1883563819579658,0.8116436180420342,0.027057011423601736,0.0006053666718941125,0.00018327645004256846,0.0007897537607599995,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.43122164627073,-1.899847801442565,-2.312223253123559
200.0,15.8131205024,0.96,0.04,0.02765528037127621,0.0010263674886770715,0.9767581000103023,0.023241899989697692,0.18090711772106569,0.8190928822789343,0.027012519110699955,0.0006427612605762513,0.00018567718409917753,0.000840690304577894,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.34145869035395,-1.997699610951301,-2.434133512591721
200.0,16.5949982486,0.96,0.04,0.027648169763029196,0.0010800005379992227,0.9753999472985247,0.024600052701475292,0.1741837343326914,0.8258162656673085,0.026968023329759342,0.0006801464332698539,0.00018811852679002038,0.0008918820112092022,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.251919119399513,-2.093536830876598,-2.5538589515449885
200.0,17.3768759948,0.96,0.04,0.027641046418600212,0.0011339322103662193,0.9740414493811587,0.025958550618841274,0.16808872196453054,0.8319112780354694,0.026923524915985236,0.000717521502614975,0.00019060121603487297,0.0009433309943313462,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.162603662556755,-2.1874017256930802,-2.671441564905235
200.0,18.158753741,0.96,0.04,0.02763391049143592,0.0011881653889884828,0.9726826296729894,0.027317370327010593,0.1625413594678372,0.8374586405321629,0.0268790247249579,0.0007548857664780184,0.00019312601759881963,0.0009950393713896635,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.073513040619936,-2.2793354498678156,-2.786922234887978
200.0,18.9406314872,0.96,0.04,0.027626762136945978,0.0012427029869270217,0.9713235116905772,0.02867648830942281,0.15747425213501873,0.8425257478649814,0.02683452361549864,0.0007922385214473361,0.0001956937234922867,0.0010470092634347352,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.98464793595967,-2.3693780756733496,-2.900340767379433
200.0,19.7225092333,0.96,0.04,0.027619601521427152,0.0012975479454868924,0.9699641202358545,0.030035879764145467,0.15283069231767488,0.847169307682325,0.026790022490995956,0.0008295790304311951,0.0001983051508241384,0.0010992427946627538,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.896009072000172,-2.457568660712175,-3.0117359392027954
200.0,20.5043869795,0.96,0.04,0.027612428811179663,0.0013527032326754122,0.9686044799411339,0.031395520058866075,0.14856262341518933,0.8514373765848107,0.026745522248564257,0.0008669065626154026,0.00020096114094846648,0.0011517420917269456,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.807597118576542,-2.543945109598896,-3.121145384958405
200.0,21.2862647257,0.96,0.04,0.027605244179868014,0.001408171841712908,0.9672446162440078,0.03275538375599222,0.14462905225832073,0.8553709477416792,0.026701023813078567,0.0009042203667894475,0.00020366255888379194,0.0012045092828291161,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.719412756811657,-2.6285441952387494,-3.228605601663542
200.0,22.0681424719,0.96,0.04,0.02759804781020606,0.001463956789530894,0.9658845556023262,0.03411544439767376,0.14099479874518972,0.8590052012548103,0.026656528144652632,0.0009415196655534268,0.00020641029291156246,0.0012575464966193316,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.631456693208424,-2.711402041711919,-3.334152428368684
200.0,22.8500202181,0.96,0.04,0.027590839886289922,0.0015200611152431053,0.9645243244730435,0.035475675526956525,0.13762950200776894,0.862370497992231,0.02661203620296769,0.0009788036833222314,0.00020920525431228246,0.0013108558609308226,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.543729593448727,-2.7925532049168815,-3.4378201440683434
200.0,23.6318979643,0.96,0.04,0.027583620599045563,0.0015764878785683154,0.9631639500287714,0.0368360499712286,0.13450682375193937,0.8654931762480605,0.02656754897227171,0.001016071626773853,0.0002120483772296572,0.0013644395013386581,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.45623212918985,-2.8720317493147185,-3.5396425325058836
200.0,24.4137757105,0.96,0.04,0.027576390146200856,0.0016332401581841535,0.9618034601471026,0.038196539852897386,0.1316038045843541,0.8683961954156459,0.026523067460982448,0.0010533226852184078,0.00021494061861698693,0.0014182995395671666,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.3689649771638,-2.9498705019773794,-3.6396521366289605
200.0,25.1956534566,0.96,0.04,0.02756914872349928,0.0016903210499974947,0.9604428822502268,0.03955711774977324,0.12890034011582727,0.8710996598841726,0.02647859266118281,0.0010905560623164715,0.00021788295824961933,0.001472438091747875,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.281928744726986,-3.02610129531128,-3.737880520221241
