T,P,z_carbon dioxide,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_carbon monoxide,y_carbon dioxide,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_carbon monoxide,rhoV1_carbon dioxide,rhoV2_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.5211988172,0.96,0.04,0.02777411304311894,0.00015776668404465506,0.9997772540622268,0.0002227459377730965,0.9508822405380166,0.0491177594619833,0.02776792647226333,6.186570855605519e-06,0.00015001753800663497,7.749146038020086e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,19.887872019888565,-0.013407647380685006
200.0,3.3030765634,0.96,0.04,0.02776722800114209,0.000206688367305478,0.9984267125095988,0.0015732874904012552,0.7344668013058178,0.2655331986941823,0.02772354216868478,4.36858324573163e-05,0.0001518057440019764,5.488262330350162e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,19.737815304525792,-0.09300832722989938
200.0,4.0849543096,0.96,0.04,0.027760332428445843,0.00025588411493785996,0.9970760707278801,0.0029239292721199516,0.6004193284581572,0.39958067154184296,0.02767916317985453,8.116924859131354e-05,0.00015363776845409978,0.00010224634648376022,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,19.58794319747912,-0.1697905430277693
200.0,4.8668320558,0.96,0.04,0.027753424435875054,0.000305346819849325,0.9957250715349382,0.0042749284650618604,0.5092970965409706,0.4907029034590294,0.02763478053175119,0.00011864390412386567,0.00015551224878728001,0.00014983457106204496,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,19.438271428991357,-0.2438382724935444
200.0,5.648709802,0.96,0.04,0.0277465032076695,0.0003550744998445033,0.9943736063758662,0.005626393624133771,0.4433622610254647,0.5566377389745353,0.02759039045892986,0.0001561127487396389,0.00015742663308354499,0.0001976478667609583,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,19.288809844098733,-0.3152136005901589
200.0,6.4305875482,0.96,0.04,0.027739568359723996,0.0004050672820418656,0.9930216264031012,0.006978373596898824,0.39346321793284184,0.6065367820671582,0.027545991288293128,0.00019357707143086795,0.00015937907627150248,0.00024568820577036313,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,19.1395652306152,-0.38396977866097615
200.0,7.2124652943,0.96,0.04,0.027732619713485045,0.00045532630522363086,0.9916691111382809,0.008330888861719128,0.35440176614275076,0.6455982338572492,0.02750158234080768,0.0002310373726773649,0.00016136844674250798,0.0002939578584811229,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,18.990542750332065,-0.45015809721657263
200.0,7.9943430405,0.96,0.04,0.02772565719859051,0.0005058532523951512,0.9903160549778208,0.009683945022179211,0.3230069834046322,0.6769930165953678,0.027457163458575573,0.00026849374001493775,0.00016339413310157984,0.0003424591192935714,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,18.841746649074757,-0.5138292731017913
200.0,8.7762207867,0.96,0.04,0.02771868080752674,0.0005566501278912677,0.9889624609045221,0.011037539095477873,0.29723497115483705,0.7027650288451629,0.02741273478443859,0.00030594602308814855,0.0001654558847070973,0.0003911942431841703,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,18.69318063701983,-0.5750341120856888
200.0,9.5580985329,0.96,0.04,0.027711690573513015,0.0006077191415286922,0.9876083374140986,0.012391662585901355,0.2757091075215952,0.7242908924784048,0.027368296654241137,0.0003433939192718765,0.00016755370213466576,0.00044016543939402655,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,18.54484810772955,-0.6338235420436362
200.0,10.3399762791,0.96,0.04,0.027704686552928914,0.0006590626441426472,0.9862536960876347,0.01374630391236538,0.2574683394872856,0.7425316605127145,0.027323849511775532,0.0003808370411533833,0.00016968776460550718,0.00048937487953714,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,18.39675224290581,-0.690248398548686
200.0,11.1218540253,0.96,0.04,0.027697668823559663,0.0007106830896730622,0.9848985513279869,0.0151014486720132,0.24182140310590622,0.7581785968940938,0.02727939389948626,0.0004182749240734065,0.00017185838190838048,0.0005388247077646817,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,18.248896116223484,-0.7443593236447796
200.0,11.9037317715,0.96,0.04,0.027690637476608253,0.0007625830117609468,0.9835429192568131,0.016457080743186865,0.22825837896528925,0.7717416210347107,0.027234930419825394,0.0004557070567828582,0.0001740659620910218,0.0005885170496699248,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,18.101282727875475,-0.7962065832574332
200.0,12.6856095177,0.96,0.04,0.02768359261453208,0.0008147650087046184,0.982186817407835,0.017813182592165012,0.21639489613325394,0.783605103866746,0.02719045972448231,0.0004931328900497707,0.00017631098943164563,0.0006384540192729726,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,17.953915041278034,-0.8458398323751553
200.0,13.4674872638,0.96,0.04,0.027676534349154402,0.0008672317334023178,0.9808302644600978,0.01916973553990219,0.20593574045254745,0.7940642595474525,0.027145982505020094,0.0005305518441343089,0.00017859400916215255,0.0006886377242401652,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,17.806796006178228,-0.8933080674565694
200.0,14.24936501,0.96,0.04,0.02766946280040936,0.0009199858863853852,0.9794732800589095,0.0205267199410904,0.19665042626260165,0.8033495737373983,0.027101499486584937,0.0005679633138244217,0.0001809156167132634,0.0007390702696721219,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,17.659928575234094,-0.9386596286658317
200.0,15.0312427562,0.96,0.04,0.02766237809549585,0.000973030210802568,0.9781158846934899,0.021884115306510174,0.1883563819579658,0.8116436180420342,0.027057011423601736,0.0006053666718941125,0.00018327645004256846,0.0007897537607599995,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,63.65845399182276,3.87,17.51331571636705,-0.9819418715388863
