CO2,H2,Ar,N2,CH4,O2,CO,H2S,mixture_size,active_components,feed_source,template_name
0.95,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,2,"CO2,O2",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,2,"CO2,O2",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,2,"CO2,O2",Systematic,systematic_grid
0.98,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.0,2,"CO2,O2",Systematic,systematic_grid
0.99,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0,2,"CO2,O2",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,2,"CO2,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,2,"CO2,CO",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,0.0,2,"CO2,CO",Systematic,systematic_grid
0.98,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,2,"CO2,CO",Systematic,systematic_grid
0.99,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,2,"CO2,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000044,2,"CO2,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,2,"CO2,H2S",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,2,"CO2,H2S",Systematic,systematic_grid
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,2,"CO2,H2S",Systematic,systematic_grid
0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,2,"CO2,H2S",Systematic,systematic_grid
0.95,0.01,0.04,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.95,0.02,0.03,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.95,0.03,0.02,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.95,0.04,0.01,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.96,0.01,0.03,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.96,0.02,0.02,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.96,0.03,0.01,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.97,0.01,0.02,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.97,0.02,0.01,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,3,"CO2,H2,Ar",Systematic,systematic_grid
0.95,0.01,0.0,0.04,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.95,0.02,0.0,0.03,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.95,0.03,0.0,0.02,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.95,0.04,0.0,0.01,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.96,0.01,0.0,0.03,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.96,0.02,0.0,0.02,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.96,0.03,0.0,0.01,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.97,0.01,0.0,0.02,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.97,0.02,0.0,0.01,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.98,0.01,0.0,0.01,0.0,0.0,0.0,0.0,3,"CO2,H2,N2",Systematic,systematic_grid
0.95,0.01,0.0,0.0,0.04,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.95,0.02,0.0,0.0,0.03,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.95,0.03,0.0,0.0,0.02,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.95,0.04,0.0,0.0,0.01,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.96,0.01,0.0,0.0,0.03,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.96,0.02,0.0,0.0,0.02,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.96,0.03,0.0,0.0,0.01,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.97,0.01,0.0,0.0,0.02,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.97,0.02,0.0,0.0,0.01,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.98,0.01,0.0,0.0,0.01,0.0,0.0,0.0,3,"CO2,H2,CH4",Systematic,systematic_grid
0.95,0.01,0.0,0.0,0.0,0.04,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.95,0.02,0.0,0.0,0.0,0.03,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.95,0.03,0.0,0.0,0.0,0.02,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.95,0.04,0.0,0.0,0.0,0.01,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.96,0.01,0.0,0.0,0.0,0.03,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.96,0.02,0.0,0.0,0.0,0.02,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.96,0.03,0.0,0.0,0.0,0.01,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.97,0.01,0.0,0.0,0.0,0.02,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.97,0.02,0.0,0.0,0.0,0.01,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.98,0.01,0.0,0.0,0.0,0.01,0.0,0.0,3,"CO2,H2,O2",Systematic,systematic_grid
0.95,0.01,0.0,0.0,0.0,0.0,0.04,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.95,0.02,0.0,0.0,0.0,0.0,0.03,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.95,0.03,0.0,0.0,0.0,0.0,0.02,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.95,0.04,0.0,0.0,0.0,0.0,0.01,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.96,0.01,0.0,0.0,0.0,0.0,0.03,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.96,0.02,0.0,0.0,0.0,0.0,0.02,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.96,0.03,0.0,0.0,0.0,0.0,0.01,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.97,0.01,0.0,0.0,0.0,0.0,0.02,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.97,0.02,0.0,0.0,0.0,0.0,0.01,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.98,0.01,0.0,0.0,0.0,0.0,0.01,0.0,3,"CO2,H2,CO",Systematic,systematic_grid
0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.04,3,"CO2,H2,H2S",Systematic,systematic_grid
0.95,0.02,0.0,0.0,0.0,0.0,0.0,0.03,3,"CO2,H2,H2S",Systematic,systematic_grid
0.95,0.03,0.0,0.0,0.0,0.0,0.0,0.02,3,"CO2,H2,H2S",Systematic,systematic_grid
0.95,0.04,0.0,0.0,0.0,0.0,0.0,0.01,3,"CO2,H2,H2S",Systematic,systematic_grid
0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.03,3,"CO2,H2,H2S",Systematic,systematic_grid
0.96,0.02,0.0,0.0,0.0,0.0,0.0,0.02,3,"CO2,H2,H2S",Systematic,systematic_grid
0.96,0.03,0.0,0.0,0.0,0.0,0.0,0.01,3,"CO2,H2,H2S",Systematic,systematic_grid
0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.02,3,"CO2,H2,H2S",Systematic,systematic_grid
0.97,0.02,0.0,0.0,0.0,0.0,0.0,0.01,3,"CO2,H2,H2S",Systematic,systematic_grid
0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.01,3,"CO2,H2,H2S",Systematic,systematic_grid
0.95,0.0,0.01,0.04,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.95,0.0,0.02,0.03,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.95,0.0,0.03,0.02,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.95,0.0,0.04,0.01,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.96,0.0,0.01,0.03,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.96,0.0,0.02,0.02,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.96,0.0,0.03,0.01,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.97,0.0,0.01,0.02,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.97,0.0,0.02,0.01,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.98,0.0,0.01,0.01,0.0,0.0,0.0,0.0,3,"CO2,Ar,N2",Systematic,systematic_grid
0.95,0.0,0.01,0.0,0.04,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.95,0.0,0.02,0.0,0.03,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.95,0.0,0.03,0.0,0.02,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.95,0.0,0.04,0.0,0.01,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.96,0.0,0.01,0.0,0.03,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.96,0.0,0.02,0.0,0.02,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.96,0.0,0.03,0.0,0.01,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.97,0.0,0.01,0.0,0.02,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.97,0.0,0.02,0.0,0.01,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.98,0.0,0.01,0.0,0.01,0.0,0.0,0.0,3,"CO2,Ar,CH4",Systematic,systematic_grid
0.95,0.0,0.01,0.0,0.0,0.04,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.95,0.0,0.02,0.0,0.0,0.03,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.95,0.0,0.03,0.0,0.0,0.02,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.95,0.0,0.04,0.0,0.0,0.01,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.96,0.0,0.01,0.0,0.0,0.03,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.96,0.0,0.02,0.0,0.0,0.02,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.96,0.0,0.03,0.0,0.0,0.01,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.97,0.0,0.01,0.0,0.0,0.02,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.97,0.0,0.02,0.0,0.0,0.01,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.98,0.0,0.01,0.0,0.0,0.01,0.0,0.0,3,"CO2,Ar,O2",Systematic,systematic_grid
0.95,0.0,0.01,0.0,0.0,0.0,0.04,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.95,0.0,0.02,0.0,0.0,0.0,0.03,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.95,0.0,0.03,0.0,0.0,0.0,0.02,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.95,0.0,0.04,0.0,0.0,0.0,0.01,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.96,0.0,0.01,0.0,0.0,0.0,0.03,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.96,0.0,0.02,0.0,0.0,0.0,0.02,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.96,0.0,0.03,0.0,0.0,0.0,0.01,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.97,0.0,0.01,0.0,0.0,0.0,0.02,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.97,0.0,0.02,0.0,0.0,0.0,0.01,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.98,0.0,0.01,0.0,0.0,0.0,0.01,0.0,3,"CO2,Ar,CO",Systematic,systematic_grid
0.95,0.0,0.01,0.0,0.0,0.0,0.0,0.04,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.95,0.0,0.02,0.0,0.0,0.0,0.0,0.03,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.95,0.0,0.03,0.0,0.0,0.0,0.0,0.02,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.95,0.0,0.04,0.0,0.0,0.0,0.0,0.01,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.96,0.0,0.01,0.0,0.0,0.0,0.0,0.03,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.96,0.0,0.02,0.0,0.0,0.0,0.0,0.02,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.96,0.0,0.03,0.0,0.0,0.0,0.0,0.01,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.97,0.0,0.01,0.0,0.0,0.0,0.0,0.02,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.97,0.0,0.02,0.0,0.0,0.0,0.0,0.01,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.98,0.0,0.01,0.0,0.0,0.0,0.0,0.01,3,"CO2,Ar,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.01,0.04,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.95,0.0,0.0,0.02,0.03,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.95,0.0,0.0,0.03,0.02,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.95,0.0,0.0,0.04,0.01,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.96,0.0,0.0,0.01,0.03,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.96,0.0,0.0,0.02,0.02,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.96,0.0,0.0,0.03,0.01,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.97,0.0,0.0,0.01,0.02,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.97,0.0,0.0,0.02,0.01,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.98,0.0,0.0,0.01,0.01,0.0,0.0,0.0,3,"CO2,N2,CH4",Systematic,systematic_grid
0.95,0.0,0.0,0.01,0.0,0.04,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.95,0.0,0.0,0.02,0.0,0.03,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.95,0.0,0.0,0.03,0.0,0.02,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.95,0.0,0.0,0.04,0.0,0.01,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.96,0.0,0.0,0.01,0.0,0.03,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.96,0.0,0.0,0.02,0.0,0.02,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.96,0.0,0.0,0.03,0.0,0.01,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.97,0.0,0.0,0.01,0.0,0.02,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.97,0.0,0.0,0.02,0.0,0.01,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.98,0.0,0.0,0.01,0.0,0.01,0.0,0.0,3,"CO2,N2,O2",Systematic,systematic_grid
0.95,0.0,0.0,0.01,0.0,0.0,0.04,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.02,0.0,0.0,0.03,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.03,0.0,0.0,0.02,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.04,0.0,0.0,0.01,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.01,0.0,0.0,0.03,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.02,0.0,0.0,0.02,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.03,0.0,0.0,0.01,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.97,0.0,0.0,0.01,0.0,0.0,0.02,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.97,0.0,0.0,0.02,0.0,0.0,0.01,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.98,0.0,0.0,0.01,0.0,0.0,0.01,0.0,3,"CO2,N2,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.01,0.0,0.0,0.0,0.04,3,"CO2,N2,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.02,0.0,0.0,0.0,0.03,3,"CO2,N2,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.03,0.0,0.0,0.0,0.02,3,"CO2,N2,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.04,0.0,0.0,0.0,0.01,3,"CO2,N2,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.01,0.0,0.0,0.0,0.03,3,"CO2,N2,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.02,0.0,0.0,0.0,0.02,3,"CO2,N2,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.03,0.0,0.0,0.0,0.01,3,"CO2,N2,H2S",Systematic,systematic_grid
0.97,0.0,0.0,0.01,0.0,0.0,0.0,0.02,3,"CO2,N2,H2S",Systematic,systematic_grid
0.97,0.0,0.0,0.02,0.0,0.0,0.0,0.01,3,"CO2,N2,H2S",Systematic,systematic_grid
0.98,0.0,0.0,0.01,0.0,0.0,0.0,0.01,3,"CO2,N2,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.01,0.04,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.02,0.03,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.03,0.02,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.04,0.01,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.01,0.03,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.02,0.02,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.03,0.01,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.01,0.02,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.02,0.01,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.98,0.0,0.0,0.0,0.01,0.01,0.0,0.0,3,"CO2,CH4,O2",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.01,0.0,0.04,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.02,0.0,0.03,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.03,0.0,0.02,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.04,0.0,0.01,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.01,0.0,0.03,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.02,0.0,0.02,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.03,0.0,0.01,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.01,0.0,0.02,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.02,0.0,0.01,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.98,0.0,0.0,0.0,0.01,0.0,0.01,0.0,3,"CO2,CH4,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.01,0.0,0.0,0.04,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.02,0.0,0.0,0.03,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.03,0.0,0.0,0.02,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.04,0.0,0.0,0.01,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.01,0.0,0.0,0.03,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.02,0.0,0.0,0.02,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.03,0.0,0.0,0.01,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.01,0.0,0.0,0.02,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.02,0.0,0.0,0.01,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.98,0.0,0.0,0.0,0.01,0.0,0.0,0.01,3,"CO2,CH4,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.01,0.04,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.02,0.03,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.03,0.02,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.04,0.01,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.0,0.01,0.03,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.0,0.02,0.02,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.0,0.03,0.01,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.0,0.01,0.02,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.0,0.02,0.01,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.98,0.0,0.0,0.0,0.0,0.01,0.01,0.0,3,"CO2,O2,CO",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.01,0.0,0.04,3,"CO2,O2,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.02,0.0,0.03,3,"CO2,O2,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.03,0.0,0.02,3,"CO2,O2,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.04,0.0,0.01,3,"CO2,O2,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.0,0.01,0.0,0.03,3,"CO2,O2,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.0,0.02,0.0,0.02,3,"CO2,O2,H2S",Systematic,systematic_grid
0.96,0.0,0.0,0.0,0.0,0.03,0.0,0.01,3,"CO2,O2,H2S",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.0,0.01,0.0,0.02,3,"CO2,O2,H2S",Systematic,systematic_grid
0.97,0.0,0.0,0.0,0.0,0.02,0.0,0.01,3,"CO2,O2,H2S",Systematic,systematic_grid
0.98,0.0,0.0,0.0,0.0,0.01,0.0,0.01,3,"CO2,O2,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.0,0.01,0.04,3,"CO2,CO,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.0,0.02,0.03,3,"CO2,CO,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.0,0.03,0.02,3,"CO2,CO,H2S",Systematic,systematic_grid
0.95,0.0,0.0,0.0,0.0,0.0,0.04,0.01,3,"CO2,CO,H2S",Systematic,systematic_grid
