temperature,pressure,z_carbon dioxide,z_argon,z_oxygen,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_oxygen,y_carbon dioxide,y_argon,y_oxygen,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_oxygen,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.5205488430019978,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.029220366832854134,12.027917695575207,2.495592913863364,1222.2116994203886,6.853326204096324,0.9994730383198547,3.76502564169104e-05,0.0004893114237284204,0.9508250377588603,0.00395722834554937,0.04521773389559029,19.87115715638714,0.6056418908818018,1.0000000013610857,4.617405518472307,3.9939118347234266,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.8442415904370826,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.032972891148122914,12.027917695575207,2.495592913863364,1221.796353042275,7.520625913887758,0.9981430575302725,0.00013317433131843857,0.0017237681384089831,0.8462479415031333,0.01241771529912099,0.14133434319774565,19.76683972209614,0.6088466001855224,1.000000001527701,4.586820999433398,3.96894251841544,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.1679343378721674,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.03672541546339169,12.027917695575207,2.495592913863364,1221.3803792969866,8.189838906760032,0.9968124008644901,0.0002294711921635439,0.002958127943346326,0.76284449030966,0.019223609699355892,0.21793189999098406,19.662998016073512,0.6120225713578868,1.0000000016514858,4.556394361132216,3.9441185126769396,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.4916270853072517,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.04047793977866046,12.027917695575207,2.495592913863364,1220.9637405866947,8.860931794377537,0.9954809629529733,0.00032655900950208545,0.004192478037524665,0.6947881333220296,0.024830842455700344,0.28038102422227,19.55961710867684,0.6151903254406179,1.0000000017489459,4.526137067380067,3.919611704910331,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.8153198327423365,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.04423046409392924,12.027917695575207,2.495592913863364,1220.5464110793562,9.533881478356653,0.9941486722336398,0.00042445355772234583,0.005426874208637817,0.63820793599151,0.02954233464509797,0.33224972936339203,19.456690970688424,0.6183638235931561,1.0000000018191844,4.496059584481631,3.8952664245263673,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.139012580177422,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.04798298840919803,12.027917695575207,2.495592913863364,1220.1283719170642,10.20867266293864,0.9928154771921084,0.0005231692497078194,0.006661353558183765,0.5904324469655186,0.03356715507695436,0.37600039795752715,19.35421810900479,0.6215080131372545,1.0000000018314252,4.4661712253905455,3.871077208194411,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.462705327612506,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.05173551272446679,12.027917695575207,2.495592913863364,1219.709609113348,10.885295929504238,0.9914813402974451,0.0006227195942754396,0.007895940108279457,0.5495589231497308,0.03705422407399345,0.41338685277627574,19.252193718161625,0.6246412740113847,1.0000000018069894,4.436480355350695,3.847049965096666,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.7863980750475905,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.05548803703973557,12.027917695575207,2.495592913863364,1219.2901117756257,11.56374621036357,0.9901462328995323,0.0007231175845331319,0.009130649515934485,0.514195597395395,0.04011247927051586,0.445691923334089,19.15061474197735,0.6277823813538334,1.0000000017528083,4.406994306398565,3.823189899138837,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.110090822482675,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.05924056135500435,12.027917695575207,2.495592913863364,1218.8698711958145,12.24402173156422,0.9888101326099044,0.0008243758996435282,0.010365491490452036,0.4833010649957271,0.04282344281036115,0.4738754921939118,19.049478454280692,0.6308942561135823,1.000000001678961,4.377719490375728,3.7995015623128414,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.43378356991776,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.06299308567027312,12.027917695575207,2.495592913863364,1218.448880225349,12.926123239675151,0.9874730215022662,0.0009265070452447243,0.01160047145248901,0.456080630952551,0.04524933185920955,0.49867003718823943,18.948782319998383,0.6339994411052736,1.0000000016142099,4.348718036030413,3.775988905227042,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.757476317352845,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.06674560998554191,12.027917695575207,2.495592913863364,1218.0271328561355,13.61005343838083,0.9861348849051008,0.0010295234493383632,0.01283559164556083,0.4319173795981452,0.04743845230954316,0.5206441680923116,18.84852391295175,0.6371092268996897,1.0000000016108792,4.320078208509801,3.7526553303863803,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.081169064787929,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.07049813430081067,12.027917695575207,2.495592913863364,1217.6046240345825,14.295816574995833,0.9847957108579423,0.0011334375067356157,0.01407085163532217,0.4103251207472609,0.04942888071822196,0.5402459985345172,18.748700767374395,0.6401886122262817,1.0000000015811707,4.291654004434929,3.729503739763471,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.4048618122230145,0.96,0.003218,0.036782,306.21,86.26,0.6531465334247739,0.07425065861607946,12.027917695575207,2.495592913863364,1217.1813490944407,14.983418128597533,0.9834554885013027,0.0012382617099110174,0.01530624978878639,0.39091552175017247,0.05125103635411074,0.5578334418957167,18.649310726874074,0.643267609408985,1.0000000014750419,4.263449339008663,3.7065365650334536,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
