T,P,z_carbon dioxide,z_argon,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_argon,x_carbon monoxide,y_carbon dioxide,y_argon,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_carbon monoxide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_argon,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.5485218643,0.95,0.026297,0.023703,0.027774414703013773,0.00015946961880561775,0.99957310951981,0.00029850291720171824,0.00012838756298836767,0.9409543912551405,0.03104094757245137,0.028004661172408282,0.02776255806978421,8.290743812419906e-06,3.5658894171482258e-06,0.00015005363808692936,4.950088076743986e-06,4.465892641944433e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,19.881024792686375,-0.016665675421478454
200.0,3.2459042487,0.95,0.026297,0.023703,0.0277706417129742,0.0002030984357585454,0.9976780905290115,0.0016104155999098451,0.0007114938710786719,0.7461127718859731,0.1318649707196889,0.12202225739433804,0.027706160796965414,4.472227463408071e-05,1.9758641374702852e-05,0.00015153433686951356,2.6781569284515206e-05,2.478252960451666e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,19.74014583131979,-0.0896387995323984
200.0,3.9432866331,0.95,0.026297,0.023703,0.02776677687497791,0.0002469559193947265,0.9957991727030377,0.0028894910978401484,0.0013113361991220554,0.6197563495094501,0.19508129745580485,0.18516235303474488,0.027650133440732843,8.023185459596237e-05,3.6411579649103714e-05,0.0001530524990938257,4.8176481169914406e-05,4.572693913098635e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,19.599584885575823,-0.16039353251118627
200.0,4.6406690174,0.95,0.026297,0.023703,0.027762819430869095,0.00029103545608289864,0.9939360580059495,0.004135884687424003,0.0019280573066264395,0.5312322494786607,0.23752123880710388,0.2312465117142354,0.02759446730424901,0.00011482381976384907,5.3528306856237644e-05,0.00015460742001296618,6.912710206560056e-05,6.730093400433187e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,19.459352053098524,-0.22898742585570275
200.0,5.3380514018,0.95,0.026297,0.023703,0.027758769345478423,0.00033533459072883473,0.9920886171978186,0.005349663528262392,0.002561719273918975,0.46579459259890554,0.2672840949809013,0.26692131242019324,0.027539159095068884,0.00014850007595695403,7.111017445258328e-05,0.0001561970390728583,8.962960259874752e-05,8.950794905722893e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,19.319454707373964,-0.29546122708167033
200.0,6.0354337862,0.95,0.026297,0.023703,0.027754626981232856,0.00037985272699564133,0.9902567752356176,0.006530895691214598,0.003212329073167782,0.41547592475846834,0.288748688316884,0.29577538692464755,0.027484207412303112,0.00018126257376300208,8.915699516674126e-05,0.0001578196630205401,0.00010968197667358287,0.00011235108730151833,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,19.179898125582042,-0.35984841759667674
200.0,6.7328161706,0.95,0.026297,0.023703,0.027750392965746398,0.00042459021336974697,0.9884404656506385,0.007679685369067445,0.0038798489802940295,0.3755953669109368,0.30449008633965075,0.3199145467494124,0.02742961134505057,0.00021311428684491477,0.00010766733385090978,0.00015947411697740305,0.000129283510727925,0.0001358325856644189,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,19.040686097242194,-0.4221800405761691
200.0,7.430198555,0.95,0.026297,0.023703,0.027746068134595386,0.00046954792774043906,0.9866396116155718,0.008796187298380128,0.004564201086048135,0.34322299791218286,0.31612241563503396,0.3406545864527832,0.027375369888176383,0.00024405961210551756,0.0001266386343134858,0.0001611596474225265,0.00014843462517373198,0.00015995365514418058,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.90182136150339,-0.48248706216667614
200.0,8.1275809393,0.95,0.026297,0.023703,0.027741653495071544,0.0005147270688969718,0.9848541159878637,0.009880613465203138,0.005265270546933185,0.3164314094770637,0.32470958581777226,0.358859004705164,0.027321481628930312,0.0002741045550704036,0.00014606731107082627,0.00016287581190706647,0.00016713681335073162,0.00018471444363917368,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.763305846645906,-0.5408007383360207
200.0,8.8249633237,0.95,0.026297,0.023703,0.02773715020424958,0.0005601290436959727,0.9830838570025058,0.010933235102025313,0.005982907895468811,0.29390083555936425,0.3309819498672438,0.375117214573392,0.027267944605051518,0.0003032567842432501,0.00016594881495480917,0.00016462239396331402,0.0001853926030597676,0.00021011404667289102,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,63.65845399182276,3.87,18.625140837273452,-0.5971525757917462
