temperature,pressure,z_carbon dioxide,z_argon,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_carbon monoxide,y_carbon dioxide,y_argon,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.548521864304383,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.028970351987090862,23.002637385163606,2.5232889745587954,1222.2487672135182,6.926629507013686,0.99957310951981,0.00029850291720171824,0.00012838756298836767,0.9409543912551405,0.03104094757245137,0.028004661172408282,19.864359117264897,0.6059702181036777,1.0000000013043748,4.615811617778544,6.774680533685152,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.245904248683955,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.036897854367215585,23.002637385163606,2.5232889745587954,1221.67567673908,8.432990352642816,0.9976780905290115,0.0016104155999098451,0.0007114938710786719,0.7461127718859731,0.1318649707196889,0.12202225739433804,19.65050703178739,0.6131419422297547,1.0000000012475971,4.554492926587146,6.661500113716798,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.943286633063527,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.04482535674734031,23.002637385163606,2.5232889745587954,1221.0949259196539,9.941143876735522,0.9957991727030377,0.0028894910978401484,0.0013113361991220554,0.6197563495094501,0.19508129745580485,0.18516235303474488,19.439191353064636,0.6202300196839708,1.000000001060532,4.493942097280662,6.552670434406703,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.6406690174430985,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.05275285912746503,23.002637385163606,2.5232889745587954,1220.5064061382857,11.450801374845012,0.9939360580059495,0.004135884687424003,0.0019280573066264395,0.5312322494786607,0.23752123880710388,0.2312465117142354,19.23036462724282,0.6272796405317919,1.000000001028539,4.434507246768646,6.446210818752198,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.338051401822671,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.060680361507589764,23.002637385163606,2.5232889745587954,1219.9100864841091,12.961815397289271,0.9920886171978186,0.005349663528262392,0.002561719273918975,0.46579459259890554,0.2672840949809013,0.26692131242019324,19.023993480292294,0.6342444362204482,1.000000001013173,4.376335015950978,6.34178134378063,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.035433786202242,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.06860786388771448,23.002637385163606,2.5232889745587954,1219.3059779811936,14.474118201065089,0.9902567752356176,0.006530895691214598,0.003212329073167782,0.41547592475846834,0.288748688316884,0.29577538692464755,18.820049707985365,0.6411741014212056,1.0000000010146601,4.319147730667141,6.239425932809328,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.732816170581815,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.0765353662678392,23.002637385163606,2.5232889745587954,1218.6941191343785,15.987692231567312,0.9884404656506385,0.007679685369067445,0.0038798489802940295,0.3755953669109368,0.30449008633965075,0.3199145467494124,18.618506056666025,0.6480118382894396,1.0000000010218815,4.2629973217233,6.139805566994666,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.430198554961386,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.08446286864796392,23.002637385163606,2.5232889745587954,1218.0745697563068,17.50255504153279,0.9866396116155718,0.008796187298380128,0.004564201086048135,0.34322299791218286,0.31612241563503396,0.3406545864527832,18.419334299336715,0.6548297730740835,1.0000000010027463,4.2079204743358085,6.042044706209536,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.127580939340959,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.09239037102808866,23.002637385163606,2.5232889745587954,1217.4474071512966,19.018750957577247,0.9848541159878637,0.009880613465203138,0.005265270546933185,0.3164314094770637,0.32470958581777226,0.358859004705164,18.222505108309885,0.6615654889007815,1.0000000011392545,4.153941674604151,5.946155612506172,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.82496332372053,0.95,0.026297,0.023703,305.16,87.97,0.655393891728929,0.10031787340821337,23.002637385163606,2.5232889745587954,1216.8127238796567,20.53634609912421,0.9830838570025058,0.010933235102025313,0.005982907895468811,0.29390083555936425,0.3309819498672438,0.375117214573392,18.027988261481706,0.6682566679368549,1.0000000010714691,4.101287634280037,5.852146339030425,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
