T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_carbon monoxide,rhoL6_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_carbon monoxide,rhoV6_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_nitrogen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.5143006925,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027788818146293758,0.00015720461580075968,0.9906226413028664,1.996944813941216e-05,7.427928995233056e-05,5.965850418168466e-05,4.749973412348944e-05,0.009175951720736653,0.9446207974450004,0.018892896234488473,0.007898977118811821,0.016007899576382142,0.010610136654159977,0.0019692929711572996,0.027528232430766547,5.549273628279688e-07,2.064133680521139e-06,1.6578393235847408e-06,1.3199614735549522e-06,0.0002549888536867221,0.00014849874953974852,2.9700504939063795e-06,1.2417556631818039e-06,2.516515702682298e-06,1.667962456310777e-06,3.095819449299198e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,20.002661527560797,-0.020057878732135492
200.0,4.5338130798,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02777563838224451,0.00028248836495916853,0.9939150235406835,0.00032231719717525255,0.001047472835194772,0.0009190275249497304,0.0007226758502593735,0.003073483051737331,0.5415599944561544,0.16887953551095555,0.06219779684239368,0.13713506411713386,0.08984758178999495,0.00038002728336748005,0.027606624276546064,8.952565913118416e-06,2.9094226685594388e-05,2.5526576196332904e-05,2.007278308438544e-05,8.53679538190134e-05,0.00015298439736121544,4.770650386155368e-05,1.7570153934070327e-05,3.873906004101989e-05,2.538089647539084e-05,1.0735328591835406e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.630780373716888,-0.11718074561206393
200.0,6.5533254671,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027772101528100626,0.0004085194536371373,0.9913357237812899,0.000653781853486741,0.0018644426506104995,0.0017717557347354353,0.0013764326871423425,0.002997863292735123,0.3835340259254971,0.23639198886792165,0.0771425644440773,0.18367889515732005,0.1189876016336808,0.000264923971503017,0.0275314763692871,1.8156896012263578e-05,5.177949058607583e-05,4.920538014806703e-05,3.82264283339135e-05,8.325696373320589e-05,0.00015668111072233572,9.657072613651958e-05,3.151423827886211e-05,7.50364018943414e-05,4.8608750008984625e-05,1.0822659609379303e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.33942701740787,-0.20803038515864714
200.0,8.5728378545,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027769250622377863,0.0005351865273481691,0.9888631252543232,0.0010126002537922847,0.0025504224498498576,0.00260551800522323,0.0020006138453342774,0.0029677201914770517,0.2998233982046841,0.2789005727828533,0.08115735498595673,0.20716403954709905,0.13274781932398394,0.00020681515542287846,0.027459987956415133,2.8119150227841383e-05,7.082332020281963e-05,7.235328248816191e-05,5.555554726968665e-05,8.241136577421747e-05,0.00016046144330289218,0.00014926382902307055,4.3434322983696806e-05,0.00011087140291663073,7.104484443704514e-05,1.1068468483374219e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,19.057722977891284,-0.28549985116242027
200.0,10.5923502418,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02776706321356244,0.0006623946977899378,0.9865160120649548,0.0013982761353304235,0.0031298925522691328,0.003414145993863268,0.0025923124184296757,0.0029493608351525377,0.2480389674870735,0.3105676651097302,0.08107295688314685,0.2203877953635124,0.13976115414800722,0.00017146100852970063,0.027392652468199125,3.882602183973566e-05,8.690792435051529e-05,9.480080763193233e-05,7.198090279183974e-05,8.189508874928582e-05,0.00016429969690872826,0.00020571837467368636,5.370229677354871e-05,0.00014598370710640446,9.257704746464215e-05,1.1357486292778899e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.785005323234195,-0.35073089973589333
200.0,12.6118626291,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02776554397207631,0.0007900633769985986,0.9842887171204759,0.001810114118551197,0.0036222964976656844,0.004192983968786827,0.003149952272854351,0.0029359360216658853,0.21287047648888635,0.33648375251054413,0.07925298843006148,0.22804574095837266,0.1431993845292368,0.0001476570828984938,0.027329311656427154,5.0258803153109414e-05,0.00010057503268583457,0.00011642048075956168,8.746013834187919e-05,8.151786070876693e-05,0.00016818116751811033,0.0002658434898136412,6.261488367628524e-05,0.00018017058821171954,0.00011313658932528971,1.1665845355254604e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.520895236634903,-0.4048273210220721
200.0,14.6313750165,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027764692442609283,0.0009181197965321519,0.9821727717482345,0.00224723664566937,0.004043121718736019,0.004938725886167248,0.0036730112574999653,0.0029251327436928673,0.18744502520318018,0.3589117464143738,0.07668832579446097,0.23230154318743637,0.14452281741077264,0.00013054198977607758,0.02726972493309482,6.2393834312771e-05,0.0001122560310287394,0.00013712220528778663,0.00010198002790272811,8.121541098243831e-05,0.00017209698840050787,0.00032952397959096414,7.040907007480189e-05,0.00021328064556535399,0.0001326892597154319,1.198531850921146e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.265044367698994,-0.4488301401674981
200.0,16.6508874038,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027764499911198073,0.0010464976131890644,0.9801596756496925,0.0027086011399725706,0.004404759070673967,0.005649240506079622,0.004161780548528419,0.002915943085052885,0.1682196481246033,0.37899943884516907,0.07384147899681034,0.23431295020202608,0.1445088318260947,0.00011765200529644482,0.02721364322753582,7.520295611023943e-05,0.00012229593282657626,0.0001568483375293842,0.00011554975567004317,8.095970152600947e-05,0.00017604146025390163,0.0003966220081514642,7.727493152451245e-05,0.0002452079431257084,0.000151228147590748,1.2312254272963666e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.017099256106768,-0.4837194390638757
200.0,18.6703997911,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027764949966303666,0.0011751366468206559,0.9782413915895345,0.003193024457780623,0.0047171758599746415,0.006323396359621911,0.004617160442250398,0.0029078512908377848,0.15318290626659764,0.39738372600551525,0.07094133785048547,0.23476930402328094,0.14361512328984258,0.00010760256427798563,0.027160823292450696,8.865416431146288e-05,0.0001309721517344514,0.0001755687835420091,0.0001281952286654788,8.073634559956262e-05,0.00018001084682037238,0.00046698017927921943,8.336576588259077e-05,0.0002758860127063375,0.00016876739441556068,1.2644771657493613e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.776694604459138,-0.5104011800120212
200.0,20.6899121784,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02776601985456071,0.0013039828311796858,0.9764104092903084,0.0036992128741556054,0.004988436734018571,0.006960890645718981,0.005040488811098461,0.0029005616447000406,0.14110829386651344,0.41444221346661925,0.06810363495807623,0.23411492945258666,0.14213137315215266,9.955510405167573e-05,0.02711103081055445,0.00010271241811005113,0.00013850903339997963,0.00019327622787445914,0.00013995431240565099,8.05370522161186e-05,0.00018400279253899128,0.0005404255308765779,8.880597072626006e-05,0.0003052818485290164,0.0001853368703624004,1.2981814643969232e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.543454518924317,-0.529719585181784
