T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_carbon monoxide,rhoL6_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_carbon monoxide,rhoV6_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_nitrogen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,22.7094245658,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02776768197696834,0.0014329881022830428,0.9746597206160938,0.004225795748540362,0.005225105719291514,0.007562088339092997,0.005433400317210806,0.0028938892597705243,0.13120553677298347,0.43041113543865855,0.06538583353520504,0.23265374936429312,0.14025077295660313,9.297193225682764e-05,0.027064041157828504,0.00011734055244509363,0.00014508907390932516,0.00020998166408167507,0.00015087293206186855,8.035659664187223e-05,0.00018801597314934557,0.000616774036173733,9.369712151380841e-05,0.00033339005479057304,0.0002009776889828126,1.3322767277029905e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.316996806420562,-0.5424493568669142
200.0,24.7289369531,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027769905335678188,0.0015621101608105183,0.9729827885313269,0.004771359172056408,0.0054325561703801265,0.008127873691489635,0.005797712113312835,0.002887710321434158,0.12294258938926009,0.4454456336747539,0.06281417546736942,0.23060301669606426,0.13810709238904512,8.749238350729257e-05,0.027019639930759138,0.00013250019253052632,0.00015086157058221054,0.0002257102829930164,0.00016100191655021216,8.019144226308739e-05,0.0001920498680813186,0.000695835150452013,9.812266174051256e-05,0.0003602273154944796,0.00021573849230092438,1.3667274127027234e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.09693846900826,-0.5492983031048837
200.0,26.7484493404,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027772656834594046,0.001691312109314843,0.9713735238130947,0.005334477351267022,0.005615210740533212,0.008659517588894886,0.006135333338697693,0.0028819371675123016,0.11594819584661986,0.4596526360987747,0.060397801175105986,0.22812308292968062,0.13579541842717976,8.286552263906061e-05,0.026977623535071448,0.00014815260886865322,0.0001559493209507556,0.00024049781034950893,0.0001703945073814952,8.003905197218113e-05,0.00019610458768859715,0.0007774160695123466,0.00010215153250344701,0.00038582733257320296,0.0002296724355753651,1.4015146188414646e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.882901310239205,-0.5509093100320541
200.0,28.7679617278,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027775902391861975,0.001820561994986069,0.9698262690097986,0.0059137399803780855,0.0057767282039413856,0.009158562577729826,0.006448195374388779,0.0028765048537634165,0.10995546088574634,0.47310965686301953,0.05813644219699018,0.22533500163507417,0.1333845270362737,7.891138289604184e-05,0.02693779978507984,0.00016425946446583346,0.00016045383873699207,0.00025438734020878347,0.0001791044453226786,7.989751804784987e-05,0.00020018073322976705,0.0008613254607457134,0.00010584099718754473,0.0004102363401169398,0.00024283480064143172,1.4366306467232748e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.674517021110557,-0.547863330125324
200.0,30.7874741151,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02777960784932462,0.001949832295996097,0.9683357858162125,0.006507774680088633,0.0059201498774168445,0.009626726257305325,0.00673819990427069,0.0028713634647059075,0.10476761523008833,0.48587590798133107,0.0560247438853068,0.22233155892373466,0.13092467643133032,7.549754820907212e-05,0.02689998839644198,0.0001807834285846262,0.00016445944200386715,0.0002674266803007384,0.00018718455095099646,7.976535104240816e-05,0.0002042792797501188,0.0009473765372284271,0.00010923885500248106,0.0004335092540086571,0.0002552811624486469,1.472075577665711e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.47143139652703,-0.5406829325959546
200.0,32.8069865024,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02778373968286133,0.002079099387153957,0.9668972425748344,0.007115264249046359,0.006048015185696786,0.010065822619755457,0.007007181886183027,0.0028664734844839578,0.10023641913580475,0.49799900993144663,0.054054745650617034,0.21918455249656485,0.12845274835575105,7.25244298156221e-05,0.026864021287775628,0.00019768864967027386,0.00016803647951739174,0.00027966619536114293,0.00019468571743617047,7.964135310072674e-05,0.00020840147759575882,0.001035389436351748,0.0001123851885549609,0.0004557064687692223,0.0002670660303846834,1.5078549758335007e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.273307541066323,-0.5298363593383666
200.0,34.8264988897,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027788265529964724,0.0022083430138674473,0.9655061999309134,0.007734958965279021,0.006162453500160454,0.010477700043694273,0.007256884676437328,0.002861802883515632,0.0962480778575374,0.5095190940280216,0.05221731999409571,0.2159498190057439,0.12599577342404852,6.991569055284369e-05,0.026829742654507428,0.00021494109359055462,0.0001712438941785192,0.0002911571109574995,0.00020165623830917262,7.952453842155108e-05,0.00021254877033486286,0.0011251929317288526,0.00011531375381184222,0.00047689127414727423,0.0002782418860178233,1.5439782679209064e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.07982806690147,-0.5157418481389193
200.0,36.8460112771,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027793154558059863,0.0023375457953119755,0.9641585938569899,0.00836568448525142,0.006265257591775279,0.010864194076296284,0.007488944779812671,0.0028573252098745175,0.0927137889163366,0.5204713218127346,0.05050300775711066,0.21267084362643143,0.12357342605420403,6.761183318257578e-05,0.026797008817548987,0.0002325087618825562,0.00017413127259426823,0.000301950225111261,0.00020814139974210916,7.94140811806833e-05,0.00021672272744882465,0.0012166255498838238,0.0001180530934332421,0.0004971278363044155,0.00028885854248529997,1.580457563692647e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,15.890696376874686,-0.4987720561540332
200.0,38.8655236644,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027798377700025446,0.0024666927699858775,0.962850716088957,0.00900634604359416,0.006357942723552283,0.011227092858251606,0.007704883993852985,0.0028530182917918747,0.08956323742265522,0.5308874298831503,0.048902496401734726,0.209381435247834,0.12119983524732243,6.556579730350985e-05,0.026765687874580793,0.0002503618090169603,0.00017674049322443484,0.0003120949677469364,0.0002141832753960058,7.930928006031195e-05,0.00022092499020699222,0.0013095361849691514,0.00012062743430841944,0.0005164796724950983,0.0002989627573280498,1.6173067816692728e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,15.705637173017005,-0.47925846326292465
200.0,40.8850360517,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02780390778328156,0.002595770990485031,0.9615791924881328,0.009655929695786693,0.006441794440980362,0.011568113001580276,0.007906107048638778,0.0028488633248811147,0.08674002055899153,0.5407966711460026,0.0474068844292727,0.20610775916578994,0.11888492483221173,6.373986773152768e-05,0.026735659194262393,0.0002684725788235032,0.00017910705859587378,0.00032163874712251843,0.00021982067130510492,7.92095331721674e-05,0.0002251572290811054,0.0014037843107116668,0.0001230574153507826,0.0005350085421564328,0.00030859803908544873,1.6545409959485248e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,15.524396346763972,-0.4574956063949518
200.0,42.904548439,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02780971957674007,0.002724769169400935,0.9603409600465048,0.010313501307986552,0.0065179074052470155,0.011888883851253893,0.008093903179526341,0.0028448442094813936,0.0841983657162063,0.550226382827551,0.04600781678779463,0.20286991091283219,0.11663542029499585,6.210346062008954e-05,0.026706812796950637,0.00028681557922944793,0.000181261177167077,0.00033062652598380424,0.0002250891777039124,7.911431970519034e-05,0.00022942111101746358,0.0014992398841195069,0.00012536068073482954,0.0005527736786543994,0.0003178045972799248,1.6921759481072505e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,15.346740402793781,-0.43374504400668457
200.0,44.9240608264,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027815789776792568,0.0028536773749849066,0.9591332432763928,0.010978203916476926,0.006587217083212026,0.012190938281693781,0.00826945038653656,0.002840947055687877,0.08190073516902284,0.5592023256867129,0.04469754248839958,0.19968315165088188,0.11445561349492768,6.063151005517701e-05,0.026679048662909387,0.00030536741226748303,0.00018322864560072245,0.00033910057642544704,0.00023002129352151703,7.902318606801179e-05,0.0002337182749464711,0.0015957830248511137,0.00012755236571657244,0.0005698312920318017,0.00032661939467049225,1.730227684556285e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,15.172455552091053,-0.4082389297997686
200.0,46.9435732137,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02782209694999354,0.0029824867730627322,0.9579535306477116,0.011649253978686635,0.006650525709416351,0.012475708444989067,0.008433821415016016,0.002837159804180219,0.0798160502055646,0.5677488852859031,0.043468925775506165,0.19655888736641625,0.11234794809305017,5.9303273559809704e-05,0.02665227600326924,0.00032410667359011755,0.0001850315710558063,0.00034710036987633896,0.00023464659706750728,7.893573513452674e-05,0.00023805031401620742,0.0016933035407863163,0.0001296454961646928,0.0005862342816982638,0.00033507626916826056,1.7687122899145328e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,15.001346588389477,-0.3811836169414775
200.0,48.963085601,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027828621446638356,0.003111189410583887,0.9567995516119445,0.01232593693453694,0.006708523632777164,0.01274452516072151,0.00858799073070066,0.002833471929319261,0.0779183557212698,0.5758891922529428,0.04231543021748789,0.1935054501912784,0.11031347018199182,5.8101435029347335e-05,0.026626412522122122,0.00034301383292636653,0.00018668896464238283,0.00035466256621487674,0.0002389919430319078,7.885161770070175e-05,0.00024241876321012305,0.0017917003566070638,0.00013165131839694975,0.0006020321075253732,0.00034320610027497434,1.8076456940303314e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,14.833235639489398,-0.3527626372081336
200.0,50.9825979884,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02783534529629521,0.0032397780357647354,0.9556692546145977,0.013007602402297612,0.006761806928664577,0.012998619894303537,0.008732841957861805,0.0028298742022746393,0.07618580299678887,0.5836451968613444,0.04123108774037175,0.19052872459786052,0.10835217638140449,5.7011422229987336e-05,0.026601383691250393,0.0003620711043448731,0.0001882172306862599,0.0003618210731332313,0.00024308167131505807,7.877052556539255e-05,0.0002468250911860957,0.0018908808894709686,0.00013357957245194505,0.0006172707771344168,0.0003510370011677808,1.8470435352842235e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,14.667960863750933,-0.323139019119699
200.0,53.0021103757,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027842252093649267,0.00336824594980001,0.9545607863714202,0.013693659250054467,0.006810891977394325,0.013239128497882467,0.008869175404190672,0.002826358499058042,0.07459986566115057,0.5910377194545415,0.04021046006700798,0.187632650674514,0.10646328326144833,5.6020881337569307e-05,0.026577122052865165,0.00038126231292454863,0.00018963057141722613,0.0003686071531382598,0.0002469378174662703,7.869218583780218e-05,0.00025127069536879526,0.0019907604047317944,0.00013543871926029467,0.0006319929156846719,0.00035859452264778454,1.8869210666949478e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,14.50537514363794,-0.29245836739043085
200.0,55.021622763,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027849326880782854,0.003496586885398738,0.9534724725737463,0.01438357071613607,0.006856227570023286,0.013467096081102017,0.008997715416086226,0.002822917642906054,0.07314472880869047,0.598086489485563,0.039248597159115835,0.18481962926568368,0.10464543601300398,5.511926794291142e-05,0.026553566560534526,0.0004005727625865293,0.000190941322766614,0.0003750495608975198,0.0002505803178028444,7.861635619481974e-05,0.0002557568994885144,0.0020912613754693896,0.0001372361300968626,0.0006462378918546464,0.00036590185917990254,1.9272930942196316e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,14.345344812936167,-0.26085040036208795
200.0,57.0411351503,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.02785655603023825,0.003624794907912295,0.9524028001015925,0.015076849697138057,0.006898204992068083,0.013683482537438346,0.009119117398298985,0.0028195452734640063,0.07180680825914827,0.6048101804195384,0.03834099544927795,0.1820908483625069,0.10289686998403781,5.4297525490557595e-05,0.02653066196438581,0.00041998910834780686,0.00019216023386961376,0.00038117469799293794,0.00025402720475203617,7.854282089004352e-05,0.00026028495293119517,0.002192312862238259,0.0001389782450688312,0.0006600419799218449,0.0003729800503582537,1.968173939104112e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,14.187748442041311,-0.22843082616343224
200.0,59.0606475377,0.9500000000000001,0.016686000000000003,0.006984000000000001,0.014143000000000001,0.009375000000000001,0.0028120000000000003,0.027863927131817345,0.0037528643352632406,0.9513504007568967,0.01577305428011011,0.006937166448567619,0.013889168378757345,0.009233974398425927,0.0028162357372421873,0.07057436873020621,0.611226444330165,0.03748355750000724,0.179446546082516,0.10121553552701058,5.354783009481091e-05,0.026508358243515398,0.00043949923510718783,0.00019329670042417623,0.00038700677562723633,0.00025729478977480695,7.84713873685362e-05,0.00026485603139130817,0.002293849923696439,0.0001406707061005661,0.000673438542879246,0.0003798481734538875,2.009577417935515e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,86.02971371321541,3.87,14.032475696444092,-0.19530418614553646
