temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_water,z_carbon monoxide,z_nitrogen dioxide,z_nitrogen oxide,z_sulfur dioxide,z_hydrogen sulfide,z_propane,z_ethane,Tc,Pc,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_argon,x_methane,x_oxygen,x_water,x_carbon monoxide,x_nitrogen dioxide,x_nitrogen oxide,x_sulfur dioxide,x_hydrogen sulfide,x_propane,x_ethane,y_carbon dioxide,y_hydrogen,y_nitrogen,y_argon,y_methane,y_oxygen,y_water,y_carbon monoxide,y_nitrogen dioxide,y_nitrogen oxide,y_sulfur dioxide,y_hydrogen sulfide,y_propane,y_ethane,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_argon,E_methane,E_oxygen,E_water,E_carbon monoxide,E_nitrogen dioxide,E_nitrogen oxide,E_sulfur dioxide,E_hydrogen sulfide,E_propane,E_ethane
200.0,2.4274861777327392,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1222.369348911046,6.622118938983584,0.9999652631563785,5.893158967977333e-06,0.0,2.8843684653595043e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9860921453912691,0.009279137447801827,0.0,0.004628717160929074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.90830410891376,0.604932484616311,1.000000000700662,1.7708450230425068,0.0,5.80284113372578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,5.609185031655803,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1221.8575419590534,8.709734940957611,0.9976716546106037,0.0006309036246049237,0.0,0.001697441764791388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44307388339009,0.436991215263153,0.0,0.11993490134675687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6064448382427,0.6164056058745416,1.0000000007715086,1.7355004122016542,0.0,5.675555289327275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,8.790883885578866,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1221.4540556310792,9.888729325776882,0.9962563575319158,0.001350775348863597,0.0,0.0023928671192206246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29061875692469047,0.6009533376992556,0.0,0.10842790537605393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.396870391789076,0.6255940628880488,1.0000000007839318,1.7165098346657364,0.0,5.570246241088239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,11.97258273950193,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1221.0915265881683,10.743871945320256,0.9951547923769959,0.002101360240694348,0.0,0.0027438473823097275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21872421773490625,0.6897919678675207,0.0,0.09148381439757307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.220610345743335,0.6334186453766506,1.000000000796407,1.7009944676916857,0.0,5.473397848802171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,15.154281593424994,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1220.7486102462208,11.462467805135262,0.9941881023595002,0.002862238647121838,0.0,0.002949658993377976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1768724092441892,0.7453682462216545,0.0,0.07775934453415614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.05926656784773,0.6409024752874686,1.0000000008128849,1.6866719586779308,0.0,5.380933211424586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,18.335980447348057,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1220.4175042433135,12.113297433681973,0.9932910240765924,0.003625959988033368,0.0,0.003083015935374197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14949922130818682,0.7833238820539971,0.0,0.06717689663781613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.906193700392723,0.6483056226005829,1.0000000008044632,1.6728651101840377,0.0,5.291507836557222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,21.517679301271123,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1220.0948072711071,12.726383538848626,0.9924352001388759,0.004389296347845131,0.0,0.0031755035132789967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13021378997128488,0.8108465659385917,0.0,0.058939644090123394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75852858582743,0.6552133605440836,1.0000000007876748,1.6593393517810444,0.0,5.2046113567636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,24.699378155194186,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1219.7788179555516,13.31669876874773,0.9916065310500429,0.005150653725417922,0.0,0.0032428152245390445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11590600918686031,0.8316925521476426,0.0,0.052401438665497194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.614856689398447,0.6622795966470889,1.0000000007837266,1.6460083534266203,0.0,5.1200236054357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,27.88107700911725,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1219.4685912432917,13.892487064755494,0.9907972634536216,0.005909166353067937,0.0,0.00329357019331044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10488004660213661,0.8480120776011437,0.0,0.04710787579671954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.474402382457654,0.6692130674403395,1.0000000008254037,1.6328417933733788,0.0,5.037634862101538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,31.06277586304031,0.99,0.006667,0.0,0.003333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.6,84.84,31.072775863040313,2.4174861777327394,1219.1635571530505,14.45864014579068,0.9900027928826636,0.0066643302582643634,0.0,0.00333287685907211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09613224280481601,0.8611232536366561,0.0,0.042744503558527956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.33670549561206,0.6757657075703236,1.0000000008971601,1.6198319019433407,0.0,4.957379072675573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
