temperature,pressure,z_carbon dioxide,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_carbon monoxide,y_carbon dioxide,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.5211988172138313,0.96,0.04,305.74,87.37,0.654150585464774,0.028856573391482558,25.450155006717146,2.496236452686962,1222.227235224115,6.8192590439310194,0.9997772540622268,0.0002227459377730965,0.9508822405380166,0.0491177594619833,19.87446437250788,0.6057193780192811,1.0000000010851833,6.778971418119672,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.3030765634012846,0.96,0.04,305.74,87.37,0.654150585464774,0.037805614780831914,25.450155006717146,2.496236452686962,1221.324261751416,8.218172717653639,0.9984267125095988,0.0015732874904012552,0.7344668013058178,0.2655331986941823,19.644806977295893,0.6138985722604461,1.0000000011528696,6.650461480070138,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.0849543095887375,0.96,0.04,305.74,87.37,0.654150585464774,0.046754656170181264,25.450155006717146,2.496236452686962,1220.4210783445506,9.625464043399491,0.9970760707278801,0.0029239292721199516,0.6004193284581572,0.39958067154184296,19.41815265445135,0.6219935526741004,1.0000000011693189,6.527137788514781,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.866832055776191,0.96,0.04,305.74,87.37,0.654150585464774,0.05570369755953063,25.450155006717146,2.496236452686962,1219.517488509006,11.040912150076924,0.9957250715349382,0.0042749284650618604,0.5092970965409706,0.4907029034590294,19.194433156497812,0.6299987512242027,1.0000000012120214,6.407068547152468,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.648709801963644,0.96,0.04,305.74,87.37,0.654150585464774,0.06465273894887998,25.450155006717146,2.496236452686962,1218.6134091503422,12.464420686937048,0.9943736063758662,0.005626393624133771,0.4433622610254647,0.5566377389745353,18.973596243508574,0.6379565622515841,1.000000001281121,6.289690355900926,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.430587548151097,0.96,0.04,305.74,87.37,0.654150585464774,0.07360178033822933,25.450155006717146,2.496236452686962,1217.7088027411548,13.89596369454221,0.9930216264031012,0.006978373596898824,0.39346321793284184,0.6065367820671582,18.755595451954225,0.6458194956608054,1.000000000207448,6.175576840910008,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.21246529433855,0.96,0.04,305.74,87.37,0.654150585464774,0.08255082172757869,25.450155006717146,2.496236452686962,1216.8036534160046,15.335554965282475,0.9916691111382809,0.008330888861719128,0.35440176614275076,0.6455982338572492,18.540384653115492,0.6535845258936099,1.0000000001992901,6.064457386704295,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.9943430405260045,0.96,0.04,305.74,87.37,0.654150585464774,0.09149986311692805,25.450155006717146,2.496236452686962,1215.8979566777653,16.783231858425864,0.9903160549778208,0.009683945022179211,0.3230069834046322,0.6769930165953678,18.327917375972966,0.6612972357834288,1.0000000001445133,5.955840432125234,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.776220786713457,0.96,0.04,305.74,87.37,0.654150585464774,0.1004489045062774,25.450155006717146,2.496236452686962,1214.9917146013618,18.23904650556511,0.9889624609045221,0.011037539095477873,0.29723497115483705,0.7027650288451629,18.11814652493414,0.668901994558449,1.0000000001807499,5.849763976604887,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,9.55809853290091,0.96,0.04,305.74,87.37,0.654150585464774,0.10939794589562676,25.450155006717146,2.496236452686962,1214.0849334905813,19.703060813196075,0.9876083374140986,0.012391662585901355,0.2757091075215952,0.7242908924784048,17.911024565685914,0.6764505027754105,1.0000000001397968,5.747018373627028,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
