T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_oxygen,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_oxygen,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_methane,rhoL6_oxygen,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_methane,rhoV6_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_wsd_corrected
200.0,60.06159323108472,0.95,0.02,0.03,0.0,0.0,0.0,0.02800016348798416,0.0037135720531937225,0.9501356302336793,0.019884128756550965,0.029980241009769718,0.0,0.0,0.0,0.06574182029274181,0.7754369850524223,0.15882119465483577,0.0,0.0,0.0,0.02660395298230189,0.0005567588559995542,0.0008394516496827195,0.0,0.0,0.0,0.00024413698656520992,0.0028796411167034738,0.0005897939499250383,0.0,0.0,0.0,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.129778527007346,17.225748546755153
202.14072279701702,59.29663838593585,0.95,0.02,0.03,0.0,0.0,0.0,0.027842408206556528,0.003632746472145044,0.9501378524417767,0.01988281294062543,0.02997933461759785,0.0,0.0,0.0,0.07298030236907023,0.765546165554426,0.1614735320765038,0.0,0.0,0.0,0.02645412594018492,0.0005535853941874978,0.0008346968721841106,0.0,0.0,0.0,0.00026511893596731847,0.002781035132182007,0.0005865924039957189,0.0,0.0,0.0,19.407376071896767,0.02762459627208901,0.0001657319658153149,309.1473760575555,82.3795680252517,2.6669964422572403,17.65386264902844,16.77360314464998
204.28144559403404,58.59274372867797,0.95,0.02,0.03,0.0,0.0,0.0,0.027683161956902787,0.003557913463742345,0.950140182704589,0.019881431325164095,0.029978385970246976,0.0,0.0,0.0,0.08082301789507063,0.7551631805667929,0.16401380153813666,0.0,0.0,0.0,0.026302884559572342,0.000550380883309558,0.0008298965140208893,0.0,0.0,0.0,0.0002875613035491603,0.002686805247461084,0.0005835469127321014,0.0,0.0,0.0,18.90455517554121,0.027472566306181275,0.0001830313636975792,309.1473760575555,82.3795680252517,2.9655791999676078,17.180375307587102,16.323764933684217
206.4221683910511,57.94839048984136,0.95,0.02,0.03,0.0,0.0,0.0,0.02752233050582735,0.0034888158546027815,0.9501426307518822,0.019879977345085828,0.02997739190303193,0.0,0.0,0.0,0.08929632614532572,0.7442753660564724,0.16642830779820178,0.0,0.0,0.0,0.02615013951122958,0.0005471433069398123,0.0008250476876579575,0.0,0.0,0.0,0.00031153843841359323,0.0025966396972881096,0.0005806377189010782,0.0,0.0,0.0,18.404218641171816,0.027319075835353326,0.00020169726417447925,309.1473760575555,82.3795680252517,3.289360600162223,16.709365907869156,15.876280881898612
208.5628911880681,57.362318161653015,0.95,0.02,0.03,0.0,0.0,0.0,0.027359816489646208,0.003425229533778012,0.9501452080864593,0.019878443175094743,0.029976348738445995,0.0,0.0,0.0,0.09842498898383094,0.7328718312586955,0.16870317975747343,0.0,0.0,0.0,0.025995798531762235,0.0005438705573704523,0.00082014740051352,0.0,0.0,0.0,0.0003371281791291932,0.0025102542409012594,0.0005778471137475588,0.0,0.0,0.0,17.906416590134036,0.027164039965132846,0.00022180525438655432,309.1473760575555,82.3795680252517,3.6397244890060274,16.240887127745008,15.43120107949998
210.70361398508513,56.83349803044302,0.95,0.02,0.03,0.0,0.0,0.0,0.027195519040460765,0.00336696036317815,0.9501479266335083,0.019876820894579327,0.029975252471912364,0.0,0.0,0.0,0.108231767102287,0.7209438087026929,0.17082442419502006,0.0,0.0,0.0,0.025839766030015893,0.0005405604611023604,0.0008151925493425113,0.0,0.0,0.0,0.0003644120698701292,0.0024273892279806576,0.0005751590653273631,0.0,0.0,0.0,17.411202005865544,0.027007370609812602,0.00024343407701030108,309.1473760575555,82.3795680252517,4.018084029586166,15.774994823111811,14.988578623834014
212.84433678210218,56.36111003605997,0.95,0.02,0.03,0.0,0.0,0.0,0.027029333382635662,0.003313841642097903,0.950150799155795,0.019875102160891125,0.029974098683313827,0.0,0.0,0.0,0.11873704234544788,0.7084849361054344,0.1727780215491177,0.0,0.0,0.0,0.025681942714159682,0.0005372107623206687,0.00081017990615531,0.0,0.0,0.0,0.0003934757553838873,0.0023478068840652607,0.0005725590026487551,0.0,0.0,0.0,16.918631119575775,0.026848976186756083,0.00026666587706531666,309.1473760575555,82.3795680252517,4.425880884728208,15.31174822102472,14.548469808678961
214.9850595791192,55.94452249398047,0.95,0.02,0.03,0.0,0.0,0.0,0.02686115039838419,0.0032657319719137544,0.9501538393260467,0.019873278176021116,0.029972882497932108,0.0,0.0,0.0,0.12995842908569638,0.6954915422157657,0.1745500286985379,0.0,0.0,0.0,0.025522225179739108,0.0005338191139950294,0.0008051061046500515,0.0,0.0,0.0,0.000424409396884845,0.0022712889656096307,0.0005700336094192786,0.0,0.0,0.0,16.42876325953184,0.02668876128172535,0.0002915864803165795,309.1473760575555,82.3795680252517,4.864584466056376,14.851209663421072,14.110933880335619
217.12578237613621,55.583274289020466,0.95,0.02,0.03,0.0,0.0,0.0,0.026690856156583297,0.003222513487022995,0.9501570618067989,0.019871339650324983,0.029971598542875996,0.0,0.0,0.0,0.14191038775691533,0.6819629189226275,0.17612669332045716,0.0,0.0,0.0,0.025360505462847096,0.0005303830682454343,0.0007999676254907648,0.0,0.0,0.0,0.0004573081384953226,0.0021976347038777364,0.0005675706446499361,0.0,0.0,0.0,15.941661180994524,0.02652662628157809,0.0003182857066816236,309.1473760575555,82.3795680252517,5.335691255726889,14.393444802441632,13.676033222766284
219.26650517315323,55.27705920834695,0.95,0.02,0.03,0.0,0.0,0.0,0.026518331398931755,0.0031840904118563733,0.9501604823388777,0.019869276762729156,0.02997024089839315,0.0,0.0,0.0,0.15460384735765115,0.6679015741752398,0.177494578467109,0.0,0.0,0.0,0.025196670552831202,0.0005269000658511457,0.0007947607802494078,0.0,0.0,0.0,0.0004922726280076034,0.002126658998395159,0.0005651587854536105,0.0,0.0,0.0,15.457391056984052,0.026362466970124353,0.00034685772259625627,309.1473760575555,82.3795680252517,5.840724207250848,13.938522506889017,13.24383326823697
