T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_oxygen,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_nitrogen,parachor_methane,parachor_oxygen,n_exp,gamma_parachor
200.0,2.523597991157118,0.95,0.02,0.03,0.0,0.0,0.0,0.027775327355979516,0.00015859357709593634,0.9997611202081126,1.8629070562150656e-05,0.00022025072132537572,0.0,0.0,0.0,0.9454635398352861,0.021821596718053567,0.0327148634466603,0.0,0.0,0.0,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,19.892051395419838
202.11624489795918,2.810791077217471,0.95,0.02,0.03,0.0,0.0,0.0,0.027626396424742718,0.00017538328755363936,0.9997336329769293,2.14038801453795e-05,0.00024496314292522635,0.0,0.0,0.0,0.9453879383663315,0.021852720405559016,0.03275934122810949,0.0,0.0,0.0,19.41313971095519,0.027626326519842374,0.0001655417749700896,309.1473760575555,82.3795680252517,2.663722760426998,78.36611965560388,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,19.390651778522905
204.23248979591835,3.122660110937355,0.95,0.02,0.03,0.0,0.0,0.0,0.0274761148337317,0.000193513972026837,0.9997037843962855,2.451426870940742e-05,0.0002717013350050024,0.0,0.0,0.0,0.9453460610298273,0.021870374512165475,0.03278356445800715,0.0,0.0,0.0,18.916026521204053,0.02747605905217568,0.00018262076124383255,309.1473760575555,82.3795680252517,2.958474637391418,78.31987056039713,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,18.89152981335913
206.34873469387756,3.4606017073409783,0.95,0.02,0.03,0.0,0.0,0.0,0.027324402590287906,0.00021306036323473038,0.9996714182741752,2.7993916008477638e-05,0.0003005878098163694,0.0,0.0,0.0,0.9453332695225966,0.021876410473576302,0.03279032000382721,0.0,0.0,0.0,18.421340150969304,0.02732436615704785,0.00020103351810448028,309.1473760575555,82.3795680252517,3.2778215468018503,78.27324482799082,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,18.39472938199242
208.46497959183674,3.82604627277058,0.95,0.02,0.03,0.0,0.0,0.0,0.02717117680975854,0.00023410029257611194,0.9996363683343173,3.187958320060403e-05,0.00033175208248198976,0.0,0.0,0.0,0.9453455063214607,0.02187244742859332,0.032782046249945934,0.0,0.0,0.0,17.929128829092434,0.027171165903778684,0.00022085298482755195,309.1473760575555,82.3795680252517,3.623099585709423,78.22639033040947,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,17.900297049218352
210.58122448979591,4.22045756057651,0.95,0.02,0.03,0.0,0.0,0.0,0.027016351436584405,0.0002567149274546011,0.9995984572850147,3.62114239575825e-05,0.00036533129102760283,0.0,0.0,0.0,0.9453792212707176,0.021859901590849246,0.032760877138433134,0.0,0.0,0.0,17.43944373106683,0.027016373323582636,0.00024215510666579862,309.1473760575555,82.3795680252517,3.995672877674475,78.17945992398847,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,17.408282374575013
212.69746938775512,4.645332321243512,0.95,0.02,0.03,0.0,0.0,0.0,0.026859836939185793,0.0002809890392087759,0.9995574957800725,4.103333411531635e-05,0.000401470885812238,0.0,0.0,0.0,0.9454313080305772,0.021840011673089285,0.0327286802963336,0.0,0.0,0.0,16.952338992273145,0.02685990012200045,0.0002650190667186551,309.1473760575555,82.3795680252517,4.396932798809484,78.13261190035104,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,16.918737920034495
214.8137142857143,5.102200058314981,0.95,0.02,0.03,0.0,0.0,0.0,0.026701539975362745,0.00030701130495028637,0.9995132812572298,4.6393345446414666e-05,0.0004403253973236794,0.0,0.0,0.0,0.9454990489801296,0.02181386092663352,0.03268709009323685,0.0,0.0,0.0,16.467871727663468,0.026701654364431903,0.00028952754715301125,309.1473760575555,82.3795680252517,4.828297265350744,78.08601049702592,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,16.431719264419968
216.92995918367347,5.592622901761895,0.95,0.02,0.03,0.0,0.0,0.0,0.026541363024424544,0.00033487464713419533,0.9994655966367748,5.234407011694716e-05,0.0004820592931083376,0.0,0.0,0.0,0.9455800673499457,0.021782396286128918,0.03263753636392533,0.0,0.0,0.0,15.986102325909263,0.026541540131425182,0.00031576702289732244,309.1473760575555,82.3795680252517,5.29121008883588,78.03982681010764,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,15.947285292008633
219.04620408163265,6.118576251937221,0.95,0.02,0.03,0.0,0.0,0.0,0.026379203725977098,0.00036469868005213087,0.9994135920817221,5.9006117775132146e-05,0.0005274018005027699,0.0,0.0,0.0,0.9456180775285551,0.0217683371217165,0.032613585349728365,0.0,0.0,0.0,15.507094408322073,0.026379457139873004,0.0003438280914220363,309.1473760575555,82.3795680252517,5.787140404617041,77.99423939285539,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,15.465454287301403
221.16244897959183,6.681941434717011,0.95,0.02,0.03,0.0,0.0,0.0,0.026214954540490994,0.00039660024064213235,0.9993566096487536,6.649087372001108e-05,0.0005768994775264478,0.0,0.0,0.0,0.9455929148024751,0.021779876568312335,0.032627208629212506,0.0,0.0,0.0,15.030915012457275,0.026215300325676483,0.00037380584280220845,309.1473760575555,82.3795680252517,6.317582179075256,77.94943521107109,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,14.986266512320977
223.27869387755104,7.283828698589136,0.95,0.02,0.03,0.0,0.0,0.0,0.026048503020135734,0.0004306553425496881,0.9992952722751474,7.478083405597615e-05,0.000629946890796677,0.0,0.0,0.0,0.94558830227481,0.021783214495249333,0.032628483229940566,0.0,0.0,0.0,14.557635045149647,0.02604895938273888,0.000405800274950397,309.1473760575555,82.3795680252517,6.884053800794259,77.90561108551923,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,14.509856964713347
225.3949387755102,7.9259346263571,0.95,0.02,0.03,0.0,0.0,0.0,0.025879730345113493,0.00046697833325288563,0.9992292836392926,8.395469650817785e-05,0.0006867616641991982,0.0,0.0,0.0,0.9456016986939153,0.021779363045625798,0.0326189382604588,0.0,0.0,0.0,14.08732845195713,0.02588031825232702,0.000439916759731741,309.1473760575555,82.3795680252517,7.4880977606354655,77.86297350131132,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,14.036298424120096
227.5111836734694,8.609990091632659,0.95,0.02,0.03,0.0,0.0,0.0,0.025708510989986028,0.000505690267313345,0.999158323137322,9.409921369491315e-05,0.0007475776489829454,0.0,0.0,0.0,0.945630855767554,0.02176921721616043,0.03259992701628561,0.0,0.0,0.0,13.620074286639795,0.025709254555856157,0.00047626656665519134,309.1473760575555,82.3795680252517,8.131280425755008,77.82174255771933,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,13.565668786222863
229.6274285714286,9.337761153362699,0.95,0.02,0.03,0.0,0.0,0.0,0.02553471203373236,0.0005469195998065895,0.9990820431117157,0.00010531018462894061,0.000812646703655376,0.0,0.0,0.0,0.9456737847693105,0.021753568201983764,0.0325726470287057,0.0,0.0,0.0,13.15595522595533,0.025535638962984206,0.0005149674520098283,309.1473760575555,82.3795680252517,8.81519191258818,77.7821511909464,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,13.098049579687103
231.74367346938777,10.11105018309125,0.95,0.02,0.03,0.0,0.0,0.0,0.025358192385461484,0.0005908029707085014,0.9990000656875206,0.0001176935956475021,0.0008822407168319812,0.0,0.0,0.0,0.9457287272482509,0.021733115096791947,0.03253815765495722,0.0,0.0,0.0,12.695058626446475,0.02535933448549645,0.0005561443227256177,309.1473760575555,82.3795680252517,9.541446063936426,77.74444810027272,34.052431631256816,56.55314330349872,0.0,0.0,0.0,3.87,12.633527018234028
