T,P,z_carbon dioxide,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_carbon monoxide,rhoL3_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_carbon monoxide,rhoV3_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.3199054877,0.95,0.03,0.02,0.02788602895567247,0.00014483550669924173,0.9231647413250904,0.00012065634746553907,0.07671460232744402,0.9511567486215399,0.03128796558294041,0.017555285795519678,0.025743398707447355,3.364626399109701e-06,0.0021392656218260026,0.00013776126963700402,4.531608348793611e-06,2.5426287134440938e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.80459044678845,-0.0787112242155068,-0.08122173301815394
200.0,2.9241460415,0.95,0.03,0.02,0.02780466252235524,0.00018281423924811636,0.9761637341722831,0.000972501258974459,0.022863764568742402,0.8060584920862275,0.18969669742993497,0.004244810483837589,0.027141903195222424,2.704006930835043e-05,0.0006357192578244655,0.0001473589700202275,3.4679257428533674e-05,7.760117993551975e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.11219891071264,-0.12294242457727123,-0.14252060314198545
200.0,3.5283865953,0.95,0.03,0.02,0.027797696870788514,0.00022070077749355088,0.9764130014543826,0.0019907266169343573,0.021596271928683068,0.6747455127078414,0.3218895150101318,0.0033649722820267556,0.027142032635125712,5.533761505015159e-05,0.0006003266206126512,0.0001489168592649052,7.10412662297581e-05,7.426519988875531e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.02664116168249,-0.22744280688889518,-0.2673898982352618
200.0,4.1326271491,0.95,0.03,0.02,0.02779199856147222,0.0002587437677479179,0.975789452138421,0.0030117735852407306,0.021198774276338213,0.5811390424860955,0.4160067667788633,0.0028541907350412214,0.027119139050130765,8.370320714849041e-05,0.0005891563041929659,0.0001503661054382697,0.00010763915824499244,7.385040646557649e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.951211188781087,-0.33134966309282987,-0.391619713691135
200.0,4.736867703,0.95,0.03,0.02,0.027786579216660542,0.00029694428262225735,0.9749702113792389,0.004033591523285773,0.02099619709747532,0.5112402051979014,0.48626430156947553,0.0024954932326231804,0.027091087012373494,0.0001120797103894306,0.0005834124938976161,0.00015180985598014647,0.0001443934041943609,7.410224477499883e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.878148830723283,-0.4338642084642572,-0.5143692656025287
200.0,5.3411082568,0.95,0.03,0.02,0.027781262222317173,0.00033530209101759423,0.9740759512127006,0.0050558453481227925,0.020868203439176607,0.4570967391501998,0.5406778568551873,0.0022254039946130065,0.027061059425093067,0.00014045776537168175,0.0005797450318524264,0.00015326549243438583,0.0001812904159704558,7.46182612752648e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.80607040244652,-0.5348615657552784,-0.6355068416138394
200.0,5.9453488106,0.95,0.03,0.02,0.027775991397803203,0.00037381732196258954,0.9731449772504716,0.006078438506362589,0.02077658424316588,0.4139401114963835,0.5840463249688624,0.002013563534754098,0.02703006651692449,0.00016883465566480303,0.0005770902252139091,0.0001547379839324738,0.00021832663310195245,7.527049281633025e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.734536766867688,-0.6343166516694758,-0.7550054191097253
200.0,6.5495893644,0.95,0.03,0.02,0.0277707432992056,0.0004124904254234881,0.9721932505558686,0.007101333380342215,0.020705416063789145,0.37874609310219354,0.6194113048604705,0.0018426020373359551,0.026998529198407298,0.0001972093063875636,0.0005750047944107364,0.00015622913707120784,0.00025550123265401334,7.60055698266894e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.66336518316458,-0.7322312373106392,-0.8728660434993323
200.0,7.1538299182,0.95,0.03,0.02,0.02776550641705025,0.0004513220705373204,0.9712286063111422,0.008124510778550547,0.020646882910307356,0.34950591043497814,0.6487924817715937,0.0017016077934281682,0.02696665410095479,0.00022558115615723914,0.000573271159938224,0.00015773973116254558,0.0002928143662222023,7.679731525724418e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.592466214394992,-0.8286176822003064,-0.9891007314005478
200.0,7.758070472,0.95,0.03,0.02,0.027760274448990794,0.000490313074274299,0.9702553421372466,0.009147958319182884,0.020596699543570494,0.3248336183497619,0.6735830784435425,0.0015833032066955364,0.02693455458332943,0.0002539498335884454,0.0005717700320729204,0.00015927017004071608,0.0003302665899707996,7.763142627832443e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.521791035030247,-0.9234927646272517,-1.1037260620238207
200.0,8.3623110258,0.95,0.03,0.02,0.027755043664140108,0.0005294643560154906,0.9692760134792192,0.010171666212782239,0.02055232030799845,0.30374228989613306,0.694775089637542,0.0014826204663249281,0.026902298076719386,0.0002823150398728297,0.0005704305475478904,0.00016082071591452655,0.00036785864541054596,7.849946904181145e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.451310817123158,-1.0168756666924246,-1.216761075383289
200.0,8.9665515796,0.95,0.03,0.02,0.027749811721987594,0.0005687769086375122,0.9682922365206874,0.011195625634695228,0.02051213784461738,0.2855101518893967,0.7130939372386125,0.001395910871990916,0.026869927255311354,0.0003106765034726504,0.0005692079632035887,0.00016239158157627763,0.00040559136519073015,7.939618705044873e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.381007508613457,-1.1087868985622293,-1.3282261629050183
200.0,9.5707921334,0.95,0.03,0.02,0.02774457708811696,0.000608251779728872,0.9673050846370526,0.012219828042699724,0.020475087320247665,0.26959718685698497,0.7290823374542087,0.001320475688806488,0.026837470488440207,0.0003390339611342159,0.0005680726385425375,0.00016398296871565838,0.0004434656293254085,8.031816878052545e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.31086928059236,-1.1992477308128748,-1.4381424856005758
200.0,10.1750326872,0.95,0.03,0.02,0.027739338723480444,0.0006478900591085208,0.9663152999165997,0.013244264696890636,0.020440435386509682,0.2555913333282697,0.7431543931410343,0.0012542735306959722,0.026804947418068152,0.0003673871445704834,0.0005670041608418079,0.00016559508405767831,0.0004814823436989016,8.126313519408666e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.240888113755265,-1.288279901455379,-1.5465316714372932
200.0,10.779273241,0.95,0.03,0.02,0.0277340959024594,0.00068769287029656,0.9653234123063456,0.014268927176975973,0.020407660516678524,0.24317271994972273,0.7556315495189289,0.0011957305313484525,0.026772372093793545,0.0003957357947514609,0.0005659880139143963,0.00016722814576004637,0.0005196424291753094,8.222953612042482e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.171058379514708,-1.375905265628905,-1.6534154745131922
