Complexity,Loss,Equation
1,22.65133024171489,"8.143352743500063"
3,14.747790518745047,"6.85100063399858 / Tr"
4,1.384446930468948,"oneminusx(Tr) * 44.58761505139221"
5,0.8665874963935386,"50.12462431204415 - (Tr * 51.800949803491655)"
6,0.7446170048628269,"(oneminusx(Tr) * 46.80356124336344) - Pr"
7,0.4638322053588536,"((33.10571382948285 - Pr) / Tr) + -32.54960108370144"
8,0.15316914744419127,"((30.251576915718225 - safelog(Pr)) / Tr) + -30.648291031496516"
10,0.12629645899984376,"(((30.98951626747901 / Tr) - safelog(Pr)) + -30.801439416970375) - Pr"
12,0.12048001865803926,"((((z_hydrogen + 30.964030557574638) / Tr) - safelog(Pr)) + -30.80031034866083) - Pr"
14,0.09032332779977302,"(((((z_hydrogen * 11.847434819877266) + 30.687575959221824) / Tr) - Pr) + -30.788062827053775) - safelog(Pr)"
16,0.07666996567602623,"(((((z_hydrogen * 17.856803754766833) + 29.66368509790959) - safelog(z_hydrogen + Pr)) / Tr) + -29.837434137801004) - Pr"
18,0.07070004812967301,"(((((14.716136329702412 / Tr) * z_hydrogen) + 29.321555104695932) - safelog(z_hydrogen + Pr)) / Tr) + (-29.400425468170738 - Pr)"
20,0.06418327739943387,"((((z_hydrogen / Tr) * ((-0.7647587524445755 / Pr) + 14.858478129747077)) + (29.310248382442335 - safelog(Pr))) / Tr) + (-29.415572987963827 - Pr)"
22,0.06214955135362269,"(((((z_hydrogen * ((15.617445309242447 / Tr) + (-1.178336765658838 / Pr))) - safelog(Pr)) + 28.63280668536331) / Tr) - Tr) + (-27.75552876181628 - Pr)"
24,0.0608746995655081,"(-27.748767007716417 - Pr) + (((((z_hydrogen * ((-1.1867698150921802 / Pr) + ((15.84562915090868 / Tr) - Pr))) + 28.62088802511617) - safelog(Pr)) / Tr) - Tr)"
25,0.060367670225384785,"((-27.795181636077125 - Pr) + ((((((-1.196092912963431 / Pr) + (15.873406238528943 / Tr)) - cube(Pr)) * z_hydrogen) + (28.652821637744204 - safelog(Pr))) / Tr)) - Tr"
