temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,E_nitrogen,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.5488982965417444,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.028511166627983715,38.82468380584255,2.5236616797443014,1222.2394256892974,6.866057358931949,0.9997458249352232,2.999958576726372e-06,5.1102219520582396e-05,0.00016581791076201543,3.425497591739831e-05,0.940979297039261,0.002780376483028786,0.0053151199987409095,0.04345104977974001,0.007474156699229296,19.87139786591187,0.6058251737429089,1.000000000311749,2.030525492645446,4.618230634811335,6.145549557811438,6.777046340381625,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.437716121343975,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.04963888278908249,38.82468380584255,2.5236616797443014,1220.5894285099205,10.20951819927609,0.9967165273618055,4.1219111661574836e-05,0.0006198723027436125,0.0021775653115967803,0.00044481591219255043,0.5550922670756094,0.02190504369230148,0.037366755918909894,0.3295367455363075,0.0560991877768718,19.383360670700117,0.6233253532382115,1.0000000011167742,1.9805794901027456,4.482820060541131,5.906412399653293,6.508655415558971,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.3265339461462045,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.07076659895018125,38.82468380584255,2.5236616797443014,1218.937407318908,13.56432144727998,0.993744926937533,8.355597654025648e-05,0.0011123881102869924,0.004208977150309355,0.0008501518253303868,0.3989019488551165,0.030957728361550786,0.04727334256118746,0.44747301943100054,0.07539396079114481,18.91162208982041,0.6403746595038043,1.0000000011408419,1.9339639475173944,4.35379591772059,5.683188126706034,6.257121950169938,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.215351770948434,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.09189431511128002,38.82468380584255,2.5236616797443014,1217.2853980624209,16.929253346404348,0.9908237994335408,0.00013049356785994358,0.001541827223742502,0.006254600046792483,0.0012492797280642984,0.314561439874122,0.03696465186689606,0.050662302985776786,0.512362992721667,0.08544861255153814,18.455587102347533,0.6569245408237372,1.000000001154044,1.889208724543192,4.230582067937918,5.471960179868939,6.020186641478189,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,10.104169595750665,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.1130220312723788,38.82468380584255,2.5236616797443014,1215.6357519641933,20.30358320988731,0.9879485302593906,0.00018257079027740722,0.001918541921908666,0.008309019846305736,0.001641337182117556,0.26187214445807827,0.041730020484480636,0.05144532454595419,0.5535614691283114,0.09139104138317564,18.014759083916644,0.673022547124544,1.0000000011707328,1.8463476413733695,4.114474175597615,5.2720088574782284,5.796259493766554,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,11.992987420552897,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.13414974743347757,38.82468380584255,2.5236616797443014,1213.9907899531602,23.686205530492458,0.9851160828689675,0.00024040706405481315,0.002250813105896537,0.010367096226509291,0.0020256007345719348,0.2259059154366995,0.04593760092051433,0.05103102014177943,0.5819927990128123,0.0951326644881945,17.58867439929537,0.6886523317661244,1.000000001018544,1.8054667784834553,4.004702982448151,5.084070828210594,5.585244635061808,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,13.881805245355125,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.15527746359457634,38.82468380584255,2.5236616797443014,1212.3527998704628,27.075410973058297,0.9823246359616834,0.000304716212369775,0.002545323309399158,0.012423871089649954,0.002401453426897809,0.19984665677919997,0.049912959555015804,0.050032863596951326,0.6026569212754274,0.09755059879340548,17.17691023841278,0.7038430785751558,1.000000000365038,1.766705912910025,3.9011245310411558,4.906555022836976,5.386670419888851,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,15.770623070157356,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.1764051797556751,38.82468380584255,2.5236616797443014,1210.7240835309653,30.468791209843854,0.9795733845206381,0.0003763197045945332,0.002807503002996274,0.01447444162459643,0.0027683511471745773,0.18013955897317263,0.0538391621054241,0.048750253775457816,0.6181661178912439,0.09910490725470163,16.77909385641437,0.7186283056734979,1.0000000004230603,1.729935032312537,3.804096786795094,4.739632902258515,5.199672810135979,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,17.659440894959587,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.1975328959167739,38.82468380584255,2.5236616797443014,1209.1070083010713,33.86317035673942,0.9768624116141186,0.00045616052889977434,0.003041793196945968,0.01651384053980671,0.003125794120228861,0.16474893264735946,0.05783438325215934,0.04734012184223949,0.6300160521084202,0.1000605101498215,16.39490896647325,0.7330344196013521,1.0000000011409906,1.6951109351477764,3.7127280778301093,4.582414873510032,5.023872920112484,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,19.548258719761815,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,305.04,89.4,0.6556517178075006,0.21866061207787263,38.82468380584255,2.5236616797443014,1207.504055235153,37.25453735060462,0.974192602791153,0.0005453174527693468,0.0032518469851809196,0.018536929208093245,0.0034733035628034623,0.1524249019730622,0.061984643061500144,0.045888367929761066,0.6391213380931382,0.10058074894253838,16.024099853169435,0.747080303000061,1.0000000012269739,1.6621780608579892,3.6267953560140747,4.434567250821765,4.858500263114157,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
