temperature,pressure,z_carbon dioxide,z_nitrogen,z_methane,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_nitrogen,x_methane,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_nitrogen,E_methane,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4287362900694203,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.02860028603473175,13.727892819106355,2.404689396108337,1218.3576179765387,6.593807206251853,0.9822873115701658,6.292293945657764e-05,0.0003147114038785989,0.017335054086498963,0.9682032712503152,0.01760345704390646,0.01035403588288305,0.003839235822895221,20.067213356136477,0.6048765672435685,1.0000000012870078,6.1743256314470045,3.8298941343287165,1.0000000002989502,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.8136286211330708,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.03313269690453451,13.727892819106355,2.404689396108337,1218.8558972686922,7.221858935592166,0.9914686281647428,0.00041702814391973567,0.0017831392593284899,0.006331204432009027,0.8493298784245752,0.0993927103071553,0.050051976549056736,0.0012254347192127543,19.788465776292,0.6103126494218231,1.0000000009517451,6.083389524570402,3.7239831087143,1.0000000002425349,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.1985209521967217,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.03766510777433728,13.727892819106355,2.404689396108337,1217.3280238685252,7.838907838888856,0.9901721878317233,0.0008275304668761755,0.0030227740450953253,0.005977507656305092,0.7509997462606108,0.17320692595871837,0.07476584610286358,0.0010274816778072134,19.630787750686412,0.6153116105150517,1.000000001001787,6.010365574616528,3.6783002609214885,1.0000000002968006,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.5834132832603727,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.04219751864414004,13.727892819106355,2.404689396108337,1216.008221426282,8.471810896803962,0.988867288156044,0.0012689726665427758,0.004007472635257439,0.005856266542155712,0.6736441833382558,0.23679782049687267,0.08865140813268194,0.0009065880321895377,19.48779983893932,0.6199917863581093,1.0000000008187226,5.943492195646055,3.638345968201953,1.0000000001777656,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.968305614324023,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.04672992951394281,13.727892819106355,2.404689396108337,1214.8771363249373,9.117757052821146,0.9876792511881047,0.0017342269878866106,0.00479275384448176,0.005793767979526862,0.6112770826116687,0.29196812660885846,0.09593793266437893,0.0008168581150939012,19.355039327873506,0.6244254696395196,1.0000000009507508,5.881267097925117,3.6022190807638155,1.000000000266354,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.353197945387674,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.05126234038374557,13.727892819106355,2.404689396108337,1213.895571658247,9.774152343163811,0.9866025866055967,0.0022176824251878263,0.005424802329258115,0.005754928639957342,0.5599448785588506,0.3401122236972892,0.0991971476161846,0.0007457501276753698,19.22997444905551,0.6286677733808077,1.000000001080383,5.822623695939919,3.568939754866646,1.0000000003637772,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.738090276451325,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.05579475125354833,13.727892819106355,2.404689396108337,1213.029911199415,10.438955096915963,0.9856175732445612,0.002715043320714277,0.005939405526687117,0.005727977908037344,0.5169644014868785,0.3823517567084982,0.09999640985968371,0.0006874319449396588,19.11082999492462,0.6327594262511411,1.0000000011321593,5.767026044320774,3.537967801751729,1.0000000004358216,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.122982607514976,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.060327162123351104,13.727892819106355,2.404689396108337,1212.2540388051677,11.110621512091697,0.9847055474240738,0.003223089703256048,0.006363521061002503,0.0057078418116676514,0.4804551005811713,0.41960749048085494,0.09929889122801604,0.0006385177099576636,18.996321911748435,0.6367300706222409,1.0000000011689918,5.713991723465887,3.508758849882648,1.0000000004714502,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.507874938578626,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.06485957299315386,13.727892819106355,2.404689396108337,1211.5482078061136,11.787998704918907,0.9838513377334955,0.0037394250385070077,0.006717266278184961,0.005691970949812468,0.449060951511746,0.4526398686637085,0.0977023720789197,0.0005968077456257645,18.88551209738748,0.6406012184004823,1.0000000010376604,5.662734447627389,3.4809112975364247,1.0000000004363416,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.8927672696422775,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.06939198386295664,13.727892819106355,2.404689396108337,1210.8975683327653,12.470226006244282,0.9830431257256814,0.0042622621448252145,0.007015668377480798,0.005678943752012543,0.4217798624080169,0.48207788949806113,0.09558147277883332,0.0005607753150887638,18.77770862957328,0.6444116027641051,1.0000000013397317,5.612954730518724,3.4541777963972833,1.0000000005952787,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.2776596007059275,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.07392439473275939,13.727892819106355,2.404689396108337,1210.290910793403,13.156657195764923,0.982271809505382,0.004790258657514397,0.0072700266626493665,0.0056679051744542705,0.3978554018557208,0.5084424425067424,0.09317284223446395,0.0005293134030726467,18.672395422457484,0.648161131414237,1.000000001417181,5.564430637910952,3.428375129208845,1.0000000006070602,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.662551931769578,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.07845680560256214,13.727892819106355,2.404689396108337,1209.7197047900088,13.84680281937693,0.9815303746957551,0.0053223962566916585,0.00748891867867176,0.005658310368881384,0.3767059144198006,0.532165787396625,0.090626704589081,0.0005015935944933065,18.569182629931497,0.6518488359090476,1.0000000013731505,5.516995806836291,3.4033656638361163,1.0000000005659981,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.0474442628332294,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,307.67,84.92,0.6500471284168102,0.08298921647236493,13.727892819106355,2.404689396108337,1209.177393265114,14.540288443282783,0.9808133834449859,0.005857893609408402,0.007678926982782831,0.005649795962822787,0.35787681676848365,0.5536077470912009,0.08803845541750509,0.00047698072281043553,18.46777144953023,0.6554808777612777,1.0000000012941166,5.470523877284759,3.379044559947482,1.0000000005048608,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
