T,P,z_carbon dioxide,z_hydrogen,z_argon,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_wsd_UC,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,38.7655699521,0.95,0.02,0.03,0.02789981067337147,0.0024177371539504024,0.9604425533067045,0.011762337788586423,0.027795108904709164,0.08588405742729582,0.7016623327018158,0.21245360987088838,0.026796165399906542,0.00032816699737780406,0.0007754782760871271,0.00020764507657398314,0.0016964350913006884,0.0005136569860757308,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.716073847913453,18.445740233935744,-1.707619552322349,-2.4372859383446404
200.0,38.1906975258,0.95,0.02,0.03,0.027897136709576293,0.0023820805743511144,0.9607589748022586,0.01154086812510724,0.027700157072634134,0.08677247123148735,0.6987036532846692,0.21452387548384352,0.026802424465010972,0.0003219571758333081,0.000772755068732011,0.00020669901810896693,0.0016643683997175668,0.0005110131565245809,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.731516566338744,18.455738672634528,-1.6874790051801405,-2.4117011114759244
200.0,37.6158250995,0.95,0.02,0.03,0.027894468999870286,0.002346415287872724,0.9610781766572808,0.011319573177821729,0.02760225016489746,0.08768926914844406,0.6956730307434252,0.21663770010813077,0.026808765405218378,0.0003157534831005114,0.0007699501115513966,0.00020575544171229514,0.0016323378346971246,0.0005083220114633046,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.747125484789184,18.46585003783494,-1.6672384989484463,-2.385963051994203
200.0,37.0409526732,0.95,0.02,0.03,0.027891807826164915,0.0023107413279799256,0.9614002754888046,0.01109846843450414,0.027501256076691228,0.0886357578133082,0.69256804440769,0.21879619777900172,0.026815191727955746,0.0003095563487399468,0.0007670597494692219,0.00020481430871603084,0.0016003456026510857,0.0005055814166128089,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.762907771578572,18.47607934431616,-1.6468964415466054,-2.360068014284195
200.0,36.4660802469,0.95,0.02,0.03,0.02788915348612777,0.002275058725644604,0.9617253945225405,0.010877570271573317,0.027397035205886277,0.08961332576964608,0.6893861737319721,0.22100050049838188,0.026821707139345913,0.00030336622686004877,0.0007640801199218085,0.00020387557872626573,0.00156839402988767,0.0005027891170306683,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.77887100440612,18.48643189174873,-1.6264511550916758,-2.334012042434285
200.0,35.8912078206,0.95,0.02,0.03,0.027886506294215824,0.0022393675092748557,0.9620536640343615,0.01065689601370096,0.02728943995193748,0.09062345000612876,0.6861247938461339,0.22325175614773735,0.02682831555746762,0.00029718359776287535,0.0007610071389853293,0.00020293920952211896,0.0015364855706469407,0.000499942729105796,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.795023198015286,18.496913283810024,-1.605900869881868,-2.307790955676605
200.0,35.3163353943,0.95,0.02,0.03,0.027883866582782777,0.002203667704660524,0.9623852218240646,0.010436463997930401,0.027178314178005106,0.09166770313000162,0.6827811709359801,0.22555112593401824,0.026835021126584025,0.00029100896971430705,0.0007578364864844479,0.000202005156947993,0.001504622815741916,0.0004970397319706148,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.81137283391047,18.507529448708226,-1.585243717119667,-2.281400331917421
200.0,34.741462968,0.95,0.02,0.03,0.02788123470326536,0.00216795933491744,0.9627202137240892,0.010216293642437237,0.02706349263347346,0.09274776125245382,0.67935245745014,0.22789978129740618,0.02684182823241912,0.0002848428808422704,0.0007545635900039667,0.00020107337479995127,0.0014728085018281337,0.0004940774582893547,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.827928892303298,18.51828666123,-1.564477648050726,-2.2548354169774285
200.0,34.1665905417,0.95,0.02,0.03,0.027878611027454626,0.002132242420450319,0.963058794145353,0.009996405520530114,0.0269448003341169,0.09386541266811142,0.6758356871384014,0.23029890019348725,0.026848741518547794,0.0002786859011795591,0.0007511836077272744,0.00020014381470402192,0.0014410455213706894,0.0004910530843756077,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.8447008864373,18.529191566412326,-1.5436007203311384,-2.228091400306166
200.0,33.5917181154,0.95,0.02,0.03,0.027875995948856678,0.0020965169789202817,0.9634011266632667,0.009776821439993963,0.02682205189673931,0.09502256742547949,0.6722277699190254,0.23274966265549513,0.026855765903989182,0.0002725386348539668,0.0007476914100135286,0.00019921642598811503,0.0014093369333369535,0.00048796361959521336,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.861698899486203,18.540251204968044,-1.5226106486043776,-2.201162954086218
200.0,33.0168456891,0.95,0.02,0.03,0.027873389884149766,0.0020607830252311536,0.9637473846464495,0.00955756452835267,0.026695050825197894,0.09622126789585748,0.668525486581552,0.2352532455225905,0.026862906602080138,0.0002664017224416939,0.0007440815596279349,0.00019829115554600247,0.0013776859746816596,0.0004848058950034914,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.87893362419972,18.55147304058169,-1.501505087589372,-2.1740445039713414
200.0,32.4419732628,0.95,0.02,0.03,0.02787079327474361,0.0020250405715328034,0.9640977519311773,0.009338659324376298,0.02656358874444641,0.09746370046510444,0.6647254833287496,0.237810816206146,0.02687016914071889,0.00026027584349294864,0.0007403482905317721,0.00019736794769355706,0.00134609607267247,0.00048157655116677633,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.896416405498687,18.562864989209345,-1.4802815488885237,-2.146730132599181
200.0,44.5142942151,0.95,0.02,0.03,0.02792684177912845,0.002773815066875635,0.9574095821434966,0.013983771223149498,0.028606646633353952,0.07832159571644368,0.7277614632577827,0.19391694102577373,0.02673742591834291,0.00039052256642442556,0.0007988932943611133,0.00021724962226001368,0.0020186757118758965,0.0005378897327397251,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.569456755711908,18.351035004659686,-1.9038268048642326,-2.6854050538120102
200.0,45.6640390677,0.95,0.02,0.03,0.027932301204296222,0.0028449216960514715,0.9568273430416723,0.014428962039681461,0.02874369491864618,0.07705079276221037,0.7323170963093211,0.19063211092846857,0.026726389546346457,0.00040303411375773894,0.0008028775441920239,0.00021920347202717796,0.0020833847956798026,0.000542333428344491,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.54157485859256,18.333061848786002,-1.9419943021807828,-2.7334812923742238
200.0,46.238911494,0.95,0.02,0.03,0.027935036479729593,0.0028804610358667227,0.9565388206955338,0.014651611530386969,0.02880956777407922,0.07644077761689971,0.734522433029719,0.18903678935338133,0.02672094685040726,0.0004092933025881867,0.000804796326734145,0.00022018468147683273,0.0021157632483121296,0.0005445131060777602,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.527786700068617,18.324177044193075,-1.9609502451047458,-2.7573405892292033
200.0,46.8137839203,0.95,0.02,0.03,0.027937775276746235,0.0029159909784952144,0.956251953087024,0.014874286998473958,0.028873759914501987,0.07584686610161658,0.7366813348371567,0.1874717990612267,0.026715552173294962,0.00041555448756519373,0.0008066686158860801,0.00022116877729944843,0.002148156126410961,0.0005466660747848047,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.51409570423435,18.315356792416896,-1.9798221216904466,-2.7810832098729925
200.0,59.4609772988,0.95,0.02,0.03,0.02799870477362548,0.003695133276242596,0.9502714919569375,0.019768235430919785,0.029960272612142652,0.06592080605801706,0.7747119838392587,0.15936721010272445,0.026606370958094913,0.0005534849877258461,0.0008388488278047192,0.00024358616406171333,0.0028626640309883608,0.0005888830811925223,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.23209259431656,18.13386252262469,-2.375117196079266,-3.2768871243873967
200.0,58.8861048725,0.95,0.02,0.03,0.02799591359303412,0.00365982789476116,0.9505322227182538,0.019546325495138565,0.02992145178660765,0.06626928123246179,0.7733051155409761,0.16042560322656207,0.026611017974614896,0.0005472172396232191,0.0008376783787960041,0.00024253416402033587,0.0028301636330183666,0.0005871300977224579,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.24427384936677,18.14170360269641,-2.3579272702994647,-3.255357023629104
200.0,58.3112324462,0.95,0.02,0.03,0.027993124033320792,0.003624511492622983,0.9507938312092268,0.019324340789996775,0.029881828000776378,0.06662563966347565,0.7718727098464555,0.16150165049006884,0.02661568964715616,0.00054094866859654,0.0008364857175680914,0.00024148539666362515,0.0027976615076805234,0.0005853645882788347,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.256504769452743,18.14957586284062,-2.340677992563881,-3.233749085951759
200.0,57.7363600199,0.95,0.02,0.03,0.027990336148452945,0.003589184152452823,0.9510563394110996,0.019102284107735394,0.029841376481164972,0.06699011262236836,0.7704141193600844,0.1625957680175473,0.026620386636233832,0.0005346793533787642,0.0008352701588403454,0.00024043985059523434,0.0027651581480331124,0.0005835861538244764,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.268786696835726,18.157480247204568,,
200.0,57.1614875936,0.95,0.02,0.03,0.02798754999453712,0.003553845956236441,0.9513197701817507,0.01888015835809771,0.029800071460151588,0.06736294061634317,0.7689286751977169,0.16370838418593994,0.02662510962875331,0.0005284093759520375,0.0008340309898317714,0.0002393975141095867,0.00273265406298565,0.0005817943791412044,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.281121027368826,18.165417737578657,,
200.0,56.5866151673,0.95,0.02,0.03,0.02798476562992436,0.003518496985301083,0.9515841472990134,0.01865796657417608,0.029757886126810556,0.06774437385509544,0.7674156861202859,0.16483994002461877,0.02662985933931431,0.0005221388217092804,0.000832767468900771,0.00023835837518026282,0.0027001497780869883,0.0005799888320338325,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.293509213154888,18.173389355256674,,
200.0,56.011742741,0.95,0.02,0.03,0.027981983115320762,0.0034831373202846776,0.9518494955066349,0.018435711918507933,0.029714792574857103,0.06813467274619237,0.7658744376265755,0.16599088962723219,0.026634636511593243,0.0005158677796226067,0.0008314788241049103,0.00023732242144764592,0.0026676458363491646,0.0005781690624878672,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.30595276536535,18.181396163007914,,
200.0,55.4368703147,0.95,0.02,0.03,0.027979202513904983,0.0034477670411104215,0.9521158405628832,0.01821339768958107,0.029670761747535624,0.0685341084210708,0.7643041910040436,0.16716170057488564,0.026639441919805776,0.0005095963424230778,0.0008301642516761245,0.0002362896402060561,0.0026351427991263055,0.0005763346017780597,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.31845325722334,18.18943926716397,,
200.0,54.8619978884,0.95,0.02,0.03,0.02797642389083977,0.0034123862426043163,0.9523832096439966,0.017991027053334153,0.02962576330266929,0.06894297102768475,0.7627041679417296,0.16835286103058572,0.026644276379518966,0.0005033245990756423,0.0008288229122451612,0.0002352600458591394,0.00260264120986133,0.000574484986883847,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.331012309673795,18.197519794739108,-2.2356084783602146,-3.1021159634255273
200.0,54.2871254621,0.95,0.02,0.03,0.027973647315822185,0.0033769949728424974,0.9526516300186209,0.017768604133525896,0.02957976584785334,0.06936154000949245,0.7610736059260079,0.16956485406449973,0.026649140712984024,0.0004970526653257137,0.0008274539375124514,0.00023423357192066974,0.0025701417411752407,0.0005726196597465873,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.34363166368492,18.205638994546117,-2.2178398340449608,-3.079847164906157
200.0,31.8671008365,0.95,0.02,0.03,0.02786820658844675,0.001989289627251615,0.9644524235444762,0.009120131876325448,0.026427444579198343,0.09875220848971415,0.6608242661654417,0.24042352534484415,0.026877559384065608,0.0002541617192433161,0.0007364854851378266,0.00019644674401677722,0.0013145708581190733,0.0004782720251157642,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.914159286217984,18.574435450513295,-1.4589373894877866,-2.119213553783098
200.0,53.7122530358,0.95,0.02,0.03,0.02797087285965111,0.0033415933240031224,0.9529211311323554,0.01754613242462645,0.029532736443018136,0.06979012923939285,0.7594116742857662,0.17079819647484096,0.02665403580417804,0.0004907806392278283,0.0008260564162452453,0.00023321022994767025,0.00253764498096335,0.0005707381130921022,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.356313082048707,18.213798094102724,-2.1999962937677555,-3.0574813058217725
200.0,52.5625081832,0.95,0.02,0.03,0.02796533060457828,0.00327075919537056,0.9534634983348387,0.017101058475936563,0.0294354431892248,0.07067866228041314,0.7559902885673192,0.17333104915226782,0.026663921950331536,0.00047823675396779157,0.0008231719002789536,0.0002311728845701516,0.002472662187942402,0.0005669241228580064,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.38186961173964,18.23024126471116,-2.1640823932631275,-3.01245404623465
200.0,51.9876357569,0.95,0.02,0.03,0.027962562964141343,0.0032353268665125104,0.9537364291339837,0.016878464600660677,0.029385106265355614,0.07113928852347083,0.754229052281683,0.17463165919484624,0.02666891495085435,0.00047196512913400495,0.0008216828841529906,0.00023015885142457028,0.002440177516351198,0.0005649904987367425,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.39474867701498,18.23852811495294,-2.146010927882106,-2.9897903658200633
200.0,51.4127633306,0.95,0.02,0.03,0.02795979775982429,0.0031998844603810532,0.9540105702356131,0.01665583868444544,0.029333591079941528,0.07161130145852211,0.7524328793941988,0.17595581914727923,0.026673942604522386,0.00046569388113735236,0.0008201612741645509,0.00022914789072478795,0.002407698278253268,0.0005630382914029978,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.407697723311347,18.246860429452212,-2.1278623544264974,-2.9670250605673623
200.0,50.8378909043,0.95,0.02,0.03,0.02795703507975094,0.0031644320500824044,0.95428595765518,0.01643318539989883,0.029280856944921198,0.0720950814636596,0.7506007975024106,0.1773041210339299,0.026679005994279588,0.00045942314069702254,0.0008186059447743308,0.0002281399864369063,0.0023752252204340407,0.0005610668432114575,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.420718951822828,18.255239754997632,-2.1096360773042697,-2.944156880479074
200.0,50.263018478,0.95,0.02,0.03,0.02795427501594952,0.003128969707708396,0.954562629016735,0.016210509635150187,0.029226861348114815,0.07259102619750162,0.7487317991583371,0.17867717464416133,0.026684106251481605,0.00045315304448968784,0.0008170157199782267,0.00022713512202344915,0.0023427591187644434,0.0005590754669205035,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.433814662328786,18.263667707468088,-2.0913314816791964,-2.9211845268184984
200.0,49.6881460517,0.95,0.02,0.03,0.027951517664564423,0.0030934975042967295,0.9548406236412411,0.01598781650564906,0.029171559853109805,0.0730995515939987,0.7468248403590846,0.18007560804691672,0.026689244558551862,0.0004468837354754643,0.000815389370537097,0.00022613328042124498,0.002310300779797632,0.0005570634440778529,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.44698725863299,18.272145975628582,-2.072947933158865,-2.898106650154457
200.0,49.1132736254,0.95,0.02,0.03,0.02794876312608185,0.0030580155097845074,0.9551199826404899,0.015765111366775036,0.02911490599273501,0.07362109292624228,0.7448788389660667,0.18150006810769106,0.026694422151806462,0.000440615363246296,0.0008137256110290918,0.00022513444401573538,0.0022778510424685083,0.0005550300233002637,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.460239254354146,18.280676325171424,-2.0544847756063795,-2.874921846423657
200.0,48.5384011991,0.95,0.02,0.03,0.027946011505569825,0.0030225237929677037,0.9554007490171299,0.015542399827235237,0.029056851155634916,0.07415610594613724,0.742892673047094,0.18295122100676883,0.02669964032446274,0.0004343480843960824,0.0008120230967110033,0.0002241385946160336,0.002245410779906219,0.0005529744184454516,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.47357327909276,18.289260603017873,-2.035941330704288,-2.8516286546293994
200.0,47.9635287728,0.95,0.02,0.03,0.027943262912933763,0.002987022421451336,0.9556829677711619,0.015319687763375561,0.028997344465462534,0.07470506810534062,0.7408651791393764,0.18442975275528292,0.02670490042984238,0.0004280820629160575,0.0008102804201753244,0.0002231457134267015,0.0022129809013618777,0.0005508958066627564,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.486992085002615,18.297900741901547,-2.017316896121013,-2.8282255530199443
200.0,47.3886563465,0.95,0.02,0.03,0.02794051746318804,0.0029515114616014268,0.9559666860135169,0.015096981334363763,0.028936332652119458,0.07526847986504781,0.7387951504279318,0.18593636970702054,0.026710203884786666,0.00042181747061421465,0.000808496107787162,0.00022215578101900482,0.0021805623542635907,0.0005487933263188314,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.500498553799716,18.306598765254744,-1.9986107445129822,-2.8047109559680106
200.0,53.1373806095,0.95,0.02,0.03,0.027968100596715686,0.003306181372873395,0.9531917433483778,0.01732361584202791,0.029484640809594335,0.07022905870171162,0.757717527047309,0.17205341425097934,0.02665896256592623,0.0004845086305686941,0.000824629400220763,0.00023219000571403115,0.002505151573823506,0.0005688397933358577,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.369058419767153,18.221998397460954,-2.1820773283174866,-3.0350173060112873
200.0,31.2922284102,0.95,0.02,0.03,0.027865630321248468,0.001953530199144167,0.964811606479139,0.008902009847250253,0.02628638367361072,0.10008930668070512,0.6568181951403373,0.2430924981789575,0.02688508355579754,0.0002480601155195891,0.0007324866499313376,0.0001955274832121595,0.0012831141795540157,0.0004748885363779919,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.932175056219098,18.586193341577328,-1.4374697997811694,-2.0914880851393995
200.0,45.0891666414,0.95,0.02,0.03,0.027929569588992686,0.002809373019931688,0.9571175769738763,0.014206345990604797,0.028676077035518853,0.07767751918594287,0.7300639244230723,0.19225855639098485,0.026731881970939942,0.0003967771289499039,0.0008009104891028389,0.00021822512665621395,0.002051021892099626,0.0005401260011758478,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.55546365972018,18.342013648130234,-1.9229534482388129,-2.709503436648868
200.0,30.1424835577,0.95,0.02,0.03,0.0278605111805486,0.0018819859057085568,0.9655443991497501,0.008467101457832511,0.02598849939241732,0.1029202869966368,0.6484761664366524,0.24860354656671085,0.026900560527827695,0.00023589777483278202,0.0007240528778881233,0.0001936945295391501,0.001220423005421696,0.0004678683707477107,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,17.969080478575904,18.610309887768306,-1.394152174982743,-2.035381584175145
200.0,15.1958004739,0.95,0.02,0.03,0.02780112150343912,0.0009488699166280426,0.9781403510877412,0.003152961076301408,0.01870668783595742,0.1793719843488523,0.4813588556477965,0.33926916000335117,0.02719339874800689,8.765585397786962e-05,0.0005200669014543589,0.00017020067983450205,0.0004567469372266947,0.00032192229956684587,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.63727502986643,19.053784059865073,-0.765437261139521,-1.1819462911381642
200.0,14.6209280477,0.95,0.02,0.03,0.027799280987546936,0.0009128817956437918,0.9788157861191025,0.0029716255062099484,0.018212588374687616,0.18544798751749214,0.47180367228997583,0.34274834019253203,0.027210375073371575,8.260905243689175e-05,0.0005062968617384718,0.0001692920918434957,0.00043070098355140824,0.00031288872024888786,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.674839450078164,19.079013349510696,-0.7375920016156847,-1.1417659010482168
200.0,14.0460556214,0.95,0.02,0.03,0.027797491406340902,0.0008768898917834631,0.9795133971306,0.002793095708101371,0.017693507161298524,0.19202143010666997,0.46191675562627893,0.3460618142670512,0.027228015239133638,7.764105394303553e-05,0.0004918351132642269,0.00016838165106634366,0.0004050501338540961,0.0003034581068630234,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.713798701044905,19.105199332510775,-0.7093299260764105,-1.1007305575422812
200.0,13.4711831951,0.95,0.02,0.03,0.027795755167028993,0.0008408951896966474,0.9802342975938158,0.0026175257928030835,0.0171481766133811,0.19915587793687314,0.45167957002769277,0.3491645520354341,0.02724635254224234,7.275610608013797e-05,0.00047664651870651345,0.0001674692197569293,0.00037981517772053684,0.0002936107922191813,19.91263411995266,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.75422603764536,19.13239118818982,-0.6806271925612215,-1.058792343105683
