temperature,pressure,z_carbon dioxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.107099260583211,0.96,0.04,312.09,83.77,0.640840783107437,0.025153387377142306,2.3150073930825292,2.0862368916665455,1190.185077641,5.729287238689072,0.8514437464342138,0.14855625356578608,0.9630565740367046,0.036943425963295286,21.54955627386961,0.5989744587667439,1.000000000672468,1.0000000000001337,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1134702281200552,0.96,0.04,312.09,83.77,0.640840783107437,0.025229440469381106,2.3150073930825292,2.0862368916665455,1190.9321944576418,5.748400630887141,0.8547784267543448,0.14522157324565518,0.9639788318899272,0.036021168110072874,21.511956530079217,0.5991135217758732,1.0000000007129635,1.0000000000113871,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1198411956569,0.96,0.04,312.09,83.77,0.640840783107437,0.025305493561619916,2.3150073930825292,2.0862368916665455,1191.6781908846792,5.767518535704945,0.8581129725031635,0.1418870274968364,0.9648959645557602,0.035104035444239734,21.474399652612366,0.5992515989534533,1.000000000746729,1.0000000000303262,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1262121631937445,0.96,0.04,312.09,83.77,0.640840783107437,0.025381546653858715,2.3150073930825292,2.0862368916665455,1192.423057762739,5.786640965429582,0.8614473542760873,0.1385526457239127,0.9658080262641623,0.034191973735837676,21.436885893475424,0.5993886900846185,1.0000000007779848,1.0000000000566012,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1325831307305894,0.96,0.04,312.09,83.77,0.640840783107437,0.02545759974609752,2.3150073930825292,2.0862368916665455,1193.1667857552504,5.8057679324393785,0.8647815416175025,0.13521845838249752,0.9667150706705744,0.03328492932942572,21.39941550058624,0.5995247950960405,1.0000000007960508,1.0000000000737221,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1389540982674338,0.96,0.04,312.09,83.77,0.640840783107437,0.025533652838336324,2.3150073930825292,2.0862368916665455,1193.9093653508382,5.824899449207138,0.8681155030210781,0.13188449697892177,0.96761715086734,0.03238284913265999,21.36198873334179,0.5996599138973864,1.0000000008185435,1.0000000000933444,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.145325065804278,0.96,0.04,312.09,83.77,0.640840783107437,0.025609705930575127,2.3150073930825292,2.0862368916665455,1194.650786868108,5.844035528306865,0.871449205940811,0.12855079405918904,0.9685143193977012,0.031485680602298845,21.324605811698397,0.5997940478945275,1.0000000003360434,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.151696033341123,0.96,0.04,312.09,83.77,0.640840783107437,0.025685759022813934,2.3150073930825292,2.0862368916665455,1195.3910404526969,5.863176182409486,0.8747826167671389,0.1252173832328612,0.9694066282600942,0.030593371739905863,21.287267088061913,0.5999271942541533,1.000000000502411,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1580670008779674,0.96,0.04,312.09,83.77,0.640840783107437,0.025761812115052733,2.3150073930825292,2.0862368916665455,1196.1301160738076,5.882321424276071,0.878115700800537,0.12188429919946304,0.9702941289114458,0.02970587108855416,21.249972774453582,0.6000593551199082,1.0000000005520093,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1644379684148123,0.96,0.04,312.09,83.77,0.640840783107437,0.02583786520729154,2.3150073930825292,2.0862368916665455,1196.8680035361972,5.90147126677616,0.8814484222946607,0.11855157770533925,0.9711768722891332,0.028823127710866796,21.212723149146314,0.6001905305882773,1.0000000005421399,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1708089359516567,0.96,0.04,312.09,83.77,0.640840783107437,0.025913918299530343,2.3150073930825292,2.0862368916665455,1197.604692469282,5.92062572287,0.8847807443961857,0.11521925560381424,0.9720549088048863,0.02794509119511373,21.175518492105756,0.6003236429192398,1.0000000005651517,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1771799034885015,0.96,0.04,312.09,83.77,0.640840783107437,0.02598997139176915,2.3150073930825292,2.0862368916665455,1198.3401723330073,5.939784805616132,0.8881126291600816,0.11188737083991847,0.9729282883585392,0.027071711641460793,21.138359082883596,0.6004563331567546,1.0000000006229635,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.183550871025346,0.96,0.04,312.09,83.77,0.640840783107437,0.026066024484007952,2.3150073930825292,2.0862368916665455,1199.0744324201826,5.958948528174263,0.891444037548905,0.10855596245109504,0.9737970603476653,0.02620293965233468,21.10124520522779,0.600588032212702,1.0000000006968761,1.0000000000078644,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.1899218385621904,0.96,0.04,312.09,83.77,0.640840783107437,0.02614207757624675,2.3150073930825292,2.0862368916665455,1199.8074618534238,5.978116903798664,0.8947749294075191,0.10522507059248089,0.9746612736697919,0.025338726330208172,21.064177144944424,0.6007187408827627,1.000000000770283,1.00000000006263,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.196292806099035,0.96,0.04,312.09,83.77,0.640840783107437,0.026218130668485558,2.3150073930825292,2.0862368916665455,1200.5392495932292,5.997289945849404,0.8981052634882631,0.10189473651173683,0.9755209767383934,0.024479023261606607,21.02715519574459,0.6008484600550517,1.0000000008534098,1.0000000001261342,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.2026637736358796,0.96,0.04,312.09,83.77,0.640840783107437,0.02629418376072436,2.3150073930825292,2.0862368916665455,1201.2697844307868,6.01646766777939,0.9014349974065835,0.09856500259341647,0.976376217479924,0.02362378252007605,20.990179652093115,0.6009771907093288,1.000000000916365,1.000000000181521,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.2090347411727245,0.96,0.04,312.09,83.77,0.640840783107437,0.026370236852963167,2.3150073930825292,2.0862368916665455,1201.9990549948268,6.0356500831426665,0.9047640876603993,0.09523591233960066,0.9772270433474254,0.022772956652574693,20.953250813605514,0.6011049339290615,1.000000000963064,1.0000000002228198,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.215405708709569,0.96,0.04,312.09,83.77,0.640840783107437,0.02644628994520197,2.3150073930825292,2.0862368916665455,1202.7270497514305,6.05483720559241,0.9080924896174323,0.09190751038256774,0.9780735013255655,0.02192649867443458,20.91636898346973,0.6012316909030744,1.0000000009812378,1.000000000248977,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.2217766762464133,0.96,0.04,312.09,83.77,0.640840783107437,0.02652234303744077,2.3150073930825292,2.0862368916665455,1203.4537570056243,6.074029048880818,0.9114201575104816,0.08857984248951857,0.9789156379374572,0.02108436206254287,20.87953446847168,0.6013574629305914,1.000000000977148,1.0000000002617797,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.228147643783258,0.96,0.04,312.09,83.77,0.640840783107437,0.02659839612967958,2.3150073930825292,2.0862368916665455,1204.1791649060744,6.0932256268638945,0.914747044446874,0.08525295555312602,0.9797534992548829,0.020246500745117066,20.842747581267766,0.6014822514312875,1.0000000009586056,1.0000000002654426,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
