temperature,pressure,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_nitrogen,E_methane,E_oxygen,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4414308725974947,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.02929834240486613,5.753094392247871,2.4172582897004897,1222.2322889049458,6.685010805806735,0.9997724337322988,5.179838136808313e-05,1.614389805515261e-05,9.694732073573556e-05,5.992725295909064e-05,2.7494145832405484e-06,0.9805246183755086,0.005618293730085314,0.004412014499989092,0.003104634946534167,0.005714800913376977,0.0006256375345057163,19.893680498124436,0.6049781359716683,1.0000000003125795,4.623398944942786,6.1576677403369695,3.741397921783544,3.9991169148412773,6.790578738488215,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.553642340726043,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.030644933886067958,5.753094392247871,2.4172582897004897,1221.9299541635514,6.9051613687116085,0.9992743766662658,0.0001715605764822299,5.487667772392026e-05,0.0002925214742645199,0.00019735133714209553,9.313268121400183e-06,0.938877082509865,0.017796639205566903,0.014337099535737767,0.008963476199910348,0.017999624023718044,0.002026078525202259,19.851585136307204,0.6063007875142014,1.0000000003082368,4.6103103188889625,6.138046911074453,3.7297501096543026,3.9884287642477094,6.76871356240872,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.665853808854591,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.031991525367269784,5.753094392247871,2.4172582897004897,1221.6581716014948,7.127515243000628,0.9988020088272738,0.00029276295543948145,9.620336640165222e-05,0.00045791896301251704,0.0003348394438303504,1.6266444042382596e-05,0.9007193937429262,0.02910059704414564,0.0240741208048683,0.013451802490328445,0.029264396494368582,0.0033896894233628886,19.81086896507919,0.6075740535196275,1.000000000304741,4.597863432289776,6.1191313269139265,3.7186010851795834,3.9782027039360304,6.747630854748573,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.7780652769831393,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.03333811684847161,5.753094392247871,2.4172582897004897,1221.411268817076,7.351550147714142,0.998351401802117,0.0004146386928178474,0.0001400961639688785,0.0005987614463732839,0.0004715066569227653,2.3595237800227813e-05,0.8656302783929797,0.03956256712429867,0.03363906696975182,0.01689193184145644,0.03955796510366632,0.00471819056784702,19.771302400772598,0.6088374641971896,1.0000000003022271,4.585908562044058,6.100801275974183,3.7078670298735283,3.9683600254010094,6.727197716453177,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.8902767451116875,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.034684708329673436,5.753094392247871,2.4172582897004897,1221.1847214861039,7.576843225723445,0.9979194422500746,0.0005365468234148883,0.00018654516222352325,0.0007195303009494214,0.000606646797554425,3.128866578315313e-05,0.8332538836977901,0.04922137625604021,0.04304948949262446,0.019525779969147623,0.0489359238182798,0.00601354676611766,19.732703038988095,0.6100785166191038,1.0000000003007004,4.574337286442156,6.082961200905479,3.697481617496293,3.95883841259651,6.7073081415954965,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.0024882132402357,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.036031299810875266,5.753094392247871,2.4172582897004897,1220.9749304798165,7.803052105953027,0.9975036725131418,0.0006579493570080306,0.00023555416459790458,0.0008237880265158572,0.0007396982385429006,3.933770019350425e-05,0.8032875166525846,0.058119106002972466,0.052323314304030394,0.02153552525805026,0.05745675294679429,0.007277784835568088,19.694926647656814,0.6112870559005246,1.000000000300117,4.5630908455746875,6.065631389751355,3.6873924747839366,3.949588649173846,6.6878776964858675,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.1146996813687835,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.03737789129207709,5.753094392247871,2.4172582897004897,1220.7790283223894,8.029898575489597,0.997102151365826,0.0007783917659346024,0.0002871366836240266,0.0009143705274715766,0.000870215103042212,4.773455410156065e-05,0.775472040010993,0.06629887742560862,0.0614779410997545,0.023059105399487894,0.06517917765047615,0.008512858413679728,19.657859002663617,0.6124671012468448,1.0000000003006384,4.552122768455272,6.048758675489684,3.6775581692333392,3.9405718026762995,6.668838988765368,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.226911149497332,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.03872448277327892,5.753094392247871,2.4172582897004897,1220.5947209734397,8.257155330690997,0.9967133395674892,0.000897487409122518,0.0003413123824793283,0.000993544318491039,0.0009978442589229227,5.64720634949288e-05,0.7495842806883307,0.0738034096794783,0.07052961609592505,0.02420165373557473,0.07216048308517421,0.009720556715517041,19.62140924727734,0.6136595099880098,1.0000000003021576,4.541396148349325,6.032184835632834,3.667945774556974,3.931756943894186,6.650137993171673,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.33912261762588,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.04007107425448074,5.753094392247871,2.4172582897004897,1220.420162576507,8.484635575683939,0.9963360087824051,0.0010149055655287302,0.00039810402208681424,0.0010631309947432943,0.00112230745886702,6.554317636894494e-05,0.72543097666365,0.08067414767584616,0.07949302742316969,0.025043879933320932,0.07845551954488013,0.010902448759132943,19.585504667271387,0.6148336835510144,1.0000000003044918,4.530881497377927,6.015871039165048,3.658528957612579,3.923119352179958,6.631731150637559,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.4513340857544286,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.04141766573568257,5.753094392247871,2.4172582897004897,1220.253857960849,8.712185000794543,0.9959691703057213,0.0011303624510923653,0.00045753489075593505,0.0011246041415874188,0.0012433876671286374,7.494054371437345e-05,0.7028439105556591,0.0869507837551236,0.08838106920800529,0.025648203438961622,0.0841161787074829,0.012059854334767427,19.550086627537887,0.6159860810343603,1.0000000003076093,4.520555082644013,5.999785757071323,3.649286496903173,3.9146391240210097,6.613583109265952,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.5635455538829763,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.04276425721688439,5.753094392247871,2.4172582897004897,1220.094587344115,8.939675648158019,0.9956120197382972,0.0012436145628689952,0.0005196266675710865,0.0011791641958402122,0.0013609186329442966,8.465620247816445e-05,0.6816759665784827,0.09267103951887323,0.09720472894307385,0.026063252843836933,0.08919117770163157,0.01319383441410176,19.51510743894218,0.6171185632307115,1.0000000003114764,4.5103976444964315,5.983903210464425,3.640201142665969,3.9063001014891006,6.595664975348521,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.675757022011525,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.04411084869808622,5.753094392247871,2.4172582897004897,1219.9413483219896,9.167001229382953,0.9952638941789911,0.0013544537674138567,0.0005843976700516495,0.0012277961366028629,0.0014747769067654049,9.46813401751681e-05,0.6617979122243021,0.09787061143076653,0.10597306348944438,0.026327181851703168,0.09372603561722166,0.014305195386562214,19.48052794374914,0.6182679647465363,1.0000000003160547,4.500393411119312,5.968202169500714,3.631258741319086,3.8980890485298354,6.577952960908692,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.7879684901400728,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.045457440179288044,5.753094392247871,2.4172582897004897,1219.7933111311736,9.394073539955903,0.9949242391250425,0.0014627036531954165,0.0006518614448893906,0.001271313989086672,0.0015848756558375142,0.00010500613194832828,0.6430957533656296,0.10258321343200714,0.11469323852807804,0.02647012786006993,0.0977631638388805,0.015394502975334614,19.446315660126952,0.6194052986150702,1.000000000321296,4.4905293401229684,5.952665022201461,3.6224475621531433,3.8899950171277684,6.560427335840192,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.900179958268621,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.046804031660489874,5.753094392247871,2.4172582897004897,1219.6497840399645,9.62081969055777,0.9945925828778882,0.001568216765849251,0.0007220256691060365,0.0013103952637608474,0.0016911597813660123,0.00011561964202962058,0.6254685467251896,0.1068406716632055,0.12337061341631263,0.026516047306436023,0.10134201810121875,0.016462102787637458,19.412443346075467,0.6205256733882024,1.0000000003271474,4.480794533539706,5.9372770500341305,3.6137577783096835,3.8820088583396015,6.543071613401241,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.012391426397169,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.0481506231416917,5.753094392247871,2.4172582897004897,1219.5101864518836,9.8471799412638,0.9942685167593521,0.0016708724327978528,0.0007948913362351388,0.0013456077264768853,0.0017936019626470982,0.00012650978249105564,0.6088265797285574,0.11067304203334621,0.13200885854174013,0.026484095686272732,0.10449927876052459,0.017508145249559088,19.37888788600141,0.6216301152917303,1.000000000333543,4.471179785169657,5.9220258618532,3.6051810654139005,3.8741228438941926,6.525871914186886,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.124602894525717,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.04949721462289352,5.753094392247871,2.4172582897004897,1219.3740278904186,10.073105976235361,0.993951679846992,0.0017705749559322349,0.000870452205983157,0.0013774303172740933,0.0018921993512277797,0.0001376633225907116,0.5930898475393968,0.11410873227053211,0.14061009564425694,0.02638967286628668,0.10726903846589496,0.018532613213632688,19.345629428785735,0.6227475833209034,1.0000000003404046,4.461677229231187,5.906900949508878,3.5967102902024286,3.8663303724111957,6.5088164671077395,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.236814362654266,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.05084380610409535,5.753094392247871,2.4172582897004897,1219.2408914810442,10.298559498209055,0.9936417472441191,0.0018672520104935377,0.0009486944972703506,0.0014062695908254672,0.0019869707151770047,0.00014906594211456028,0.5781867720293153,0.11717461761828891,0.14917505378255902,0.02624522069957979,0.1096829849735905,0.01953535089666641,19.312650716774456,0.6238617561649975,1.0000000003476457,4.452280066964803,5.891893337242601,3.5883392683420046,3.8586257406729714,6.491895215970163,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.349025830782814,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.052190397585297185,5.753094392247871,2.4172582897004897,1219.1104208865522,10.523511053619586,0.9933384211303168,0.0019608531362722515,0.0010295968037475805,0.0014324727147384606,0.002077953892967274,0.0001607023219575463,0.5640531189311851,0.1198961444573466,0.15770323499569136,0.026060836040810147,0.11177057251492542,0.020516093060041346,19.27993655657792,0.6249614597442061,1.000000000356109,4.442982353595765,5.876995303680577,3.5800625757674456,3.851003965223375,6.475099507704235,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
