temperature,pressure,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_nitrogen,E_methane,E_oxygen,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,4.461237298911362,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.05353698906649901,5.753094392247871,2.4172582897004897,1218.9823099059527,10.747939023368787,0.9930414240068531,0.00205134824662844,0.0011131302094060428,0.0014563378093563565,0.0021652034627133144,0.00017255626504270966,0.5506310781954588,0.12229741957724347,0.16619308465714558,0.025844745205041094,0.11355917882385097,0.021474493541260006,19.24747342025651,0.6260473603850855,1.0000000003648097,4.4337788319034726,5.862200160604604,3.571875401378819,3.843482414715118,6.458421844386581,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.57344876703991,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.05488358054770082,5.753094392247871,2.4172582897004897,1218.856294139495,10.971828734152911,0.9927504936797499,0.002138726111101948,0.0011992585789144241,0.001478122223379345,0.0022487885664113374,0.0001846108404432702,0.5378684795727532,0.12440128502353079,0.17464216208860625,0.025603673694813152,0.11507424722584564,0.022410152394450888,19.21524911460907,0.6271375767558248,1.000000000373642,4.424664802613521,5.847502075783188,3.5637734322946693,3.836073669612484,6.441935302820554,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.685660235168458,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.05623017202890266,5.753094392247871,2.4172582897004897,1218.7321442633124,11.195171658044405,0.9924653796130135,0.002222992792858357,0.0012879389962505952,0.0014980491984432382,0.002328790855690121,0.00019684854374427447,0.5257181206426025,0.12622937985206809,0.18304730764646013,0.025343136211185148,0.11633941459488441,0.023322641052799846,19.183252546788925,0.6282357023092345,1.0000000003825045,4.41563602298915,5.83289593095031,3.5557527641447657,3.828734907767426,6.425642828536878,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.797871703297007,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.05757676351010449,5.753094392247871,2.4172582897004897,1218.6096605670637,11.417964679950115,0.9921858403603165,0.0023041700389592606,0.0013791223223253172,0.001516313269210952,0.002405302542477315,0.00020925146671059658,0.5141371889893651,0.12780219083314193,0.19140480286129755,0.025067665581506873,0.11737662668870304,0.02421152504598569,19.151473523886246,0.629320830872745,1.000000000391294,4.4066886281090305,5.818377207071293,3.5478098313740403,3.821462931941195,6.4094484979504776,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.910083171425555,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.05892335499130631,5.753094392247871,2.4172582897004897,1218.4886684862304,11.640209419937324,0.991911641833021,0.002382293635947849,0.0014727538432074074,0.0015330846659765977,0.0024784245518632104,0.00022180146998380696,0.5030867633639564,0.12913909450653036,0.19971052089334926,0.024780994571112477,0.11820624270905432,0.02507638395599712,19.119902607949665,0.630393453677032,1.000000000400096,4.397819069468489,5.803941891556104,3.539941352898498,3.814254809853967,6.3933478724968245,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.022294639554103,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.060269946472508135,5.753094392247871,2.4172582897004897,1218.3690149236625,11.861911602386776,0.9916425562094587,0.0024574117504694575,0.0015687739800539892,0.0015485129259987518,0.002548264780979015,0.00023448035304011295,0.4925313815308897,0.13025839297130345,0.2079600650270907,0.02448620112251278,0.11884713093629864,0.025916828411904826,19.088531008014787,0.6314584717339002,1.0000000004138305,4.389024067238075,5.789586402887459,3.53214428983532,3.8071078341462976,6.377336987944294,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.13450610768265,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.06161653795370996,5.753094392247871,2.4172582897004897,1218.2505652016382,12.083080468777073,0.991378361326124,0.0025295832790346293,0.001667119033073984,0.0015627298737942096,0.0026149364715519915,0.0002472700164211713,0.4824386646588647,0.1311773456045737,0.21614889351701078,0.024185825033919223,0.11931675713874064,0.026732514046891025,19.05735046970679,0.6325447358926121,1.0000000004289233,4.38030057356863,5.775307528680331,3.5244158129185306,3.800019491554248,6.361412286027695,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.246717575811199,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.06296312943491178,5.753094392247871,2.4172582897004897,1218.133200517195,12.303728232227254,0.99111884041323,0.002598876234315422,0.001767721937283817,0.001575852095894606,0.0026785567067101664,0.0002601526125661353,0.47277898958036385,0.1319121986331631,0.22427242988570953,0.023881962187019615,0.11963126724553459,0.027523152468209407,19.026353242138555,0.6336189770230561,1.0000000004434706,4.371645743307806,5.7611023755477015,3.516753276593966,3.7929874381844804,6.345570559395007,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.358929043939748,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.06430972091611362,5.753094392247871,2.4172582897004897,1218.0168158078218,12.523869573866179,0.9908637820764112,0.0026653661902969515,0.001870513005644042,0.0015879830077174856,0.0027392450380914943,0.0002731106818387607,0.4635252021928596,0.13247821402096568,0.2323261579701996,0.02357634104455974,0.11980556542132524,0.02828851935009022,18.995532004406936,0.6346815899216616,1.0000000004573526,4.3630569118401015,5.746968327058525,3.5091541992618502,3.7860094807936586,6.3298089052606406,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.471140512068295,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.06565631239731544,5.753094392247871,2.4172582897004897,1217.9013179481233,12.743521181273403,0.9906129804334287,0.0027291348095623254,0.0019754206440964444,0.0015992145902168624,0.0027971222506819856,0.00028612727201362577,0.4546523658897221,0.132889698834181,0.24030570189764464,0.023270385046315963,0.11985338846272682,0.029028459869409575,18.964879829955102,0.6357329459649371,1.0000000004705012,4.354531577350819,5.7329519064403005,3.5016162474834913,3.7790835617431755,6.314124687329373,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.583351980196843,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.06700290387851726,5.753094392247871,2.4172582897004897,1217.7866242184625,12.962701328977513,0.9903662353418248,0.0027902684696079995,0.0020823720235943386,0.0016096288572981495,0.002852309267719395,0.0002991860399554202,0.4461375401794131,0.1331600358218094,0.24820689139013324,0.022965263738556087,0.11978737713167137,0.02974289173841686,18.93439015787103,0.6367994071704928,1.0000000004835978,4.346067386743279,5.719106483636142,3.494137223402351,3.7722077470175757,6.298515504004085,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.695563448325392,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6484874031321941,0.0683494953597191,5.753094392247871,2.4172582897004897,1217.6726609976752,13.181429501424663,0.9901233526664536,0.0028488570012899935,0.0021912936989467637,0.0016192991025811342,0.0029049261955725455,0.0003122713351560244,0.4379595853251486,0.13330171563812224,0.2560258132254354,0.022661934850253494,0.1196191448298858,0.03043180613115438,18.904056765387242,0.6378652128762206,1.0000000004971006,4.337662124313412,5.705323568323507,3.4867150545835983,3.7653802165803043,6.28297916146389,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
203.36903448275862,2.8943799669025836,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.034733948960789435,6.22445142184185,2.8657227395075084,1211.748337777934,7.837273482692127,0.999735034370055,6.107847043980589e-05,1.9586320843174662e-05,0.00011081065204664041,7.017504457972875e-05,3.315142035653993e-06,0.9803614478372011,0.0056670035175113345,0.004454328264532494,0.003122192395427329,0.005763471824267352,0.0006315561610603654,19.09763382642071,0.6199734799293872,1.0000000003860672,4.28703739270278,5.6775869054087975,3.448067832883628,3.7397301623816817,6.241862032890688,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,3.0070636545136473,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.03608620730245587,6.22445142184185,2.8657227395075084,1211.4558960040165,8.056320707838367,0.9992499042915923,0.00017910695263744403,5.8898969548550885e-05,0.00029746742619061453,0.0002046872749816236,9.935085049462904e-06,0.9450248010033371,0.016000649494457175,0.01289192142498649,0.00807391176145049,0.01618697038298959,0.0018217459327791905,19.05873597884407,0.6212367102636925,1.0000000003841514,4.276033068549976,5.661038992566847,3.4383036550888986,3.7306023919751756,6.223272649666162,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,3.119747342124711,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.0374384656441223,6.22445142184185,2.8657227395075084,1211.1910912001501,8.277424903510443,0.9987880805731784,0.00029843100717210654,0.00010073078667518194,0.00045659929840774044,0.0003392285114428105,1.6929823123943263e-05,0.9122293556757597,0.025706049991183044,0.02125038725251946,0.011954982288043143,0.02586703670652194,0.0029921880859727014,19.021004666555584,0.6224572590372673,1.0000000003801877,4.265461834094327,5.645030346871086,3.428925285082682,3.721839172857518,6.205287849936353,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,3.232431029735775,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.03879072398578873,6.22445142184185,2.8657227395075084,1210.9490087922734,8.500117390940039,0.9983461717305684,0.0004183612078943544,0.00014505860949839665,0.0005931122328532563,0.0004730092397984384,2.4286979387225813e-05,0.8817099431168717,0.034791364990266256,0.029533281222436154,0.014999580870876744,0.03482298207671023,0.004142847722838872,18.98425534508614,0.623641360515272,1.000000000375135,4.2552535635075515,5.629474757698734,3.419871085667336,3.7133814395067835,6.187811021949297,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,3.3451147173468385,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.04014298232745516,6.22445142184185,2.8657227395075084,1210.7256859125187,8.724014794084995,0.9979214603073834,0.0005383163321037902,0.00019187484010832356,0.0007109599849007458,0.000605392026303441,3.199650920027149e-05,0.8532373032056089,0.043272250005776086,0.03774665945190465,0.01738748424415849,0.043082235482784274,0.005274067609767569,18.948339516595098,0.6247976024911096,1.000000000369718,4.245352115358629,5.61430251655075,3.4110917266959384,3.7051818983561744,6.170764115046955,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,3.4577984049579022,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.041495240669121594,6.22445142184185,2.8657227395075084,1210.5179353176384,8.94880355413252,0.9975117771885308,0.0006578046448769419,0.0002411839538602506,0.000813320312565532,0.0007358638361706501,4.005006399581701e-05,0.8266121651490381,0.05116922362329655,0.045898033872619724,0.01925700422299648,0.050677163924927646,0.0063864092071216055,18.913138431251138,0.6259635867598711,1.000000000364357,4.2357126492672865,5.599457351139625,3.4025478089415366,3.697202772873866,6.154084165309115,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,3.570482092568966,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.04284749901078803,6.22445142184185,2.8657227395075084,1210.3231907373938,9.174226429393244,0.9971153905488348,0.0007764077492118552,0.000292999121358186,0.0009027497640573836,0.0008640124259321463,4.8440390605684865e-05,0.8016604631343844,0.058505714104691915,0.05399554042356398,0.020715002028538595,0.05764275190386075,0.007480528404960458,18.8785570191353,0.6271041743060095,1.0000000003592742,4.226299311101114,5.584893758071056,3.3942078205533637,3.6894138520365747,6.13772029116338,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,3.6831657801800297,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.044199757352454454,6.22445142184185,2.8657227395075084,1210.139378653119,9.400071383705882,0.9967309132881383,0.0008937674986991068,0.00034733916596420614,0.000981312029297349,0.0009895072128625747,5.7160805038527914e-05,0.7782294429695182,0.06530667855971199,0.062047314939787636,0.021844493672432387,0.0640149853972445,0.00855708446130513,18.844518897429353,0.6282221319810681,1.0000000003545744,4.21708332947183,5.570574802290548,3.3860464607693275,3.6817908870732343,6.121631217275852,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,3.7958494677910934,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.04555201569412089,6.22445142184185,2.8657227395075084,1209.9648152930622,9.626162733008767,0.9963572282820686,0.0010095757790841715,0.00040422591836066944,0.0010506810668663748,0.0011120842026504127,6.620475096979953e-05,0.756184473128788,0.07159766433305688,0.07006104511998881,0.022710370107864204,0.06982977044234116,0.009616676867960864,18.81096235702298,0.6293197205727943,1.0000000003503218,4.208041494940991,5.556470350217065,3.378043302939106,3.674314311208768,6.105783288381679,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,3.908533155402157,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.04690427403578732,6.22445142184185,2.8657227395075084,1209.7981252945003,9.852354217576957,0.9959934290443638,0.0011235667123360576,0.00046368196017124446,0.0011122225549279703,0.0012315342874599684,7.556544074091071e-05,0.73540641568508,0.0774041945776789,0.07804366254229221,0.023363684102033103,0.07512223876718901,0.010659804325726803,18.777837220328493,0.6304333679596489,1.0000000003465381,4.199154963044211,5.542555671949574,3.370181743638411,3.6669682327265556,6.0901488988664045,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
203.36903448275862,4.021216843013221,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,308.41,83.33,0.6594112852461289,0.04825653237745375,6.22445142184185,2.8657227395075084,1209.638178029638,10.078523630663504,0.9956387730380817,0.0012355107886152007,0.0005257287232796031,0.001167057670042411,0.001347694207954522,8.523557202652495e-05,0.7157894454313164,0.08275138282374342,0.08600114252191911,0.023844864159165077,0.07992632440062462,0.01168684066323126,18.74510236858594,0.6315329845773625,1.0000000003432299,4.19040831979573,5.528810342681231,3.3624481830334023,3.6597396489166965,6.07470525967552,19.118564682323484,1211.9146434011463,7.723467949094397,309.1473760575555,2.835316490586698
