T,P,z_carbon dioxide,z_argon,z_methane,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_argon,x_methane,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_methane,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_methane,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_methane,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_argon,parachor_methane,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,5.0311076157,0.97,0.004185,0.002565,0.011144,0.012106,0.027762120409073634,0.0003159438761355141,0.9803763355744038,0.001989869115091823,0.0019492397952770289,0.003348801339133456,0.012335754176093833,0.4862799099298671,0.10651678194263617,0.03127027649712329,0.37453762497589405,0.0013954066544794553,0.02721732587442298,5.5242985971475984e-05,5.411502990263892e-05,9.296982600309003e-05,0.0003424666927734499,0.00015363715963007086,3.36533249604378e-05,9.879652364330397e-06,0.0001183328689934735,4.4087018720152914e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.500232748874286,-0.32031569470914434
200.0,5.298562019,0.97,0.004185,0.002565,0.011144,0.012106,0.027759602052540185,0.0003329633717140993,0.9797932846737523,0.0021515252328447873,0.0020192469489344693,0.0037216575279761695,0.012314285616492197,0.4633143923721475,0.10939305146749245,0.030801207309997466,0.3951616437981999,0.001329705052162642,0.027198671676294583,5.972548426977016e-05,5.60534917482268e-05,0.0001033117319524589,0.0003418396682751429,0.00015426672224789942,3.642387925871029e-05,1.0255673838801718e-05,0.00013157435329113454,4.427430775533456e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.446488011352734,-0.3462391831616358
200.0,5.5660164224,0.97,0.004185,0.002565,0.011144,0.012106,0.027757124428697398,0.00035001381359355595,0.979218201769132,0.002306451796057442,0.0020809801060402817,0.004098993384876893,0.012295372943893495,0.4425577723503559,0.11167078456511814,0.030259396097049213,0.41424148863708626,0.0012705583503905802,0.02718028146935111,6.402046949195901e-05,5.7762023737004e-05,0.00011377626941643544,0.00034128419670089116,0.00015490133363581685,3.90863171726214e-05,1.0591206624966158e-05,0.00014499024318653824,4.447129736133445e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.393005198461726,-0.3716709128527107
200.0,5.8334708257,0.97,0.004185,0.002565,0.011144,0.012106,0.027754678965407942,0.000367095274885247,0.9786504140544021,0.0024549097239158243,0.002135756091478407,0.004480495689739409,0.012278424440464121,0.4237072516979482,0.11344402110450956,0.029672700626057435,0.43195901071296117,0.0012170158585237663,0.027162128061443486,6.813523127634195e-05,5.9277224667397616e-05,0.0001243547194746113,0.00034078372854610034,0.00015554093003293084,4.16447641114477e-05,1.0892708192910195e-05,0.00015857011177683382,4.4676077112448685e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.339748939179504,-0.39664144655479205
200.0,6.1009252291,0.97,0.004185,0.002565,0.011144,0.012106,0.027752258972232987,0.00038420783016142324,0.978089295429076,0.0025971685391771395,0.002184632907088423,0.004865884044351085,0.012263019080307462,0.4065129113334268,0.11479074248979769,0.02906074956045305,0.4484672889287493,0.0011683076875731097,0.027144187424716613,7.207729389378001e-05,6.0628498196780125e-05,0.00013503927412768775,0.00034032648129812707,0.00015618544359601895,4.410350209462386e-05,1.11653675314862e-05,0.00017230464397769083,4.4887296160337446e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.28669116625737,-0.42117581301110363
200.0,6.3683796324,0.97,0.004185,0.002565,0.011144,0.012106,0.027749859172438943,0.0004013515558716075,0.9775342763726925,0.0027335000286176385,0.002228469221944941,0.005254905357991614,0.012248849018753357,0.3907666624969642,0.11577596523942799,0.02843740447560929,0.4638961656526054,0.0011238021353931428,0.027126438505574228,7.585424084199729e-05,6.18397070790867e-05,0.00014582288364876214,0.0003399038352948726,0.0001568348079759119,4.646686378138157e-05,1.1413396531236004e-05,0.00018618544784754614,4.510397355318728e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.233809243888256,-0.4452948153325771
200.0,6.6358340358,0.97,0.004185,0.002565,0.011144,0.012106,0.027747475367016487,0.00041852653054101857,0.9769848442274992,0.0028641737983512282,0.002267968434371165,0.005647329667726385,0.012235683872052056,0.37629385377131375,0.11645416570758411,0.027812444380145955,0.47835656104978896,0.0010829750911670964,0.027108862899150973,7.947359191660475e-05,6.293039826588485e-05,0.00015669914084465928,0.00033950933683836535,0.00015748896108281731,4.873915794064404e-05,1.1640245852287537e-05,0.0002002049118577011,4.5325380756850814e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.18108466081687,-0.46901574412706637
200.0,6.9032884391,0.97,0.004185,0.002565,0.011144,0.012106,0.027745104188852808,0.0004357328348203927,0.9764405394803608,0.002989454181957598,0.0023037117073792914,0.006042946902520961,0.012223347727781329,0.3629468190353247,0.11687119562766739,0.02719273338598394,0.4919438644425479,0.0010453875084760645,0.027091444502102255,8.29427177462153e-05,6.391672134231843e-05,0.00016766219141814943,0.0003391380562438702,0.0001581478463473061,5.09246173796922e-05,1.1848766804789918e-05,0.00021435609462605037,4.555096625541029e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.128502094131058,-0.4923534330724415
200.0,7.1707428425,0.97,0.004185,0.002565,0.011144,0.012106,0.027742742919959484,0.00045297055146337005,0.9759009506347835,0.0031095981250706443,0.0023361830237073468,0.0064415643270373186,0.012211703889401102,0.35059986273069443,0.11706580686940707,0.026583039684959085,0.5047406222398304,0.0010106684751089,0.027074169188804873,8.62687813682229e-05,6.481212504068653e-05,0.00017870666312737814,0.00033878616161832413,0.00015881141316410449,5.3027363095139695e-05,1.2041334145668568e-05,0.00022863263800194052,4.5780305651672176e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.07604872383127,-0.5153205693705836
200.0,7.4381972458,0.97,0.004185,0.002565,0.011144,0.012106,0.027740389353693086,0.0004702397652555454,0.9753657088620117,0.003224853780241209,0.002365788394868355,0.006843004482421579,0.012200644480457228,0.3391453226207039,0.1170708738481384,0.025986616065546312,0.5168186851961145,0.0009785022694968617,0.02705702452607306,8.945869947262013e-05,6.562789120209678e-05,0.00018982760869144165,0.00033845062825387,0.00015947961689667602,5.505138023661017e-05,1.2219940238448483e-05,0.0002430286972063005,4.601306775102227e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.02371372163699,-0.5379281379115461
200.0,7.7056516492,0.97,0.004185,0.002565,0.011144,0.012106,0.027738041690894628,0.00048754056293534017,0.9748344831477712,0.003335459583732003,0.002392870729358793,0.00724710334239493,0.012190083196742986,0.32849044970328306,0.1169143805233782,0.02540561555842796,0.5282409359000595,0.0009486183148512661,0.027039999535274594,9.251911699185234e-05,6.637354805187563e-05,0.00020102045464957235,0.000338129035926731,0.00016015241876722166,5.700050289560438e-05,1.2386268111074804e-05,0.00025753888325420597,4.6248990723336005e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.9714878698406,-0.5601858877714925
200.0,7.9731060525,0.97,0.004185,0.002565,0.011144,0.012106,0.027735698453904233,0.0005048730330305426,0.9743069749704244,0.0034416438983504143,0.0024177215003790458,0.00765370950170306,0.01217995012914311,0.3185549129077703,0.11662022047492668,0.024841390197580433,0.5390626931091443,0.0009207833105782999,0.02702308445931531,9.545639735036652e-05,6.705719448003412e-05,0.0002122809787930177,0.0003378194239655052,0.00016082978506652633,5.887840442386681e-05,1.2541748013747623e-05,0.0002721582168636263,4.6487866277557035e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.919363238933165,-0.5821020454780736
200.0,8.2405604559,0.97,0.004185,0.002565,0.011144,0.012106,0.027733358430535406,0.0005222372658397997,0.9737829154013273,0.0035436245734238817,0.0024405898695874367,0.00806268211720505,0.01217018803845638,0.3092687902764802,0.11620885370285934,0.024294710355275934,0.5493328507280678,0.0008947949373166865,0.027006270626356747,9.827661043801764e-05,6.768575363520204e-05,0.0002236052530679157,0.0003375201870375254,0.00016151168744357142,6.068859402415854e-05,1.2687603110309172e-05,0.00028688208600020893,4.6729526155156125e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.867332991106,-0.603684337208584
200.0,8.5080148592,0.97,0.004185,0.002565,0.011144,0.012106,0.02773102061991005,0.0005396333532686784,0.9732620608957983,0.0036416090635507012,0.002461690021062633,0.008473890438664311,0.012160749580924111,0.3005709359555153,0.11569784344999813,0.023765923194161886,0.5590948205513684,0.0008704768489563339,0.026989550279277533,0.00010098553603097581,6.826517673391468e-05,0.0002349896304854586,0.000337229997382169,0.0001621981020647799,6.243441522687708e-05,1.282488482679144e-05,0.00030170621280928495,4.697383409450593e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.815391174640038,-0.6249395850913473
200.0,8.7754692625,0.97,0.004185,0.002565,0.011144,0.012106,0.027728684194305474,0.0005570613887410336,0.9727441904444177,0.0037357945219577172,0.002481207004980222,0.008887212784245183,0.01215159524439911,0.2924076459727068,0.11510230092122148,0.02325507013049887,0.5683873083763078,0.0008476745992650639,0.0269729164586786,0.00010358866651418192,6.880060546179511e-05,0.000246430716661929,0.00033694774698896714,0.00016288900934405254,6.411904759846399e-05,1.295450166216583e-05,0.0003166266233468841,4.722067894670956e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.763532583915172,-0.6458739885595364
200.0,9.0429236659,0.97,0.004185,0.002565,0.011144,0.012106,0.02772634846785258,0.0005745214671112561,0.9722291029631173,0.0038263680335403998,0.0024993014639305817,0.009302535759221249,0.012142691780190593,0.28473155999707883,0.1144352541413705,0.022761973431773958,0.5772449601077285,0.0008262523220482985,0.026956362899343115,0.00010609121346419296,6.92965033151534e-05,0.0002579253480948279,0.00033667250363529356,0.00016358439358239837,6.574551009854962e-05,1.3077242370370207e-05,0.0003316396213636707,4.746996962672705e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.71175264240291,-0.6664931976973918
200.0,9.3103780692,0.97,0.004185,0.002565,0.011144,0.012106,0.02772401287141518,0.0005920136845692709,0.9717166150389618,0.003913506921790354,0.0025161134763779743,0.009719753564308825,0.01213401099856112,0.277500751946925,0.11370795549356817,0.02228630039630665,0.5856989021607982,0.0008060900024021373,0.026939883942708166,0.00010849811627208817,6.975676240504415e-05,0.0002694705729238814,0.0003364034771060018,0.00016428424263084234,6.731666569658597e-05,1.3193794813035102e-05,0.00034674176511639105,4.772163124165417e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.660047307782463,-0.6868023697547869
200.0,9.5778324726,0.97,0.004185,0.002565,0.011144,0.012106,0.027721676931001357,0.0006095381385503006,0.9712065587818581,0.003997379137023873,0.002531765708265548,0.010138767543047947,0.012125528829804524,0.27067797253923714,0.11293013887201044,0.021827610845339757,0.5937771965214951,0.000787081221917484,0.02692347445582025,0.0001108140530073008,7.018479102952535e-05,0.0002810636383068976,0.0003361399928373839,0.000164988547528136,6.88352266342722e-05,1.330476128366875e-05,0.00036192984708132813,4.797560228954793e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.60841298793842,-0.7068063425209488
200.0,9.8452868759,0.97,0.004185,0.002565,0.011144,0.012106,0.027719340256952045,0.0006270949277163263,0.9706987809894198,0.004078143508472156,0.002546365978490831,0.010559484919955392,0.01211722460366188,0.2642300155224459,0.11211023767648196,0.021385393328389797,0.6015052222086062,0.0007691312640760572,0.0269071297972543,0.00011304344752801989,7.058358497651398e-05,0.00029270195543439753,0.0003358814717588145,0.000165697302484532,7.030376139199361e-05,1.3410671683451807e-05,0.00037720087384189875,4.823183144501418e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.556846504511178,-0.7265097318831621
200.0,10.1127412793,0.97,0.004185,0.002565,0.011144,0.012106,0.02771700252161981,0.0006446841518009151,0.9701931403277719,0.004155950367052812,0.0025600094447588992,0.010981819415167356,0.012109080445249018,0.25812718327466944,0.11125556506279172,0.020959090232161925,0.6089060058681599,0.0007521555622168433,0.026890845716923097,0.00011519048680332957,7.095578823575294e-05,0.00030438311642216697,0.00033562741323546415,0.00016641050420618963,7.172469959563741e-05,1.3511993308840155e-05,0.0003925520519195977,4.84902770650106e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,18.50534499642725,-0.7459166484679969
203.4379310345,2.8077049716,0.97,0.004185,0.002565,0.011144,0.012106,0.027597329516770096,0.00017348809469917373,0.9587338130488834,4.575854365544356e-05,9.087495436360771e-05,5.905819865161953e-05,0.04107049525444597,0.9709722288583202,0.004542200711551704,0.0027785075317760463,0.012100588094874664,0.00960647480347742,0.02645849295757949,1.2628136074667856e-06,2.5079060603939263e-06,1.6298485688556115e-06,0.0011334359909538879,0.00016845212199044005,7.880177471883364e-07,4.820379777951302e-07,2.0993079733193102e-06,1.6666090104309171e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,75.52930996715713,63.65845399182276,86.01914075734022,3.87,19.588248623829873,-0.05933165755669023
203.4379310345,3.0756072121,0.97,0.004185,0.002565,0.011144,0.012106,0.027551691225325664,0.00019020787893247738,0.9846251810259736,0.00021741023910917882,0.0003988192178250575,0.0002877350767661835,0.014470854440325896,0.9144599521875035,0.01925217247662766,0.010791208208899599,0.0523713510892418,0.003125316037727439,0.027128088960308012,5.9900197771603165e-06,1.098814394424188e-05,7.927587989757263e-06,0.0003986965133064919,0.00017393748787427972,3.661914891621567e-06,2.052572824533531e-06,9.961443607512772e-06,5.944597345297907e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,75.52930996715713,63.65845399182276,86.01914075734022,3.87,19.219801594389615,-0.050364811307819224
203.4379310345,3.3435094525,0.97,0.004185,0.002565,0.011144,0.012106,0.027545737191393135,0.00020679334577166538,0.9850116966506987,0.000434032705691508,0.0007189208043980184,0.0005908305950501773,0.013244519244161649,0.8452917217895553,0.035345813050077994,0.017901131769817728,0.09881347646075607,0.0026478569297929354,0.0271328733263884,1.1955750843447562e-05,1.9803203539372765e-05,1.6274864295886607e-05,0.0003648300463260256,0.00017480070330195389,7.309278939645421e-06,3.7018349317800615e-06,2.0433969404649448e-05,5.475591936365708e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,75.52930996715713,63.65845399182276,86.01914075734022,3.87,19.148344861176696,-0.0785832337555199
203.4379310345,3.611411693,0.97,0.004185,0.002565,0.011144,0.012106,0.027541511217660748,0.00022340149049213736,0.9845909934811964,0.0006479633527876173,0.0009791021258973836,0.0009074855799676433,0.01287445546015091,0.7856520214835492,0.048873221997529144,0.022601817068085006,0.14047588838850225,0.0023970510623343277,0.027117123891770113,1.7845889949433228e-05,2.6965952183638275e-05,2.499352428054422e-05,0.00035458195947701994,0.0001755158326075856,1.0918350639401125e-05,5.04927962084082e-06,3.138252284419853e-05,5.3550478011125e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,75.52930996715713,63.65845399182276,86.01914075734022,3.87,19.088146626841933,-0.1065950794475441
203.4379310345,3.8793139334,0.97,0.004185,0.002565,0.011144,0.012106,0.027537868197679397,0.00024003700136699326,0.9840225872195204,0.0008566749721383867,0.001192280492973887,0.0012344462450025568,0.012694011070364624,0.7340727840349742,0.060183400677229375,0.0256607302331992,0.1778702533134917,0.002212831741105477,0.027097884310390633,2.3591002470997563e-05,3.283286307017911e-05,3.399401799200066e-05,0.00034956600375558416,0.00017620462986487565,1.444624303063041e-05,6.159524738064482e-06,4.269544223775805e-05,5.311614956646614e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,75.52930996715713,63.65845399182276,86.01914075734022,3.87,19.031158278769794,-0.1336705722257001
