T,P,z_carbon dioxide,z_argon,z_methane,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_argon,x_methane,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_methane,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_methane,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_methane,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_argon,parachor_methane,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.3565635822,0.97,0.004185,0.002565,0.011144,0.012106,0.027837889980186877,0.0001472908116930877,0.9569958256195137,3.859353650500678e-05,7.880262115142617e-05,4.8720026146621836e-05,0.04283805819668338,0.971012866440401,0.004507954447722412,0.0027586444264410498,0.012008186868274612,0.009712347817160905,0.026640744505094127,1.0743626231727046e-06,2.1936986977637494e-06,1.3562627277014867e-06,0.0011925211510441147,0.0001430212732624384,6.639802696804989e-07,4.063229767431146e-07,1.7686955907904444e-06,1.430539593435218e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,20.421428459683366,-0.062142203020606246
200.0,2.6240179856,0.97,0.004185,0.002565,0.011144,0.012106,0.02779213122287878,0.00016414197175356146,0.9849692683749619,0.0002177710110696322,0.00040821473558417057,0.000282351691001229,0.014122394187383088,0.901731051150844,0.022277971956544677,0.012401249789021017,0.0606797083760246,0.002910018727565763,0.027374395157179845,6.052320516186206e-06,1.1345157498468032e-05,7.847155247307878e-06,0.0003924914324369713,0.0001480119127273111,3.656750243617791e-06,2.035565592578348e-06,9.960086978271776e-06,4.776562117824344e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,20.024279882331616,-0.05462230858492845
200.0,2.8914723889,0.97,0.004185,0.002565,0.011144,0.012106,0.027786630158884797,0.00018089115384380933,0.9851422002992135,0.00043888165968473394,0.0007389123403791803,0.0005859540793711326,0.013094051621351311,0.8222380362689926,0.04074070467935705,0.020384490774041877,0.11417246135744814,0.002464306920160264,0.027373781973624254,1.2195042361177242e-05,2.0531883921952282e-05,1.6281689293575487e-05,0.00036383956968383474,0.000148735587114966,7.369633077858779e-06,3.687374056634921e-06,2.0652788272136528e-05,4.4577132221307424e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.952777828626576,-0.087794889828686
200.0,3.1589267923,0.97,0.004185,0.002565,0.011144,0.012106,0.027782585543770544,0.00019766701378616896,0.9846542373053065,0.0006565319310302947,0.0010043747531156848,0.0009028301113619119,0.012782025899185727,0.7555977430378753,0.055809079905677364,0.02539809381668804,0.16097983876190344,0.002215244477855909,0.02735624057897082,1.8240154536066023e-05,2.7904127496439932e-05,2.5082954800404205e-05,0.0003551177279668181,0.00014935674948986585,1.1031614167108932e-05,5.020365360605688e-06,3.182040400784442e-05,4.378807607440786e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.891085364872353,-0.12023528169115494
200.0,3.4263811956,0.97,0.004185,0.002565,0.011144,0.012106,0.027779074126869547,0.00021447241267932675,0.9840526289012451,0.000868447656718177,0.0012199221988394582,0.0012300897587182904,0.01262891148447899,0.6992104446790628,0.06809387716079411,0.02848420858424259,0.2021818025773171,0.0020296669985834436,0.027336070922988537,2.4124671831280395e-05,3.3888309190574997e-05,3.417075459013847e-05,0.000350819468269016,0.0001499613510409035,1.4604258123365218e-05,6.109076938323698e-06,4.336241899861252e-05,4.3530757812179884e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.832347053562106,-0.15145877848864586
200.0,3.693835599,0.97,0.004185,0.002565,0.011144,0.012106,0.027775874689127407,0.00023130795023200605,0.9834264026710676,0.0010736540415445725,0.0013974170249997937,0.0015662066435628982,0.012536319618825098,0.6509250936762692,0.07812531331818698,0.030312300412505024,0.23875772445492205,0.001879568138116711,0.027315528526570924,2.9821680117417237e-05,3.8814480174847486e-05,4.350275946888189e-05,0.0003482072427953354,0.00015056414917283435,1.8071006084863072e-05,7.011476075233328e-06,5.522655984572612e-05,4.3475905334916447e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.775166405509,-0.18159070212850636
200.0,3.9612900023,0.97,0.004185,0.002565,0.011144,0.012106,0.027772886406847802,0.00024817387602818735,0.9827995438090942,0.0012716615033417644,0.001545519253701441,0.0019100932843925974,0.012473182149470064,0.609127396719759,0.08632418114633246,0.031308420577962126,0.2714864000580829,0.0017536014978635271,0.02729518009091181,3.531771048027213e-05,4.292353067264631e-05,5.3048803813918446e-05,0.0003464162709691538,0.00015116950703890198,2.14234066300447e-05,7.769932087153523e-06,6.737583219135353e-05,4.351980807336266e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.71900185928483,-0.21078541444759935
200.0,4.2287444057,0.97,0.004185,0.002565,0.011144,0.012106,0.027770050223372242,0.0002650703355567043,0.9821796509247332,0.0014622618294491039,0.0016705811377583733,0.0022609124492427492,0.012426593658816381,0.5725990573226996,0.0930232370173782,0.03174834040931978,0.30098378181075797,0.0016455834398444776,0.027275178234554057,4.060708444352179e-05,4.6392122097768364e-05,6.27856522661187e-05,0.00034508713001076994,0.00015177902426398053,2.4657700650767274e-05,8.415543245666868e-06,7.978187204170348e-05,4.361953545861314e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.663571615584253,-0.23916593639574302
200.0,4.496198809,0.97,0.004185,0.002565,0.011144,0.012106,0.02776732733271281,0.000281997433162293,0.9815690269335867,0.0016454256007009096,0.001777322525821476,0.0026179923606187146,0.012390232579272187,0.5404068299913605,0.09848712436452926,0.03181386120667394,0.32774060491292,0.0015515795245162228,0.0272555484705173,4.5689071256287765e-05,4.935149635028884e-05,7.269465083184136e-05,0.00034404364375709335,0.0001523933389209353,2.777311627033278e-05,8.9714271992635e-06,9.242200932850064e-05,4.375414432607459e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.608704119983823,-0.2668327324999922
200.0,4.7636532124,0.97,0.004185,0.002565,0.011144,0.012106,0.027764690619307787,0.00029895525439106686,0.9809680423199562,0.0018212401552353567,0.0018693016381260725,0.0029807782930471767,0.012360637593635286,0.5118247371720146,0.1029278983718229,0.031626866329657013,0.3521516422025687,0.0014688559239367232,0.02723627420244161,5.0566169453569764e-05,5.190058165673564e-05,8.276038711120323e-05,0.0003431892786446688,0.00015301269450490056,3.077083604168619e-05,9.45501786917488e-06,0.00010527758377890089,4.3912219640432864e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,75.52930996715713,63.65845399182276,86.02971371321541,3.87,19.55428485584792,-0.2938626538348288
