Complexity,Loss,Equation
1,343.719850822595,"23.451383328961963"
3,129.15367059380497,"temperature + -224.58404563935255"
4,73.7239485641148,"abs(temperature - 227.47908094937893)"
5,30.980484827184974,"(temperature * 0.6409105811462436) - 135.51714759412963"
6,22.311629369462132,"abs((temperature * 0.7068035087827799) + -153.15324643931848)"
7,16.552330012992616,"(-0.48077538208103543 - (temperature * -0.0022904723101199167)) * temperature"
8,11.441174020941574,"abs(temperature * ((temperature * 0.0025359595749830277) - 0.547106213802773))"
9,1.9258672226255222,"(((temperature * 0.007784663740789447) - 3.2194187045829588) * temperature) + 337.1296171785954"
11,0.5287826144292023,"(temperature + -192.9587827196545) * inv_((safelog(temperature) * -8.891052467829754) - -52.056213829370336)"
13,0.47296279516139617,"(temperature + -185.72555915868696) * (inv_((safelog(temperature) * -6.48581844130571) - -38.23838651049131) - 0.11617538902594554)"
15,0.4724447401393326,"z_hydrogen + ((temperature + -185.918086951969) * (inv_((safelog(temperature) * -6.475683590804218) - -38.178981592400056) - 0.11626513272459825))"
17,0.47155078082509744,"(inv_((safelog(temperature) * -6.416645007261083) - -37.840491449581506) - 0.11951754070031227) * ((-185.81142943382767 + temperature) + (z_hydrogen / 0.11825787325339891))"
18,0.47151803690606875,"abs((inv_((safelog(temperature) * -6.426652036734285) - -37.89813097004632) - 0.1192917941085899) * ((temperature + -185.7769821118578) + (z_hydrogen / 0.11844386160938636)))"
19,0.3805160820164944,"abs((safelog(temperature) * -11.144739611685623) - -60.53513042855516) + (inv_((safelog(temperature) * -9.004855843336365) - -52.74138926389977) * (temperature + -195.13509086782182))"
21,0.37990763692238355,"(((temperature + -195.01197553476442) * inv_((safelog(temperature) * -9.01118379170532) - -52.77857275844985)) + abs(-60.582787920503286 - (safelog(temperature) * -11.152793646876018))) - z_argon"
22,0.16644833831141723,"((inv_((safelog(temperature) * -4.303617571056191) - -25.699965490024233) - 0.25050731211767197) * (temperature + -178.19777425872329)) + square(temperature / ((Tc - temperature) * -27.75287920104131))"
24,0.15083969072806583,"((temperature + -178.789654316883) * (inv_((safelog(temperature) * -3.746644050514933) - -22.454502123390245) - 0.3111138460871742)) + (square(temperature / ((Tc - temperature) * -27.795738152244827)) - -0.9146227795404508)"
26,0.14176410742788914,"abs(((-9.663991407525378 - inv_((Tc - temperature) / -5.5272928039295195)) * safelog(temperature)) - -52.25492279265721) + ((temperature + -196.2102588713174) * inv_((safelog(temperature) * -8.475608892256282) - -49.67557169875353))"
27,0.14022535150178594,"abs(-52.466424202489584 - (safelog(temperature) * (-9.693104616107977 - inv_((Tc - temperature) / -5.359282083652497)))) + abs((temperature + -196.37138280113433) * inv_((safelog(temperature) * -8.452139897271334) - -49.5388423214697))"
28,0.08077403708940578,"(inv_((safelog(temperature) * -8.269907197273875) - -48.521591592813586) * (temperature + -196.78167478871882)) + abs(((safelog(temperature) * -9.58537632573998) - inv_(((Tc - temperature) / -8.567173262506378) + 0.57036762561303)) - -52.17552674491382)"
