temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,E_nitrogen,E_methane,E_oxygen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4412760676692042,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.029170463229408583,12.897537153252959,2.4171050174942614,1222.0387302401032,6.62946897995778,0.9996718960174593,8.03273885891324e-06,1.0497164138333338e-05,1.7075049129189117e-06,0.0003023043288159479,4.119084630642877e-07,1.8582165607631902e-06,3.292120790949183e-06,0.9804845260835167,0.0077663357599936445,0.0011385417535602457,0.0004665994260178501,0.009681191515480126,3.9279332501780796e-05,0.00042279786937919373,7.282595504754103e-07,19.89024033960141,0.6050593883836236,1.0000000004590213,2.0327777183515288,4.621556384924967,6.155897213565403,3.739826763997457,3.9975487033227997,6.7885898527834465,1.0000000000020377,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.797389368153729,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.03342561080360532,12.897537153252959,2.4171050174942614,1220.1257695177171,6.893473830248865,0.9977919976639102,8.104516872815464e-05,9.224974821558137e-05,1.643752900562297e-05,0.0019949590633379726,3.5508262798635443e-06,1.7665073519143943e-05,2.0949270035606455e-06,0.8593662305602697,0.06826246962145621,0.008741644426088341,0.0039179907909342865,0.05590893650265608,0.0002958473430360627,0.0035064725756410674,4.081799182349555e-07,19.757054081929564,0.6091236530273662,1.0000000003682123,2.019753783236491,4.576372356577461,6.092282704944325,3.700016813482187,3.960212402960212,6.71776925951003,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.153502668638254,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.037680758377802055,12.897537153252959,2.4171050174942614,1218.9536794999224,7.111483618590348,0.9965856469199179,0.00017592307361528867,0.0001716617043698864,3.368809849814455e-05,0.002988860635063295,6.487202681296771e-06,3.5684135099590775e-05,2.048230754475958e-06,0.7656744661198818,0.13142333005364457,0.014458416399799221,0.007129458533474888,0.07454371270718116,0.0004804275251596235,0.0062898319034067176,3.567574520588742e-07,19.665548890860492,0.6120315710636896,1.0000000003475078,2.0106005888867693,4.54709429979622,6.048028920003375,3.6742135601424692,3.9359247614132644,6.66826007812321,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.5096159691227795,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.0419359059519988,12.897537153252959,2.4171050174942614,1218.2186702940764,7.293337504123489,0.9957870253693151,0.0002854098004853018,0.00023920157816823066,5.135561361096948e-05,0.003572462225361095,8.901621343020885e-06,5.3611293477377415e-05,2.0324982388075e-06,0.6909447597283904,0.19170472380371442,0.018144899327886207,0.009781194087762953,0.08032507405123093,0.0005937314497676567,0.008505297332990797,3.202182564864683e-07,19.59930995057175,0.6142509666774473,1.0000000003523617,2.0038725569295055,4.527214016129092,6.015613084031283,3.6567634558675466,3.919431557875163,6.631704856173052,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.8657292696073045,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.046191053526195534,12.897537153252959,2.4171050174942614,1217.720717863047,7.449359615367326,0.9952158094410519,0.00040404341905033825,0.00029376927555243665,6.824654286148712e-05,0.003935035074330378,1.0799037224196422e-05,7.027246707629201e-05,2.0247428531391105e-06,0.6298916981599177,0.24662152007234434,0.02027947943778802,0.011822477442860963,0.08058799112177152,0.0006554975649669599,0.010141044866624612,2.9133372587804395e-07,19.54737462990502,0.6160629261123681,1.0000000003596237,1.9985882829559278,4.512575842286696,5.989791989788985,3.6439722290020904,3.9072845657268735,6.602540694315125,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.221842570091829,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.050446201100392274,12.897537153252959,2.4171050174942614,1217.3552298663615,7.58701913910365,0.9947753116350813,0.000528581867956666,0.0003374212981028004,8.389028808085722e-05,0.004175187669949312,1.2283816433041652e-05,8.530329802562689e-05,2.020126370498375e-06,0.579050180573383,0.2957248229186298,0.021377404831575207,0.013331665852994586,0.07853738405913537,0.0006843150729235754,0.011293959088331461,2.6760302708717754e-07,19.503844317105454,0.6176266518197835,1.0000000003658092,1.9942434787121555,4.500969517689748,5.967883098906933,3.6338786158743805,3.8976513932242094,6.577753281553837,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.577955870576354,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.05470134867458901,12.897537153252959,2.4171050174942614,1217.0684654914414,7.7113200553481285,0.9944145984757833,0.0006571329688959394,0.0003725688856378177,9.817647277289893e-05,0.004343341678616841,1.3458540803178919e-05,9.870594012983308e-05,2.0170373601464002e-06,0.5360455731101188,0.33938662980288015,0.021816108609713655,0.01441490306075116,0.07556843145196097,0.0006929690469709265,0.012075137252496876,2.476651075494862e-07,19.465578028881968,0.6190726374765873,1.0000000003708847,1.9904329807943995,4.4912307303231405,5.948440599791819,3.6254498441069085,3.889567346919098,6.555721506220671,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.934069171060879,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.05895649624878575,12.897537153252959,2.4171050174942614,1216.8314547041734,7.825630289560371,0.9941055449880696,0.0007885416413809355,0.00040121284693890293,0.00011114973653996204,0.004466515584647438,1.4402473097077307e-05,0.00011061793207841814,2.0147972476652207e-06,0.499191213196705,0.3782207686388496,0.021843540069973442,0.015168890640755195,0.07230669296786975,0.0006895023177893509,0.012579161524419971,2.306436379019254e-07,19.430815065379612,0.6204044428953459,1.0000000003751695,1.9869806221698896,4.482713652395606,5.930644589882031,3.6181128497808226,3.882497540125719,6.535527912492201,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.290182471545404,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.06321164382298249,12.897537153252959,2.4171050174942614,1216.627611212562,7.932275334676077,0.993831681386151,0.000922063820589223,0.00042487052066798853,0.00012291413161926874,0.004560070687509136,1.5173144301929367e-05,0.0001212132348501693,2.0130743114401106e-06,0.4672540220941746,0.4128594525552108,0.021617580377920855,0.015672100471054575,0.06903846506620166,0.0006788633866269419,0.01287930012088571,2.1592792500293605e-07,19.3985060724683,0.6216544207135044,1.000000000378964,1.9837782331386933,4.475037347224918,5.9140017849789155,3.6115293603609904,3.8761265507607536,6.516621551540872,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.646295772029929,0.99000198000396,0.003918007836015672,0.000579001158002316,0.00023600047200094402,0.005029010058020116,2.000004000008e-05,0.000214000428000856,2.0000040000080002e-06,308.52,83.69,0.6482561908466227,0.06746679139717922,12.897537153252959,2.4171050174942614,1216.4468853883295,8.032907740172991,0.9935828190167961,0.0010571964499480626,0.0004446652296614503,0.00013359051053752727,0.004633242230234761,1.5811835211614874e-05,0.00013066303916289823,2.011688447502239e-06,0.4393107784590281,0.44387737320809695,0.021238297351854882,0.01598545598404613,0.06589347780836513,0.0006640970013570015,0.013030317114754901,2.0307249682523387e-07,19.367989453288196,0.62286742105194,1.0000000003824694,1.9807560419813803,4.467964079631412,5.8981991162777305,3.6054880512343743,3.870257548100521,6.4986533388743295,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
