temperature,pressure,z_carbon dioxide,z_nitrogen,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_nitrogen,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_nitrogen,E_oxygen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.3222639685348416,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.026732634609587216,19.581279044094085,2.2992712559750905,1206.1525505190423,6.284627879600093,0.9240462725492805,1.5912884271358576e-05,3.2623549344642606e-05,8.930556111459724e-05,0.07581588545598872,0.9511284380971375,0.00495478916183044,0.0034681487259043066,0.02311334743299648,0.017335276582131208,20.715950774845417,0.6026250211704103,1.0000000003252485,6.259130069408706,4.290132201793212,6.908589498396593,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9106502542285764,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.03350581621075833,19.581279044094085,2.2992712559750905,1216.989950408749,7.472910976140424,0.9762539350736518,0.0001251886672167981,0.00024243225370187776,0.0006984725441760744,0.02267997146125347,0.8096764460331788,0.029462614826425124,0.01980088676861463,0.13683074679577656,0.0042293055760049105,19.992590558048317,0.6094566685468685,1.0000000004358933,6.115081215925901,4.050077527880032,6.744284887585816,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.4990365399223107,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.04027899781192944,19.581279044094085,2.2992712559750905,1216.617678071484,8.5433958755988,0.976451613430205,0.0002583815159990542,0.00047608554399024674,0.0014333119225512136,0.02138060758725436,0.6800854574965827,0.05057165792083687,0.03239556857057966,0.23358968642940164,0.0033576295825990185,19.808199861680265,0.6154882665686998,1.0000000007760024,6.030729038067977,4.004704939366856,6.648973449613973,1.000000000143505,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.087422825616045,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.047052179413100546,19.581279044094085,2.2992712559750905,1216.0560253165158,9.61541709901595,0.9757649609220375,0.00039437322585041964,0.0006925014276933454,0.002174963138514741,0.02097320128590396,0.587093984733247,0.06608502357723134,0.040404410675685724,0.3035638060621396,0.002852774951696258,19.63476522570621,0.6214573016249609,1.0000000008613306,5.9490280458223985,3.963286041650492,6.556750952118521,1.0000000001833593,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.67580911130978,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.05382536101427167,19.581279044094085,2.2992712559750905,1215.4525676258886,10.690614380130313,0.9748874386564452,0.0005328183748799561,0.0008929076573111303,0.0029212019085061284,0.020765633402857656,0.5173289801950945,0.07804780863216,0.045607208655424676,0.35651843495937935,0.002497567557941447,19.465142702066387,0.6273989549356649,1.0000000009766814,5.868932106855857,3.9233783498386456,6.467191278218599,1.0000000002575304,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.264195397003515,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.06059854261544279,19.581279044094085,2.2992712559750905,1214.8335133008402,11.769312919794135,0.9739418272768057,0.0006736113591963689,0.0010787917071798895,0.0036711729185787798,0.02063459673823919,0.46309836833895995,0.08762961541495239,0.04900582754001832,0.39803669932809854,0.002229489377970772,19.298032568140304,0.6333017877961836,1.000000001105027,5.790465538198389,3.8843198051967653,6.3793980504023615,1.000000000333349,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.852581682697249,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.06737172421661389,19.581279044094085,2.2992712559750905,1214.2071395589173,12.851655292047719,0.972966575032289,0.0008166871719544894,0.0012515251048110204,0.004424268112915096,0.020540944578030438,0.41975283504331234,0.09553736203754742,0.051196926189999464,0.4314940977442996,0.0020187789848411758,19.13300408923632,0.6391507696597579,1.0000000012289025,5.71387395408985,3.84599102709064,6.2930661458719435,1.000000000404869,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.440967968390984,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.074144905817785,19.581279044094085,2.2992712559750905,1213.5768695856937,13.937738276327318,0.971977324709522,0.0009619962090661756,0.0014123370957400483,0.00517998225642499,0.020468359729246648,0.38432611881023365,0.10222260794872993,0.05255498876162771,0.4590478723570788,0.00184841212233012,18.96986233656572,0.6449473457370104,1.0000000013153343,5.63847745726757,3.808349914858087,6.208164785904317,1.000000000436859,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.029354254084719,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.08091808741895613,19.581279044094085,2.2992712559750905,1212.944366036433,15.027642526330064,0.9709814735200177,0.0011094980885459778,0.0015623235062958588,0.0059378758094108895,0.020408829075729627,0.35483864534183157,0.10798726331050494,0.053325155080441874,0.48214125644165307,0.0017076798255685785,18.808499061368956,0.6506999058285651,1.0000000013396333,5.5642735998790105,3.7713794765439514,6.124933272382696,1.0000000004320608,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.617740539778453,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.08769126902012722,19.581279044094085,2.2992712559750905,1212.310528780593,16.12144106146246,0.9699828654207258,0.0012591591394294744,0.0017024605615664783,0.006697558955640353,0.020357955922637967,0.3299193758150469,0.11304091177378876,0.05367339831854415,0.5017768873424691,0.0015894267501511358,18.648843297223458,0.6564250560283263,1.0000000013519572,5.491274089799047,3.735071558277171,6.043630413820423,1.0000000004212097,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.206126825472188,0.95,0.004749,0.003325,0.022154,0.019772,308.11,86.87,0.6491188212002207,0.09446445062129835,19.581279044094085,2.2992712559750905,1211.6758840632247,17.21920216252767,0.9689836211771322,0.0014109512012340797,0.0018336187566734673,0.007458683246565779,0.020313125618394396,0.3085888888730083,0.1175336773297235,0.053715201714957056,0.5186735712258319,0.0014886608564793028,18.49084300169582,0.6620995217396703,1.0000000013337844,5.42019179098055,3.699464843215007,5.963689774255597,1.0000000003997727,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
