T,P,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_nitrogen,rhoL4_methane,rhoL5_oxygen,rhoL6_carbon monoxide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_nitrogen,rhoV4_methane,rhoV5_oxygen,rhoV6_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,3.5635455539,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027763805928020937,0.00022311814955798946,0.9956120197382972,0.0012436145628689952,0.0005196266675710865,0.0011791641958402122,0.0013609186329442966,8.465620247816445e-05,0.6816759665784827,0.09267103951887323,0.09720472894307385,0.026063252843836933,0.08919117770163157,0.01319383441410176,0.02764197889561903,3.452747337275538e-05,1.4426813953467898e-05,3.273808589057853e-05,3.7784280808893014e-05,2.350378376207003e-06,0.00015209428026114494,2.067659085506631e-05,2.1688139250064577e-05,5.815184745978903e-06,1.9900170525685846e-05,2.9437839200489045e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.631058403439756,-0.11595096449757492,-0.20247131086027892
200.0,3.675757022,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027763082403455677,0.00023017632034910075,0.9952638941789911,0.0013544537674138567,0.0005843976700516495,0.0012277961366028629,0.0014747769067654049,9.46813401751681e-05,0.6617979122243021,0.09787061143076653,0.10597306348944438,0.026327181851703168,0.09372603561722166,0.014305195386562214,0.02763159350727552,3.760381155638189e-05,1.6224680670031446e-05,3.4087405315149804e-05,4.09443527892414e-05,2.6286458493528107e-06,0.000152330208250507,2.2527497209450478e-05,2.4392489810121942e-05,6.05989384378666e-06,2.157351399928084e-05,3.2927172359538224e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.609032669201287,-0.12850472545214586,-0.22181711657989567
200.0,3.7879684901,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027762381823894584,0.0002372393472232904,0.9949242391250425,0.0014627036531954165,0.0006518614448893906,0.001271313989086672,0.0015848756558375142,0.00010500613194832828,0.6430957533656296,0.10258321343200714,0.11469323852807804,0.02647012786006993,0.0977631638388805,0.015394502975334614,0.027621466612437227,4.060813731521664e-05,1.8097226329294878e-05,3.5294704383082736e-05,4.3999923100756414e-05,2.9152203289997455e-06,0.00015256761673053214,2.4336774590676853e-05,2.7209749039326376e-05,6.279755854440024e-06,2.31932691716196e-05,3.652181836695386e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.587556698948955,-0.14124103882200245,-0.24117000830410618
200.0,3.9001799583,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027761699601818953,0.00024430722259139137,0.9945925828778882,0.001568216765849251,0.0007220256691060365,0.0013103952637608474,0.0016911597813660123,0.00011561964202962058,0.6254685467251896,0.1068406716632055,0.12337061341631263,0.026516047306436023,0.10134201810121875,0.016462102787637458,0.027611580512053154,4.353636276404296e-05,2.0044659730524117e-05,3.637879967217496e-05,4.694946982896105e-05,3.2097977700961674e-06,0.00015280648346870497,2.6101947753836508e-05,3.0140331913135583e-05,6.478061871537329e-06,2.475858697411526e-05,4.021810610061708e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.566594846867687,-0.15415150079222073,-0.2605314817189104
200.0,4.0123914264,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027761031937174066,0.0002513799354042222,0.9942685167593521,0.0016708724327978528,0.0007948913362351388,0.0013456077264768853,0.0017936019626470982,0.00012650978249105564,0.6088265797285574,0.11067304203334621,0.13200885854174013,0.026484095686272732,0.10449927876052459,0.017508145249559088,0.027601920047883064,4.638514296984492e-05,2.206700377180666e-05,3.7355459069633e-05,4.979224136762418e-05,3.51204211209914e-06,0.0001530467862845383,2.782098215733134e-05,3.3184378333007744e-05,6.6575702628544796e-06,2.6269021944608483e-05,4.4011964218819035e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.546116450097315,-0.16722856409590392,-0.27990259225343195
200.0,4.1246028945,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.02776037567421998,0.00025845747235572585,0.993951679846992,0.0017705749559322349,0.000870452205983157,0.0013774303172740933,0.0018921993512277797,0.0001376633225907116,0.5930898475393968,0.11410873227053211,0.14061009564425694,0.02638967286628668,0.10726903846589496,0.018532613213632688,0.02759247203457452,4.915182593604432e-05,2.416408024454595e-05,3.823798307258885e-05,5.252816484059848e-05,3.821585551679488e-06,0.0001532885028748753,2.9492254516357976e-05,3.6341729907911506e-05,6.8206081453149385e-06,2.772448454392434e-05,4.78989236734183e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.526094698525416,-0.18046526973968113,-0.29928399550793117
200.0,4.2368143627,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027759728188280472,0.000265539818831064,0.9936417472441191,0.0018672520104935377,0.0009486944972703506,0.0014062695908254672,0.0019869707151770047,0.00014906594211456028,0.5781867720293153,0.11717461761828891,0.14917505378255902,0.02624522069957979,0.1096829849735905,0.01953535089666641,0.027583224820024833,5.183440827032084e-05,2.633550137794232e-05,3.9037661600759365e-05,5.515776697138691e-05,4.138030035230145e-06,0.0001535316106951821,3.111452673395964e-05,3.9611916755534954e-05,6.969151149747708e-06,2.9125199958737536e-05,5.187413537902063e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.506505762226798,-0.19385504545234156,-0.31867598253985463
200.0,4.3490258308,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027759087295349014,0.0002726269596493805,0.9933384211303168,0.0019608531362722515,0.0010295968037475805,0.0014324727147384606,0.002077953892967274,0.0001607023219575463,0.5640531189311851,0.1198961444573466,0.15770323499569136,0.026060836040810147,0.11177057251492542,0.020516093060041346,0.027574167945980624,5.443149338314033e-05,2.858066755424141e-05,3.976413513663052e-05,5.768210351058888e-05,4.4609497837848105e-06,0.00015377608689495943,3.268692133708933e-05,4.2994153483747124e-05,7.1048864957270696e-06,3.0471671363014732e-05,5.593240074842828e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.487328120268856,-0.20739156369093692,-0.3380785183793975
200.0,4.4612372989,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.02775845117925551,0.0002797188796351805,0.9930414240068531,0.00205134824662844,0.0011131302094060428,0.0014563378093563565,0.0021652034627133144,0.00017255626504270966,0.5506310781954588,0.12229741957724347,0.16619308465714558,0.025844745205041094,0.11355917882385097,0.021474493541260006,0.0275652918872726,5.694225015568694e-05,3.08987705739521e-05,4.042568198152234e-05,6.0102694612882514e-05,4.78989465886273e-06,0.00015402190828514518,3.420889718642013e-05,4.6487343443411464e-05,7.229263173210797e-06,3.1764646272898705e-05,6.006821274094169e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.468542047525073,-0.22106862726856136,-0.3574912638659882
200.0,4.573448767,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.0277578183324219,0.0002868155640607158,0.9927504936797499,0.002138726111101948,0.0011992585789144241,0.001478122223379345,0.0022487885664113374,0.0001846108404432702,0.5378684795727532,0.12440128502353079,0.17464216208860625,0.025603673694813152,0.11507424722584564,0.022410152394450888,0.027556587852984652,5.936637085477505e-05,3.3288801767105036e-05,4.1029448149679404e-05,6.242146449447338e-05,5.124394171220019e-06,0.0001542690513591388,3.5680224733901855e-05,5.009009022822655e-05,7.343532112804345e-06,3.3005085126943174e-05,6.427580499701031e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.45012922587342,-0.23488011126435282,-0.37691361882777485
200.0,4.6856602352,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.02775718750720105,0.0002939169989742001,0.9924653796130135,0.002222992792858357,0.0012879389962505952,0.0014980491984432382,0.002328790855690121,0.00019684854374427447,0.5257181206426025,0.12622937985206809,0.18304730764646013,0.025343136211185148,0.11633941459488441,0.023322641052799846,0.02754804763632389,6.170402777852597e-05,3.574956421676408e-05,4.15816324962012e-05,6.464068444644587e-05,5.463961939229295e-06,0.0001545174923256302,3.710096050849421e-05,5.3800715333754714e-05,7.448778539785919e-06,3.4194131600143683e-05,6.854920666391409e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.432072453164455,-0.2488199063755303,-0.3963447392559516
200.0,4.7978717033,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.02775655767554894,0.000301023171434402,0.9921858403603165,0.0023041700389592606,0.0013791223223253172,0.001516313269210952,0.002405302542477315,0.00020925146671059658,0.5141371889893651,0.12780219083314193,0.19140480286129755,0.025067665581506873,0.11737662668870304,0.02421152504598569,0.02753966350282412,6.395582858064457e-05,3.827968828125967e-05,4.2087636711053956e-05,6.67629187474161e-05,5.808100404445883e-06,0.00015476720718194718,3.847142080085704e-05,5.7617280785084285e-05,7.545948193802201e-06,3.533308441810526e-05,7.288230054606067e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.414355428975433,-0.26288190508918774,-0.41578357577668257
200.0,4.9100831714,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027755927995311017,0.00030813406967946305,0.991911641833021,0.002382293635947849,0.0014727538432074074,0.0015330846659765977,0.0024784245518632104,0.00022180146998380696,0.5030867633639564,0.12913909450653036,0.19971052089334926,0.024780994571112477,0.11820624270905432,0.02507638395599712,0.027531428108428065,6.612277062305617e-05,4.087764962688237e-05,4.255218759956189e-05,6.879097340332624e-05,6.156305630124684e-06,0.0001550181717972049,3.979215474501799e-05,6.153761556067314e-05,7.635868707901568e-06,3.6423370627459265e-05,7.726888241206185e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.39696260007189,-0.27705999212222565,-0.43522889975894685
200.0,5.0222946396,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.02775529778182764,0.0003152496832238858,0.9916425562094587,0.0024574117504694575,0.0015687739800539892,0.0015485129259987518,0.002548264780979015,0.00023448035304011295,0.4925313815308897,0.13025839297130345,0.2079600650270907,0.02448620112251278,0.11884713093629864,0.025916828411904826,0.02752333444072628,6.820619490684211e-05,4.35417889687814e-05,4.297943738010458e-05,7.072784782301636e-05,6.508072022616409e-06,0.00015527036200543582,4.106391712145585e-05,6.555934462300903e-05,7.719267147228511e-06,3.746652037973583e-05,8.1702719470208e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.379879051937447,-0.29134804392266034,-0.4546793257740269
200.0,5.1345061077,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.02775466648387252,0.00032237000290415174,0.991378361326124,0.0025295832790346293,0.001667119033073984,0.0015627298737942096,0.0026149364715519915,0.0002472700164211713,0.4824386646588647,0.1311773456045737,0.21614889351701078,0.024185825033919223,0.11931675713874064,0.026732514046891025,0.027515375777934635,7.020774025278678e-05,4.6270332751884466e-05,4.337304645154248e-05,7.257668964443992e-05,6.86289683723129e-06,0.0001555237537271533,4.228764128350534e-05,6.967991943080795e-05,7.796784486423846e-06,3.846414334532979e-05,8.617760630931537e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.36309043533458,-0.30573996562779016,-0.474133361989324
200.0,5.2467175758,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027754033663138,0.0003294950208962217,0.99111884041323,0.002598876234315422,0.001767721937283817,0.001575852095894606,0.0026785567067101664,0.0002601526125661353,0.47277898958036385,0.1319121986331631,0.22427242988570953,0.023881962187019615,0.11963126724553459,0.027523152468209407,0.027507545660999083,7.212929849351955e-05,4.906141415444258e-05,4.3736252117585465e-05,7.434075300665801e-05,7.220284366713816e-06,0.00015577832305107658,4.3464412645100634e-05,7.389664897163828e-05,7.868987629854806e-06,3.941790690090891e-05,9.068741697642555e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.346582918614843,-0.32022967647628775,-0.493589402225485
200.0,5.3589290439,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027753398976703897,0.0003366247306876221,0.9908637820764112,0.0026653661902969515,0.001870513005644042,0.0015879830077174856,0.0027392450380914943,0.0002731106818387607,0.4635252021928596,0.13247821402096568,0.2323261579701996,0.02357634104455974,0.11980556542132524,0.02828851935009022,0.027499837875532424,7.397297129832858e-05,5.191309373675268e-05,4.407192598140964e-05,7.602336043710971e-05,7.579749717870765e-06,0.00015603404635509694,4.4595443116784736e-05,7.820673035840838e-05,7.936379454724454e-06,4.03295161948319e-05,9.522615207775707e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.33034315896905,-0.3348111545621144,-0.5130457725113189
200.0,5.4711405121,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.02775276216199918,0.00034375912703515243,0.9906129804334287,0.0027291348095623254,0.0019754206440964444,0.0015992145902168624,0.0027971222506819856,0.00028612727201362577,0.4546523658897221,0.132889698834181,0.24030570189764464,0.023270385046315963,0.11985338846272682,0.029028459869409575,0.027492246440558095,7.574102927781615e-05,5.482337930551186e-05,4.438262216828757e-05,7.7627868561213e-05,7.940822128255801e-06,0.00015629090040271756,4.568204686320237e-05,8.260727830590389e-05,7.99940724929344e-06,4.120069619015198e-05,9.978798023883191e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.314358286567384,-0.3494784566122817,-0.5325007496095431
200.0,5.5833519802,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027752123023891406,0.0003508982058977502,0.9903662353418248,0.0027902684696079995,0.0020823720235943386,0.0016096288572981495,0.002852309267719395,0.0002991860399554202,0.4461375401794131,0.1331600358218094,0.24820689139013324,0.022965263738556087,0.11978737713167137,0.02974289173841686,0.02748476560191451,7.74358738382464e-05,5.779024458029978e-05,4.467061807054399e-05,7.915763769993427e-05,8.303047787873712e-06,0.00015654886243259152,4.672561766715307e-05,8.70953528802555e-05,8.05846984382799e-06,4.2033175724700676e-05,1.0436727349221493e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.298615897224785,-0.36422573935375624,-0.551952579332518
200.0,5.6955634483,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027751481423599973,0.0003580419643652102,0.9901233526664536,0.0028488570012899935,0.0021912936989467637,0.0016192991025811342,0.0029049261955725455,0.0003122713351560244,0.4379595853251486,0.13330171563812224,0.2560258132254354,0.022661934850253494,0.1196191448298858,0.03043180613115438,0.02747738982859561,7.906000214979197e-05,6.0811646379972785e-05,4.493794896453245e-05,8.061600535336044e-05,8.665992156705172e-06,0.0001568079102423891,4.7727608120325945e-05,9.16679850954353e-05,8.113923670101176e-06,4.282867359057889e-05,1.0895863646379762e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.283104050120567,-0.37904728473332483,-0.5713994979057766
203.3690344828,2.8943799669,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027536609744551452,0.0001791432708284448,0.999735034370055,6.107847043980589e-05,1.9586320843174662e-05,0.00011081065204664041,7.017504457972875e-05,3.315142035653993e-06,0.9803614478372011,0.0056670035175113345,0.004454328264532494,0.003122192395427329,0.005763471824267352,0.0006315561610603654,0.027529313489403937,1.6818940042950565e-06,5.393408733900746e-07,3.0513496809476187e-06,1.9323828163984916e-06,9.128777248356187e-08,0.000175625156359666,1.0152055459232824e-06,7.979629346519411e-07,5.593197578725488e-07,1.032487193926837e-06,1.1313903640420995e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.10182931629834,-0.004195489877627523,-0.009258159548981126
203.3690344828,3.0070636545,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027535001160847422,0.0001861056064525027,0.9992499042915923,0.00017910695263744403,5.8898969548550885e-05,0.00029746742619061453,0.0002046872749816236,9.935085049462904e-06,0.9450248010033371,0.016000649494457175,0.01289192142498649,0.00807391176145049,0.01618697038298959,0.0018217459327791905,0.02751434727464567,4.931710148787866e-06,1.6217831948920656e-06,8.190765925472866e-06,5.636064354229701e-06,2.735625783700789e-07,0.00017587441370338174,2.9778105777998835e-06,2.3992588551351238e-06,1.502600244808738e-06,3.0124859397549777e-06,3.390371316222515e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.071325446574416,-0.012589467730347081,-0.02690552551497305
203.3690344828,3.1197473421,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.02753357091985268,0.00019307154892571728,0.9987880805731784,0.00029843100717210654,0.00010073078667518194,0.00045659929840774044,0.0003392285114428105,1.6929823123943263e-05,0.9122293556757597,0.025706049991183044,0.02125038725251946,0.011954982288043143,0.02586703670652194,0.0029921880859727014,0.02750020245036514,8.216871300656259e-06,2.773478258733673e-06,1.2571809164664498e-05,9.340172277846679e-06,4.661384856436537e-07,0.00017612553467582798,4.963106888559632e-06,4.1028451821152495e-06,2.3081669477320053e-06,4.994188843046576e-06,5.777063884358268e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.042440583304305,-0.021435916748721695,-0.04454182292229447
203.3690344828,3.2324310297,0.99,0.002878,0.002248,0.001624,0.002931,0.000319,0.027532285285323355,0.00020004136936256986,0.9983461717305684,0.0004183612078943544,0.00014505860949839665,0.0005931122328532563,0.0004730092397984384,2.4286979387225813e-05,0.8817099431168717,0.034791364990266256,0.029533281222436154,0.014999580870876744,0.03482298207671023,0.004142847722838872,0.02748675161359643,1.1518440128059839e-05,3.993795019802173e-06,1.632973520113099e-05,1.3023025332724532e-05,6.68676045207869e-07,0.0001763784644016926,6.959712294645834e-06,5.907878017506e-06,3.0005366972747922e-06,6.966037019913342e-06,8.287409315372922e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.014927986293443,-0.030672641207303286,-0.062172161449293384
