T_K,P_bubble_bar,P_dew_bar
200,51.808829890761004,2.465701981234118
210,48.9733746479819,4.019410266090104
220,47.35175256208829,6.23579015099867
230,46.92516100711748,9.27977368024393
240,47.73194387584701,13.332123489899901
250,49.850574096088636,18.591128852949872
260,53.38795713434055,25.277325355127623
270,58.46758590856604,33.64388435852935
280,65.21061788097799,44.00006741098188
290,73.68642682853847,56.77504792577932
300,83.66851915845655,83.66851915845439
