temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_argon,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_argon,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_argon,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_argon,E_methane,E_oxygen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.7182484288551407,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6656238559589975,0.03487169248050213,9.455421399523095,2.708248428855141,1221.657085122982,7.419317746228358,0.999578426300926,0.0,0.0,0.0,0.0,0.0,0.00042157369907407614,0.0,0.9665626035698415,0.0,0.0,0.0,0.0,0.0,0.0334373964301586,0.0,22.495765645796844,0.6842878039558628,1.00000000946777,0.0,0.0,0.0,0.0,0.0,4.316530264903314,0.0,22.53960113749101,1221.9204964903781,7.249541730897533,302.7106577576344,2.6239816647333654
200.0,4.400041671522129,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6656238559589975,0.056446974618628985,9.455421399523095,2.708248428855141,1216.9719180207042,10.467696903789673,0.9920943389916349,0.0,0.0,0.0,0.0,0.0,0.007905661008365192,0.0,0.6100084201177521,0.0,0.0,0.0,0.0,0.0,0.3899915798822478,0.0,21.736686565716635,0.7073089887248472,1.0000000015868429,0.0,0.0,0.0,0.0,0.0,4.062061215081208,0.0,22.53960113749101,1221.9204964903781,7.249541730897533,302.7106577576344,2.6239816647333654
200.0,6.081834914189118,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6656238559589975,0.07802225675675584,9.455421399523095,2.708248428855141,1212.3127274985288,13.553231247482193,0.9846785277824459,0.0,0.0,0.0,0.0,0.0,0.015321472217554033,0.0,0.45033955232730966,0.0,0.0,0.0,0.0,0.0,0.5496604476726903,0.0,21.017353450663048,0.7293385841731606,1.0,0.0,0.0,0.0,0.0,0.0,3.841940027898219,0.0,22.53960113749101,1221.9204964903781,7.249541730897533,302.7106577576344,2.6239816647333654
200.0,7.7636281568561065,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6656238559589975,0.0995975388948827,9.455421399523095,2.708248428855141,1207.67835716991,16.676606285695826,0.9773287547525848,0.0,0.0,0.0,0.0,0.0,0.022671245247415248,0.0,0.35990345511727845,0.0,0.0,0.0,0.0,0.0,0.6400965448827215,0.0,20.333162703885613,0.7505392916575631,1.0,0.0,0.0,0.0,0.0,0.0,3.6494834828450937,0.0,22.53960113749101,1221.9204964903781,7.249541730897533,302.7106577576344,2.6239816647333654
200.0,9.445421399523095,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6656238559589975,0.12117282103300955,9.455421399523095,2.708248428855141,1203.0678643101257,19.838648357640924,0.9700431318145409,0.0,0.0,0.0,0.0,0.0,0.02995686818545916,0.0,0.3017905128412143,0.0,0.0,0.0,0.0,0.0,0.6982094871587857,0.0,19.68038849445746,0.7712502112025554,1.0,0.0,0.0,0.0,0.0,0.0,3.4796401551426848,0.0,22.53960113749101,1221.9204964903781,7.249541730897533,302.7106577576344,2.6239816647333654
205.0,3.4733463032713723,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6822644523579724,0.044558644044533316,10.758610099551156,3.4633463032713725,1205.9701847773308,9.335292035581935,0.9995113896467073,0.0,0.0,0.0,0.0,0.0,0.0004886103532927203,0.0,0.9673326511221606,0.0,0.0,0.0,0.0,0.0,0.03266734887783944,0.0,21.10974054711042,0.7122070401573346,1.0,0.0,0.0,0.0,0.0,0.0,3.962266269375798,0.0,21.157795796299123,1206.2779501886548,9.12387059747945,302.7106577576344,3.3546895811004194
205.0,5.292162252341319,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6822644523579724,0.06789175435973469,10.758610099551156,3.4633463032713725,1201.264149391063,12.59783626242335,0.9920548678811872,0.0,0.0,0.0,0.0,0.0,0.007945132118812797,0.0,0.6491320167471764,0.0,0.0,0.0,0.0,0.0,0.35086798325282353,0.0,20.39307384486171,0.7352220977424864,1.0,0.0,0.0,0.0,0.0,0.0,3.7507184770702233,0.0,21.157795796299123,1206.2779501886548,9.12387059747945,302.7106577576344,3.3546895811004194
205.0,7.110978201411264,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6822644523579724,0.09122486467493603,10.758610099551156,3.4633463032713725,1196.5787286972313,15.901732465510147,0.9846586826483013,0.0,0.0,0.0,0.0,0.0,0.015341317351698717,0.0,0.4933633725157444,0.0,0.0,0.0,0.0,0.0,0.5066366274842556,0.0,19.710933369233683,0.7573801450556048,1.0,0.0,0.0,0.0,0.0,0.0,3.5651681491772425,0.0,21.157795796299123,1206.2779501886548,9.12387059747945,302.7106577576344,3.3546895811004194
205.0,8.92979415048121,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6822644523579724,0.1145579749901374,10.758610099551156,3.4633463032713725,1191.9128906922215,19.247787058239442,0.9773208893555174,0.0,0.0,0.0,0.0,0.0,0.022679110644482654,0.0,0.40109688847238134,0.0,0.0,0.0,0.0,0.0,0.5989031115276188,0.0,19.05972403570567,0.7788107340733219,1.0,0.0,0.0,0.0,0.0,0.0,3.4010037888305407,0.0,21.157795796299123,1206.2779501886548,9.12387059747945,302.7106577576344,3.3546895811004194
205.0,10.748610099551156,0.97,0.0,0.0,0.0,0.0,0.0,0.03,0.0,300.47,77.95,0.6822644523579724,0.13789108530533875,10.758610099551156,3.4633463032713725,1187.2658123124413,22.636953110784894,0.9700398773847193,0.0,0.0,0.0,0.0,0.0,0.029960122615280773,0.0,0.34018467566128074,0.0,0.0,0.0,0.0,0.0,0.6598153243387193,0.0,18.4364820737362,0.7996120252772507,1.0,0.0,0.0,0.0,0.0,0.0,3.2546414732829523,0.0,21.157795796299123,1206.2779501886548,9.12387059747945,302.7106577576344,3.3546895811004194
