T,P,z_carbon dioxide,z_nitrogen,z_methane,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_methane,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_methane,rhoL4_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_methane,rhoV4_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_nitrogen,parachor_methane,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.4287362901,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.027798851361232134,0.000151930091171014,0.9822873115701658,6.292293945657764e-05,0.0003147114038785989,0.017335054086498963,0.9682032712503152,0.01760345704390646,0.01035403588288305,0.003839235822895221,0.027306458968363357,1.7491854411652105e-06,8.748615538105865e-06,0.0004818945918895044,0.0001470992112731344,2.6744948336057376e-06,1.5730896156743724e-06,5.832954485994939e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,20.103253165144196,-0.036039809007718304
200.0,2.8136286211,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.02777060328409518,0.00017610992628918615,0.9914686281647428,0.00041702814391973567,0.0017831392593284899,0.006331204432009027,0.8493298784245752,0.0993927103071553,0.050051976549056736,0.0012254347192127543,0.027533681941389148,1.1581123143097529e-05,4.951885297110681e-05,0.00017582136659182783,0.00014957542228455538,1.7504042885875553e-05,8.814649900682455e-06,2.1581121807276767e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,19.873031552771728,-0.08456577647972807
200.0,3.1985209522,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.027759651389402396,0.00020029032709650138,0.9901721878317233,0.0008275304668761755,0.0030227740450953253,0.005977507656305092,0.7509997462606108,0.17320692595871837,0.07476584610286358,0.0010274816778072134,0.02748683474969051,2.2971957274592037e-05,8.391115372077995e-05,0.0001659335287165131,0.0001504179848279273,3.4691671855651195e-05,1.4974875771589228e-05,2.0579464133366882e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,19.77322174448774,-0.14243399380132615
200.0,3.5834132833,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.02775068903216865,0.00022451768751131676,0.988867288156044,0.0012689726665427758,0.004007472635257439,0.005856266542155712,0.6736441833382558,0.23679782049687267,0.08865140813268194,0.0009065880321895377,0.027441748607702286,3.521486585955042e-05,0.00011121012690595462,0.00016251543170085677,0.0001512450342485547,5.316529906567774e-05,1.990380914857169e-05,2.035450485126302e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,19.681741848449185,-0.19394200950986473
200.0,3.9683056143,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.027743100201765954,0.0002487929309811585,0.9876792511881047,0.0017342269878866106,0.00479275384448176,0.005793767979526862,0.6112770826116687,0.29196812660885846,0.09593793266437893,0.0008168581150939012,0.027401284432916756,4.8112833097544987e-05,0.00013296585014985646,0.00016073708560179683,0.0001520814170245688,7.263960597209587e-05,2.386867945984386e-05,2.0322852464995617e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,19.59533461064697,-0.24029528277346301
200.0,4.3531979454,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.027736535344624343,0.0002731170619857915,0.9866025866055967,0.0022176824251878263,0.005424802329258115,0.005754928639957342,0.5599448785588506,0.3401122236972892,0.0991971476161846,0.0007457501276753698,0.027364937514483934,6.151082696937437e-05,0.00015046522154306817,0.0001596217816279677,0.0001529305001059841,9.289045128165793e-05,2.70924335143032e-05,2.0367708384622592e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,19.512581263742444,-0.2826068146869325
200.0,4.7380902765,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.027730746270487116,0.00029749116630094306,0.9856175732445612,0.002715043320714277,0.005939405526687117,0.005727977908037344,0.5169644014868785,0.3823517567084982,0.09999640985968371,0.0006874319449396588,0.027331910843378177,7.529017744010839e-05,0.00016470414765808932,0.00015884110201073916,0.00015379234273440047,0.00011374627004042556,2.974804859506443e-05,2.0450493105262476e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,19.432565649206133,-0.3217356542815111
200.0,5.1229826075,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.02772555148917141,0.00032191625810245526,0.9847055474240738,0.003223089703256048,0.006363521061002503,0.0057078418116676514,0.4804551005811713,0.41960749048085494,0.09929889122801604,0.0006385177099576636,0.027301504356778878,8.936193952184376e-05,0.00017643213082925156,0.0001582530620414369,0.00015466630816532944,0.00013507847320735843,3.196592749784564e-05,2.0554923192171992e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,19.35464333583987,-0.35832142409143586
200.0,5.5078749386,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.027720817295924387,0.0003463932231441906,0.9838513377334955,0.0037394250385070077,0.006717266278184961,0.005691970949812468,0.449060951511746,0.4526398686637085,0.0977023720789197,0.0005968077456257645,0.02727316317966103,0.00010365991828425777,0.00018620811122563928,0.00015778608675346063,0.0001555516703823508,0.0001567913830299851,3.3843439573249966e-05,2.0673015860472675e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,19.27834861307699,-0.3928365156895097
200.0,5.8927672696,0.9699990300009701,0.01536698463301537,0.009073990926009076,0.00555999444000556,0.027716444471327775,0.00037092281564092154,0.9830431257256814,0.0042622621448252145,0.007015668377480798,0.005678943752012543,0.4217798624080169,0.48207788949806113,0.09558147277883332,0.0005607753150887638,0.027246460207096337,0.00011813475205929048,0.0001944493830136968,0.00015740012915844946,0.0001564477741450221,0.00017881368813085386,3.545334900623095e-05,2.0800435881464923e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,86.02971371321541,3.87,19.203339702391812,-0.42563107281853263
