T,P,z_carbon dioxide,z_argon,z_methane,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_argon,x_methane,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_methane,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_methane,rhoL4_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_methane,rhoV4_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,4.0647380994,0.97,0.01407,0.01261,0.00332,0.02772652623300365,0.00025541256988059795,0.985215798130823,0.004015992151635011,0.007332395581672332,0.0034358141358695805,0.5964320103208118,0.26090920408513735,0.14218217596642893,0.0004766096276218607,0.027316611672043894,0.00011134951174384491,0.00020330185844599796,9.526319076991268e-05,0.00015233623251508988,6.663949032088633e-05,3.6315114954801e-05,1.2173208982073427e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.19944768763322,-0.05992494538840276,-0.28030872256656636
200.0,4.2258098445,0.97,0.01407,0.01261,0.00332,0.027722902903426074,0.0002656588416148242,0.984303369760178,0.004472551421941331,0.007800561533893214,0.003423517283987444,0.5746329487862462,0.2793581808346305,0.14555024668456684,0.0004586236945563554,0.027287746747376506,0.00012399210880105973,0.00021625420999632193,9.490983725218485e-05,0.00015265632352826476,7.421397071615252e-05,3.866670993097394e-05,1.2183743943295235e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.139860070424877,-0.06746876510834099,-0.30529327680728
200.0,4.3868815895,0.97,0.01407,0.01261,0.00332,0.027719493114045403,0.0002759163745216666,0.9834113142421625,0.004938743686749214,0.008237065855080253,0.003412876216007842,0.5544383004552825,0.2970102341929628,0.14810931889202628,0.0004421464597285085,0.027259663153409965,0.00013689947161688005,0.0002283272902498356,9.46031987687187e-05,0.00015297860575757603,8.194998701435342e-05,4.0865786301561266e-05,1.2199544817588013e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.081994399164987,-0.07530515866314502,-0.33008278401191404
200.0,4.5479533346,0.97,0.01407,0.01261,0.00332,0.027716281177601408,0.0002861851710943702,0.9825384289758108,0.005413893645566626,0.008644158741640214,0.0034035186369823635,0.5356779040393055,0.31391125299661615,0.14998386804209562,0.00042697492198262604,0.027232311365292323,0.00015005299854615415,0.00023958393422712134,9.433287953580988e-05,0.00015330307261896228,8.983674564728473e-05,4.292315893702258e-05,1.221938911006032e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.025723326557976,-0.08341093895218776,-0.3546891981609086
200.0,4.7090250797,0.97,0.01407,0.01261,0.00332,0.02771325224234058,0.0002964652490844515,0.9816834774184517,0.00589735856577728,0.009023987255001394,0.0033951767607695855,0.5182047562573899,0.3301026670349237,0.15127963098093172,0.0004129457267547413,0.027205641831835606,0.00016343498549691363,0.00025008403502952016,9.409138997854034e-05,0.0001536297021405946,9.786396940595042e-05,4.484915348016583e-05,1.2242405774070425e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.97092702568048,-0.0917634148022124,-0.37912296877284746
200.0,4.8700968247,0.97,0.01407,0.01261,0.00332,0.0277103923324676,0.00030675663818870434,0.9808452332702644,0.006388531774971441,0.0093785820970624,0.0033876528577018524,0.5018912193684143,0.3456223635750029,0.15208649225790521,0.0003999247986775452,0.02717960623134973,0.00017702872191289426,0.00025988418943185583,9.387318977312336e-05,0.0001539584631898843,0.000106021954333102,4.6653541078947416e-05,1.2267958677061815e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.91749335657822,-0.10034078012108694,-0.40339331588835137
200.0,5.0311685698,0.97,0.01407,0.01261,0.00332,0.027707688369177686,0.0003170593772319551,0.9800225077326392,0.00688684457199323,0.009709850071795912,0.0033807976235715304,0.48662594621492433,0.36050534840052917,0.15248090504457418,0.000387800339972329,0.027154158239035997,0.0001908185432477513,0.0002690374999007587,9.367408699317645e-05,0.0001542893194518148,0.00011430160125266078,4.834550079319757e-05,1.229557342819671e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.8653178933753,-0.10912211075005374,-0.42750818768208987
200.0,5.1922403149,0.97,0.01407,0.01261,0.00332,0.027705128172184464,0.0003273735118414629,0.9792141659354748,0.0073917668683807,0.01001957107290811,0.003374496123236327,0.4723113704473448,0.37478422181713256,0.1525279298165609,0.0003764779189618341,0.027129253975261038,0.00020478984850739386,0.00027759350080523097,9.349084761080201e-05,0.0001546222320260014,0.0001226944268790445,4.993360403795572e-05,1.2324889846130128e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.814303814148353,-0.11808761208424912,-0.4514745261484414
200.0,5.3533120599,0.97,0.01407,0.01261,0.00332,0.027702700444422322,0.00033769909254197425,0.9784191362199516,0.007902806850071283,0.01030939854925689,0.0033686583807202275,0.45886164506385846,0.3884895222495316,0.1522829557730441,0.00036587691356582017,0.027104852239791758,0.00021892909083765348,0.0002855981797722257,9.332093402068522e-05,0.00015495716114038248,0.00013119255912573193,5.142581597416659e-05,1.2355630169323583e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.764361675316128,-0.1272186615631128,-0.47529836972157113
200.0,5.514383805,0.97,0.01407,0.01261,0.00332,0.02770039474349915,0.00034803617324047776,0.9776364146269182,0.008419509916850006,0.010580862542196381,0.003363212914035435,0.4462009389379049,0.40164997629695204,0.15179315689890718,0.0003559278662358056,0.02708091460078484,0.00023322374824355087,0.0002930940691455437,9.316232532521562e-05,0.0001552940672842565,0.0001397887207325198,5.2829509451187086e-05,1.2387577251435844e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.715409097896966,-0.1364978367276919,-0.4989849708715042
200.0,5.67545555,0.97,0.01407,0.01261,0.00332,0.027698201443508947,0.0003583848100267635,0.9768650661585568,0.00894145711414075,0.010835374536988336,0.0033581021903141064,0.4342620211561888,0.41429268345650433,0.15109872491543438,0.0003465704718725117,0.027057405385586403,0.00024766228034596666,0.0003001203866413704,9.301339093520874e-05,0.00015563291195389906,0.00014847620465603738,5.415148782410415e-05,1.2420559272291588e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.667370392693797,-0.1459089152570705,-0.5225389047802125
200.0,5.8365272951,0.97,0.01407,0.01261,0.00332,0.027696111690410835,0.0003687450602409879,0.9761042238849635,0.009468263233523358,0.01107423351629228,0.003353279365220864,0.4229850781604119,0.42644325581082154,0.150233914011185,0.00033775201758170543,0.027034291606199735,0.0002622340760298734,0.0003067132083529221,9.287279982830701e-05,0.00015597365812730006,0.0001572488440533244,5.539801367229381e-05,1.2454438806968118e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.62017614789675,-0.15543684652711676,-0.54596416060647
200.0,5.9975990402,0.97,0.01407,0.01261,0.00332,0.027694117353655453,0.0003791169817668409,0.9753530866461166,0.009999574719285073,0.011298632733757053,0.0033487059008411933,0.4123167203730381,0.438125926999116,0.14922792647506275,0.0003294261527830085,0.02701154284282763,0.0002769293957625271,0.00031290566086452075,9.27394542007745e-05,0.00015631627055982873,0.00016610097907770414,5.657484108054984e-05,1.248910487581564e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.573762798445745,-0.16506771388664276,-0.5692642283687732
200.0,6.1586707852,0.97,0.01407,0.01261,0.00332,0.027692210976170036,0.00038950063249547535,0.974610915875517,0.010535067487648599,0.011509666840126111,0.0033443497967083255,0.4022091438916551,0.4493636404957059,0.14810566370675746,0.00032155190588153244,0.02698913110210312,0.0002917393115161546,0.0003187281224022006,9.261244014855832e-05,0.0001566607159412633,0.00017502742219354685,5.7687249689944195e-05,1.2524467072098246e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.5280721920386,-0.17478867266821396,-0.5924421619600437
200.0,6.3197425303,0.97,0.01407,0.01261,0.00332,0.02769038572432146,0.0003998960699385557,0.9738770319208659,0.011074444734805051,0.011708339087664664,0.003340184256664274,0.3926194198392546,0.46017812400417424,0.1468883632681972,0.0003140928883740147,0.026967030661946098,0.0003066556463894327,0.0003242084255285845,9.24909904573397e-05,0.00015700696297527372,0.00018402342326096662,5.874007919065897e-05,1.2560451165641794e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.483051163030186,-0.18458789703941747,-0.6155006481206087
200.0,6.4808142754,0.97,0.01407,0.01261,0.00332,0.0276886353390162,0.0004103033509524388,0.9731508101203136,0.011617434791647136,0.011895568417384305,0.0033361866706550945,0.3835088892719845,0.47058995463206593,0.1455941394522902,0.00030701664365929217,0.026945217911289558,0.0003216709155207172,0.00032937205605927206,9.237445614665545e-05,0.00015735498238834305,0.0001930846353100928,5.973776329631134e-05,1.259699576915784e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.438651121898946,-0.1944545115555023,-0.6384420550908416
200.0,6.6418860204,0.97,0.01407,0.01261,0.00332,0.02768695408875678,0.0004207225315481424,0.9724316768177016,0.012163789061866858,0.012072196292863718,0.0033323378275676835,0.3748426458633914,0.48061861785368093,0.14423844217374435,0.0003002941091833298,0.026923671190504473,0.0003367782693012296,0.00033424234451097753,9.226228444009396e-05,0.00015770474689984985,0.00020220708161256988,6.068436253789807e-05,1.263404978246048e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.394827665595262,-0.20437852635006593,-0.661268478443894
200.0,6.8029577655,0.97,0.01407,0.01261,0.00332,0.02768533672517912,0.0004311536667665499,0.9717191054392571,0.012713280068425856,0.012238993192421176,0.003328621299895894,0.3665890918865419,0.49028256222688277,0.14283444671814977,0.00029389916842556253,0.026902370636375666,0.00035197143957587805,0.0003388406477093552,9.215400151822126e-05,0.00015805623116350222,0.00021138712445581967,6.158359544310167e-05,1.2671570412632111e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.351540211874383,-0.2143507722624669,-0.6839817796137773
200.0,6.9640295106,0.97,0.01407,0.01261,0.00332,0.027683778441377826,0.00044159681061983427,0.9710126127117054,0.013265699623434532,0.012396664707044825,0.003325022957815306,0.3587195556729084,0.4995992510908692,0.14139338496133486,0.0002878082748874701,0.026881298034094264,0.00036724468924503086,0.0003431865191618769,9.204919887665371e-05,0.00015840941169212042,0.0002206214358697856,6.243886784166791e-05,1.2709521626030334e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.30875165913606,-0.22436283922927913,-0.7065836201089617
200.0,7.1251012556,0.97,0.01407,0.01261,0.00332,0.02768227483316877,0.0004520520160486889,0.970311755074287,0.01382085712664627,0.012545857217200895,0.003321530581865823,0.3512079608808082,0.5085852119405031,0.13992482704431244,0.00028200013437631706,0.026860436677820756,0.0003825927654097813,0.0003472978675042491,9.19475224339847e-05,0.0001587642667685184,0.00022990697039025414,6.325330016064555e-05,1.274787292708153e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.266428072334108,-0.23440701435322353,-0.7290754877518992
203.3690344828,2.9106893456,0.97,0.01407,0.01261,0.00332,0.02754856813063878,0.00018012751949354872,0.9901027529580411,0.00018286970377779903,0.000535120812180582,0.009179256526000516,0.9657526043827905,0.017004132279240667,0.01516123211471202,0.002082031223256652,0.027275913146197612,5.037798493552429e-06,1.4741812152479523e-05,0.00025287537379513586,0.00017395862107190654,3.0629121685998044e-06,2.730955133289006e-06,3.750311197533397e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.178447417187552,-0.009054955300186407,-0.022834792448918506
203.3690344828,3.0753143979,0.97,0.01407,0.01261,0.00332,0.027534828194984224,0.00019039684209037102,0.9937105087204479,0.00048750833326500196,0.001361768719843919,0.004440214226443129,0.9200179771051398,0.04270204739553013,0.036321399869147224,0.0009585756301828213,0.027361648133167903,1.3423458200074942e-05,3.7496067742205916e-05,0.00012226053587403632,0.0001751685175071899,8.13033497490229e-06,6.9154798353872464e-06,1.8250977289159652e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.049251124356186,-0.006754092501900288,-0.04204670129666965
203.3690344828,3.2399394502,0.97,0.01407,0.01261,0.00332,0.027527892861202576,0.00020065471086572843,0.993052666023678,0.0008254631157951477,0.0021916162455108746,0.003930254615015931,0.8751504826257502,0.06856425806203771,0.055476134004545576,0.0008091253076664966,0.027336647395831394,2.272326021248328e-05,6.0330577199294396e-05,0.00010819162795940553,0.0001756030670552726,1.3757741377161367e-05,1.1131547628630498e-05,1.6235480466396444e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.967383073736833,-0.008722865648930878,-0.06612214383626025
203.3690344828,3.4045645025,0.97,0.01407,0.01261,0.00332,0.02752177083025419,0.00021092306426898278,0.9921020226889257,0.0011797454124518937,0.002977278130983378,0.0037409537676389814,0.8343393713725068,0.09318945730611311,0.07173495532815469,0.0007362159932253898,0.027304404508676255,3.246868287954472e-05,8.193996641885205e-05,0.00010295767227953603,0.00017598141685014595,1.9655805892568923e-05,1.5130556593012979e-05,1.5528493325493188e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.891461671957547,-0.01144214997579951,-0.09030222410080668
203.3690344828,3.5691895548,0.97,0.01407,0.01261,0.00332,0.027516099050209263,0.00022120288731974618,0.9910923879816922,0.0015489590214615603,0.0037171861707353676,0.0036414668261108363,0.7972144373000267,0.11664042080508019,0.0854585481496589,0.0006865937452342013,0.02727099631561267,4.262130985925151e-05,0.00010228246286202245,0.00010019896187531692,0.00017634613534375267,2.580119786027393e-05,1.89036775968581e-05,1.5187651886148354e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.81896570114747,-0.014700223510189403,-0.11432828509693849
203.3690344828,3.7338146072,0.97,0.01407,0.01261,0.00332,0.02751078691385941,0.0002314942005754421,0.9900757839092375,0.0019323846161680971,0.0044122683274998645,0.0035795631470946316,0.7633317151649666,0.13901954940263353,0.09700078403876825,0.0006479513936316061,0.027237763919699346,5.316142141102053e-05,0.00012138497376461961,9.84765989844244e-05,0.00017670686517599503,3.218221945332083e-05,2.245511895624576e-05,1.4999698988049226e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.74924834025537,-0.01844186915945656,-0.13815890588247015
203.3690344828,3.8984396595,0.97,0.01407,0.01261,0.00332,0.027505794333196124,0.0002417968860270065,0.9890695715976943,0.0023293775942666017,0.005064108923624762,0.003536941884414351,0.7322963393764599,0.1604177514187586,0.10667010629718474,0.0006158029075967677,0.027205144217588576,6.407138103225232e-05,0.0001392923385341259,9.728639604116827e-05,0.00017706697451020395,3.8788512756510234e-05,2.5792499534829046e-05,1.4889922546327486e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.68201106300356,-0.022638082100652213,-0.16179211246950942
203.3690344828,4.0630647118,0.97,0.01407,0.01261,0.00332,0.02750109569758955,0.000252110817921028,0.9880805812695695,0.002739283812202796,0.005674599293858311,0.003505535624369392,0.7037695956711377,0.18091093874182518,0.11473141449713155,0.000588051089905743,0.02717329862242434,7.5333306262247e-05,0.0001560576982258715,9.640607067709197e-05,0.0001774279283926017,4.560960473706254e-05,2.8925030750108323e-05,1.4825404125548884e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.61705610891995,-0.027266203474134443,-0.18523708589239618
203.3690344828,4.2276897641,0.97,0.01407,0.01261,0.00332,0.02749667059273304,0.0002624358929324201,0.9871115292913824,0.0031614304084062717,0.006245805670627026,0.003481234629584487,0.6774623896452144,0.20056220805301483,0.12141185921698293,0.0005635430847879061,0.027142280559214093,8.692881054179673e-05,0.00017173886111145542,9.572236186569967e-05,0.00017779044715467298,5.263472215889077e-05,3.186282968619419e-05,1.4789393266220467e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.554222792032522,-0.0323021817808673,-0.20850370517656458
203.3690344828,4.3923148164,0.97,0.01407,0.01261,0.00332,0.02749250084020995,0.00027277203695257924,0.9861632553488371,0.003595131293625068,0.006779889175064882,0.0034617241824729077,0.6531274760203196,0.2194245535048168,0.12690640207418719,0.0005415684006762943,0.027112094126262084,9.883915011065227e-05,0.0001863961088420016,9.517145499521151e-05,0.00017815491202375944,5.9852882416919085e-05,3.461651779609906e-05,1.4772471580162338e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.49336730030664,-0.037723309693198814,-0.2316038889471237
203.3690344828,4.5569398687,0.97,0.01407,0.01261,0.00332,0.027488569445463927,0.00028311920427462355,0.9852356523949515,0.00403969790068508,0.007279049499251536,0.003445600205111926,0.6305525247644354,0.23754324782696187,0.13138257640010634,0.0005216510084963691,0.02708271865100558,0.00011104551628167668,0.00020009065765714528,9.471462051952394e-05,0.0001785215290646618,6.725305530557914e-05,3.7196930485948045e-05,1.476894184345469e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.434355458655954,-0.043505741644182194,-0.2545482918780877
203.3690344828,4.721564921,0.97,0.01407,0.01261,0.00332,0.027484860241125043,0.00029347737450123986,0.9843281097218666,0.004494449136802317,0.0077454802490667515,0.0034319608922644814,0.6095543400961952,0.2549577246773436,0.13498448384864972,0.000503451377811429,0.0270541205271163,0.00012352930638585678,0.00021288344214599405,9.432696547689608e-05,0.0001788904073472672,7.482432364711677e-05,3.961489191830674e-05,1.4775158854912995e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.377060275245654,-0.049625305080891025,-0.2773465167198843
203.3690344828,4.8861899733,0.97,0.01407,0.01261,0.00332,0.02748135779005154,0.0003038465486988513,0.9834397455959902,0.004958720111606119,0.008181334217928748,0.003420200074474997,0.5899741160059027,0.2717030161292337,0.13783615229027682,0.0004867155745867752,0.02702625951368067,0.00013627236156777206,0.00022483417284289143,9.399174196020831e-05,0.00017926159897004926,8.255602372193598e-05,4.188103915932988e-05,1.4788684753616998e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.321361231126744,-0.05605784714196815,-0.30000703468800793
203.3690344828,5.0508150256,0.97,0.01407,0.01261,0.00332,0.027478047385363105,0.0003142267455316709,0.9825695390640986,0.005431869103066419,0.008588696930550003,0.0034098949022849773,0.5716735568738701,0.28781082198934066,0.14004437449995907,0.00047124663683011407,0.026999092353817686,0.00014925715660514885,0.00023600062123617564,9.36972537040947e-05,0.0001796351212829908,9.043785792250558e-05,4.400568802914066e-05,1.48078297033872e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.267144212221112,-0.06277956261856588,-0.3225372135897864
203.3690344828,5.2154400779,0.97,0.01407,0.01261,0.00332,0.0274749150791742,0.0003246179976887197,0.9817164087505961,0.005913282733258909,0.008969567344095247,0.0034007411720498025,0.5545316996357048,0.30331028953774947,0.14170112342657734,0.00045688739996837125,0.026972574962254494,0.00016246694093543563,0.00024643810107595097,9.343507490831966e-05,0.00018001096999066503,9.845997886813005e-05,4.5998734956977665e-05,1.483138729469379e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.214301622119528,-0.06976727825029272,-0.3449434035740673
203.3690344828,5.3800651302,0.97,0.01407,0.01261,0.00332,0.027471947711303298,0.0003350203487347372,0.9808792615675522,0.0064023795024223205,0.009325844660702909,0.0033925142693224924,0.5384423003715604,0.3182285720696107,0.14288561794052806,0.0004435096183009558,0.026946663784885586,0.00017588583491846602,0.00025619911688256735,9.319897461667782e-05,0.00018038912724401427,0.00010661304719211844,4.786958955161414e-05,1.485847469903964e-07,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.16273248486781,-0.07699867814598349,-0.3672310458210504
