temp_bin,Count,Temp_min,Temp_max,MAE,RMSE,MAPE_pct
Q1 (coldest),736,200.0,220.0,0.48920264035917976,1.2651764490763489,1.3201792830960404
Q2,769,225.0,245.0,0.4336307016280555,0.6552228422868174,1.593719459682627
Q3,720,250.0,270.0,0.6310684170715103,0.9927962107194621,1.5056887170498805
Q4 (hottest),679,275.0,300.0,0.6536963540232967,0.9992218799062492,1.0590879989797322
