temperature,pressure,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_nitrogen,E_methane,E_oxygen,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4672999070028894,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.029205728065848594,10.912196908628792,2.4428711950523656,1222.179847186257,6.726184960513769,0.9997057617064417,1.9071463251321324e-05,4.937700132291076e-05,0.00011724155922524799,0.00010854826975871201,0.9706377506351361,0.0020472314767462406,0.013354242100693385,0.0037161344324993903,0.010244641354924833,19.885836900199227,0.6052456118391469,1.0000000003604432,4.621133986660823,6.1536030360660865,3.7393246973032186,3.99721138712234,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.7547404253663244,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.03260819632299153,10.912196908628792,2.4428711950523656,1221.490403873902,7.254292246960722,0.9986350065528177,9.225069366760887e-05,0.00024682242222681916,0.0005046189775486077,0.0005213013537391281,0.8728530062551683,0.008878758558447884,0.05979448823968733,0.014357717963330045,0.044116028983366425,19.786281670264273,0.6084488148844408,1.0000000003598908,4.590990621085418,6.1065497066629435,3.7122271603294097,3.9723753691380312,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.0421809437297593,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.03601066458013446,10.912196908628792,2.4428711950523656,1220.8808954654553,7.787519208161625,0.9976391151599016,0.00016500833302580603,0.0004566209651771868,0.0008134027944693602,0.0009258527474261876,0.7934296349788111,0.014393145469417968,0.10016283807870686,0.020999170377416696,0.0710152110956474,19.69077372654893,0.6115510613359135,1.000000000372228,4.562435010252277,6.062186604733885,3.6866004611709555,3.9488752144903816,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.3296214620931943,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.03941313283727739,10.912196908628792,2.4428711950523656,1220.331818969729,8.324410547122238,0.9967033081947434,0.0002367045305805515,0.0006778724252040345,0.0010631821534769284,0.0013189326959951073,0.727650860371397,0.018878112284773943,0.13583992461719613,0.025125202893519136,0.09250589983311369,19.598462193721915,0.6145937073720718,1.0000000004023617,4.535127992957173,6.019514383975416,3.6621371777307603,3.926425532125205,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.6170619804566293,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.04281560109442033,10.912196908628792,2.4428711950523656,1219.8291496629336,8.863927509846427,0.995816830097929,0.00030687777316584704,0.0009098521139997603,0.0012680275274028583,0.001698412487502587,0.6722865720805874,0.02254375661465345,0.16780367372146276,0.027633714839882046,0.10973228274341444,19.508734738904472,0.6175525895867665,1.0000000004484586,4.508827258762025,5.97816858174244,3.6386174414762262,3.904822384015974,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.9045024988200643,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.04621806935156326,10.912196908628792,2.4428711950523656,1219.3627041775799,9.405327033211236,0.9949717356302377,0.00037519832246885705,0.0011519509251064358,0.0014381378489362409,0.002062977273250863,0.625050836525992,0.025547699485265103,0.1967660055923664,0.029082928213742285,0.12355253018263412,19.421143244428826,0.6204714280839213,1.0000000005082068,4.483357629668372,5.937893519604706,3.615881922546195,3.883931238735224,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.191943017183499,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.04962053760870619,10.912196908628792,2.4428711950523656,1218.9249864413823,9.948075739393854,0.9941620343350268,0.00044143499065435883,0.0014036338870506173,0.001581001995697713,0.002411894791570688,0.5842806013472152,0.02801082945815516,0.22325673580907732,0.029828600549194194,0.13462323283635813,19.335361424200993,0.6233543921836919,1.000000000579255,4.4585902946983245,5.898506455885504,3.5938130825636647,3.863784383085073,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.479383535546933,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.05302300586584911,10.912196908628792,2.4428711950523656,1218.510394110405,10.491790342298367,0.993383104956635,0.0005054314758092427,0.001664412604355202,0.0017021984729895824,0.002744852490211004,0.548737205744784,0.03002760527108145,0.24767753373712562,0.03010248337374987,0.143455171873259,19.25113843267746,0.6261764991442406,1.000000000651736,4.434428919876969,5.859874209008722,3.572322607234281,3.844138426272571,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.766824053910369,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.05642547412299206,10.912196908628792,2.4428711950523656,1218.1146742102787,11.036196105823926,0.9926312958360275,0.0005670893968954454,0.0019338284308372965,0.0018059439243429671,0.003061842411896803,0.5174791741161832,0.031673029170477214,0.27033795370299213,0.030058459937874347,0.15045138307247313,19.16828229818526,0.6290048672808893,1.0000000007191254,4.410800020496387,5.821898036201421,3.5513427731869904,3.824932099635827,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.054264572273803,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.05982794238013498,10.912196908628792,2.4428711950523656,1217.7345486821666,11.581097827564976,0.9919036529967359,0.0006263557096723449,0.0022114424582050833,0.0018954709856280772,0.0033630778497586457,0.48977817162822856,0.03300748769548014,0.2914801554012174,0.02980039856305507,0.15593378671201882,19.08664224357493,0.631783088048428,1.000000000778219,4.387646483960957,5.784503477149476,3.5308612973034177,3.806117774097415,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.341705090637239,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.06323041063727793,10.912196908628792,2.4428711950523656,1217.3674540566756,12.126359218144197,0.9911977336064397,0.0006832131105849647,0.0024968301529980775,0.0019732912484944297,0.0036489318814828422,0.46506194253120536,0.034080187488794746,0.3112962625260443,0.02939938268134519,0.16016222477261044,19.006097606770947,0.6345424418771516,1.000000000829007,4.364923097780325,5.748003623089143,3.5108771425098126,3.787657741596387,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.629145609000673,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.06663287889442085,10.912196908628792,2.4428711950523656,1217.01135830747,12.671888018504745,0.99051147693771,0.0007376724966105929,0.0027895789295587494,0.002041380510527644,0.003919891125592956,0.44287464330304,0.03493164142347629,0.329940776849081,0.028904610696758877,0.1633483277276438,18.92655010019719,0.6372872319223021,1.0000000008733243,4.342593438640765,5.712005535806486,3.4912685212708996,3.7695216276547208,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.916586127364108,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.07003534715156377,10.912196908628792,2.4428711950523656,1216.6646302981383,13.217625080983828,0.9898431141693553,0.0007897668962552058,0.003089287507868496,0.002101311019023184,0.0041765204074979585,0.42284868500456324,0.03559549990368761,0.34753959182327554,0.02835043392872546,0.1656657893397483,18.847918356868103,0.6399903337250223,1.0000000009133532,4.320760148380111,5.676437915065059,3.472007461377172,3.7516845662857565,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.204026645727543,0.98,0.001394,0.009069,0.002557,0.00698,307.62,84.48,0.6501527859046876,0.07343781540870671,10.912196908628792,2.4428711950523656,1216.3259454579136,13.763536236021013,0.9891911045847749,0.0008395465001318671,0.00339556627709503,0.0021543471552187927,0.004419435482779294,0.40468436959705656,0.036099922652011854,0.3641966202698426,0.027760986429723446,0.16725810105136546,18.770134018644015,0.6427078622164459,1.0000000009646852,4.299326148331919,5.641273506609843,3.4530705484706528,3.7341258952006964,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
