Complexity,Loss,Equation
1,341.24423733435697,"23.347313356112828"
3,129.46488940769544,"temperature + -224.5724365136143"
4,74.82087659196122,"abs(temperature + -227.40529893805598)"
5,31.139733753868935,"(temperature * 0.6397581778785476) + -135.26137408065978"
6,22.353873096397095,"abs((temperature * 0.7062022113777285) + -153.03324967802334)"
7,16.949631887276084,"abs(11.885410759304886 - abs(temperature + -220.3230713911741))"
8,2.1833366491206694,"invsquare(invsquare(safelog(64.3431682917648 / temperature)) - 0.31144711150445825)"
10,0.49855867549291155,"invsquare(invsquare(safelog(57.00191388644729 / temperature)) - 0.2528559208498327) - 4.886575848392989"
12,0.49764885025836053,"invsquare(invsquare(safelog((z_hydrogen + temperature) / 57.0104195101816)) - 0.2528858228375886) + -4.8864264587796065"
13,0.49668337697564235,"invsquare(0.2529145331975327 - invsquare(safelog((temperature / 57.0178090367197) + square(z_hydrogen)))) + -4.885757018649463"
15,0.49199289817298975,"abs(7.399268455059743 - invsquare(invsquare(safelog((temperature + temperature) / 113.64864536893751)) - 0.25154592912420426)) + 2.3675343980505694"
17,0.48316730584708284,"invsquare(invsquare(safelog(113.8858758168042 / (temperature + (temperature - inv_(temperature - Tc))))) - 0.2523389051449474) - 4.9144356328299885"
18,0.2498289843865469,"invsquare(((0.020393316319073658 / (temperature - Tc)) - 0.23453593135766088) + invsquare(safelog((temperature + temperature) / 109.61690867515298))) - 5.966676322759626"
19,0.24982898438654627,"abs(invsquare(invsquare(safelog(109.61690867515298 / (temperature + temperature))) + ((0.020393316319073658 / (temperature - Tc)) - 0.23453593135766088)) - 5.966676322759626)"
20,0.2473735940929853,"invsquare(invsquare(safelog((temperature + temperature) / 109.95726636756969)) + ((0.016148513034919737 / (temperature - (Tc + -0.5147106265984709))) - 0.23604506855935903)) + -5.890817536060485"
24,0.23238969099098164,"invsquare(((-0.1007889169442214 / (Tc - (temperature - 2.8252153833346023))) / (Tc - temperature)) + (invsquare(safelog(110.59132058239072 / (temperature + temperature))) - 0.23913939026062905)) + -5.778885484319654"
28,0.23199838137611842,"(invsquare((invsquare(safelog((temperature + temperature) / 110.69403904995023)) + (((-7.357294608837254 / Pc) / ((Tc + 1.6481290044874852) - temperature)) / (Tc - temperature))) - 0.23960181979822284) + z_hydrogen) - 5.79273166707837"
