T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_methane,rhoL6_oxygen,rhoL7_carbon monoxide,rhoL8_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_methane,rhoV6_oxygen,rhoV7_carbon monoxide,rhoV8_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.441567422,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.027775011020366724,0.00015278983690840387,0.9998834343175862,1.872081205029929e-06,6.633713500595776e-05,3.443908786415024e-05,8.705286704367301e-06,6.690719398743122e-07,2.8797267007715293e-06,1.663292993786996e-06,0.9805798172331793,0.00181071889913613,0.007196550761732411,0.009414457601009089,0.00027881263041449586,6.381552844494442e-05,0.0006554595495290879,3.677965544520148e-07,0.027771773407253085,5.199707610072769e-08,1.842514655850032e-06,9.565460449581508e-07,2.417894341492537e-07,1.8583480503427166e-08,7.998444084957353e-08,4.619798123253258e-08,0.00014982263035072995,2.766594452859739e-07,1.0995598171881447e-06,1.438433441439262e-06,4.2599736329033905e-08,9.750364183326666e-09,1.001475576726052e-07,5.619557557019622e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.90528169906932,-0.0061977094886351836,-0.008485136748795696
200.0,2.6740999818,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.027773941141638774,0.0001672478107415292,0.999358804928472,1.1192364866056299e-05,0.0003673962178499719,0.00020068234728323246,4.051482074842473e-05,3.6646750913479253e-06,1.6664745034945513e-05,1.0799006540445608e-06,0.8985395852028805,0.009887648933745575,0.036451537546500754,0.050146154201797966,0.0011876434089106325,0.00031968414448848377,0.0034675274035697286,2.191581064752637e-07,0.027756132627461846,3.1085608302559336e-07,1.0204040930225817e-05,5.5737397016104105e-06,1.1252562468307938e-06,1.0178247029032698e-07,4.6284564774099366e-07,2.999309720425085e-08,0.00015027877848978352,1.6536876375497628e-06,6.096439852814904e-06,8.386834507357845e-06,1.9863076008191005e-07,5.346647329447761e-08,5.799363669332961e-07,3.665371351424681e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.87161631435126,-0.03555412904557542,-0.04828239967730852
200.0,2.9066325417,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.027772936875578635,0.00018172363004930302,0.9988565797245303,2.1356879794757124e-05,0.000648967861534584,0.00037265681565900834,6.226116544151416e-05,6.407144512639397e-06,3.072604458103874e-05,1.044363946056449e-06,0.8294849850385514,0.01735983243768015,0.05932144775808679,0.08574793123034366,0.0016827909847858646,0.0005149640006851128,0.005887852593830547,1.9595603647350318e-07,0.02774118073644576,5.931432743991104e-07,1.8023743452679258e-05,1.0349774217551782e-05,1.7291754176071307e-06,1.7794522010224402e-07,8.53352496585404e-07,2.900505394895597e-08,0.00015073702255259737,3.154691767622878e-06,1.078010882637962e-05,1.5582425332396047e-05,3.0580288636952875e-07,9.358112754921047e-08,1.0699619465460916e-06,3.560984227803862e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.83945934735731,-0.06505074697841451,-0.08774078799077145
200.0,3.1391651016,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.02777197331168726,0.00019621613715000206,0.9983736076938118,3.2417679593539915e-05,0.000911429156892865,0.0005496273156952077,7.798430681136511e-05,8.913435857675538e-06,4.498912104927345e-05,1.0312902883215973e-06,0.7705663348194236,0.02439708503761733,0.07723808141891154,0.11718927831456087,0.0019555832373723755,0.0006641978354638359,0.007989259310895778,1.8002575448581515e-07,0.02772680518796547,9.003029324986193e-07,2.5312186220722268e-05,1.5264235142861618e-05,2.165778087495663e-06,2.4754370275480126e-07,1.2494366690966899e-06,2.864096636386966e-08,0.00015119754963610242,4.787101783801384e-06,1.5155357976896173e-05,2.2994427506279638e-05,3.837169887125031e-07,1.3032633357810651e-07,1.567621600673657e-06,3.53239581327213e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.808545306536605,-0.09459506750160784,-0.12684352020238165
200.0,3.3716976614,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.027771039202913374,0.00021072419766916684,0.9979077219009812,4.4434905876866136e-05,0.0011554984048035657,0.0007309046429299341,8.982715857297244e-05,1.1201937568648318e-05,5.9386686231549006e-05,1.0243630353089391e-06,0.7197095141773984,0.031128763448295134,0.09127059878236354,0.1451857025458866,0.002101200625499041,0.0007780703196619014,0.009825982843464287,1.6725743112573156e-07,0.027712934465802128,1.2340035130842153e-06,3.208939149870369e-05,2.02979814923986e-05,2.4945935422163338e-06,3.110894473675206e-07,1.6492299914674634e-06,2.8447626011579884e-08,0.00015166020992989814,6.5595837020752794e-06,1.9232923699197993e-05,3.059414068201627e-05,4.4277381595023693e-07,1.6395824384094633e-07,2.0705723510000105e-06,3.5245187978175714e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.778723905738318,-0.1241217067685092,-0.16557071742776586
200.0,3.6042302213,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.02777012954253186,0.0002252467136758157,0.9974574584933118,5.747512741227919e-05,0.0013820633540901931,0.0009158078197540228,9.902885035623302e-05,1.3290852724626121e-05,7.385550962473788e-05,1.0199927260805652e-06,0.6753692698640579,0.03765550931291304,0.10222815126991722,0.1702723905932697,0.0021709063819684927,0.0008645303937888649,0.011439085678689566,1.5650539526602567e-07,0.027699522835523866,1.596091733712517e-06,3.8380078379070746e-05,2.5432101790632882e-05,2.7500440028405935e-06,3.6908870189357993e-07,2.0509770697086795e-06,2.832533013569751e-08,0.00015212470855451414,8.481779724522735e-06,2.302655511870302e-05,3.8353296410858874e-05,4.88989528236258e-07,1.9473263007380064e-07,2.5766164565809126e-06,3.525232595620685e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.749897548144656,-0.15357993701570294,-0.20390262272122328
200.0,3.8367627811,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.027769242648988852,0.00023978261006381377,0.9970217378175453,7.161085152606732e-05,0.0015920942314535946,0.001103652592117433,0.0001063545587160825,1.5197528771636005e-05,8.833548708572156e-05,1.016932784128292e-06,0.6363708413794781,0.04405751891622331,0.11073162495528548,0.19285605411346482,0.0021939880215516567,0.0009295690667233126,0.012860256317109062,1.4723016438627e-07,0.02768653856377196,1.988579112328077e-06,4.4211251033290286e-05,3.064759663069452e-05,2.9533855478130273e-06,4.220238641245497e-07,2.453009575400023e-06,2.8239453240170337e-08,0.0001525906613144765,1.0564226878667874e-05,2.6551518048385687e-05,4.6243528021934706e-05,5.260801742563992e-07,2.2289449705349936e-07,3.08366582580606e-06,3.530323309666418e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.72199705361744,-0.18291637864730959,-0.24180893828262384
200.0,4.069295341,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.027768378764528142,0.00025433081782862257,0.9965997140640998,8.692042065474334e-05,0.0017865923378379367,0.001293749150655925,0.0001123017781595665,1.6938167703163737e-05,0.00010276944482190096,1.0146360669933305e-06,0.6018053249839945,0.05040023634166138,0.11726343061549466,0.21325074317160336,0.0021879467471099695,0.0009777557436690906,0.014114423288804787,1.3910766211907366e-07,0.027673958336752368,2.4136391631130284e-06,4.961077273488765e-05,3.592531644170031e-05,3.1184383118648565e-06,4.703454563585483e-07,2.853740869234821e-06,2.8174798616421952e-08,0.00015305764047679932,1.2818333327530604e-05,2.9823704209828694e-05,5.4236235913395434e-05,5.56462285557953e-07,2.4867341792399285e-07,3.589732818221078e-06,3.53793654729717e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.69497036289697,-0.21208759825101353,-0.2792644982649044
200.0,4.3018279009,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.027767539319542775,0.0002688902575167379,0.996190700222007,0.00010348798783936773,0.0019665570233029163,0.00148540338710362,0.00011720765252711095,1.852771522781131e-05,0.00011710318738945755,1.012824602739125e-06,0.5709585342617735,0.056738281503593134,0.1222024966872443,0.2317027675005398,0.0021636101579983595,0.0010126125165228735,0.01522156545511953,1.3191720862052344e-07,0.027661764438177427,2.8736067714300077e-06,5.460644946868673e-05,4.124599695678179e-05,3.2545681000978603e-06,5.14469061089542e-07,3.2516673602805482e-06,2.812364698035894e-08,0.00015352518730902748,1.5256371124558325e-05,3.2859060803421426e-05,6.230261682056099e-05,5.817736925500088e-07,2.7228164033250746e-07,4.0929306550349725e-06,3.547125219686178e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.668776878709526,-0.24104973702320365,-0.3162404311389544
200.0,4.5343604607,0.99,0.000928,0.003717,0.004837,0.000147,3.3e-05,0.000337,1e-06,0.027766726518386586,0.00028345982585189225,0.9957941283165953,0.0001214034236555215,0.0021329636295982406,0.0016779192979406905,0.00012130855821088783,1.997984221262949e-05,0.0001312855896261471,1.0113421605681452e-06,0.5432615496911561,0.06311814920820552,0.1258492543581412,0.2484082052141492,0.0021278596330521118,0.0010368792368554965,0.016197977160860366,1.2549757987673814e-07,0.02764994322958206,3.3709756630386903e-06,5.922541777671957e-05,4.659032626584237e-05,3.368341560181502e-06,5.54774814598599e-07,3.6453710629543572e-06,2.8081661189009904e-08,0.00015399282426748422,1.789145958265169e-05,3.5673207723949196e-05,7.041374659018385e-05,6.03162721022223e-07,2.93913607908502e-07,4.5914757851704075e-06,3.557352213669413e-11,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.64338442025366,-0.26975997503241445,-0.3527064414560641
