temperature,pressure,z_carbon dioxide,z_hydrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_methane,E_oxygen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.434914280955152,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.029129253271385956,10.430368485040367,2.4108062187674775,1221.9643462669706,6.63547193388315,0.99879289288431,5.494554219163872e-06,0.0001699647358154244,7.172557068290879e-05,2.73778332153539e-07,0.00095964847664051,0.9820667881140783,0.005330797842573666,0.005463937950371874,0.006863208754766255,6.252657949239273e-05,0.00021274075871753953,19.905440318289575,0.604883704026338,1.0000000005194705,2.033546422187831,3.7466004055181465,4.002760541224294,6.792771728130931,1.0000000000057032,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.707022919549456,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.032384530680098764,10.430368485040367,2.4108062187674775,1220.9750728722572,6.942829945350523,0.9978392798370865,4.4925061998457686e-05,0.0009930889601696,0.0005196761664928787,2.13981723633933e-06,0.0006008901570162095,0.8867522139658591,0.039156760947328006,0.02876614609143556,0.044764785484215065,0.0004394462059235647,0.00012064730523850496,19.807075158206807,0.6077602103593478,1.0000000005044256,2.0244180263266274,3.7174046416041735,3.976142939706638,6.742839574442734,1.000000000002556,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.97913155814376,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.03563980808881158,10.430368485040367,2.4108062187674775,1220.2118419268731,7.224734359781949,0.9968207033041135,9.462823204650109e-05,0.0015384708827017432,0.000957646078493722,4.270470801026623e-06,0.0005842810318435133,0.8085401740733219,0.07491245978538777,0.040585513239266464,0.07505727399797013,0.0007973281249687363,0.00010725077908518581,19.729866836108762,0.6101707534174431,1.0000000005068306,2.0170571095674776,3.6958918776183247,3.956240567148902,6.702543980582959,1.000000000001591,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.2512401967380633,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.038895085497524386,10.430368485040367,2.4108062187674775,1219.6488956542123,7.476795259978338,0.9960015629760584,0.0001540546598416587,0.0019029318132711224,0.001356491319874603,6.5425865546468875e-06,0.0005784166443996006,0.7433637636323521,0.11174648476342655,0.04610590309163827,0.09756574308166159,0.0011202762482399777,9.78291826815849e-05,19.66613395051885,0.6121829280392206,1.0000000005218792,2.010969131587885,3.6788077724998143,3.940413128428021,6.669107995257573,1.0000000000024292,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.523348835332367,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.04215036290623719,10.430368485040367,2.4108062187674775,1219.221412332922,7.697944850711304,0.9953376446193251,0.00022230754372377023,0.0021522145105041853,0.0017035581350549756,8.843710492417405e-06,0.0005754314808995641,0.6881983367546384,0.1488358683971493,0.048231097338587235,0.11324558372806415,0.0013988474610373608,9.026632052328084e-05,19.612579601949445,0.6139333372690509,1.0000000005357077,2.0058409001606234,3.6649834346455057,3.9275777193662607,6.640793831705663,1.000000000003138,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.795457473926671,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.04540564031495001,10.430368485040367,2.4108062187674775,1218.8866124694998,7.890279176236135,0.9947924386048667,0.0002982105971538229,0.002327353031045472,0.0019972823029891034,1.1084077820796273e-05,0.0005736313861242023,0.640888578802234,0.18541533332434065,0.048529066906311355,0.12345359906556039,0.0016294938457577643,8.392805579596857e-05,19.5667991303525,0.6154680454423663,1.0000000008800098,2.001443405836719,3.6536004786122307,3.9169745833316414,6.616347433209859,1.0000000001759384,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.067566112520975,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.048660917723662815,10.430368485040367,2.4108062187674775,1218.616420563499,8.057546172358109,0.9943378507425958,0.00038049064829047993,0.0024537873237320193,0.002242236658085792,1.3203112181067126e-05,0.0005724315151148379,0.5998587525110083,0.22086254949941952,0.0478516071302583,0.12953508595642807,0.0018135090512303425,7.849585165531097e-05,19.526971761269234,0.6168231607147612,1.0000000008870322,1.9976416467851352,3.644058500331385,3.9080513541225432,6.594837306822583,1.0000000001812142,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.339674751115279,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.05191619513237563,10.430368485040367,2.4108062187674775,1218.3920950888632,8.203943381891133,0.9939523921632154,0.0004679395833010321,0.0025474836037269544,0.002445441545655936,1.5167717581370306e-05,0.0005715753865192325,0.5639301460079283,0.2547412829885496,0.04666787054333278,0.13263160044506098,0.001955328972606236,7.377104252208748e-05,19.491703404942218,0.6180623780566463,1.0000000008933623,1.9943095817701602,3.6359091637400884,3.900395391773206,6.5755614786086145,1.0000000001862372,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.611783389709583,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.05517147254108844,10.430368485040367,2.4108062187674775,1218.2009081863162,8.333404162015212,0.9936197658200389,0.0005595083610954289,0.002618643915251434,0.002614183273955215,1.696585062502603e-05,0.0005709327790340139,0.5322031944301102,0.28679544312025873,0.045239477946549776,0.13363140740579474,0.002060861118323582,6.961597896284422e-05,19.45993222596138,0.6192172063739584,1.0000000009000585,1.9912970876795735,3.6288173818457374,3.8937001576162293,6.557991847233331,1.000000000190841,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.883892028303887,0.9900000000000001,0.0028050000000000006,0.0029530000000000003,0.0036420000000000003,3.300000000000001e-05,0.0005670000000000001,308.58,83.59,0.6481301445330223,0.05842674994980125,10.430368485040367,2.4108062187674775,1218.0340830999626,8.449292137938148,0.9933277210586928,0.0006543361050270831,0.0026739189055190213,0.0027549939406180846,1.859922598297258e-05,0.0005704307641601111,0.5039791798268818,0.31691408898778795,0.04371339428849896,0.1331911433553869,0.002136264028275536,6.592951316877189e-05,19.4308566857286,0.6202881672430941,1.000000001045903,1.988531053927396,3.62253316732128,3.887736791515051,6.541730508544947,1.000000000292769,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
