T,P,z_carbon dioxide,z_argon,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_argon,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_oxygen,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_oxygen,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_argon,parachor_oxygen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.4505196684,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.02779111850015727,0.0001533017602360822,0.9889719978433537,3.0145575253330055e-05,6.015721162252234e-05,9.617892827035732e-05,0.010841520441500113,0.966499301540154,0.0032909545825621635,0.0057658001290017405,0.02206050709181874,0.0023834366564633846,0.027484637985401923,8.377792541207041e-07,1.6718361968405566e-06,2.6729199927796264e-06,0.00030129797931160697,0.0001481660441930496,5.045091303637808e-07,8.839073089453966e-07,3.381914568876388e-06,3.653850348470392e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,20.028204472955117,-0.02267968816087773
200.0,2.8809194248,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027778495063272908,0.0001802168800865021,0.9946094014480105,0.00018631381551898024,0.00036864027594050525,0.0006131195824802693,0.004222524878049754,0.8330296966172338,0.017235561767078494,0.02996949972891943,0.11896693015080596,0.0007983117359622011,0.027628752348008382,5.175517404613532e-06,1.0240272085336888e-05,1.703153929512411e-05,0.00011729538647945211,0.00015012601294376324,3.106139168201085e-06,5.40100973889913e-06,2.143984898524707e-05,1.4386925039154732e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.865180642901997,-0.057471318883749234
200.0,3.3113191813,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027775367500667062,0.00020718642309920413,0.9938335121035148,0.00034053479517525775,0.0006687011538956691,0.0011555286809746758,0.004001723266439458,0.7293267766613052,0.027447261447689972,0.047372828716535184,0.19518886722996998,0.0006642659444995707,0.02760409103315377,9.458479082757169e-06,1.857342029757233e-05,3.209523377163269e-05,0.00011114933436132575,0.00015110660612692792,5.686699923215569e-06,9.815006933870185e-06,4.044048323016294e-05,1.376268850274805e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.777400694856816,-0.10112462517157894
200.0,3.7417189377,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027772395835192486,0.0002342400946101578,0.992926679159694,0.0004884785772007191,0.0009523319807239437,0.0017085376108054314,0.003923972671576073,0.6492490467829629,0.034884026424867105,0.059784254534111396,0.2555011252085369,0.0005815470495217767,0.027575952768946192,1.3566220403030001e-05,2.6448540735178268e-05,4.7450182826602485e-05,0.00010897812228148847,0.000152080158143996,8.171237650144115e-06,1.4003869438268008e-05,5.984860774184946e-05,1.362216359002391e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.691484544450113,-0.14414406476434394
200.0,4.1721186941,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027769423333214704,0.0002613769181893409,0.9919949541833145,0.0006302702230941605,0.0012203677251654236,0.0022714272049510344,0.0038829806634747763,0.5856020795383836,0.04040548571475316,0.06878264993336207,0.3046891955577524,0.0005205892557486805,0.027547127827129383,1.7502240639421417e-05,3.3888907982310864e-05,6.307622362486592e-05,0.00010782813383871797,0.000153062866835012,1.056106133406562e-05,1.7978197064478454e-05,7.963872294047475e-05,1.3607001531007274e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.60618174484586,-0.18637904701667196
200.0,4.6025184506,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.02776641985277362,0.0002885961434451052,0.9910596434335996,0.0007661035505768298,0.0014737164176069789,0.002843671245797547,0.003856865352419025,0.5338171822378216,0.044556526660966954,0.07536507959604752,0.3457884612532655,0.0004727502518984984,0.027518178158717446,2.1271952836016844e-05,4.091982879520084e-05,7.89585697340745e-05,0.00010709134269088234,0.00015405758009856823,1.2858841759664074e-05,2.17500713218527e-05,9.979321636550961e-05,1.3643389951060866e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.52123129115132,-0.22780806468255577
200.0,5.032918207,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.02776337696177485,0.00031589733972001957,0.9901275206514204,0.0008961892834139225,0.0017132602299106253,0.0034247831177192352,0.0038382467175358814,0.49087116610558634,0.04769789210587771,0.08018875712301823,0.38080829644086495,0.0004338882246526389,0.027489283596072896,2.4881240904523605e-05,4.756588959662574e-05,9.508354470956166e-05,0.00010656269049124364,0.00015506489551801858,1.5067637226499291e-05,2.533141505061623e-05,0.00012029632778898183,1.3706413590361083e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.43654201914382,-0.26842926136478695
200.0,5.4633179635,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027760292449108014,0.0003432803031095353,0.9892011758819511,0.001020745530747865,0.0019398413741661517,0.004014296926794165,0.0038239402863406826,0.45468623825402393,0.05007770659958863,0.08370333176366081,0.4111311474291412,0.00040157595358545457,0.027460513933484497,2.8336194449680707e-05,5.3850563851731935e-05,0.00011143805666536157,0.00010615370065674318,0.00015608482968757571,1.719069030053716e-05,2.8733705099107476e-05,0.00014113322490724663,1.3785311506831551e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.352071885776112,-0.30824638217096023
200.0,5.8937177199,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027757166389200366,0.00037074498553009243,0.9882816364916003,0.0011399936927425642,0.002154258847550685,0.004611764737201873,0.003812346230904674,0.4237878906468518,0.05187214697980947,0.08622607336032406,0.43773965134520026,0.0003742376678144265,0.02743189782348858,3.164299461209431e-05,5.979612127687139e-05,0.0001280095211583593,0.00010581992866446192,0.00015711723538569547,1.923133838144429e-05,3.196788432029003e-05,0.00016228978070392398,1.387467387386751e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.267797451822062,-0.3472652096162321
200.0,6.3241174763,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027753999814830843,0.00039829144807771436,0.9873692473772003,0.001254155741354475,0.002357267800362612,0.005216756717631962,0.0038025723634505532,0.39710099825193207,0.053209672531361024,0.08798664951420922,0.46135189427209367,0.00035078543040399613,0.027403445908876486,3.480783821332114e-05,6.542361009477064e-05,0.00014478586497517504,0.00010553659267108754,0.00015816193162686794,2.1192957524256763e-05,3.504433004652071e-05,0.00018375251404302876,1.397148370401719e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.183703668269,-0.3854924595729088
200.0,6.7545172328,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027750794182977864,0.00042591983053827327,0.9864640249498902,0.00136345208962493,0.002549579875156934,0.005828861542406466,0.0037940815429214673,0.3738232793588697,0.0541860694545335,0.08915491513960036,0.48250529999961644,0.00033043604737994164,0.027375160125296342,3.7836878317532516e-05,7.075286636854248e-05,0.00016175553698439675,0.00010528877601104874,0.0001592187477957914,2.3078921519610015e-05,3.797284634791272e-05,0.00020550857560965534,1.4073926530380158e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.09977979849872,-0.42293549578434053
200.0,7.1849169892,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027747551125349993,0.0004536303309899644,0.985565817403601,0.001468099994957378,0.0027318643059400676,0.00644768748472242,0.0037865308107790517,0.35334395991141054,0.054874130789859143,0.08985878079910277,0.5016105204942797,0.00031260800534801367,0.027347037905803777,4.0736179667205915e-05,7.58025444965908e-05,0.00017890753812261465,0.0001050669572598047,0.00016028753748791787,2.4892570112990398e-05,4.076266847625165e-05,0.00022754574643986842,1.41808472936132e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.016017537110812,-0.459601628918211
200.0,7.6153167457,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.02774427233336232,0.0004814231919504202,0.9846743863975693,0.001568312081376662,0.002904749012529209,0.0070728617630228955,0.0037796907455018426,0.33518988057114557,0.05533008181991101,0.09019606213859727,0.5189871165496792,0.00029685892066705057,0.0273190743359006,4.35116774894164e-05,8.059014766367565e-05,0.00019623140292953238,0.00010486476937909238,0.00016136818221404103,2.6637184600619475e-05,4.342247613612194e-05,0.0002498524342304913,1.4291476914648806e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.9324101226847,-0.49549877394665387
200.0,8.0457165021,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.02774095949001495,0.0005092986905995085,0.9837894494165852,0.0016642953539448252,0.0030688222952535587,0.007704031000085664,0.003773401934130788,0.31898882328061134,0.055597960628803754,0.09024254721821907,0.5348878233549191,0.00028284551744662585,0.027291263262969604,4.616914999320349e-05,8.513207497468367e-05,0.0002137172118831958,0.00010467779019426625,0.00016246059001269337,2.831596854825278e-05,4.596041113460329e-05,0.0002724176680522815,1.44052851677507e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.848951817670372,-0.5306349043616763
200.0,8.4761162585,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.02773761423589936,0.0005372571318111988,0.9829107041826408,0.0017562503729818318,0.003224634547678518,0.008340860839027348,0.0037675500576713873,0.30444396810947966,0.055712677408463473,0.09005762052407087,0.5495154370148654,0.0002702969431204717,0.027263597940954284,4.871419534742442e-05,8.944366913526055e-05,0.00023135558034826045,0.00010450285011412933,0.0001635646931037191,2.9932033269993654e-05,4.838409890050366e-05,0.000295231087576584,1.4521896039823935e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.765637627494197,-0.5650181290493634
200.0,8.906516015,0.9700000000000001,0.0027830000000000003,0.004877000000000001,0.018639000000000003,0.0037010000000000003,0.027734238150173163,0.0005652988430404431,0.9820378428030083,0.001844370663702804,0.0033727001127509975,0.00898303550182014,0.003762050918717811,0.2913157300249514,0.055702196263539235,0.08968826456859892,0.5630348127376865,0.0002589964052239787,0.02723607140478095,5.115221522432651e-05,9.353926813615205e-05,0.00024913764591894005,0.00010433761611279751,0.00016468044514258713,3.148838710259042e-05,5.070067219493414e-05,0.0003182829282321067,1.4641036822474895e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.682463126457403,-0.5986566584218416
