temperature,pressure,z_carbon dioxide,z_argon,z_methane,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_methane,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_methane,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_methane,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.3565635822336417,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.027829045609750136,10.21489018108964,2.333231269538259,1213.2052116350385,6.425640183431012,0.9569958256195137,3.859353650500678e-05,7.880262115142617e-05,4.8720026146621836e-05,0.04283805819668338,0.971012866440401,0.004507954447722412,0.0027586444264410498,0.012008186868274612,0.009712347817160905,20.35928625666276,0.6035696862464364,1.0000000010960908,4.836069420722026,3.9755855108662774,6.858824739238388,1.0000000000285463,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.6240179855800245,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.030987458497638454,10.21489018108964,2.333231269538259,1218.7547708771183,6.987935431594565,0.9849692683749619,0.0002177710110696322,0.00040821473558417057,0.000282351691001229,0.014122394187383088,0.901731051150844,0.022277971956544677,0.012401249789021017,0.0606797083760246,0.002910018727565763,19.969657573746687,0.6070775148014,1.0000000008033112,4.6686769535207775,3.7955288901248374,6.771352186006272,1.0000000001593279,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.8914723889264073,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.03414587138552677,10.21489018108964,2.333231269538259,1218.3803299908748,7.493022857996724,0.9851422002992135,0.00043888165968473394,0.0007389123403791803,0.0005859540793711326,0.013094051621351311,0.8222380362689926,0.04074070467935705,0.020384490774041877,0.11417246135744814,0.002464306920160264,19.86498293879789,0.6102222479537943,1.0000000008500416,4.635043219405938,3.7641454571878237,6.719650875759091,1.0000000001739218,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.15892679227279,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.03730428427341509,10.21489018108964,2.333231269538259,1217.9173789030176,8.00057089381751,0.9846542373053065,0.0006565319310302947,0.0010043747531156848,0.0009028301113619119,0.012782025899185727,0.7555977430378753,0.055809079905677364,0.02539809381668804,0.16097983876190344,0.002215244477855909,19.770850083181198,0.6132582151126251,1.000000000902983,4.606089519031478,3.7377110250161896,6.670795499562721,1.0000000001942246,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.426381195619173,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.04046269716130341,10.21489018108964,2.333231269538259,1217.468860343184,8.510570594277805,0.9840526289012451,0.000868447656718177,0.0012199221988394582,0.0012300897587182904,0.01262891148447899,0.6992104446790628,0.06809387716079411,0.02848420858424259,0.2021818025773171,0.0020296669985834436,19.68088827507346,0.6162501396124669,1.0000000009596037,4.578896556400467,3.713055399549136,6.623661633820721,1.0000000002198608,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.693835598965556,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.043621110049191725,10.21489018108964,2.333231269538259,1217.043775309771,9.022363469464036,0.9834264026710676,0.0010736540415445725,0.0013974170249997937,0.0015662066435628982,0.012536319618825098,0.6509250936762692,0.07812531331818698,0.030312300412505024,0.23875772445492205,0.001879568138116711,19.593575703380495,0.61918734922576,1.0000000010177694,4.552791918530367,3.6894763172779204,6.5778132286809505,1.0000000002500642,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.9612900023119386,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.04677952293708005,10.21489018108964,2.333231269538259,1216.640073238194,9.535412069720795,0.9827995438090942,0.0012716615033417644,0.001545519253701441,0.0019100932843925974,0.012473182149470064,0.609127396719759,0.08632418114633246,0.031308420577962126,0.2714864000580829,0.0017536014978635271,19.50821644483723,0.6220612916605696,1.0000000010613403,4.527480105956081,3.6666760785894166,6.532989048420022,1.000000000276718,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.228744405658322,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.04993793582496837,10.21489018108964,2.333231269538259,1216.2541778502737,10.049326408503587,0.9821796509247332,0.0014622618294491039,0.0016705811377583733,0.0022609124492427492,0.012426593658816381,0.5725990573226996,0.0930232370173782,0.03174834040931978,0.30098378181075797,0.0016455834398444776,19.42440567918851,0.6249398559423078,1.0000000011063506,4.502792428337646,3.6444888088837817,6.489015706251201,1.0000000003026812,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.496198809004705,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.053096348712856685,10.21489018108964,2.333231269538259,1215.882761514337,10.563832467677242,0.9815690269335867,0.0016454256007009096,0.001777322525821476,0.0026179923606187146,0.012390232579272187,0.5404068299913605,0.09848712436452926,0.03181386120667394,0.32774060491292,0.0015515795245162228,19.34187138748383,0.6277641329621304,1.0000000011328023,4.478619952074934,3.6228088286218734,6.4462302464296295,1.0000000003196095,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.7636532123510875,0.97,0.004185,0.002565,0.011144,0.012106,308.63,84.68,0.6480251433755629,0.05625476160074501,10.21489018108964,2.333231269538259,1215.5230590667654,11.078741320459194,0.9809680423199562,0.0018212401552353567,0.0018693016381260725,0.0029807782930471767,0.012360637593635286,0.5118247371720146,0.1029278983718229,0.031626866329657013,0.3521516422025687,0.0014688559239367232,19.260422202013093,0.6305713874284826,1.0000000011403958,4.454887365521766,3.6015635466903406,6.404060730361882,1.0000000003301075,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
