idx,split,source_id,temperature,pressure,actual,predicted,residual
15844,test,81,270.0,54.48971476457171,54.48981476457171,56.177174,-1.6873588499302414
12227,test,63,215.0,46.61539783749365,58.350216521490815,56.982113,1.3681036369693302
8592,test,44,235.0,17.476497318225913,61.78016691669658,60.313263,1.4669039772434544
15500,test,80,200.0,45.3971180048462,98.7203511040806,96.17754,2.5428074639438876
7210,test,37,215.0,27.563367998975423,30.3116844228866,31.678482,-1.3667976327774625
12198,test,63,200.0,47.91547483046308,70.49680581582076,68.78291,1.7138926078129515
8175,test,42,220.0,25.33052036038618,90.296559371133,88.82393,1.4726305381251876
6202,test,32,200.0,26.546030632686243,26.546130632686243,28.00737,-1.4612393624309448
17170,test,88,260.0,39.12354617806453,54.19464287014716,52.486187,1.7084558889459913
17172,test,88,260.0,45.15194485489758,54.19464287014716,51.915047,2.279596178252632
17142,test,88,245.0,37.723946514083465,48.08458703930356,46.523476,1.5611113923309006
10852,test,56,205.0,55.26372899483704,70.04197809536882,67.64177,2.4002086861891314
7428,test,38,235.0,17.592913123274126,62.81217863510534,61.122528,1.6896505589334652
570,test,2,295.0,67.32485685095926,77.49079543652728,75.91426,1.5765345722694661
10062,test,51,285.0,59.3634125885557,61.42241590982557,62.99029,-1.5678756856334175
14078,test,72,270.0,54.05688310721733,54.05698310721733,55.56599,-1.5090073407807196
9739,test,50,230.0,37.014223471016265,70.96287920689642,68.73197,2.230907466173761
19330,test,99,280.0,66.80732361579783,66.80742361579783,68.34629,-1.5388669725810757
15315,test,79,205.0,3.502794465671043,126.70738967700592,128.61679,-1.9094010944784543
3623,test,18,270.0,34.8162922893814,42.1411222696124,40.792965,1.3481573343096684
4638,test,24,200.0,25.5619025171185,105.58327192678914,101.926,3.6572694243477315
10865,test,56,215.0,11.951211786302398,62.95378405246996,61.60451,1.349272791483635
19217,test,99,225.0,46.20899196311372,65.24900587088861,63.610085,1.6389213371972033
17186,test,88,270.0,35.95341483701443,60.136733319434825,61.720203,-1.5834700802233783
15310,test,79,200.0,47.537700556788366,137.13583353064735,130.34444,6.791396885139534
9718,test,50,220.0,23.132680246602344,80.73914492116846,78.29635,2.4427963493911165
9417,test,48,260.0,39.49061448273045,45.77125588981539,44.390915,1.3803409728232054
8690,test,44,280.0,69.80762018752448,69.80772018752448,71.181854,-1.374134060522394
9701,test,50,210.0,45.31938314656431,96.54171462420372,93.34033,3.2013825929537205
12806,test,66,205.0,24.54003888092897,35.039712016825376,33.665657,1.3740549733683451
7507,test,38,275.0,40.59519796644647,66.9511264937041,68.450264,-1.4991374833466864
15267,test,78,280.0,44.84260412419234,51.67674158262648,50.000805,1.6759366815034298
15366,test,79,230.0,93.0647317259738,93.0648317259738,95.19686,-2.13202954111604
15309,test,79,200.0,32.60469506114519,137.13583353064735,131.88495,5.250884800178596
8548,test,44,210.0,52.49934652622658,76.56247843759083,78.60163,-2.039152726959955
7751,test,40,200.0,21.032538338778952,44.01676765723131,42.505222,1.511545336674672
4070,test,21,210.0,18.43871609417144,130.85195443489903,124.39176,6.460192655113872
12307,test,63,255.0,48.5916630682858,55.77829836283855,54.209553,1.56874559794597
4082,test,21,215.0,43.354270060491146,119.12173194698096,115.10943,4.012303541219239
15256,test,78,270.0,41.47115723951198,41.47125723951199,43.077698,-1.606440514394258
17212,test,88,280.0,60.68660794634023,67.52762229655735,65.949326,1.5782967350339163
4138,test,21,245.0,31.474011017352943,82.71455781713829,80.8002,1.9143564011226601
8557,test,44,215.0,49.96925203619659,72.22641498703823,74.19633,-1.9699122224344308
16627,test,85,270.0,35.687799607850906,35.68789960785091,37.2747,-1.586800556944013
15308,test,79,200.0,17.671689565502028,137.13583353064735,134.98395,2.1518857767410964
7747,test,40,200.0,2.645234884017069,44.01676765723131,41.298607,2.718160784672719
4074,test,21,210.0,74.64528526453523,130.85195443489903,127.09547,3.7564878211294968
17225,test,88,285.0,71.69909760170877,71.69919760170878,73.255486,-1.5562879329591937
9715,val,50,215.0,87.73055796055898,87.73065796055899,89.79382,-2.063165281628514
1922,val,10,200.0,75.35656071771677,111.66569983019112,108.5451,3.120602479116897
4101,val,21,225.0,49.74555277292416,101.62713200545475,99.0812,2.5459323594586607
1961,val,10,220.0,50.71844112792838,85.84758495835386,87.755226,-1.907641176900043
19210,val,99,220.0,68.49540215418591,68.49550215418591,70.168304,-1.672802289173461
12604,val,65,205.0,25.9607049203251,54.14479626475647,52.59038,1.554414642442019
17180,val,88,265.0,42.69411306116231,56.97941287379466,54.96713,2.0122841201325485
4655,val,24,210.0,22.333677023549207,85.27397113666967,82.912865,2.3611064516110787
15277,val,78,285.0,50.88877128964234,57.44046105223574,55.290447,2.1500138171283183
7752,val,40,200.0,25.62936420246942,44.01676765723131,42.120255,1.8965131406297502
389,val,2,200.0,64.01423936347521,64.01433936347522,66.45194,-2.4376030803724404
6792,val,35,200.0,22.94583190197982,22.94593190197982,24.683023,-1.7370915507789704
4089,val,21,220.0,29.58287109006884,109.50566556983412,107.08282,2.422848492197403
3152,val,16,230.0,54.81174004581474,54.81184004581474,56.273754,-1.4619140740583063
1946,val,10,215.0,5.516379237034647,90.76992482699112,92.46213,-1.6922028585557598
17445,val,90,200.0,41.46175583037167,41.46185583037168,43.069183,-1.6073275192376926
12795,val,66,200.0,21.45521915817377,36.40480232959397,34.424896,1.979906089359595
3100,val,16,205.0,55.701042478373125,70.63758179697916,68.97384,1.6637429908268189
15559,val,80,230.0,37.2259292862703,71.17462479903608,69.71645,1.4581712467899877
8547,val,44,210.0,44.47833588910516,76.56247843759083,78.21551,-1.6530290697333925
7182,val,37,200.0,33.29140276008591,33.29150276008591,34.903225,-1.6117221849824475
1158,val,6,200.0,41.40202203553103,41.40212203553103,43.63795,-2.2358288616857678
14132,val,73,200.0,12.895468242593614,33.14951264976151,31.785542,1.3639711153376837
8576,val,44,225.0,40.177114655950646,65.74207169121608,64.37845,1.3636232048879577
9300,val,48,200.0,35.647205684580726,35.64730568458073,37.01108,-1.3637760109759114
4069,val,21,210.0,4.3870738015804935,130.85195443489903,124.998085,5.853869412926372
3162,val,16,235.0,53.468498708504136,53.46859870850414,54.926422,-1.457823410636486
8147,val,42,205.0,27.725910592491346,112.5710137130004,115.28686,-2.7158438919800716
8202,val,42,230.0,81.06660070294284,81.06670070294284,82.462036,-1.395335429869661
8155,val,42,210.0,15.440920328175448,103.78162397351367,101.69089,2.0907365223417997
1288,val,6,270.0,34.84905468229793,50.16458404975005,48.623714,1.5408696027285629
15714,val,81,205.0,19.4355761819613,19.4356761819613,20.881533,-1.4458564871060844
9683,val,50,200.0,42.34077888310593,121.63578488730565,115.32679,6.308995031348616
15312,val,79,200.0,77.4037115480747,137.13583353064735,134.30768,2.8281553079910964
15374,val,79,235.0,80.52656574521625,89.08184695693701,87.391335,1.6905124232456075
12306,val,63,255.0,44.99839542100944,55.77829836283855,54.077377,1.7009210435026105
15498,val,80,200.0,24.06786476515244,98.7203511040806,97.14437,1.5759800713657626
7178,val,37,200.0,19.72566467297193,33.29150276008591,31.801954,1.4895484906767322
1157,val,6,200.0,37.09917735077972,41.40212203553103,43.079514,-1.6773915142736584
2249,val,11,265.0,39.46521560248357,49.923506935943145,48.518806,1.4047004784236137
4003,val,20,270.0,35.5220442548973,43.48616982693464,42.106495,1.3796749233701888
9694,val,50,205.0,49.747760812073935,107.63039345951373,100.63939,6.991004421427789
4071,val,21,210.0,32.49035838676239,130.85195443489903,121.8159,9.03605172493809
15257,val,78,275.0,39.38364458162934,46.353097101513896,43.867878,2.485219141308818
4682,val,24,220.0,72.48437527599647,72.48447527599647,74.14303,-1.6585529832808703
9509,val,49,210.0,39.37773906880377,43.75350680171885,42.29454,1.4589663964454118
16112,val,83,210.0,37.14933916830324,46.52757383010663,45.178867,1.348706490018742
10844,val,56,200.0,74.66259614387997,74.66269614387997,77.90855,-3.2458503038739366
12779,val,65,290.0,68.11477892290235,68.11487892290235,69.64344,-1.528561323679682
19227,val,99,230.0,45.04380173893538,62.6476331299223,61.02118,1.6264539307035477
339,val,1,270.0,35.6903795170448,35.6904795170448,37.10666,-1.4161794185020753
2144,val,11,210.0,35.99308809559971,35.99318809559971,37.416214,-1.4230258936580995
1978,val,10,230.0,32.84268059165459,78.39585728982381,79.83591,-1.4400496925980661
9699,val,50,210.0,24.830490555508533,96.54171462420372,93.5005,3.041211084164658
9874,val,50,295.0,80.67498557689778,80.67508557689779,82.568405,-1.8933195744694018
12214,val,63,210.0,29.7861678802712,61.463656648969504,62.819695,-1.3560378700734645
12778,val,65,290.0,66.9781844712022,68.11487892290235,69.63549,-1.5206114945781195
9693,val,50,205.0,38.17125428258598,107.63039345951373,99.40092,8.22947640629107
15311,val,79,200.0,62.47070605243153,137.13583353064735,135.5114,1.6244352152176589
7422,val,38,230.0,40.36321148195074,64.69333643753633,63.32741,1.365924785925003
19228,val,99,230.0,50.91171220259768,62.6476331299223,61.273182,1.3744512146390946
4123,val,21,235.0,72.66924886693579,90.01395198986143,87.73082,2.283132287712988
2073,val,10,275.0,71.15701057979403,74.89814942713753,73.478065,1.4200839364148692
4120,val,21,235.0,46.65234418254735,90.01395198986143,87.69813,2.315824243279394
12796,val,66,200.0,25.19258995102882,36.40480232959397,34.001816,2.4029865336955325
12659,val,65,230.0,40.71386712341145,40.71396712341145,42.683064,-1.969096383668628
12330,val,63,270.0,36.16460734276654,63.04836957042515,64.696144,-1.6477745335787546
8502,val,43,280.0,61.38262586925052,61.38272586925052,63.052467,-1.6697414769408851
9690,val,50,205.0,3.4417346941221187,107.63039345951373,109.00227,-1.3718801000565861
