T,P,z_carbon dioxide,z_hydrogen,z_nitrogen,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_nitrogen,y_carbon dioxide,y_hydrogen,y_nitrogen,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_nitrogen,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_nitrogen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,14.4979750999,0.98,0.01,0.01,0.02778764962374348,0.0009000232344134658,0.9907124302663772,0.003145276261876695,0.006142293471746097,0.18793906654630943,0.5168279323718061,0.29523300108188444,0.027529569890129488,8.739983473490725e-05,0.00017067989887908748,0.000169149526545657,0.0004651571473284969,0.00026571656053931184,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.35088773087934,-0.9994757023806002,-1.180883256901467
200.0,15.5916380745,0.98,0.01,0.01,0.027790334356597654,0.0009679813704066732,0.990021807261831,0.0034843356005547724,0.006493857137614181,0.1765503456989256,0.5323617030846407,0.29108795121643366,0.027513037044129364,9.683085135001362e-05,0.00018046646111827627,0.0001708974455754179,0.000515316210903901,0.0002817677139273543,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.311566486818087,-1.0691403858307496,-1.2637770403650386
200.0,16.6853010492,0.98,0.01,0.01,0.027793206586369603,0.0010359344430409755,0.9893491203400004,0.0038297841583605865,0.00682109550163903,0.16665373409008677,0.546790824392726,0.2865554415171872,0.027497184487652673,0.00010644198229452142,0.00018958011642240995,0.00017264234320531286,0.0005664394481271944,0.0002968526517084682,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.27361187973683,-1.1364239659201871,-1.343914847070483
200.0,17.7789640239,0.98,0.01,0.01,0.027796251412781338,0.0011038787331913726,0.9886929945665255,0.004181061784541061,0.007125943648933421,0.15797476699465943,0.5602492847315959,0.28177594827374486,0.027481959047026796,0.00011621784453547553,0.0001980745212190658,0.0001743849856662669,0.0006184472707008867,0.0003110464768242192,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.23691594793585,-1.201515028930391,-1.4215144770320407
200.0,18.8726269985,0.98,0.01,0.01,0.027799454888185037,0.0011718111357319995,0.988052143564112,0.004537645000855416,0.007410211435032578,0.1503025249588587,0.5728441811156927,0.27685329392544866,0.027467310992185058,0.0001261440574998785,0.00020599983850010106,0.00017612617247542741,0.0006712651904706471,0.00032441977278592504,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.20137793896492,-1.2645863635876964,-1.4967758370687534
200.0,19.9662899732,0.98,0.01,0.01,0.027802804046274318,0.0012397290540065785,0.98742537196508,0.004899047880313571,0.007675580154606469,0.1434722441083706,0.5846632020132054,0.2718645538784239,0.027453194127064647,0.00013620726822967378,0.0002134026509799956,0.00017786670946467117,0.0007248239583442882,0.0003370383861976189,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.166904440959733,-1.325795611972623,-1.5698815963607657
200.0,21.0599529479,0.98,0.01,0.01,0.02780628689970042,0.0013076303094957868,0.9868115750400328,0.005264821787578285,0.007923603172388959,0.13735333979824108,0.5957796592868637,0.26686700091489524,0.027439565771508405,0.00014639514510119542,0.0002203259830908238,0.00017960739023065395,0.000779059540264576,0.0003489633790005569,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.133409300535746,-1.3852861212385505,-1.64099809216696
200.0,22.1536159225,0.98,0.01,0.01,0.02780989241497247,0.0013755130653026425,0.9862097362662798,0.0056345542953412635,0.008155709438378886,0.1318409750450602,0.6062559460798559,0.2619030788750839,0.027426386664163614,0.00015669634875976155,0.00022680940204909236,0.00018134898371671997,0.0008339129747502561,0.0003602511068356664,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.10081338774138,-1.443187915603552,-1.710276390254755
200.0,23.2472788972,0.98,0.01,0.01,0.027813610471639626,0.001443375761981329,0.9856189234736549,0.00600786753718004,0.008373208989165094,0.12685000752268621,0.6161459631177191,0.2570040293595949,0.02741362081097302,0.00016710048744433454,0.0002328891732222693,0.0001830922262653945,0.0008893301490067576,0.0003709533867091771,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.06904425772195,-1.4996187243275543,-1.7778534235844141
200.0,24.3409418719,0.98,0.01,0.01,0.02781743181136629,0.0015112170641288568,0.985038284080058,0.006384416204222297,0.00857729971571975,0.1223105676229608,0.6254968565163818,0.25219257586065746,0.02740123529898227,0.00017759806241633575,0.00023859844996768564,0.00018483781691510482,0.0009452615231265152,0.0003811177240872368,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.03803574841843,-1.5546850180427363,-1.843853152058518
200.0,25.4346048466,0.98,0.01,0.01,0.027821347981253026,0.0015790358162692112,0.9844670398131695,0.006763885345575602,0.008769074841254852,0.1181647769535426,0.6343502882551777,0.24748493479127964,0.027389200090716267,0.0001881804079045567,0.0002439674826322024,0.0001865864150311064,0.001001661825215624,0.00039078757602248077,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.007727544365142,-1.6084830204025167,-1.9083877030872465
200.0,26.5282678212,0.98,0.01,0.01,0.02782535127466355,0.0016468310066258581,0.9839044812155188,0.007145988091565814,0.008949530692915406,0.11436427832258454,0.6427433842462754,0.24289233743114005,0.027377487810537414,0.00019883962885238138,0.00024902383527375426,0.0001883386395920217,0.0010584897344804046,0.000400002632553432,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.978064728839115,-1.6610996745107371,-1.9715584671760205
200.0,27.6219307959,0.98,0.01,0.01,0.027829434671919295,0.001714601737511759,0.9833499621478755,0.007530463385374953,0.009119574466749483,0.11086835237802296,0.6507094564017726,0.23842219122020447,0.027366073531228614,0.00020956853883257246,0.000253792601858108,0.00019009506962242413,0.0011157075645618114,0.0004087991033275234,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.9489973402466,-1.7126135464781491,-2.0334571272169732
200.0,28.7155937706,0.98,0.01,0.01,0.02783359178250764,0.001782347201254421,0.9828028944401345,0.007917073782281507,0.009280031777584115,0.1076424645363219,0.6582785636959163,0.23407897176776185,0.02735493456651365,0.00022036059976801724,0.00025829661622597496,0.0001918562454024416,0.0011732809556491966,0.00041721000020278294,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.920479943579156,-1.7630956645909102,-2.094166617549803
200.0,29.8092567452,0.98,0.01,0.01,0.027837816789889933,0.0018500666606739442,0.982262742788333,0.008305603355006392,0.009431653856660574,0.10465713170717339,0.6654779566205599,0.22986491167226655,0.027344050273276393,0.0002312098645261631,0.00026255665208737585,0.00019362267017320343,0.001231178580957119,0.0004252654095436213,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.892471223941165,-1.8126102860817213,-2.1537620033013063
200.0,30.9029197199,0.98,0.01,0.01,0.027842104399579053,0.0019177594333252873,0.9817290199577753,0.008695855728496123,0.00957512431372859,0.10188702959638223,0.672332435745063,0.2257805346585549,0.027333401865760807,0.00024211092303646662,0.00026659161078177915,0.00019539481214195475,0.001289371870980662,0.00043299275020267065,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.864933606238218,-1.8612155961332455,-2.2123112838539747
200.0,31.9965826946,0.98,0.01,0.01,0.0278464497908433,0.0019854248788068792,0.9812012823242329,0.009087652256028145,0.009711065419739016,0.09931028302466251,0.6788646458981136,0.22182507107722388,0.02732297224295281,0.00025305885226413157,0.0002704186956263571,0.00019717310663851744,0.001347834757308537,0.0004404170148598246,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.837832903035157,-1.9089643377795547,-2.2698761188247154
200.0,33.0902456692,0.98,0.01,0.01,0.027850848572173924,0.0020530623885760386,0.9806791257648353,0.009480830340599287,0.009840043894565432,0.09690789692097349,0.6850953212417118,0.21799678183731466,0.027312745829568334,0.0002640491701545029,0.0002740535724510864,0.00019895795832445436,0.0014065434366307772,0.00044756099362080684,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.81113799108911,-1.9559043801071496,-2.326512484019535
200.0,34.1839086439,0.98,0.01,0.01,0.0278552967405211,0.002120671375793172,0.9801621818544927,0.009875241931715035,0.009962576213792254,0.09466329394658586,0.6910434963546509,0.21429320969876334,0.0273027084293935,0.0002750777943923591,0.00027751051673524044,0.0002007497378108197,0.0014654761621473414,0.00045444547583501114,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.78482052139472,-2.0020738055044056,-2.3822658393312572
203.4034827586,2.9307502155,0.98,0.01,0.01,0.027535027081124895,0.00018127161281101964,0.999915497865123,1.9046606492640716e-05,6.545552838430472e-05,0.9705490127497886,0.014736505404275466,0.014714481845935896,0.027532700312552644,5.244488255783914e-07,1.8023197466711698e-06,0.00017593298485329704,2.6713101018313208e-06,2.667317855891269e-06,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.10530430468767,-0.00871242874535838,-0.010327004181650778
203.4034827586,3.9906831964,0.98,0.01,0.01,0.02753448422329423,0.0002456808430967641,0.9989444256182278,0.0002483955688236455,0.0008071788129485798,0.7236474051939283,0.14195697509293517,0.13439561971313654,0.02750541952713281,6.839443870910863e-06,2.2225252290510035e-05,0.00017778630461282998,3.4876109324298654e-05,3.301842915963547e-05,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.046118164627643,-0.10816280236254627,-0.1282886410891031
203.4034827586,5.0506161773,0.98,0.01,0.01,0.027534280581129323,0.0003102337355451126,0.9980048262744151,0.0004898098346645054,0.0015053638909204125,0.5791441040092858,0.22173299545715752,0.19912290053355677,0.027479344907960973,1.3486561419049055e-05,4.144911174930319e-05,0.00017967003880572796,6.878905547428145e-05,6.177464126510322e-05,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.989288704282075,-0.20321787322995277,-0.24118054524604204
203.4034827586,6.1105491583,0.98,0.01,0.01,0.027534408061221986,0.0003748865213168242,0.9970956986323346,0.0007431380278253718,0.0021611633398401064,0.48435078403857523,0.2783807475462582,0.23726846841516666,0.02745443984223192,2.0461865703955525e-05,5.950635328611085e-05,0.00018157658052529783,0.00010436119004919378,8.89487507423326e-05,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.934743190601807,-0.294113362129341,-0.34926574180592596
203.4034827586,7.1704821392,0.98,0.01,0.01,0.027534856768985958,0.00043961342112725145,0.9962160357726647,0.0010080523561410096,0.0027759118711942667,0.4174016719920042,0.32196617847243447,0.2606321495355613,0.027430665855967314,2.7756577241981523e-05,7.643433577666193e-05,0.00018349537700863982,0.00014154065320553413,0.00011457739091307749,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.882411268085107,-0.3810802726871181,-0.45280203403062913
203.4034827586,8.2304151201,0.98,0.01,0.01,0.027535614868299512,0.0005043961576422362,0.9953647145022605,0.0012841152454577624,0.003351170252281757,0.3676060903451912,0.3573904276027775,0.27500348205203134,0.027407979432029144,3.5358902845436836e-05,9.227653342493257e-05,0.0001854190994959992,0.00018026635846095677,0.0001387106996852803,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.832209867857195,-0.464334554746074,-0.5520337347742874
203.4034827586,9.290348101,0.98,0.01,0.01,0.0275366688521914,0.0005692204877908613,0.9945404881505,0.0015708125159129755,0.003888699333586945,0.32912227820316686,0.3873167922187162,0.28356092957811707,0.027386332082297106,4.325494407957324e-05,0.00010708182581472109,0.0001873431437416462,0.0002204686533963293,0.00016140869065288586,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.784043931524213,-0.5441038194953407,-0.6472184856628225
203.4034827586,10.350281082,0.98,0.01,0.01,0.027538003937168355,0.0006340748032208658,0.9937420095013205,0.0018675770727146193,0.004390413425964841,0.2984896149429503,0.4133129710824643,0.28819741397458554,0.027365671370176956,5.142934478138054e-05,0.00012090322221001659,0.0001892647438584232,0.00026207134080774493,0.00018273871855469773,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.737809528464005,-0.6206113373922193,-0.7386108109719238
203.4034827586,11.4102140629,0.98,0.01,0.01,0.027539604485244402,0.0006989494574679082,0.9929678629561446,0.0021738085556741453,0.004858328488181165,0.2735281530977791,0.43636045295831827,0.2901113939439026,0.027345942212370588,5.9865827849906346e-05,0.00013379644502390468,0.00019118235420989164,0.0003049939018556672,0.00020277320140234934,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.69339712324307,-0.6940766336871071,-0.8264621169337687
203.4034827586,12.4701470438,0.98,0.01,0.01,0.027541454406051165,0.0007638363784593277,0.9922165976412942,0.002488890145847271,0.005294512212858472,0.2527966069363962,0.45710521963582207,0.29009817342778177,0.027327088184864918,6.854765447352265e-05,0.00014581856671272265,0.00019309524472910307,0.0003491535955414819,0.00022158753818874282,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.650694537612203,-0.7647128409737576,-0.9110174484562776
203.4034827586,13.5300800247,0.98,0.01,0.01,0.02754353751392273,0.0008287288049668916,0.99148675772411,0.002812202716753117,0.00570103955913695,0.2353040397532335,0.47599081555203604,0.28870514469473046,0.02730905270593164,7.74580110256449e-05,0.00015702679696544608,0.00019500323566857915,0.00039446729974765494,0.0002392582695506575,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.609589471644778,-0.8327244283757622,-0.9925126883729263
203.4034827586,14.5900130057,0.98,0.01,0.01,0.027545837827465464,0.0008936210832931308,0.9907769081988493,0.0031431363512269294,0.006079955449923764,0.220346769907021,0.49333330144296506,0.286319928650014,0.027291780036443142,8.658032420050852e-05,0.00016747746682181482,0.00019690651922445434,0.00044085303926003907,0.00025586152480863743,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.569971549767406,-0.8983054642405328,-1.0711723840596683
203.4034827586,15.6499459866,0.98,0.01,0.01,0.027548339807753976,0.000958508498166065,0.9900856555162888,0.0034810993126964214,0.006433245171014737,0.207411344580578,0.5093655304489164,0.28322312497050556,0.02727521607694557,9.589850677069984e-05,0.0001772252240377063,0.00019880553639653402,0.00048823118960815193,0.000271471772161379,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.531733902498566,-0.961638439381094,-1.1472082360609903
203.4034827586,16.7098789675,0.98,0.01,0.01,0.027551028537151787,0.0010233871270582625,0.9894116630987716,0.0038255246665389537,0.00676281223468947,0.1961143392566903,0.5242643362515934,0.2796213244917162,0.027259308965025066,0.00010539713925739279,0.00018632243286932884,0.00020070089022683374,0.0005365253728956251,0.00028616086393580363,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.49477432153258,-1.0228936021020445,-1.2208181958098372
203.4034827586,17.7698119484,0.98,0.01,0.01,0.0275538898444229,0.0010882537132986508,0.9887536621769453,0.004175874829150497,0.007070462993904139,0.186163650468258,0.5381677738284004,0.27566857570334147,0.027244009490893284,0.00011506159504651109,0.0001948187584831032,0.00020259328390331388,0.0005856630782464252,0.0002999973511489116,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.45899604153309,-1.0822287287491186,-1.2921860854687317
203.4034827586,18.8297449294,0.98,0.01,0.01,0.027556910383730596,0.0011531055557100606,0.9881104585876206,0.004531644366415706,0.007357897045963777,0.17733283424981594,0.551186354668374,0.27148081108181005,0.027229271356526003,0.00012487811769625523,0.0002027609095083399,0.00020448347638327407,0.000635576047799678,0.00031304603152710854,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.42430820897574,-1.139789214889042,-1.3614816112615848
203.4034827586,19.8896779103,0.98,0.01,0.01,0.027560077675769363,0.0012179404132934045,0.9874809362467514,0.004892361370887096,0.00762670238236161,0.169443634856013,0.5634105444997798,0.2671458206442072,0.027215051306301922,0.00013483385939958185,0.00021019251006786124,0.00020637225066646918,0.0006862004714219238,0.0003253676912050115,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.390626098844567,-1.1957083187234225,-1.4288605874332099
203.4034827586,20.9496108912,0.98,0.01,0.01,0.027563380119046344,0.0012827564236349977,0.9868640579991143,0.005257587729330028,0.007878354271555737,0.16235380895082696,0.5749158748365099,0.26273031621266313,0.027201309156454183,0.0001449168890927573,0.00021715407349940323,0.00020826039133328247,0.0007374770314962673,0.0003370190008054478,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.357871135925073,-1.2501082851160845,-1.4944660855107799
203.4034827586,22.0095438721,0.98,0.01,0.01,0.02756680697857843,0.0013475520337059969,0.9862588644839183,0.005626918558355209,0.008114216957726359,0.15594846334196638,0.5857664974497125,0.258285039208321,0.027188007748140116,0.00015511617778235886,0.00022368305265595042,0.0002101486689297919,0.0007893508349151988,0.00034805252986100615,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.325970770792196,-1.303100168700734,-1.5584283151878893
203.4034827586,23.0694768531,0.98,0.01,0.01,0.027570348358258417,0.0014123259416808493,0.9856644715677768,0.005999981044614829,0.008335547387608359,0.1501337780220781,0.5960177032627233,0.25384851871519853,0.027175112845482307,0.00016542156754297807,0.00022981394523313337,0.00021203782942313506,0.0008417712640189826,0.00035851684823873145,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.294858252809295,-1.3547851301484464,-1.620866000679861
203.4034827586,24.129409834,0.98,0.01,0.01,0.027573995162055935,0.0014770770484038478,0.9850800668012281,0.0063764328832817095,0.008543500315490222,0.14483238205833282,0.6057177406780924,0.24944987726357484,0.0271625929962148,0.00017582372947478423,0.00023557843636635073,0.00021392858740402064,0.000894691772566644,0.0003684566884331832,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.264472334587296,-1.4052550693715808,-1.681887108052198
203.4034827586,25.1893428149,0.98,0.01,0.01,0.02757773904817635,0.0015418044171857143,0.9845049052627892,0.006755960468438394,0.008739134268772515,0.13997989604521113,0.6149091524843031,0.24511095147048584,0.02715041936898678,0.00018631411481838929,0.00024100556437118387,0.00021582162203970362,0.0009480696474682224,0.0003779131476777883,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.23475693503491,-1.454593393554564,-1.7415897149623873
203.4034827586,26.2492757959,0.98,0.01,0.01,0.027581572379365205,0.0016065072407096756,0.9839383050720089,0.007138276953313227,0.008923417974677933,0.13552231170190107,0.6236297769798603,0.24084791131823857,0.027138565578173533,0.0001968849024517633,0.0002461218987399079,0.00021771757502681767,0.0010018657522403059,0.0003869239134425521,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.205660781721697,-1.5028757629795635,-1.8000628609217522
203.4034827586,27.3092087768,0.98,0.01,0.01,0.027585488171746882,0.0016711848139253508,0.9833796427823384,0.007523120268182965,0.009097236949478539,0.1314139813537962,0.6319135114728757,0.2366725071733281,0.02712700750430887,0.0002075289451725904,0.00025095172226541893,0.0002196170499759334,0.0010560442640877128,0.0003955234998617046,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.177137047886283,-1.550170800490374,-1.8573873603893354
203.4034827586,28.3691417577,0.98,0.01,0.01,0.027589480043931826,0.001735836511976013,0.9828283488062409,0.007910251159327222,0.009261400034431874,0.12761605789102068,0.6397909051740247,0.23259303693495464,0.027115723116000252,0.00021823971650274698,0.0002555172114288277,0.00022152061280167828,0.0011105724132312552,0.00040374348594307964,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.149142995028015,-1.5965407561637939,-1.9136365678127092
203.4034827586,29.4290747386,0.98,0.01,0.01,0.027593542167599783,0.0018004617722754935,0.9822839029791461,0.008299451292494884,0.009416645728359018,0.12409527169137333,0.6472896277831091,0.2286151005255176,0.027104692297409562,0.0002290112592073981,0.00025983861098282296,0.0002234287928004589,0.0011654202304139211,0.0004116127490611135,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,18.121639628589794,-1.6420421253887376,-1.9688770911897215
