T,P,z_carbon dioxide,z_nitrogen,z_methane,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_methane,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_methane,rhoL4_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_methane,rhoV4_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
213.8895172414,5.0090653165,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026788380754457577,0.00030091178704326726,0.9812300252788201,0.00036250134984416784,0.0019420517721089323,0.01646542159922691,0.9134736987554484,0.04618493226184815,0.03640406000350543,0.003937308979198157,0.026285563524875065,9.7108241836304e-06,5.2024422316123155e-05,0.00044108198308276023,0.00027487500310952517,1.3897590501384975e-05,1.0954410751285148e-05,1.1847826810720199e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.731634256622243,-0.024612648929444703,-0.06326065527460045
213.8895172414,5.3843768328,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02677234129454994,0.00032363497680182286,0.9814908944700986,0.0007051900974764375,0.0033629871558489015,0.014440928276575959,0.8548765343401776,0.08327393522902109,0.058607987909267495,0.0032415425215337654,0.02627680920424658,1.8879589967176125e-05,9.00350399055746e-05,0.0003866174604306085,0.0002766679473596061,2.695035809604074e-05,1.89675948074173e-05,1.0490765387587025e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.602908270607223,-0.03720001490982483,-0.10501949032256164
213.8895172414,5.7596883491,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026760191457326818,0.00034636894575507446,0.9805191836713633,0.0010818346423505285,0.0046029611375471985,0.013796020548738979,0.8028309443388144,0.11918310167808187,0.07506658834644098,0.00291936563666263,0.02623888108262748,2.8950102154468826e-05,0.00012317612131139787,0.0003691841512334701,0.00027807570781018603,4.128132528005706e-05,2.600073506698692e-05,1.011177597844427e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.499389686279933,-0.05436769855743506,-0.14869961710938284
213.8895172414,6.1349998654,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02674982667115577,0.00036912740134331255,0.9793682903224551,0.0014859774047185316,0.005667080162932794,0.013478652109893624,0.7569453267478021,0.15346379664691331,0.08689158501571988,0.002699291589564722,0.026197932013351837,3.974963801347461e-05,0.00015159341208999743,0.00036055160770046246,0.0002794092614213808,5.6647692456553674e-05,3.2074064975454194e-05,9.963824899238853e-07,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.408835092358494,-0.07482909957414563,-0.19304806869962476
213.8895172414,6.5103113817,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026740716871321787,0.00039191368367714905,0.9782215311985218,0.0019134353809040553,0.006576390085281797,0.013288643335292246,0.7162971223606261,0.186000701733861,0.09517486546208849,0.0025273104434242813,0.026158345003210546,5.11666337723251e-05,0.00017585738530588826,0.0003553478490330272,0.0002807266438316946,7.289622018305214e-05,3.730033211672417e-05,9.904875456781391e-07,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.327825503577696,-0.09798310109907149,-0.23779042968537567
213.8895172414,6.8856228979,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026732589305211683,0.00041472995177913133,0.9771247958409905,0.0023605587404589034,0.007353378041369382,0.01316126737718128,0.6800705206646775,0.21675288779521826,0.10079210259186797,0.0023844889482362375,0.026121075867156014,6.310384733951565e-05,0.00019657483518588956,0.0003518347555302677,0.00028204561424167047,8.989391470329834e-05,4.180150384764266e-05,9.889189865198864e-07,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.254420930697467,-0.12335236484483048,-0.28279560373371027
213.8895172414,7.2609344142,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026725255185621744,0.0004375781402044308,0.9760876569348781,0.002824145040511511,0.008018918502688963,0.013069279521921533,0.6475937476877878,0.24572563873204095,0.1044186940078203,0.0022619195723508462,0.02608619171512023,7.547599688887819e-05,0.00021430764329706637,0.00034927983031557354,0.0002833728677212396,0.00010752416799691233,4.569133792651755e-05,9.897665597612848e-07,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.187205716731025,-0.15052860977936078,-0.3279715348647265
213.8895172414,7.6362459305,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026718569480468725,0.0004604600405990128,0.9751080535604605,0.003301452494448073,0.008591283511636915,0.012999210433454566,0.6183188944983896,0.27295987976388475,0.10656664884552179,0.002154576892203766,0.026053492280019783,8.821008785937762e-05,0.00022954680543207625,0.0003473203071574898,0.00028471114326386517,0.00012568711731798002,4.9069683453909705e-05,9.920965632578408e-07,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.12506643086056,-0.17916479958645937,-0.37324409151239024
213.8895172414,8.0115574468,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026712416985598987,0.0004833772731020985,0.9741802257182819,0.003790182788532996,0.009085956902781174,0.012943634590404022,0.5917976722561213,0.29852254440441195,0.10762051888608766,0.002059264453378884,0.02602270840851169,0.00010124494309893373,0.00024270786950027218,0.00034575576448809495,0.0002860615450433333,0.00014429901347370476,5.2021312948989946e-05,9.954016360703684e-07,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.067109922050612,-0.20897058937071478,-0.4185515346913249
213.8895172414,8.386868963,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026706705219698784,0.0005063312668390535,0.9732976244916396,0.004288436306696554,0.00951581614852285,0.012898123053141053,0.567660868995414,0.3224975761394696,0.10786777949797546,0.0019737753671411193,0.0259935727483313,0.00011453000429639863,0.0002541360968034492,0.0003444663702676394,0.00028742444693340597,0.00016329060627922178,5.46168294443256e-05,9.993841821002808e-07,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,16.012616537583792,-0.2397061008529935,-0.4638423351692875
213.8895172414,8.7621804793,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026701359638325938,0.0005293232612199152,0.9724540107880956,0.004794655522099892,0.009891461602253999,0.012859872087550522,0.5456021068949529,0.3449784131302624,0.10752298441680369,0.0018964955579810095,0.02596584427378543,0.00012802382143747463,0.00026411547359047574,0.0003433760695125558,0.0002887998865500933,0.0001826050986885817,5.691441676760065e-05,1.0038592136395908e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.961005644922185,-0.2711746868353444,-0.5090736978993995
213.8895172414,9.1374919956,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026696319977398356,0.0005523543210582681,0.9716438320488983,0.0053075678462028856,0.010221578083140353,0.012827022021758469,0.5253652200600104,0.3660622695110728,0.10674631605072886,0.0018261943781878824,0.025939314644442896,0.00014169252952398327,0.000272878519181477,0.00034243428424999927,0.0002901877494338747,0.00020219607634083735,5.8961788927671645e-05,1.008706355884394e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.911807985974189,-0.30321573969028925,-0.5542102584128816
213.8895172414,9.5128035119,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026691537352225302,0.000575425357956686,0.9708623002817311,0.005826133787734288,0.010513273817329357,0.012798292113205167,0.5067344613181288,0.3858460925503178,0.10565754200376218,0.001761904127791178,0.025913807351837206,0.00015550846761437162,0.0002806154407894188,0.0003416060919843062,0.0002915878587929727,0.0002220256259219552,6.079802892833843e-05,1.0138443134196011e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.864643246854072,-0.3356981848198153,-0.5992228949926037
213.8895172414,9.8881150282,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026686971947238743,0.0005985371532408939,0.9701053500432835,0.0063495023838460885,0.010772375006463771,0.012772772566406783,0.4895268740333817,0.4044238858129966,0.10434639438257995,0.0017028457710419028,0.025889174262471327,0.00016944899199662609,0.00028748206960263446,0.0003408666231681584,0.00029300002161885397,0.00024206272131713132,6.2455193844701e-05,1.0192164602077155e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.819202016332811,-0.368516013228529,-0.6440887735795631
213.8895172414,10.2634265444,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.0266825911690919,0.0006216903784014134,0.9693695525167751,0.006876975402055747,0.011003672069509593,0.012749800011659483,0.47358629734630775,0.42188508369634337,0.10288023841360024,0.0016483805437487822,0.02586529146157067,0.0001834955231329549,0.0002936064831894799,0.0003401977011987931,0.0002944240444029504,0.0002622818973250917,6.395965434937876e-05,1.024782323992708e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.775231323232717,-0.4015793189308763,-0.6887861124299928
213.8895172414,10.6387380607,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02667836820790516,0.0006448856152570524,0.9686520241158216,0.007407976426050184,0.011211119539331661,0.012728879918796548,0.4587786506665753,0.43831363231443204,0.10130974012177997,0.0015979768972126515,0.025842055364694517,0.0001976327227696481,0.00029909437509313013,0.0003395857453478642,0.00029585975240191474,0.000282662156450646,6.533319408996616e-05,1.0305123145255364e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.732523328434073,-0.43481697920048745,-0.7332998215152884
213.8895172414,11.014049577,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02667428088227317,0.0006681233711775514,0.9679503380666707,0.007942027819654413,0.011397997670430501,0.012709636443244429,0.44498815789118207,0.45378761059582273,0.09967304436491012,0.001551187148085042,0.025819379197681645,0.00021184788083628936,0.00030403339135655843,0.0003390204123986772,0.0002973069881843451,0.00030318610818988706,6.65938904166134e-05,1.0363843867058699e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.690906277124824,-0.46816930837350945,-0.777616553341149
213.8895172414,11.3893610933,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026670310737845447,0.0006914040926659661,0.9672624480929388,0.008478731584608844,0.011567041224182652,0.012691779098269648,0.43211432698249547,0.4683791705412681,0.09799887205943039,0.0015076304168061092,0.025797190055687782,0.0002261304060243026,0.00030849658376641954,0.0003384936923669434,0.0002987656141752969,0.00032383927543172325,6.775682121853857e-05,1.0423818404074402e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.650237431502438,-0.5015868576527804,-0.821725385811126
213.8895172414,11.7646726096,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02666644233410686,0.00071472817635786,0.9665866235333397,0.00901775428365878,0.011720542175684854,0.012675080007316587,0.42006950637242774,0.48215469227072927,0.09630882149538408,0.0014669798614589304,0.025775426457370857,0.00024047142458833196,0.0003125451620523675,0.0003379992900952985,0.00030023551223311176,0.0003446095439290435,6.883462835457054e-05,1.0484918411342475e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.61039748799539,-0.5350284182150062,-0.8656173198168364
213.8895172414,12.1399841258,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02666266267997529,0.0007380959779987182,0.9659213953569521,0.009558815046739923,0.011860431568555617,0.012659358027752287,0.40877689550903157,0.4951750652825245,0.09461908629066398,0.001428952917779809,0.025754036339773464,0.0002548634612114988,0.00031623068615132865,0.00033753219283899654,0.0003017165824740185,0.00036548672409028403,6.983796703305274e-05,1.05470440136281e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.57128616514122,-0.5684595058098143,-0.9092849485082386
213.8895172414,12.5152956421,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026658960785596923,0.0007615078197486995,0.965265511675357,0.010101676009846535,0.011988344867222202,0.012644467447574186,0.39816891425767964,0.5074960380517562,0.09294174398790979,0.0013933037026543059,0.02573297542344249,0.000269300184615304,0.0003195968156994888,0.000337088361839637,0.0003032087417880725,0.00038646220146789593,7.077586482787499e-05,1.0610116648560708e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.532818704475106,-0.6018511516996536,-0.9527221897161748
213.8895172414,12.8906071584,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02665532730492598,0.00078496399611176,0.9646179012485081,0.010646134668974454,0.012105674288707433,0.0126302897938101,0.38818585793068444,0.5191685977085216,0.09128572735015857,0.0013598170106351793,0.02571220588196975,0.0002837762041338339,0.00032268071041232363,0.00033666450841007427,0.00030471192227534197,0.00040752865711301986,7.165600932874906e-05,1.067407394648938e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.494923083805118,-0.6351789223298105,-0.9959240565220764
213.8895172414,13.2659186747,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026651754249387143,0.00080846477874617,0.9639776435933733,0.0111920177407797,0.012213610865176642,0.012616727800670156,0.3787747812729048,0.53023935515206,0.08965756006821889,0.0013283035068162757,0.025691695258953894,0.00029828690638204167,0.00032551415527633254,0.00033625792877487175,0.00030622606973642794,0.00042867984294552204,7.248497946347404e-05,1.073886600745982e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.457537787490686,-0.6684221482453516,-1.0388864876005943
213.8895172414,13.6412301909,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02664823475735149,0.0008320104203886169,0.9633439444874445,0.011739176212462711,0.012313178396497218,0.012603700903595565,0.3698885671630313,0.5407509203405519,0.08806191666294191,0.0012985958334749514,0.025671415584774405,0.00031282832356762264,0.00032812446851900664,0.00033586638049045776,0.00030775114226225687,0.0004499104005580741,7.326843230296165e-05,1.0804452653244007e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.42061001347819,-0.701563234226894,-1.081606141325711
213.8895172414,14.0165417072,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02664476290761701,0.0008556011580421992,0.9627161158589747,0.012287481330949875,0.012405260981174256,0.012591141828901151,0.3614851453251289,0.5507422587301638,0.08650205051949643,0.0012705454252110494,0.02565134265440433,0.0003273970267949297,0.0003305352376505004,0.0003354879887672504,0.00030928710895523296,0.00047121571435230467,7.401125459750597e-05,1.0870801371557922e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.384094224229193,-0.7345872370862363,-1.1240803649082167
213.8895172414,14.3918532235,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026641333567721838,0.0008792372155867801,0.9620935592346886,0.012836821337979958,0.012490625445729184,0.012578993981602218,0.35352683357004067,0.5602490240586303,0.08498012249081395,0.0012440198805151442,0.025631455434928088,0.0003419900392143734,0.0003327669189691455,0.00033512117461023016,0.0003108339487833336,0.0004925917919485211,7.471768627904677e-05,1.0937885758787342e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.347950969510016,-0.767481351362651,-1.1663069981262773
213.8895172414,14.7671647398,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02663794226995655,0.0009029188059210034,0.9614757520724939,0.013387098799602495,0.01256993970532868,0.01256720942257479,0.3459797797001018,0.5693038653798573,0.08349745414463539,0.0012189007754053363,0.02561173557767015,0.00035660476498601594,0.00033483732820738005,0.00033476459909300126,0.00031239164955962774,0.0005140351663349925,7.539142159371791e-05,1.1005684326651713e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.3121459251151,-0.8002346401321851,-1.2082843638951637
213.8895172414,15.1424762561,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026634585109514084,0.0009266461327160315,0.9608622364375093,0.013938228410733175,0.012643787865534148,0.012555747286223402,0.3388134865703955,0.5779367079806985,0.08205472361700059,0.0011950818319054392,0.025592167014912886,0.00037123893088152,0.0003367620440112107,0.0003344171197084677,0.00031396020704249205,0.0005355428154049487,7.60356923107764e-05,1.1074179578143656e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.276649103965706,-0.8328377194905272,-1.25001116596313
213.8895172414,15.5177877723,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02663125865915555,0.0009504193917899058,0.9602526094343607,0.014490135318431359,0.012712682718796808,0.01254457252841105,0.3320004058609899,0.5861750095774612,0.08065211718595314,0.0011724673755957608,0.025572735619975532,0.0003858905416713108,0.0003385547417360546,0.0003340777557726516,0.0003155396238124039,0.0005571120960850529,7.66533361624418e-05,1.1143357300072301e-06,16.679117904660547,0.026770986818513504,0.00027861658935129506,309.1473760575555,82.3795680252517,4.636118962441236,15.241434197121103,-0.8652823220395529,-1.291486230498796
217.3618965517,5.3953858825,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026584411739551055,0.000321015749137146,0.9607555406733409,0.0001351028438983361,0.0007513038709398896,0.03835805261182094,0.9599283498214324,0.01610312935689236,0.013876923859626097,0.010091596962049091,0.025541120874315086,3.5916296293776597e-06,1.9972971446584553e-05,0.0010197262641600095,0.00030815211833591145,5.169358133955169e-06,4.454711108517007e-06,3.2395615587623355e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,16.28081617668852,-0.03048569012699076,-0.04492991836995941
217.3618965517,5.7688582155,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02652921325725695,0.00034377280284371344,0.9806758899772812,0.00038061304635244475,0.0019457451173946333,0.016997751858971656,0.9214844615553884,0.04143175026043531,0.032847794120047416,0.004235994064128893,0.026016559821457546,1.0097364675178232e-05,5.1619087163628686e-05,0.00045093698396059484,0.000316781296125826,1.42431089137506e-05,1.129217825188195e-05,1.4562195522549223e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.950475491235956,-0.02229929272696296,-0.05949233594136416
217.3618965517,6.1423305484,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02651258711784583,0.0003662307962354893,0.9812737309116889,0.0007211527920770789,0.003303265269076748,0.014701851027157369,0.8707594536645598,0.07344335125828769,0.052325880187452385,0.0034713148897002398,0.02601610527724976,1.9119626225221314e-05,8.757810821975173e-05,0.00038978410615110094,0.0003188989280451514,2.6897217009525425e-05,1.9163348764773503e-05,1.2713024160390286e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.826720563711671,-0.03234496851547064,-0.09629567297094077
217.3618965517,6.5158028814,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026500260558121325,0.00038868642274949227,0.9804410591759065,0.001095686485485542,0.004503192029871265,0.013960062308736719,0.8245858897977844,0.10497580699157584,0.06730566670949122,0.003132636501148495,0.025981943530041973,2.903597735537908e-05,0.00011933576213484378,0.0003699452885891318,0.00032050533975520786,4.0802670894796755e-05,2.6160798824081732e-05,1.2176132754058941e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.728378125889613,-0.046749250829030586,-0.13530634963738208
217.3618965517,6.8892752144,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026489769382502002,0.0004111600963534399,0.9793651498933676,0.001497163094527899,0.0055428886334908285,0.013594798378613646,0.7831630301249465,0.13546713722286022,0.07846194756636926,0.00290788508582419,0.025943156961934815,3.9659505102037095e-05,0.00014682984161406372,0.00036012307385108763,0.00032200538692662495,5.5698681193275873e-05,3.2260421921466934e-05,1.195606312072205e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.642290006061472,-0.06422952827985284,-0.1751328240059138
217.3618965517,7.2627475474,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026480521280212,0.000433656715365658,0.9782628392744084,0.0019215513367497128,0.006439091957464209,0.01337651743137767,0.7459286344319118,0.16473946528294198,0.08659729944383357,0.0027346008413126105,0.02590490993304658,5.088368106382058e-05,0.0001705105116048729,0.0003542171544967232,0.00032347696150493356,7.144037540569547e-05,3.755350043634919e-05,1.1858780186797916e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.564998818948565,-0.08422840048306846,-0.2154589755102556
217.3618965517,7.6362198804,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026472234492423703,0.0004561790695517079,0.9771929768526514,0.0023654299465283276,0.007211005844784627,0.013230587356035627,0.7123177517883013,0.19270009691735787,0.09239076172960109,0.002591389564739725,0.025868481627592955,6.261821621989915e-05,0.00019089143764937654,0.00035024321096147125,0.0003249444492359517,8.790575091428425e-05,4.2146731720982965e-05,1.182137680488973e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.494682369104503,-0.10631689630047525,-0.25613545492197964
217.3618965517,8.0096922134,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02646472358774366,0.00047872945560094917,0.9761716937125366,0.0028257888028987545,0.007876977977750447,0.01312553950681409,0.6818410398023512,0.2193047193106368,0.09638573143495537,0.0024685094520564554,0.025834114048281846,7.478371958605659e-05,0.0002084620448879096,0.0003473637749878441,0.0003264173897909647,0.00010498762888630012,4.614268873755547e-05,1.1817481861287843e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.430059477987458,-0.13012905517902595,-0.29706000622094564
217.3618965517,8.3831645464,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026457849142604357,0.0005013099263001696,0.9752007659340092,0.003300022171655097,0.008453402803890571,0.013045809090445084,0.6540862861483454,0.2445457761969968,0.09900728901298582,0.0023606486416720193,0.025801714748834238,8.731148878490017e-05,0.00022365885612700542,0.0003451640488582126,0.0003278999479029787,0.00012259322504233424,4.963333675827952e-05,1.1834165965771954e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.370133883745467,-0.15535144928991151,-0.338151693714968
217.3618965517,8.7566368794,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026451500991177265,0.0005239223147982949,0.974276850834503,0.0037859169656324367,0.008954416709832555,0.012982815490031963,0.6287077485152585,0.26844380984905314,0.10058391081201931,0.0022645308236692724,0.02577108508552992,0.00010014318636894123,0.0002368577624755501,0.000343414956802852,0.00032939401893373847,0.00014064370224938923,5.26981553840984e-05,1.1864382310688946e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.314105727576546,-0.1817190058459932,-0.3793436263645624
217.3618965517,9.1301092124,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02644559048269532,0.0005465682330710237,0.9733949809218935,0.004281619956706073,0.009391957456120783,0.012931441665279748,0.6054147085644435,0.29103961936704964,0.10136772168788183,0.002177950380625103,0.02574200504337142,0.00011322996797758448,0.0002483758607154671,0.00034197961063085183,0.00033090044753527665,0.00015907301051111162,5.5404376533380864e-05,1.1903984912546261e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.261326626388868,-0.20901019969638845,-0.42058004743604016
217.3618965517,9.5035815454,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026440045747952185,0.0005692490796516573,0.972549972756707,0.004785592961764264,0.009775985392508325,0.012888448889020467,0.5839615337112206,0.312387513592823,0.10155162761592872,0.002099325080027779,0.025714265771856985,0.0001265312968401251,0.00025847750100923243,0.00034077117824584465,0.0003324195656170826,0.0001778263046073841,5.780817055749525e-05,1.195038869695455e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.211269287034048,-0.2370413951582382,-0.46181453645830217
217.3618965517,9.8770538784,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02643480827879098,0.0005919660575266391,0.9717369867545376,0.005296565160468459,0.010114758770985202,0.012851689314008702,0.5641395230920463,0.3325499070880169,0.10128310451653565,0.0020274653034012143,0.025687680942266252,0.0001400136845531075,0.0002673817088972133,0.00033973194307440683,0.00033395144937975707,0.00019685825742974352,5.9956160074712146e-05,1.200190642426468e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.16350399691036,-0.26566104809736046,-0.503008559512379
217.3618965517,10.2505262114,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026429830272529133,0.0006147201973884117,0.9709517199831316,0.00581348814194245,0.01041510795021943,0.012819683924706572,0.545770336222566,0.3515932416529492,0.10067497766403467,0.001961444460450139,0.0256620891619744,0.0001536495048828997,0.00027526953539436835,0.00033882207027746485,0.0003354960488114756,0.00021613146690933248,6.188694214170933e-05,1.2057395258943163e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.117679676851377,-0.29474430023295817,-0.5441302006075226
217.3618965517,10.6239985444,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02642507252182654,0.0006375123820941539,0.9701904381967944,0.006335496277108753,0.01068268334728878,0.012791382178808158,0.5287007196242439,0.36958505606092873,0.09981370327789638,0.0019005210369310757,0.025637352689332964,0.00016741594858436085,0.0002822906821798147,0.00033801320172940517,0.0003370532551825451,0.00023561504947580407,6.363247174233078e-05,1.2116056934739814e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.073508536654614,-0.3241882313461275,-0.5851530534103428
217.3618965517,10.9974708774,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.026420502733456037,0.0006603433702129991,0.9694499406170346,0.006861872868710972,0.010922168326287281,0.012766018187967075,0.5127982721068041,0.3865919697330308,0.09876566920239568,0.0018440889577693786,0.025613354806021157,0.00018129413088440604,0.0002885691781199401,0.0003372846184305336,0.00033862293924240955,0.0002552834441907913,6.521925486245217e-05,1.2177319173460086e-06,15.888107703756354,0.026508621351561745,0.0003213434558832954,309.1473760575555,82.3795680252517,5.389702096675188,15.03075372927149,-0.3539092362289651,-0.626056660751015
