T,P,z_carbon dioxide,z_nitrogen,z_methane,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_methane,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_methane,rhoL4_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_methane,rhoV4_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,6.1917937187,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027705747240168808,0.00039044332184478685,0.9728188572693653,0.004347818162015089,0.010034418198675277,0.01279890636994421,0.3991550619635059,0.46851908349005794,0.13111341081431246,0.0012124437321235852,0.02695267336997489,0.00012045955104300537,0.0002780110543146472,0.00035460326483626077,0.00015584742832419298,0.00018293014730553326,5.119235565674036e-05,4.733905583202235e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.072895711914803,-0.4239013453780629,-0.7022150125330526
200.0,6.5734276045,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02770115162591582,0.0004148999247633907,0.9719960406462093,0.004861266508815054,0.010367980346370384,0.012774712498605232,0.3777869058734648,0.4932015173067502,0.12786305956591137,0.0011485172538738162,0.02692540970173048,0.00013466268065467224,0.0002872049956293212,0.00035387424790134545,0.0001567437588234947,0.0002046292724237608,5.305037379391357e-05,4.7651972222170244e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.015853926268377,-0.47377069529690274,-0.7678463801001669
200.0,6.9550614902,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027696848455189847,0.000439408965346193,0.9712096855789949,0.005379972869214552,0.0106568921949985,0.012753449356792132,0.3587768773182713,0.5156653867310377,0.12446593295145647,0.0010918029992346638,0.026899447479694003,0.00014900829325166837,0.0002951623281281689,0.0003532303541160101,0.0001576497764525596,0.00022658799404832972,5.469144681904811e-05,4.79748026255574e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.96163322888166,-0.5239691579780263,-0.8330103635802253
200.0,7.336695376,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02769278597552591,0.00046397102846114255,0.9704535722383323,0.005903000048017629,0.010908999157013306,0.01273442855663662,0.3417565416172909,0.5361735680812699,0.12102875217590948,0.0010411381255296872,0.02687456307518071,0.00016347051694327137,0.00030210057886236204,0.0003526518045395632,0.00015856513409749772,0.00024876900181634723,5.615383462042547e-05,4.830579268721151e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.909740303668062,-0.5743604113434664,-0.8977070537918692
200.0,7.7183292618,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02768892330465103,0.0004885866310071269,0.9697227248616396,0.006429606483860001,0.011130508921981074,0.012717159732519334,0.3264304407177628,0.554953426435907,0.11762053169049382,0.000995601155836375,0.02685057815547115,0.00017802888081068654,0.000308191807882468,0.00035212446048672426,0.0001594895492884634,0.0002711428249881812,5.746781931592538e-05,4.864374145568961e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.85978617806026,-0.6248379739159198,-0.961937502354786
200.0,8.0999631475,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027685227875634537,0.0005132562341557903,0.9690131422910953,0.006959200964057471,0.01132637227283772,0.012701284472009612,0.31255887973901547,0.5722015374783622,0.11428513151425283,0.0009544512683694516,0.026827349658813646,0.00019266706452226662,0.000313573197377781,0.0003516379549208446,0.0001604227935667996,0.0002936860063042975,5.865755622100464e-05,4.898780636885223e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.811461499414225,-0.6753170688995667,-1.0257024228916976
200.0,8.4815970333,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027681673526858224,0.0005379802540776991,0.9683215870221503,0.007491308081975224,0.01150056991187453,0.012686534983999924,0.29994536575198355,0.5880879870610201,0.11104956178383468,0.0009170854031618794,0.0268047620409564,0.00020737194461435262,0.00031835502167331937,0.00035118451961415145,0.0001613646840766805,0.0003163797246991302,5.9742471463684524e-05,4.933738382039769e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.764518111020685,-0.7257300547201773,-1.0890027235020696
200.0,8.8632309191,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027678239066193388,0.0005627590707645195,0.9676454215487978,0.008025542318659122,0.011656328798334517,0.012672707334208477,0.2884272939133186,0.6027601796219801,0.10792951921298857,0.0008830072517127765,0.026782721308935106,0.00022213287893169917,0.0003226266551144575,0.0003507582232121245,0.00016231507590578413,0.0003392087585779204,6.07383159403628e-05,4.969203404522142e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.718755242577778,-0.7760226600865856,-1.1518395681904359
200.0,9.2448648048,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027674907187314128,0.0005875930351669212,0.9669824820782356,0.008561588455823927,0.011796285864342435,0.012659643601598132,0.2778689430748195,0.6163461450499306,0.10493310749079685,0.0008518043844529038,0.026761150443273818,0.00023694116589090727,0.0003264611164507025,0.00035035446169870345,0.00016327385563995764,0.0003621607020833202,6.165796312001412e-05,5.005143236291728e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.674009113406242,-0.8261511163031976,-1.2142143902467772
200.0,9.6264986906,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027671663646755506,0.0006124824749006732,0.9663309810528753,0.009099186689416738,0.01192261258096095,0.01264721967674706,0.26815613960288737,0.6289573744112393,0.10206335489634447,0.000823131089528934,0.026739985879134433,0.00025178963352857475,0.000329918525130927,0.00034996960896157257,0.00016424093604378687,0.00038522536928642517,6.25120162035788e-05,5.04153366882369e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.630145054361336,-0.876079965909863,-1.2761288836681146
200.0,10.0081325764,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02766849663458791,0.0006374276988096589,0.9656894316735026,0.009638121240666667,0.012037110355379785,0.012635336730450872,0.25919214369647536,0.6406912329281271,0.09931992807231989,0.0007966953030776819,0.02671917479031542,0.0002666723251111359,0.0003330487473579889,0.00034960077180336497,0.0001652162517059867,0.00040839433825289923,6.33092731970797e-05,5.078356536932705e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.587051494730808,-0.9257803626644936,-1.3375849687087538
200.0,10.3897664621,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02766539628956812,0.0006624290005769074,0.9650565891816357,0.010178211578746165,0.012141284109821996,0.012623915129796047,0.2508944435452185,0.6516330040165187,0.09670030391491147,0.0007722485233513988,0.026698672981568892,0.00028158425684508343,0.0003358934363624618,0.00034924561479168244,0.00016619975548795842,0.0004316605995935904,6.405708567783801e-05,5.115598175206596e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.544635337418722,-0.9752288042957957,-1.3985848051921153
200.0,10.7714003479,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02766235432274172,0.0006874866616196751,0.9644314049193398,0.010719305606167212,0.01223639945200269,0.012612890022490312,0.24319223188273062,0.6618576169771914,0.09420057320493419,0.0007495779351438098,0.02667844324285837,0.0002965212297715491,0.000338487617275901,0.0003489022328359008,0.0001671914156288964,0.00045501828356320293,6.476163759532003e-05,5.153248322557872e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.50281837401072,-1.0244060624710905,-1.459130714708035
200.0,11.1530342337,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027659363723011754,0.0007126009533907932,0.9638129901643037,0.011261274327697449,0.012323527427140843,0.012602208080858063,0.2360244012857598,0.6714311063741376,0.09181599214561165,0.0007285001944909935,0.026658454055918025,0.0003114796826143984,0.0003408609274577998,0.0003485690570215311,0.00016819121337972357,0.0004784624465384455,6.542816353948443e-05,5.191299331396602e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.461534484311123,-1.0732964137629288,-1.5192251863640962
200.0,11.5346681194,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02765641852509293,0.0007377721392287063,0.963200587477205,0.011804007649226666,0.012403579807277574,0.012591825066290755,0.22933793791675866,0.6804118453907114,0.08954136021642767,0.0007088564761023713,0.026638678570884967,0.00032645657582041097,0.0003430385943594601,0.00034824478402809315,0.00016919914106314728,0.0005019889027304569,6.606112087632202e-05,5.229745587801687e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.42072743195313,-1.1218869947945116,-1.578870841552547
200.0,11.9163020052,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02765351362530045,0.0007630004758465688,0.9625935478547019,0.012347411042663339,0.012477337119110738,0.012581703983523975,0.2230866242796134,0.6888515895051395,0.08737127772315303,0.0006905084920940308,0.0266190937912263,0.0003414492995054759,0.0003450422120307959,0.0003479283225378772,0.00017021520048034972,0.0005255940905800866,6.666432647808847e-05,5.268583080438422e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.38034911636349,-1.1701672797018041,-1.6380703946332993
200.0,12.2979358909,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02765064463427789,0.0007882862145269815,0.9619913123949857,0.01289140287988987,0.012545471059983411,0.012571813665140964,0.21722998377659594,0.69679636129337,0.0853003196644982,0.0006733352655358839,0.026599679920296358,0.0003564555998691414,0.0003468903620492189,0.00034761875206317145,0.00017123940159301042,0.0005492749659401255,6.724106608626873e-05,5.307809075768019e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.340358176674215,-1.2181287330879371,-1.6968266916677948
200.0,12.6795697767,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027647807758457727,0.000813629602102251,0.9613933974924036,0.013435912287204746,0.012608562546301591,0.012562127674090005,0.21173241606144658,0.7042872022209562,0.0833231512214703,0.0006572304961268637,0.02658041983412051,0.0003714735199761369,0.0003485991133906366,0.0003473152909704422,0.00017227176143222304,0.0005730289161087443,6.779418237423057e-05,5.347421870531652e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.300718869042868,-1.2657644206646879,-1.755142631172177
200.0,13.0612036625,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027644999704026497,0.0008390308817435319,0.9607993828091752,0.013980877407405605,0.012667116339258756,0.012552623444160336,0.20656248412094122,0.7113608130153903,0.08143460246925668,0.0006421003944118881,0.02656129865338849,0.0003865013517897587,0.0003501824274496775,0.0003470172713985685,0.00017331230318712762,0.0005968536901820987,6.832614631421443e-05,5.38742060091276e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.261400157896524,-1.3130687701466321,-1.8130211759428825
200.0,13.4428375482,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027642217597577595,0.0008644902935694622,0.9602089012986096,0.01452624411978852,0.01272157298338665,0.012543281598215324,0.20169232279142252,0.7180501010890962,0.0796297142285105,0.0006278618909708203,0.026542303388827074,0.0004015376008347263,0.0003516524885902382,0.00034672411932555884,0.0001743610553406636,0.0006207473426880948,6.883911503025744e-05,5.427805104464421e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.222374965987928,-1.3600372279566102,-1.8704652166968643
203.4723793103,2.8353594767,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02759694335296314,0.0001751809056822786,0.95554888948952,6.507878744709675e-05,0.0004492909765438833,0.043936740746488984,0.9603316626677115,0.01581197249832665,0.013655809511623523,0.010200555322338349,0.026370228574229118,1.7959756106570577e-06,1.2399057628679038e-05,0.001212519745494684,0.00016823177042149816,2.769955662880144e-06,2.3922370780708833e-06,1.786942519829419e-06,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.57315805111078,-0.04207291623460563,-0.052145938179833706
203.4723793103,3.2155160019,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027539013038633917,0.00019894937090610907,0.9825694018429333,0.0003281694206945916,0.0020250422825812096,0.015077386453790885,0.8763410968012708,0.0680667731961007,0.052457561710244696,0.003134568292383731,0.027058991568715267,9.037461955389296e-06,5.576766582378892e-05,0.0004152163421394696,0.00017434750990778246,1.3541841706973043e-05,1.0436398901521577e-05,6.236203898319798e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,19.1112413687682,-0.03545928934681086,-0.08053816634083688
203.4723793103,3.5956725271,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027524083187929385,0.0002226071625226919,0.9818802887337887,0.000676580722402929,0.0036371203816592656,0.01380601016214912,0.7880730011091702,0.12506785509180146,0.08426697083146908,0.002592172967559315,0.027025354747696927,1.8622264086767576e-05,0.0001001084039493031,0.00037999777219639084,0.00017543069463765463,2.784100034478513e-05,1.8758431271175777e-05,5.77036269076405e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.964834399776286,-0.05991111523541903,-0.14207416918060645
203.4723793103,3.9758290523,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027512192573376986,0.0002463043192735965,0.9805449616377037,0.0010603885381036053,0.004991842614026205,0.013402807210166458,0.7160922035922231,0.176885585422331,0.10472537468988578,0.00229683629555986,0.02697694181143105,2.917361366290809e-05,0.0001373365352930785,0.00036874061298994515,0.0001763766027429122,4.356768370675884e-05,2.5794312123664653e-05,5.657207002607604e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.844106663932273,-0.08935031507369473,-0.2040936576918959
203.4723793103,4.3559855775,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027502092272530747,0.0002700430043567345,0.979205794556463,0.0014736176666593202,0.006118675205119757,0.013201912571757991,0.6565858838542196,0.22398701969990423,0.11734402481378625,0.0020830716320899252,0.02693020811568863,4.0527569042896076e-05,0.00016827637007684954,0.000363080217722372,0.00017730642469421538,6.048612773667322e-05,3.1687933004026045e-05,5.625189218198498e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.739506339711085,-0.12255895761905933,-0.26592324165445547
203.4723793103,4.7361421027,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027493349988151766,0.0002938237079563276,0.9779545299754696,0.0019111699656363136,0.0070544119763018736,0.013079888082592136,0.606626049075145,0.2668183218247482,0.12464149260438592,0.0019141364957209756,0.026887246165114044,5.2544464752083156e-05,0.0001939494174250768,0.0003596099408605609,0.00017824111508215622,7.839754866923224e-05,3.6622625522231854e-05,5.624186827072683e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.647321378419957,-0.15879989475838485,-0.32749644532166045
203.4723793103,5.1162986279,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027485680384384405,0.00031764728065756555,0.9768010378393829,0.002368530741707953,0.007833585015792085,0.012996846403117122,0.5641044148012778,0.3057670291670493,0.12835357399288638,0.0017749820387864834,0.026848041125188255,6.510067894717373e-05,0.0002153114140079641,0.0003572271662410133,0.00017918623336855326,9.712606532965574e-05,4.077116374151999e-05,5.63818217836548e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.564974368920424,-0.1974483998374481,-0.38880263544656657
203.4723793103,5.496455153,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027478865294132914,0.00034151481714621523,0.9757362618865917,0.002841883761482578,0.008485915637193392,0.012935938714732361,0.5274830130111089,0.34119442471485895,0.12966508451231615,0.0016574777617160304,0.026812125302982447,7.809174106336351e-05,0.0002331833326918133,0.0003554649173952894,0.00018014326473622352,0.00011652295156780316,4.428254762747219e-05,5.660532147163682e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.49046644051866,-0.23797580595754297,-0.44983196465074116
203.4723793103,5.8766116782,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027472733700401177,0.00036542746288497886,0.97474722990955,0.0033281144352497105,0.009035857517607179,0.012888798137593182,0.49561782462728154,0.3734442236408084,0.12938141363593733,0.0015565380959726832,0.02677897107250879,9.143240160407636e-05,0.00024823970733599005,0.00035409051895232414,0.0001811123642141199,0.00013646677517411128,4.727952172945259e-05,5.688017672951134e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.422226943079576,-0.27994732057088,-0.5105706380330588
203.4723793103,6.2567682034,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027467151448053267,0.00038938630083101166,0.9738214299519853,0.003824733292631384,0.009503044390184675,0.012850792365198534,0.46764160295780804,0.4028401923406338,0.12804950711192276,0.0014686975896354214,0.026748100699850976,0.00010505452859711766,0.0002610215594827755,0.0003529746601223948,0.00018209323389042556,0.00015686045232157263,4.9860723897545925e-05,5.718907214675598e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.359025237663303,-0.32301289969202784,-0.571003064314425
203.4723793103,6.6369247286,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02746201344104025,0.000413392303765424,0.9729480288175627,0.004329771025119749,0.00990305195219139,0.012819148205126208,0.4428854694464411,0.4296818798655556,0.12604118882323737,0.0013914618647659501,0.026719111844821522,0.00011890423008846517,0.00027195774581839985,0.0003520396203118629,0.00018308544451869557,0.00017762718220388018,5.2104457416970906e-05,5.75219625877329e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.29989937769121,-0.3668941176643905,-0.6311139399676122
203.4723793103,7.0170812538,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02745723727112087,0.00043744632421330423,0.9721180353812395,0.004841674902011464,0.010248185052673454,0.012792104664075488,0.42082548012453763,0.45424183867422163,0.12360971489811388,0.0013229663031269934,0.02669167555299857,0.00013293901657415966,0.0002813868485896094,0.0003512358529585326,0.00018408855941577792,0.000198706422631931,5.4072615419234426e-05,5.787267463609673e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.2440968683278,-0.41137064811718105,-0.6908894138901758
203.4723793103,7.397237779,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.027452758098363075,0.00046154910235809504,0.9713241186707852,0.005359218901098177,0.010548171695842325,0.012768490732274304,0.40104547957762854,0.47676486742213486,0.12092787529658458,0.0012617777036521035,0.026665526064974774,0.00014712534008802343,0.00028957640594595957,0.00035053028735431725,0.0001851021811038262,0.00022005039659456254,5.581415229321027e-05,5.823723664960868e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.19102697154744,-0.45626883587732436,-0.7503181648032005
203.4723793103,7.7773943042,0.9600000000000001,0.014720000000000002,0.012740000000000001,0.012540000000000003,0.02744852462784125,0.00048570128040299976,0.9705603383253444,0.005881431391041742,0.010810732063562747,0.012747498220051062,0.3832107733857988,0.4974688471749608,0.11811360894192027,0.0012067704973201183,0.026640449349329152,0.00016143661438396787,0.00029673864529169514,0.0003499000188364341,0.00018612596329770626,0.0002416212560334827,5.7367931096109876e-05,5.861299757009462e-07,19.094302214554034,0.027530191814731132,0.00017633656839078526,309.1473760575555,82.3795680252517,2.849844260094985,18.14022331660511,-0.5014494593640997,-0.8093892127658506
