T,P,z_carbon dioxide,z_hydrogen,z_argon,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,n_exp,gamma_parachor
200.0,38.16000875855075,0.95,0.02,0.03,0.027879361710680596,0.002399753508094753,0.9635654562304019,0.01041845077232215,0.02601609299727596,0.08784791847225744,0.6289550156366736,0.283197065891069,0.026863589886164347,0.00029045975754648883,0.000725312066969761,0.00021081335053262164,0.0015093370052078976,0.0006796031523542338,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,16.11702035771583
200.0,40.25478446296242,0.95,0.02,0.03,0.027888381077193516,0.0025314274531646123,0.9623069612148911,0.011181686337417977,0.02651135244769088,0.08475285775094601,0.6399760089251547,0.27527113332389924,0.026837183247596964,0.00031183912966356077,0.0007393586999329903,0.00021454571084489994,0.0016200528383598575,0.0006968289039598547,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,15.94783043872146
200.0,42.349560167374094,0.95,0.02,0.03,0.027897527337145067,0.0026629891436938265,0.9610872193986162,0.011949868719530375,0.026962911881853475,0.08197929313304742,0.6502464480243962,0.2677742588425563,0.026811956976553634,0.00033337178927839335,0.0007521985713130409,0.00021830996762099914,0.0017315992318144393,0.000713079944258388,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,15.781574033038348
200.0,44.44433587178576,0.95,0.02,0.03,0.02790678525671371,0.002794434941639754,0.9599018717650095,0.012722125319200238,0.027376002915790273,0.07948230526603148,0.6598304118702606,0.260687282863708,0.026787775402863662,0.0003550336192919214,0.0007639762345581276,0.0002221081310774758,0.0018438531584868067,0.000728473652075472,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,15.618031826945792
200.0,46.539111576197435,0.95,0.02,0.03,0.027916141696379446,0.002925761345531008,0.9587471657903126,0.013497707114819258,0.027755127094868152,0.07722502812952296,0.6687859754804557,0.25398899639002126,0.02676452173120456,0.0003768039043935234,0.0007748160607813598,0.00022594200220890306,0.001956708155493966,0.000743111187828139,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,15.457014913371498
200.0,48.63388728060911,0.95,0.02,0.03,0.02792558530255804,0.003056964892929788,0.9576198644874453,0.014275969878163436,0.02810416563439129,0.07517691705048786,0.6771657128983681,0.2476573700511438,0.026742095213168223,0.00039866481460940214,0.0007848252747804142,0.00022981319618203618,0.0020700718110260837,0.0007570798857216677,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,15.298360191324058
200.0,50.728662985020776,0.95,0.02,0.03,0.02793510624284586,0.003188042096656162,0.9565171687552988,0.01505635821091079,0.028426473033790443,0.07331244595832398,0.6850171862760293,0.24167036776564677,0.026720408732285393,0.0004206009662521375,0.0007940965443083289,0.00023372316392396677,0.002183863626780937,0.0007704553059512583,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,15.141926447040593
200.0,52.82343868943245,0.95,0.02,0.03,0.027944695980506702,0.0033189894043458737,0.9554366515444346,0.01583839206142969,0.028724956394135782,0.07161011458014566,0.6923834129235786,0.23600647249627568,0.026699386756042543,0.00044259905097672356,0.0008027101734874365,0.00023767321153549738,0.0022980132112381912,0.0007833029815721848,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,14.98759103759812
200.0,54.918214393844124,0.95,0.02,0.03,0.027954347083337334,0.0034498031740320934,0.954376202275938,0.016621655377496238,0.029002142346565785,0.070051682739572,0.6993033041556175,0.2306450131048105,0.02667896360649893,0.00046464752352215027,0.0008107359533162554,0.00024166451746126472,0.0024124587582871797,0.000795679898283649,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,14.835247095330578
200.0,57.01299009825579,0.95,0.02,0.03,0.02796405306213166,0.0035804796606253705,0.9533339800226317,0.01740578657404389,0.02926023340332435,0.0686215733051632,0.7058120721656054,0.2255663545292314,0.026659082003286035,0.0004867363393447021,0.0008182347195009194,0.0002456981474992497,0.0025271457686127964,0.0008076357445133245,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,14.6848011760674
200.0,59.107765802667465,0.95,0.02,0.03,0.027973808234336796,0.0037110150097283056,0.9523083741050153,0.01819047052948101,0.029501155365503764,0.06730640193343974,0.7119416032564387,0.22075199481012156,0.026639691837166763,0.0005088567342840568,0.0008252596628859784,0.0002497750678258011,0.0026420259757346785,0.0008192139661678261,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,14.53617128204135
200.0,61.20254150707914,0.95,0.02,0.03,0.027983607608993818,0.003841405256327948,0.9512979709213356,0.018975431862379336,0.02972659721628501,0.06609460322215766,0.7177207973793565,0.2161845993984859,0.026620749137494668,0.0005310010394480221,0.0008318574320511277,0.00025389615623250657,0.002757056443628946,0.0008304526564664954,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,14.389285199209104
200.0,63.297317211490814,0.95,0.02,0.03,0.027993446789790145,0.003971646320691299,0.9503015258677067,0.019760429380374055,0.029938044751919343,0.06497612892257823,0.7231758793712456,0.21184799170617608,0.026602215198634028,0.000553162528402907,0.0008380690627532103,0.0002580622033681213,0.0028721988205175023,0.000841385296805675,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,3.87,14.244079116372248
203.57572413793105,3.053609615578374,0.95,0.02,0.03,0.0275229369198486,0.00018867970452738093,0.9996816810540882,3.1956837257273396e-05,0.0002863621086545586,0.9408178274349444,0.02369049545459566,0.03549167711046001,0.027514175847579876,8.795460159898033e-07,7.881526252734249e-06,0.00017751322969451777,4.46991568248037e-06,6.696559150382804e-06,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,19.04386879219488
203.57572413793105,5.084926511781761,0.95,0.02,0.03,0.027524284192813803,0.00031267455117068015,0.9963647103041965,0.00039548970540719566,0.0032397999903962973,0.579403957969453,0.17670008231380271,0.24389595971674438,0.0274242254461033,1.0885571046959863e-05,8.917317566354311e-05,0.00018116487250461434,5.52496189292905e-05,7.626005973677533e-05,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,18.76804572166232
203.57572413793105,7.116243407985149,0.95,0.02,0.03,0.027526260343418048,0.0004373862733207369,0.9932331674227269,0.0007976906144983499,0.005969141962774662,0.42286962517253435,0.2541285903241826,0.32300178450328293,0.027339994748195706,2.1957439528182703e-05,0.00016430815569415676,0.00018495736945475167,0.00011115235706614652,0.00014127654679983866,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,18.502196889863594
203.57572413793105,9.147560304188536,0.95,0.02,0.03,0.02752888483146468,0.0005626223193421432,0.9902888020182901,0.0012391678653152442,0.00847203011639464,0.3356121451214224,0.3060950644730846,0.35829279040549306,0.027261546380650634,3.411290945111529e-05,0.00023322554136292835,0.00018882288348760662,0.0001722159151130297,0.00020158352074150688,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,18.246589032738033
203.57572413793105,11.178877200391923,0.95,0.02,0.03,0.027532162254347358,0.0006882524719099504,0.9875302454113891,0.0017193821715384642,0.01075037241707246,0.2800173134645117,0.3463420558535562,0.37364063068193215,0.02718884294774183,4.73383089240291e-05,0.0002959809976814993,0.00019272260816953363,0.00023837077606758418,0.00025715908767283267,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,18.001184175725708
203.57572413793105,13.21019409659531,0.95,0.02,0.03,0.027536080858059562,0.0008141699266175287,0.98495214321812,0.00223686524566568,0.01281099153621447,0.2415177488171716,0.3800599145030535,0.3784223366797748,0.027121721856973213,6.159450227323343e-05,0.0003527644988131183,0.00019663648783130734,0.0003094333527012153,0.000308100086085006,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,17.765704772826624
203.57572413793105,15.241510992798698,0.95,0.02,0.03,0.027540614335964934,0.0009402851141158575,0.9825455882705394,0.002789402988547991,0.014665008740912647,0.2132907658671078,0.40958293326515216,0.37712630086773996,0.027059909114062718,7.682187193518824e-05,0.0004038833499670299,0.0002005541321232121,0.0003851247351451313,0.0003546062468475141,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,17.5396864092536
203.57572413793105,17.272827889002087,0.95,0.02,0.03,0.027545725140235948,0.0010665242899707324,0.9802990028617421,0.0033742524647038365,0.01632674467355398,0.19171692981924968,0.4360870554929384,0.37219601468781194,0.02700304688807692,9.294623094649558e-05,0.00044973202121252923,0.000204470762450844,0.00046509743722503356,0.00039695609029485494,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,17.322532242079163
203.57572413793105,19.304144785205473,0.95,0.02,0.03,0.02755136834952947,0.0011928283751605443,0.9781991580440974,0.003988367198776992,0.01781247475712553,0.17469833956697325,0.46022043061071205,0.3650812298223148,0.026950725322472523,0.00010988497380668593,0.000490758053250261,0.00020838513652891773,0.0005489639884610617,0.000435479250170565,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,17.113567268739395
203.57572413793105,21.33546168140886,0.95,0.02,0.03,0.02755749536138131,0.0013191512930261187,0.9762321273209497,0.004628600281030679,0.019139272398019685,0.16093548530777307,0.4823729486743616,0.3566915660178654,0.02690251232027848,0.00012755263077419117,0.0005274304103286408,0.00021229825353753478,0.0006363228989646057,0.00047053014052397834,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,16.912086631175708
203.57572413793105,23.366778577612248,0.95,0.02,0.03,0.027564056962688203,0.001445457947113338,0.9743840656079715,0.0052918639899460565,0.020324070402082398,0.14958064366263565,0.5028020457032034,0.34761731063416085,0.026857977887953847,0.00014586524045767158,0.0005602138342766846,0.00021621253011648507,0.0007267792127865392,0.0005024662042103137,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,16.7173938203683
203.57572413793105,25.398095473815637,0.95,0.02,0.03,0.027571005580288434,0.0015717220969488667,0.9726417635238953,0.0059752415902679335,0.02138299488583669,0.14005731444074648,0.5216945998358271,0.33824808572342646,0.026816711489738902,0.00016474341922884873,0.0005895506713206825,0.00022013117594583685,0.0008199589304208661,0.0005316319905821639,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,16.528827463561477
203.57572413793105,27.429412370019023,0.95,0.02,0.03,0.027578296739790748,0.0016979243818700067,0.9709929937115351,0.00667605391171114,0.022330952376753664,0.1319598102111892,0.5391981447034232,0.3288420450853876,0.026778332912834487,0.0001841141958280106,0.000615849631128248,0.0002240577791845168,0.0009155176765510142,0.0005583489261344756,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,16.345777612235008
203.57572413793105,29.46072926622241,0.95,0.02,0.03,0.027585889861275102,0.0018240506168417637,0.969426685557283,0.007391890207134115,0.02318142423558284,0.12499435211753368,0.5554367711138958,0.31956887676857043,0.02674249777636418,0.0002039118691206397,0.0006394802157902816,0.00022799602508172392,0.001013144784966899,0.0005829098067931405,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,16.167693615364797
203.57572413793105,31.492046162425797,0.95,0.02,0.03,0.02759374856215138,0.0019500904051181671,0.9679329751523978,0.008120613455617603,0.023946411391984602,0.11894295582661484,0.5705192409106463,0.3105378032627389,0.026708899141370385,0.0002240781658647354,0.0006607712549162605,0.0002319495169138756,0.0011125640976351514,0.0006055767905691401,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,15.994085950103495
203.57572413793105,33.52336305862919,0.95,0.02,0.03,0.027601840627666713,0.002076036055390068,0.9665031731916426,0.008860349250446646,0.024636477557910767,0.11364044940469994,0.584543144914892,0.30181640568040813,0.026677266552569877,0.0002445619479162945,0.0006800121271805406,0.00023592167031488784,0.0012135326447744173,0.0006265817403007629,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,15.824524135653178
203.57572413793105,35.55467995483257,0.95,0.02,0.03,0.02761013777910241,0.0022018817629639643,0.9651296846947279,0.009609465389319545,0.02526084991595249,0.10895937383797406,0.5975970822557859,0.29344354390623995,0.026647363569123107,0.0002653186633826286,0.0006974555465966758,0.00023991565815780798,0.001315838117019491,0.0006461279877866651,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,15.658632393079685
203.57572413793105,37.58599685103596,0.95,0.02,0.03,0.027618615334801522,0.0023276230054920413,0.9638059048869246,0.01036654719291413,0.02582754792016121,0.10479978423270843,0.6097618778211586,0.285438337946133,0.026618984544482274,0.00028630967927116183,0.0007133211110480856,0.00024393438875065424,0.0014192957746885562,0.0006643928420528311,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,15.496084231665925
203.57572413793105,39.61731374723934,0.95,0.02,0.03,0.027627251828268452,0.002453256105615636,0.9625261073469707,0.011130371818587713,0.02634352083444145,0.10108219209188947,0.621111351208832,0.2778064566992786,0.026591951158957714,0.0003075015851743851,0.0007277990841363506,0.0002479805049184404,0.0015237452146202447,0.0006815303860769511,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,15.336596734400624
203.57572413793105,41.648630643442736,0.95,0.02,0.03,0.027636028623594565,0.0025787779195128313,0.9612853342632044,0.011899883518069436,0.02681478221872607,0.09774257544755652,0.6317128877585159,0.27054453679392765,0.026566109013139584,0.00032886552152280814,0.0007410540889321683,0.00025205639536047576,0.0016290472464233483,0.0006976742777290073,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,15.179925008200096
203.57572413793105,43.67994753964612,0.95,0.02,0.03,0.027644929551356626,0.0027041856183407506,0.9600792942446655,0.012674170877267122,0.027246534878067365,0.09472878296756967,0.6416279272616174,0.2636432897708129,0.026541324453109968,0.0003503765610239054,0.0007532285372227535,0.00025616421254382414,0.001735081013226651,0.0007129403925702755,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,15.025857051217423
203.57572413793105,45.71126443584951,0.95,0.02,0.03,0.027653940576707288,0.002829476537088807,0.9589042702468946,0.013452446487237715,0.027643283265867645,0.091997897856187,0.650912418657594,0.25708968348621897,0.02651748170815849,0.00037201315576940647,0.0007644457127793908,0.00026030589344557377,0.0018417414162913888,0.0007274292273518443,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,14.87420915085723
203.57572413793105,47.7425813320529,0.95,0.02,0.03,0.027663049504159994,0.0029546480717395746,0.9577570383869443,0.014234029137609436,0.028008932475446252,0.08951427528831674,0.6596172570888963,0.250868467622787,0.0264944803658557,0.00039375665267734564,0.0007748124856269442,0.0002644831808737905,0.0019489368567438548,0.0007412280341219295,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,14.724821841218983
203.57572413793105,49.773898228256286,0.95,0.02,0.03,0.02767224571928772,0.0030796976106909125,0.9566347973901485,0.0150183284225738,0.028346874187277677,0.08724806068885788,0.6677887057737928,0.24496323353734928,0.026472233177001214,0.00041559087440242495,0.0007844216678840823,0.00026869764404089134,0.0020565872816179264,0.0007544126850320946,19.070045494004148,0.027522842573855604,0.00017718098411916155,309.1473760575555,82.3795680252517,2.8644295494487135,78.33427081631531,34.052431631256816,56.55314330349872,3.87,14.57755640036731
