T,P,z_carbon dioxide,z_hydrogen,z_argon,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,n_exp,gamma_parachor_fixed
200.0,22.173562337959407,0.95,0.02,0.03,0.02782669284623433,0.001385176112223971,0.9713367624455836,0.005526460089149672,0.02313677746526665,0.1307729000823848,0.5757129933347495,0.2935141065828658,0.027029089738828938,0.00015378310742774072,0.000643819999977651,0.00018114349732037158,0.0007974638858642531,0.0004065687290393463,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.80943155817728
200.0,24.1360578622128,0.95,0.02,0.03,0.02783468722040231,0.0015076764143609294,0.9697673612808831,0.006235030417600748,0.023997608301516163,0.12218586096627405,0.5964470169672647,0.28136712206646136,0.026993171177808268,0.00017355012148361122,0.0006679659211104324,0.0001842167407472351,0.000899249099897478,0.0004242105737162164,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.639123466546746
200.0,26.098553386466193,0.95,0.02,0.03,0.027842926905425787,0.0016300776988915006,0.9683028333670038,0.006955351604832235,0.024741815028163867,0.1149016396556038,0.6151845961572558,0.2699137641871403,0.026960385011754174,0.00019365734633487985,0.0006888845473367318,0.00018729860036866702,0.0010027986908975168,0.0004399804076253168,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.473717149009918
200.0,28.061048910719585,0.95,0.02,0.03,0.027851370490663815,0.0017523797697372786,0.966925575784166,0.007685052360415758,0.025389371855418192,0.10864855363593531,0.6321622768163003,0.2591891695477644,0.02693020244806324,0.00021403924053008976,0.0007071288020704846,0.00019039352740282868,0.0011077883850839421,0.0004541978572505078,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.31253232827323
200.0,30.02354443497298,0.95,0.02,0.03,0.02785998429424472,0.0018745828363874433,0.9656213612093549,0.008422220346904107,0.025956418443740973,0.1032258040878521,0.6475871177171981,0.2491870781949497,0.026902195957479835,0.00023464292658741673,0.0007231454101774675,0.00019350532061538034,0.0012139556959382743,0.00046712181983378845,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.15501967236217
200.0,31.986039959226375,0.95,0.02,0.03,0.027868740926888364,0.0019966870705851827,0.964378680094383,0.00916531212697368,0.026456007778643383,0.09848171969806084,0.6616398949477831,0.2398783853541561,0.026876019590964913,0.00025542570918069766,0.0007372956267427558,0.00019663717641011218,0.0013210878236255771,0.00047896207054949353,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.00073509871451
200.0,33.948535483479766,0.95,0.02,0.03,0.027877618067023935,0.0021186923938176154,0.9631881935635831,0.009913077994525617,0.026898728441891263,0.09429957570265889,0.6744780676993298,0.2312223565980113,0.02685139258683229,0.00027635300220000473,0.0007498724779916384,0.0001997917937814518,0.0014290115518313727,0.0004898890482047908,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.849318386518956
200.0,35.91103100773316,0.95,0.02,0.03,0.027886597454129358,0.002240598383981894,0.9620422904696203,0.010664501546530036,0.027293207983849713,0.09058805930716422,0.6862386083006174,0.2231733323922182,0.02682808608817489,0.00029739666167702313,0.0007611147042774465,0.00020297145929168813,0.0015375851167843473,0.0005000418079058582,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.700475945131032
200.0,37.87352653198655,0.95,0.02,0.03,0.02789566407866509,0.0023624042494300264,0.9609347350339212,0.011418751784563606,0.027646513181515106,0.0872746989770431,0.6970406348986953,0.21568466612426157,0.02680591257002731,0.0003185336639798439,0.0007712178446579319,0.000206178119731093,0.0016466917579100813,0.000509534371788852,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.553967143587089
200.0,39.83602205623995,0.95,0.02,0.03,0.027904805537503987,0.0024841088382672972,0.9598603889646711,0.012175145446361548,0.027964465588967376,0.08430123483178029,0.7069878002760607,0.20871096489215896,0.026784717497212084,0.0003397450660715462,0.0007803429742203566,0.00020941344252247234,0.0017562346432129171,0.0005184607525319077,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.409593552641786
200.0,41.79851758049334,0.95,0.02,0.03,0.027914011523737833,0.002605710664538301,0.9588149930741198,0.012933117469927785,0.02825188945595252,0.08162029194165768,0.7161704151945182,0.20220929286382414,0.02676437276580359,0.00036101519009341926,0.000788623567840826,0.00021267886515510695,0.001866132888499179,0.0005268989108840151,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.267190504950067
200.0,43.76101310474673,0.95,0.02,0.03,0.027923273423422074,0.0027272079410655945,0.9577949956836205,0.013692197829190763,0.028512806487188763,0.07919294750123528,0.724667306955643,0.1961397455431217,0.0267447715480591,0.0003823309837520798,0.0007961708916108945,0.00021597563530175958,0.001976318434160048,0.0005349138716037866,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.126620473048359
200.0,45.72350862900013,0.95,0.02,0.03,0.027932583996507793,0.0028485986134625203,0.9567974175221855,0.014451993325095997,0.02875058915271853,0.07698692339906975,0.7325474285568364,0.1904656480440939,0.026725824232580183,0.0004036815174702139,0.0008030782464573961,0.00021930484324933535,0.002086733589282539,0.0005425601809306463,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.987767862052197
200.0,47.68600415325352,0.95,0.02,0.03,0.02794193712370654,0.002969880392524515,0.9558197449941891,0.015212173220033615,0.028968081785777325,0.07497522413631628,0.7398712416432949,0.1851535342203888,0.026707455216224852,0.00042505758762911177,0.0008094243198525788,0.0002226674480875765,0.002197329093549189,0.0005498838508877495,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.850534900170684
200.0,49.64849967750691,0.95,0.02,0.03,0.027951327604909926,0.00309105078373851,0.9548598454951098,0.015972457853380282,0.029167696651509797,0.07313509699202057,0.7466918994255746,0.18017300358240496,0.02668960035820749,0.00044645140211544863,0.0008152758445869846,0.00022606429887597713,0.0023080625809306188,0.0005569239039319142,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.714838381153946
200.0,51.6109952017603,0.95,0.02,0.03,0.027960750997956006,0.0032121071134964493,0.9539158998928391,0.01673260957432161,0.029351490532839235,0.07144722877438643,0.753056255703853,0.17549651552176054,0.026672204949894803,0.0004678563298536212,0.0008206897182075809,0.00022949615178581486,0.0024188973558093474,0.000563713605901287,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.58060706917668
200.0,53.573490726013695,0.95,0.02,0.03,0.027970203489043742,0.0033330465520250993,0.9529863484149484,0.01749242548193301,0.0295212261031184,0.06989511859025964,0.7590057244500824,0.1710991569596579,0.026655222087446848,0.0004892667002466003,0.0008257147013502915,0.0002329636840206503,0.00252980141284566,0.0005702814551587891,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.447779620509953
200.0,55.535986250267094,0.95,0.02,0.03,0.02797968178862367,0.0034538661189076774,0.952069846730777,0.01825173183152599,0.029678421437696983,0.06846457622343816,0.7645770248854388,0.16695839889112313,0.026638611352070848,0.0005106776487373907,0.0008303927878154286,0.0002364674801635052,0.002640746681547049,0.0005766519571971233,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.316302960021305
200.0,57.498481774520485,0.95,0.02,0.03,0.027989183043957182,0.0035745627625730744,0.9511652320165019,0.019010378210716748,0.02982438977278132,0.06714335886540121,0.7698027487290342,0.16305389240556473,0.026622337783957874,0.0005320849554746063,0.000834760304524701,0.00024000815035434388,0.0027517082401332027,0.0005828463720855283,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.186130708550492
200.0,59.46097729877388,0.95,0.02,0.03,0.02799870477362548,0.003695133276242596,0.9502714919569375,0.019768235430919785,0.029960272612142652,0.06592080605801706,0.7747119838392587,0.15936721010272445,0.026606370958094913,0.0005534849877258461,0.0008388488278047192,0.00024358616406171333,0.0028626640309883608,0.0005888830811925223,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.057222427021216
203.61708334668396,3.058861416633069,0.95,0.02,0.03,0.027519975634152115,0.00018899885305716585,0.9995662126771758,3.194535957030495e-05,0.0004018419632539457,0.9410085336129641,0.023622267718602492,0.03536919866843338,0.02750803781759759,8.791355169990203e-07,1.1058681037528434e-05,0.00017784953356985572,4.464581505425185e-06,6.684737981884947e-06,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,18.299992591626847
203.61708334668396,4.960855332547639,0.95,0.02,0.03,0.02752115885488174,0.00030519885672418683,0.9953848130768709,0.0003810357150238415,0.004234151208105177,0.5937908146523895,0.17398224233023626,0.23222694301737423,0.027394143562425328,1.048654444255459e-05,0.00011652874801385201,0.00018122427776523278,5.3099181449498534e-05,7.08753975094555e-05,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,18.031206328510763
203.61708334668396,6.862849248462208,0.95,0.02,0.03,0.027523156215460354,0.0004219265057317608,0.9915620741483175,0.0007807605646990872,0.007657165286983279,0.4377111081925006,0.25689392489310686,0.3053949669143925,0.027290917864110028,2.148899498908402e-05,0.0002107493563612411,0.00018468191839963847,0.00010839035607386599,0.00012885423125825633,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,17.77702479850273
203.61708334668396,8.764843164376778,0.95,0.02,0.03,0.027525999464059963,0.0005389739032964424,0.9880986892675881,0.00123128855050967,0.01067002218190216,0.3491189203972757,0.31601447754046835,0.3348666020622558,0.027198403991217982,3.3892447981432346e-05,0.00029370302486054676,0.00018816598724115966,0.00017032355645817216,0.00018048435959711054,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,17.53755070746739
203.61708334668396,10.666837080291346,0.95,0.02,0.03,0.027529678553865032,0.000656200344252597,0.9849811350734284,0.0017303912549246887,0.013288473671646843,0.29204968049400626,0.3636279264763629,0.34432239302963075,0.027116214030192598,4.7637115020495805e-05,0.00036582740865193623,0.0001916431008790279,0.00023861277053364736,0.0002259444728399217,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,17.312238049906348
203.61708334668396,12.568830996205916,0.95,0.02,0.03,0.027534146047717544,0.000773502809686246,0.9821833535662933,0.0022740160096956434,0.01554263042401107,0.2522274211240979,0.4043199726389542,0.34345260623694784,0.02704357990273132,6.261308892580772e-05,0.00042795305606041885,0.00019509861891940574,0.0003127426348484972,0.0002656615559183431,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,17.100040650576602
203.61708334668396,14.470824912120486,0.95,0.02,0.03,0.027539328717839096,0.000890808717592482,0.9796712757204745,0.002857012086688842,0.017471712192836546,0.22286332879471238,0.4401132193718216,0.337023451833466,0.026979489297490927,7.868019500616342e-05,0.00048115922534200297,0.0001985285961220094,0.00039205669254411104,0.00030022342892636146,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.899610859014984
203.61708334668396,16.372818828035054,0.95,0.02,0.03,0.027545140716122414,0.0010080701141172255,0.977407711860696,0.003473847546182095,0.019118440593121937,0.20031845296217812,0.47203888603076183,0.32764266100706,0.0269228329602261,9.568761948594237e-05,0.0005266201364103706,0.00020193504573736895,0.0004758482937087981,0.0003302867746710584,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.70949328124746
203.61708334668396,18.274812743949624,0.95,0.02,0.03,0.02755149449647718,0.0011252575068329722,0.9753562215561652,0.004119158057826793,0.020524620386008014,0.18246757099424885,0.5007128366319595,0.3168195923737916,0.026872521570309463,0.00011348896056033453,0.0005654839656073832,0.00020532300401485682,0.0005634308781877442,0.0003565036246303713,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.528272534527
203.61708334668396,20.17680665986419,0.95,0.02,0.03,0.02755830798876894,0.001242354166820849,0.9734835080439295,0.004788077317817736,0.021728414638252768,0.16798649105268793,0.5265652462262197,0.3054482627210922,0.02682755833666183,0.00013195130939845987,0.0005987983427086452,0.0002086987171289201,0.0006541805277521903,0.0003794749219397383,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.354662316329502
203.61708334668396,22.07880057577876,0.95,0.02,0.03,0.02756550827072665,0.0013593515666053388,0.9717605106311324,0.005476380423729834,0.022763108945137736,0.15600717819948406,0.5499347007795766,0.29405812102093926,0.02678707239296803,0.00015095920986397024,0.000627476667894646,0.00021206860208714692,0.0007475545970353557,0.00039972836748283606,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.18754441069575
203.61708334668396,23.98079449169333,0.95,0.02,0.03,0.027573032727834113,0.0014762460786375078,0.9701626032993265,0.006180502179553483,0.023656894521120016,0.14593681896874044,0.5711068790474072,0.2829563019838523,0.02675032521209307,0.00017041518887127825,0.0006522923268697617,0.00021543865673143495,0.0008430942906766404,0.00041771313122943243,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,16.025974137736917
203.61708334668396,25.8827884076079,0.95,0.02,0.03,0.027580828731558676,0.0015930367953908265,0.9686692974606007,0.006897485699678935,0.02443321683972037,0.137356703715252,0.5903305350992231,0.2723127611855249,0.026716701990780096,0.00019023837176121986,0.0006738883690173629,0.00021881428311199227,0.0009404182638558181,0.000433804248423016,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.869167240508588
203.61708334668396,27.78478232352247,0.95,0.02,0.03,0.027588852595331594,0.0017097241402073628,0.9672637223253887,0.007624902901256249,0.025111374773355063,0.12996259671481025,0.6078247054131434,0.2622126978720464,0.026685696256046897,0.00021036232219647487,0.0006927940170882212,0.00022220018892734518,0.00103921257185928,0.00044831137942073746,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.716479038026625
203.61708334668396,29.686776239437037,0.95,0.02,0.03,0.02759706828931192,0.0018263090450275426,0.9659320551169797,0.008360768999496873,0.025707175883523423,0.12352806603925687,0.6237826058327909,0.25268932812795225,0.026656892887898694,0.00023073271303027733,0.0007094426883829484,0.00022560042432225442,0.0011392198151632764,0.0004614888055420118,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.567381954529896
203.61708334668396,31.588770155351607,0.95,0.02,0.03,0.02760544616828201,0.0019427924830348478,0.9646629843983829,0.009103463156926285,0.02623355244469081,0.11788106619767937,0.638374430037324,0.24374450376499657,0.026629952086343826,0.00025130516212346716,0.000724188919814715,0.00022901844930098476,0.0012402290440381683,0.0004735449896956945,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.42144460425552
203.61708334668396,33.49076407126618,0.95,0.02,0.03,0.027613961829713436,0.002059175221139961,0.9634472419157682,0.009851659820088038,0.026701098264143755,0.1128885054006291,0.6517497869765687,0.23536170762280212,0.02660459536320471,0.0002720433582312326,0.0007373231082774933,0.0002324572130725001,0.0013420670117253982,0.00048465099634206234,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.278313668246357
203.61708334668396,35.39275798718075,0.95,0.02,0.03,0.027622595140500854,0.00217545770313475,0.962277211048917,0.010604271606147785,0.02711851734493522,0.10844579112774343,0.6640399813738151,0.22751422749844152,0.026580593813734527,0.000292917501336529,0.0007490838254297958,0.00023591923168139156,0.0014445908926691222,0.0004949475787842366,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,15.137698806259348
203.61708334668396,37.29475190309532,0.95,0.02,0.03,0.027631329431614577,0.002291640007786922,0.9611466071683211,0.011360402864661622,0.027492989967017253,0.10446957512204798,0.6753601581455267,0.22017026673242526,0.026557758534746526,0.00031390303402932323,0.0007596678628387281,0.00023940665794618644,0.0015476823580715918,0.0005045509917691437,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.999360381230268
203.61708334668396,39.19674581900989,0.95,0.02,0.03,0.027640150842949577,0.002407721848078781,0.960050220257607,0.01211931240022001,0.027830467342172927,0.10089261015369669,0.6858112863724005,0.21329610347390265,0.026535932904727222,0.0003349796228549104,0.0007692383153674417,0.0002429213417767506,0.0016512428178578422,0.0005135576884441878,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.863099600854122
203.61708334668396,41.09873973492446,0.95,0.02,0.03,0.027649047795344238,0.0025237025915508596,0.9589837091658622,0.012880383746040178,0.02813590708809774,0.09766003400673416,0.6954819600399315,0.20685800595333445,0.02651498640968342,0.00035613034581663994,0.0007779310398441791,0.00024646488091374007,0.0017551896249296463,0.0005220480857074733,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.728750653329083
203.61708334668396,43.00073365083903,0.95,0.02,0.03,0.0276580105670083,0.002639581290166404,0.9579434376291462,0.013643101519826978,0.028413460851026747,0.09472663863009018,0.7044500057601871,0.20082335560972267,0.026494809720543185,0.00037734104600214155,0.0007858598004629744,0.0002500386630083402,0.0018594530550622055,0.0005300895720958583,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.596174450479722
203.61708334668396,44.9027275667536,0.95,0.02,0.03,0.027667030954168722,0.002755356713201721,0.9569263436122188,0.014407032615820776,0.028666623771960376,0.09205483232906049,0.7127838999689128,0.19516126770202658,0.026475310769578753,0.0003985998173396318,0.0007931203672503366,0.0002536439002405356,0.001963973903841448,0.0005377389091197371,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.46525364952603
203.61708334668396,46.804721482668164,0.95,0.02,0.03,0.027676101998974724,0.002871027379669016,0.955929835030922,0.015171811215796761,0.02889835375328116,0.0896130979135575,0.7205440065477131,0.1898428955387295,0.02645641161817888,0.0004198965947175799,0.0007997937860782635,0.00025728165768678393,0.002068701571054895,0.0005450441509273372,19.060339423170003,0.027519900429203832,0.0001775198001098926,309.1473760575555,82.3795680252517,2.8702828186394274,77.54368100633978,34.052431631256816,56.55314330349872,3.87,14.335888684932392
