method,N_train,trial,target,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_mape_mean,cv_mape_std
AL-ST,25,2,P_bubble,0.8909215322481601,0.04409523651553971,10.815430837028696,1.8590271803670566,8.022174400245378,1.7151871275633597,38.31521828755372,20.142755698438545
AL-ST,25,3,P_bubble,0.8865346604347991,0.057877865307895036,11.79068955129824,3.167394412157254,8.989512336846877,2.6443835571257073,30.762911666256155,14.7614071346632
AL-ST,25,4,P_bubble,0.946566741979928,0.017157243099002756,7.909229020045487,2.656756036707511,5.7839067094005205,1.7258032967172374,20.24228666091816,9.42737958388422
AL-ST,25,5,P_bubble,0.872166317725849,0.06170969497480909,12.212456160147081,2.9994701517314057,8.772567908109838,2.901931532697207,28.859576752623763,26.32020901231827
AL-ST,25,6,P_bubble,0.9060658270485963,0.040495297252048854,10.796002075910911,3.1426835061281784,8.430668684020286,2.6536506022214263,38.49311099616597,16.524580861385196
AL-ST,25,7,P_bubble,0.8334833345473287,0.09371527583610362,11.980768667178259,3.238721494558686,9.14326791407687,2.762525313296049,32.08897094179664,25.51173997794998
AL-ST,25,8,P_bubble,0.8154783448758502,0.08831243422633117,13.898432497392468,2.895756747565862,10.30371176997258,1.663614677970128,27.31571903436882,8.47694241012069
AL-ST,25,9,P_bubble,0.8736189897335216,0.09126800076628179,10.777926307242398,3.6864788594004816,8.516078290730551,3.175025532977757,31.119550974696846,19.24448841694142
AL-ST,25,10,P_bubble,0.8664004531710716,0.07503364019424494,10.989394121333294,2.9919491953817796,8.08152836660718,3.0086524975933653,31.1308622058588,19.873289211008224
AL-ST,25,11,P_bubble,0.8584300985769243,0.03589047510171475,11.960063798935922,4.137150505522593,8.966009455387692,3.502087931350005,31.75994537926602,17.213009144649877
AL-ST,25,12,P_bubble,0.8468045267342663,0.061238351434121006,13.101374238401444,2.994814321036216,9.9874720994707,2.7487046110435114,39.8436907075297,23.564838239242306
AL-ST,25,13,P_bubble,0.9198187564554203,0.04881859681214828,9.644982982329635,3.686612774465712,7.027607411323958,2.3172770430764307,28.67140881051617,26.195327267913154
AL-ST,25,14,P_bubble,0.8604080405182934,0.1333978140656852,10.495281240915215,3.390501091553746,8.107534798835392,2.7983793218177704,29.028426383694967,15.576672963746514
AL-ST,25,15,P_bubble,0.9253489387016289,0.03825495206535697,9.227444652553231,4.563756289476597,7.198656881104452,3.632339026741727,29.10384485388219,22.72016834055894
AL-ST,25,16,P_bubble,0.8958124199639619,0.08191025177607113,9.902553565667674,3.365942808467911,7.05689529117588,2.649523080209016,24.269508822264427,13.77438189831764
AL-ST,25,17,P_bubble,0.8671439930927198,0.04226089515341306,12.957756970812863,2.6549762091669145,10.098689827666053,2.462471280176847,37.89134465604762,13.197357821137853
AL-ST,25,18,P_bubble,0.9011907459278732,0.06449641408363725,9.484798310513,2.803364923654251,6.634060463846521,1.5270486057065118,25.415735594187183,13.560867392851106
AL-ST,25,19,P_bubble,0.9212601525284165,0.035408507176283494,9.397072312068575,3.207250825585627,7.393788532999324,2.7819797728224183,26.467240105016327,12.139428028688387
AL-ST,50,0,P_bubble,0.9639294164205451,0.010991258257129892,6.612110362270409,1.3159669708859947,4.720617821432595,0.7065181428196484,15.421868872366318,7.531689185172196
AL-ST,50,1,P_bubble,0.9550588061008115,0.01067744226224659,7.033381331053218,1.6056361619383255,5.035477548818891,0.8316152620339103,17.22883141021895,6.724643284617992
AL-ST,50,2,P_bubble,0.9605117610421068,0.017694330677542287,6.716267286360953,2.246638416273417,4.610558189697456,1.1951540349133576,17.803741122999643,13.184076632526379
AL-ST,50,3,P_bubble,0.9525582723296576,0.0167525304499444,7.193378736476516,1.0630919680603752,5.219733798550974,0.5989107831392431,15.92691668126351,3.1902145429125865
AL-ST,50,4,P_bubble,0.956910513409464,0.021791720062611257,6.59751880825177,1.6454069960715465,4.694867181419188,0.8853053840414918,14.262692286803988,1.2283623188058435
AL-ST,50,5,P_bubble,0.9528777475597818,0.017869436117065467,7.392572106182866,1.7206824617032581,5.351431027824612,1.126786700403214,17.12549071465883,9.677650210799989
AL-ST,50,6,P_bubble,0.9468687497601289,0.030896888792840464,7.70309626082773,2.929188191129226,5.9056376906370005,2.110313032849444,21.264118448821282,12.233703961906269
AL-ST,50,7,P_bubble,0.9597290118947267,0.022954480144040928,6.613696096939444,2.5387850457529466,4.895502527974769,1.6682648630514147,15.748078582580268,6.810734438045636
AL-ST,50,8,P_bubble,0.9618033623800507,0.014430920698524153,6.354247236751677,1.612845110169083,4.693599335357788,0.5684531877837071,13.851637081839362,2.808532702318391
AL-ST,50,9,P_bubble,0.9615118216097489,0.020046226691245953,6.568804703579419,1.468139715388802,4.653897710147123,0.9905332604397936,13.957263359355698,3.9175549964587733
AL-ST,50,10,P_bubble,0.946513332596815,0.020643695873581985,7.78105051271884,1.5991695790060168,5.6389338206542465,0.9979616353383638,17.84519366739364,3.6365598805730848
AL-ST,50,11,P_bubble,0.9569043485198877,0.01786438384032649,7.075514688515301,2.1139337695721943,4.954778620123394,1.3247935588480602,18.57573298819521,11.14849311231438
AL-ST,50,12,P_bubble,0.949523707573382,0.025282093686410555,7.2148014597926675,0.9411843727034934,5.283530346787487,0.6104362231147709,18.927135596058825,8.39134477287171
AL-ST,50,13,P_bubble,0.9623925837441922,0.0140197537972699,6.609789486531564,2.2853447101669238,4.76580062084699,1.4506942504834188,16.962856093461653,12.461373451910333
AL-ST,50,14,P_bubble,0.953853728498461,0.026569471690262903,6.57240845232801,1.353529554615809,4.648870610684172,0.5869195682327123,17.00267423443826,6.204804503508515
AL-ST,50,15,P_bubble,0.9565843363038031,0.013034144771005918,7.100670930202445,1.8478837031743744,5.361324855923252,1.3588772010393824,18.396881739298955,11.04208486465301
AL-ST,50,16,P_bubble,0.9643871431508618,0.013184190871844576,6.424699815541329,1.9077363539324261,4.717514139663132,1.2009278246077244,17.995563322716745,9.046560461740745
AL-ST,50,17,P_bubble,0.9386260832240417,0.012502387917903316,8.598974278284087,1.1834691753460953,6.3941026910151715,0.8634490405641905,21.446821491175207,5.340638247392348
AL-ST,50,18,P_bubble,0.9601501077997426,0.018873034289226962,6.576753480142888,1.9127621401754127,4.7165108878092425,0.928295451302024,14.302176607502815,4.3503326553744985
AL-ST,50,19,P_bubble,0.9322976335080255,0.039883995713408546,8.652447373396619,2.897939478103693,6.4877742577100435,2.617435563966121,23.181454046062882,13.995728146012272
AL-ST,75,0,P_bubble,0.9700968362568027,0.004456037586428217,5.695396611443042,0.9162777134242224,4.111492541064408,0.617473523838704,13.944391795254367,4.390716480781047
AL-ST,75,1,P_bubble,0.9776810199159331,0.010452726828248719,4.784709147422792,1.2932253736463617,3.4289657937660274,0.8947122838629272,11.274158468544657,5.614633679701435
AL-ST,75,2,P_bubble,0.9755946946556973,0.008436867853458513,5.094559316495543,1.193944457531572,3.6063820309840793,0.7069540581122309,11.89129962676729,5.348254978915914
AL-ST,75,3,P_bubble,0.9726419419006458,0.009296386293153049,5.268897583723659,0.9962370978241291,3.592790192605011,0.44154207830033615,9.976455419909417,1.1433418589846127
AL-ST,75,4,P_bubble,0.9764505438956969,0.007734908936412707,4.842036769670221,0.8387352034041274,3.4308137045285227,0.5684597394042571,10.46722076593631,3.174550299352322
AL-ST,75,5,P_bubble,0.9731057511658407,0.007752480533235577,5.2339984075250285,1.0172290790236038,3.603738914912159,0.5743653069591406,10.710265446135372,4.431470419901108
AL-ST,75,6,P_bubble,0.9665693233418337,0.012227641379170463,5.673601509912214,1.1001400132821282,3.8102919284168735,0.8087507893079787,12.74158323787201,6.281123820021156
AL-ST,75,7,P_bubble,0.978880909482722,0.005726800629967256,4.763676900902602,1.049191835575115,3.381725281775121,0.5019939624629762,10.390554148708718,3.2838505827277595
AL-ST,75,8,P_bubble,0.9739950628288859,0.0052224818759570284,5.353307006655653,0.8083104611302717,3.8072589108646975,0.6119271772485861,11.429404517540416,1.8705579237737793
AL-ST,75,9,P_bubble,0.9754421984934458,0.0067203562955317694,5.018552821965921,0.4420416206872155,3.5210556888227122,0.38500722604780746,10.086506421289013,2.7005696609312473
AL-ST,75,10,P_bubble,0.9693580953373637,0.012068754729910092,5.561327645331077,0.8716978004724346,3.937095381268359,0.5262305425792582,12.260130077727695,3.9130696852976024
AL-ST,75,11,P_bubble,0.9746855798334627,0.01016874770107737,5.1543395402777445,1.0612548309903733,3.7342483068249877,0.6174422354539245,11.471040673156521,2.7613528848466076
AL-ST,75,12,P_bubble,0.9708523613697629,0.00764460788406104,5.639232488596822,0.9622962631524344,4.0217175413302,0.4587954394392904,13.992701375470649,3.368520956630243
AL-ST,75,13,P_bubble,0.9732925542710971,0.008112854869342177,5.179761100151188,0.7484240795095272,3.676116170855187,0.30699596719548455,12.176565158019667,2.6877206346720004
AL-ST,75,14,P_bubble,0.9758475543435651,0.009532872469812501,4.959803443094122,1.0123705767491866,3.5217111651921478,0.7513064213979826,11.763976143155027,3.7351700401277106
AL-ST,75,15,P_bubble,0.9644770226848491,0.012059338985688953,5.916773515234441,1.7679380730784273,4.273006411515306,1.1955364664045278,13.52285655985554,5.978480214649856
AL-ST,75,16,P_bubble,0.9705938936199944,0.00565635045769668,5.5919827112004254,0.5792226094799594,4.006434268367238,0.33651921795318845,13.247591093148888,4.039152615264951
AL-ST,75,17,P_bubble,0.9677156834981544,0.004993817263405497,5.869524827974342,0.9933592940192745,4.219123274983249,0.7544340307729747,13.785328068995707,5.890711201993481
AL-ST,75,18,P_bubble,0.9775344766449623,0.0026852310744907115,4.942134488162813,0.7079205806483997,3.4632583795989285,0.3992281582436579,11.115257601113129,4.180456663851796
AL-ST,75,19,P_bubble,0.9634646206030005,0.009548725379017546,6.189107960959005,1.2090007059491923,4.348526500196357,0.8292461537554148,13.523247150050555,5.209412759319394
AL-ST,100,0,P_bubble,0.9800300837393682,0.004027876066490727,4.5036135514702735,0.6659802870865125,3.255282249545865,0.3243450511675213,10.084750414084573,3.119006609289996
AL-ST,100,1,P_bubble,0.9816021652908999,0.006240184006343186,4.214433677532097,0.6706902917522909,2.884035785999735,0.4159486812405032,9.212009062773294,2.2923550428087034
AL-ST,100,2,P_bubble,0.9804230894298811,0.008237416698124196,4.138690534571172,0.7693202269045301,2.8149832411078632,0.3414517421874682,8.417501765742333,2.9372987183018067
AL-ST,100,3,P_bubble,0.9808056280391394,0.007933695599148775,4.143139108844634,1.139838662436797,2.9012770029879107,0.5990350120884874,7.665336710643207,0.8056583620049405
AL-ST,100,4,P_bubble,0.9830048092162128,0.004656963799311009,4.074407736192098,0.8445580318794923,2.7882887820509157,0.259104880538042,7.675104844786358,1.0792278492856509
AL-ST,100,5,P_bubble,0.982473425941149,0.005531914879585319,4.003507022944661,0.7059259298336549,2.8739945296495977,0.2688303395554962,8.940709753155474,2.594047525298552
AL-ST,100,6,P_bubble,0.977687583136073,0.004460824210724852,4.466501672476101,0.6752581358500109,3.1671381311177624,0.37412838825296835,10.085203239843672,4.427602680743934
AL-ST,100,7,P_bubble,0.9832215666139146,0.0049330950988307355,4.027235485801293,0.8633856679334462,2.8374686242080918,0.3326357085946952,8.802722975556534,2.2223294348904052
AL-ST,100,8,P_bubble,0.9789791418986974,0.007926876719590446,4.3912143767421945,0.9612962833573495,3.1006950594716205,0.5955782692453665,9.997782034668361,0.9312438850394353
AL-ST,100,9,P_bubble,0.977681798880119,0.008949175027514165,4.416054908093743,0.7177649825732967,3.009914851416048,0.36482309797190604,9.390193825448694,2.970117405212316
AL-ST,100,10,P_bubble,0.9802677848009566,0.010761622586975288,4.309770184422332,1.0815973563505994,2.944612366276322,0.6170909382924965,9.469186616150225,4.120095872725251
AL-ST,100,11,P_bubble,0.9786338417681533,0.005737293208425186,4.34782005463776,0.7376185640708367,3.030355744574026,0.3175249817172178,9.392992074634893,2.8707470801225803
AL-ST,100,12,P_bubble,0.9755699956638975,0.011990134093447166,4.59350162617344,0.9443830604883549,3.2633405350457267,0.6051967442911595,10.390074868579356,3.366385458291241
AL-ST,100,13,P_bubble,0.9824337308322171,0.0041103674952290125,4.304985490320621,0.6582371391383736,3.0275690289233066,0.32738953887342437,9.59282826891819,3.5684497553640306
AL-ST,100,14,P_bubble,0.976408372988867,0.007705458294487307,4.479817371113628,0.6676645864070211,3.0837113273070345,0.3724122891285945,9.137111633978362,1.139031352446162
AL-ST,100,15,P_bubble,0.9814632098911812,0.009799208877668993,4.2485762220354175,1.4841103583064357,3.06164068346403,0.9821825791104323,9.568007599497218,3.5864340581958136
AL-ST,100,16,P_bubble,0.979568970989318,0.004454706394527958,4.4522053063315825,0.6232659716309318,3.061407377286529,0.2541773700179359,10.159135143088605,2.368453778384906
AL-ST,100,17,P_bubble,0.9776581005276045,0.005066845433879152,4.698622555739261,0.7008756056018847,3.282260238092744,0.5102244851195219,10.681403605040192,3.5600189900821633
AL-ST,100,18,P_bubble,0.9809488535653177,0.0076481184600996335,4.207939350812207,0.8414842054379308,2.9966534143491175,0.37861400091286557,9.38779711371049,3.1319894412520908
AL-ST,100,19,P_bubble,0.9748399907949933,0.005792245512342499,4.997406474564677,0.5772566670204083,3.411799920692462,0.4062131615596051,10.486869445051875,3.6153079328258877
AL-ST,25,0,gamma,0.9936188510776909,0.004368366103252422,0.46251385777260834,0.15810580341686148,0.32182733185886253,0.10585813900535905,5.647879489194402,2.156319472348138
AL-ST,25,1,gamma,0.9946002692539819,0.0018414843122217491,0.4434406134991672,0.08023355170593317,0.2746833351604404,0.05182396193420742,5.144578376157253,1.6428344540449582
AL-ST,25,2,gamma,0.9951283400090076,0.0021309621012898087,0.41419745102084315,0.08274191279671499,0.28302680535153174,0.04819347113369055,4.791245044647369,1.4098357123174643
AL-ST,25,3,gamma,0.9949551285174312,0.0019461969296156849,0.4228258703167593,0.08845622992761328,0.2807783908695539,0.0476826775884104,4.525672850851505,0.7026233148449709
AL-ST,25,4,gamma,0.9945473988393957,0.0012700644120653155,0.4461738634205877,0.051709120562155604,0.28311332714591564,0.03418681516990269,5.752726753884825,2.356439452385691
AL-ST,25,5,gamma,0.9946941572762131,0.0028953625175232034,0.4215828984291461,0.11767434951466219,0.2822449037322935,0.08230198745998782,4.9749741541358246,1.7816802637252054
AL-ST,25,6,gamma,0.9943777825337365,0.0032226790547304324,0.4379855856622454,0.1367977739421803,0.28642805248971526,0.0726201874544558,4.573400592447152,1.5467255395873079
AL-ST,25,7,gamma,0.9908101406045169,0.006741332780629839,0.5458397740672745,0.20298200269881292,0.3333873220985071,0.10124351287415224,6.7222533260423205,2.8532779906635586
AL-ST,25,8,gamma,0.9949963144321552,0.0015597138955971935,0.42636649943658467,0.061255631391429345,0.2699019501648247,0.04920952387493674,4.110167842926189,0.840161379608224
AL-ST,25,9,gamma,0.9961635581963394,0.0007918935612847204,0.3777570742295616,0.04241675130660206,0.2501274032387648,0.027561970542521397,3.9290724783357063,0.9001656434134314
AL-ST,25,10,gamma,0.9946444008990397,0.0038935478195027823,0.4189786757717256,0.1439306850217096,0.28469244789102094,0.07431334389744305,5.939001325068949,0.7918272953304352
AL-ST,25,11,gamma,0.9939472342997672,0.003035144622884456,0.45793102300572086,0.12898370352047306,0.28724580019282064,0.07272661653350364,4.497312196903977,1.3230597457290934
AL-ST,25,12,gamma,0.990722597070951,0.010124537258150003,0.5252214013034061,0.2812177518002287,0.32104996169345396,0.13224945099824656,6.525000039983871,5.735427272335943
AL-ST,25,13,gamma,0.9938804500026386,0.004598239030592787,0.4442925742391072,0.16367008558039434,0.2939568474299992,0.09338289642880845,4.872147956049694,1.8571946713564695
AL-ST,25,14,gamma,0.9945240786662047,0.0017633473556078385,0.44288962576268476,0.07748559175321491,0.28765248826232487,0.04763502483097009,5.2426619574591315,1.0607337354322373
AL-ST,25,15,gamma,0.9929537737662297,0.0053503234670202625,0.4725139435049891,0.19537172558315405,0.31215474501716167,0.1167312634311621,6.31443552116865,3.963885242889297
AL-ST,25,16,gamma,0.9948058932092676,0.0021214984432331952,0.42940811711054216,0.08345425443074814,0.2734630159044754,0.04175830313252545,5.0910926401533585,1.8231847861156623
AL-ST,25,17,gamma,0.9939517876108507,0.004417128235665972,0.44972618261525127,0.14622990763073618,0.30427089771447,0.08075238819036383,5.823428107824332,1.5369381137685931
AL-ST,25,18,gamma,0.9962033547342104,0.001617314278431777,0.3644713444172525,0.07379379467360964,0.23923554283834453,0.04476098470636152,3.4504201694819363,0.5561223163267754
AL-ST,25,19,gamma,0.993388534264344,0.0043248280591229845,0.47456121044385846,0.1488101593821104,0.3015810741716642,0.061475126844644845,4.972235171978552,1.757534116859172
AL-ST,50,0,gamma,0.9979701962969687,0.0006735959201788506,0.27200883659802666,0.04907883652762589,0.17865744628356833,0.023843900421350154,3.6082676916342784,0.6321732287199566
AL-ST,50,1,gamma,0.9982579267619787,0.0003072628809689526,0.2543143510472454,0.02205686361718471,0.17152911155765932,0.022615626711565532,3.066154710332077,0.7138824165517453
AL-ST,50,2,gamma,0.9975714796975819,0.0015659327219894866,0.28963468314265184,0.08690020764756366,0.17955739527738115,0.03571924385395865,2.880353696755326,0.38796869977281284
AL-ST,50,3,gamma,0.9973886229760709,0.0008856435965049216,0.306934514698336,0.052405099473230396,0.20898659837590744,0.0427139828957583,3.5168455286642546,0.7946198063765325
AL-ST,50,4,gamma,0.9978519003373642,0.0005510609212941197,0.28123430509022074,0.03723307676317948,0.1816667768425695,0.011241325858427548,3.0503182375901745,0.6246608081313709
AL-ST,50,5,gamma,0.9976958939338703,0.0009324637168123568,0.28747503048698686,0.056662393120264005,0.18858357425350544,0.03430287415068005,2.9697294003961967,0.44795535918086987
AL-ST,50,6,gamma,0.9974579783726425,0.000628768418983798,0.3051284980676606,0.037442782793802754,0.1945757099965207,0.01456913795495559,2.92476179248983,0.25067459546665294
AL-ST,50,7,gamma,0.9976600562060142,0.0012645917687559899,0.28594200057824837,0.07467662897788989,0.18358770710463207,0.038698131620800914,3.0362285698246683,0.2591074116178752
AL-ST,50,8,gamma,0.997719682836921,0.0008080593132187681,0.2875343671610883,0.05107811481461364,0.1887537390483339,0.02230092153385897,2.9527519416820898,0.22792216483616431
AL-ST,50,9,gamma,0.997908916957584,0.00020126261589243393,0.27888128316671823,0.012428086013354184,0.1891844034593791,0.013282775032297333,2.8052634172018673,0.1969871564004447
AL-ST,50,10,gamma,0.9977578638305611,0.0004997373560084151,0.28737310133371585,0.03473999277493058,0.1873104389880435,0.02146739628851412,3.181370962434503,0.7743277879770489
AL-ST,50,11,gamma,0.9976031556141788,0.0011690956401641534,0.29068914822551783,0.07127575228826723,0.18970759684196242,0.04247915678784493,3.2706493095753317,0.7155676471769217
AL-ST,50,12,gamma,0.9971365147600795,0.0009250867550042645,0.3223249852411638,0.051012727336196086,0.21048686960808025,0.02019999451723023,3.3996707347583865,0.7102932454246061
AL-ST,50,13,gamma,0.9978017451578228,0.0005397387904461996,0.28363704327764483,0.03465330050186066,0.18132155600524885,0.016003614631063246,3.1347373323019476,0.34615243026917103
AL-ST,50,14,gamma,0.9979086590680042,0.00027024444182264357,0.27894009962851934,0.01769816334157556,0.1840503114209207,0.013880018487060799,2.9424465198134415,0.5688018739817415
AL-ST,50,15,gamma,0.997368859366645,0.0007951103109982547,0.3092333818794157,0.04792984575708625,0.20484223359790507,0.03117783857355998,3.2516374218412096,0.5817216804944805
AL-ST,50,16,gamma,0.99744512155557,0.0004531225563028695,0.306927561238834,0.027492475497856727,0.19445409636578778,0.013084000222535874,3.632167044641536,0.9201694301998535
AL-ST,50,17,gamma,0.997041401373612,0.0017983663425832723,0.3183609382053042,0.0920190148486805,0.200746389805997,0.040507767294203474,2.880091687971895,0.45709561264717274
AL-ST,50,18,gamma,0.9977451089438901,0.0006225856356985824,0.287270743689717,0.038210362346901394,0.18460976414415237,0.018737879276267078,2.7349087178705007,0.12417175332115372
AL-ST,50,19,gamma,0.9977658767213509,0.0008722327351769393,0.28389482014348244,0.05191762819141486,0.18110741030236482,0.01973754649521963,2.957437099788348,0.4919427352636464
AL-ST,75,0,gamma,0.9982206120541625,0.0007638471316477393,0.2518257505985154,0.05555019252682519,0.162965125904301,0.029404285591047807,2.9200245969532923,0.8205526955957311
AL-ST,75,1,gamma,0.9985875350582549,0.00033538763938145835,0.22710298664557152,0.028283254042593558,0.1497837065394022,0.013092387271082745,2.58830469406572,0.6884752550095341
AL-ST,75,2,gamma,0.9984887438096189,0.0005971728104710415,0.23295083617086032,0.04372304550426116,0.15331164327812802,0.019259708335920073,2.543158656578754,0.08526680546385175
AL-ST,75,3,gamma,0.9983448676871287,0.0008433871799223314,0.24172456587551747,0.05924026509083951,0.16143189346411152,0.03114378698694214,2.6797841351155727,0.6057624283155674
AL-ST,75,4,gamma,0.9986258984552553,0.0004979967090587432,0.22277871812775535,0.039647460559842446,0.14797055378973195,0.01824974254186444,2.4248852911777923,0.14822666973121257
AL-ST,75,5,gamma,0.9987056655450083,0.00021277164544071357,0.21862122551787735,0.019675878854901276,0.14412497017678835,0.015763596942218457,2.320724656671982,0.4488109365185205
AL-ST,75,6,gamma,0.9984217024507702,0.0006065906906985195,0.23729914283203826,0.046088922236895216,0.15832662956391344,0.029781034614814607,2.69442546173497,0.6054860107570217
AL-ST,75,7,gamma,0.9983897663929046,0.0005148394152155187,0.24190788078430975,0.04054280502059847,0.15863937036555295,0.01554508231126919,2.598626180180725,0.37980493382200153
AL-ST,75,8,gamma,0.9985611646854068,0.0004774771881488915,0.2277075781834827,0.03939487319025425,0.1513947578161203,0.026607240549510653,2.434858565589952,0.7583899718487523
AL-ST,75,9,gamma,0.9988340464708768,0.0005600075598157009,0.20243289846095092,0.04893769673311524,0.13619293018841877,0.026045162898256043,2.0674096901781915,0.20947442579346898
AL-ST,75,10,gamma,0.9981595111683313,0.0007473124998811988,0.25593617002911995,0.05445206097037538,0.16694225239790988,0.03202581984786759,2.6547826354416917,0.6117003475819952
AL-ST,75,11,gamma,0.998657344899802,0.00034174165082271647,0.22164796005548495,0.028389042822997614,0.1452590337041003,0.017767588127502433,2.3802230547626566,0.3163808481918181
AL-ST,75,12,gamma,0.9983413793691419,0.0007553723518825171,0.24225537396837032,0.05435375819148289,0.16149178162562952,0.029207708381426046,2.719678708882167,0.8017733133166076
AL-ST,75,13,gamma,0.9983434640724784,0.00042209621390848024,0.2454642459553001,0.0321720239130372,0.1568865589392467,0.014618121438554663,2.498455765893847,0.18318769496321408
AL-ST,75,14,gamma,0.9985829337659666,0.0004983036232603865,0.22623676240624463,0.03836945107762127,0.15052617690867115,0.01972345235762736,2.3802057699071013,0.2895607485996139
AL-ST,75,15,gamma,0.9985208710178437,0.00036730985881434995,0.23270066628956151,0.030941481460152014,0.1545805045601567,0.02079288675787012,2.3956333121116464,0.19295538627795186
AL-ST,75,16,gamma,0.9983830213268042,0.0003699149639300213,0.243397276824238,0.029577455230086255,0.15778553425739136,0.015176242744467893,2.5465558482026394,0.4379663014693825
AL-ST,75,17,gamma,0.9984766815863392,0.0004700124273795748,0.23442092976429238,0.038019303001044905,0.15491300168233832,0.019844746863285995,2.582887523315248,0.28473665149309396
AL-ST,75,18,gamma,0.9986495505127013,0.0001787726094086698,0.22374210489574037,0.014094918264500534,0.15053438301754798,0.006419533642837009,2.432651296084079,0.30962902634857514
AL-ST,75,19,gamma,0.9987552138824507,0.00029571754909584825,0.21352297419014743,0.025227484191744542,0.14078812170849334,0.015471281906078023,2.3456189656479016,0.3355142373048349
AL-ST,100,0,gamma,0.9986447641213548,0.000548629477674236,0.22081604622372425,0.04223285215844278,0.13913388386879594,0.020694520102633365,2.2164196274655485,0.4686718629533932
AL-ST,100,1,gamma,0.9988499616025571,0.0004223603820524499,0.20245688547592908,0.0423185504682129,0.13079696062515292,0.023580816231535594,2.0582057131879927,0.4503243775530012
AL-ST,100,2,gamma,0.9989481041049769,0.0002275230204672557,0.19717549704164627,0.021016301628549904,0.13234106071728327,0.007757859644693566,2.330685341380027,0.4434448786802221
AL-ST,100,3,gamma,0.9989781891586098,0.00021284542763319058,0.1944699961148825,0.019891036211849726,0.1285452726702397,0.010607378223295693,2.0047717704981536,0.352392156904238
AL-ST,100,4,gamma,0.9988764008041191,0.0003352947414443002,0.20253709716816964,0.029109918181694266,0.1329663612437304,0.014608773546193419,2.0660723094874855,0.1843449337716039
AL-ST,100,5,gamma,0.9988742591814492,0.00041665476091156143,0.20117164873144078,0.03942983425307657,0.13031760065266335,0.024339966412715387,1.9692743077583124,0.43222794751250027
AL-ST,100,6,gamma,0.9988757243874116,0.00028292028121248156,0.2027574606165941,0.02543507335984345,0.13310223046055922,0.012326412100009886,2.2380668894114515,0.4523893175557023
AL-ST,100,7,gamma,0.9988523592179528,0.00047499377222430273,0.2025177642313079,0.04294291090174817,0.13282263799040245,0.020965429885876307,2.0712907567861576,0.40453648453458607
AL-ST,100,8,gamma,0.9988686766796089,0.00038732078450385573,0.20248408055908448,0.034530303286745646,0.13189205917064678,0.01835492645399442,2.0746135786531266,0.47404317856786304
AL-ST,100,9,gamma,0.998846484655117,0.0004926008043756034,0.20280628648305138,0.04327809555364337,0.13061910454288297,0.020191866152403502,1.9406941455369011,0.25617652277472625
AL-ST,100,10,gamma,0.9988392714604363,0.00039020689481924467,0.20440559908077977,0.038369076583550286,0.13454466899598713,0.01997955905994783,2.1707919518942367,0.3657615183398695
AL-ST,100,11,gamma,0.998789580667246,0.00026606069230865234,0.2112685612673088,0.02321329677334776,0.13795037778279645,0.011514249724323678,2.1860826605490447,0.219121837301714
AL-ST,100,12,gamma,0.9984877169635208,0.00033285980084973713,0.23636934045841834,0.02634352113425713,0.1549542632584231,0.018570157395243387,2.5896907709998436,0.6287857789210863
AL-ST,100,13,gamma,0.9988363476661515,0.0004138436058522783,0.20491767581668605,0.035393057103536144,0.13266949441965656,0.022763191417752494,2.1795915294748527,0.5248517294160473
AL-ST,100,14,gamma,0.9988029754605897,0.000382603545988987,0.2082805727727032,0.03463200090330139,0.1322554127453522,0.021185269182882487,2.1472865248236648,0.44285088546266377
AL-ST,100,15,gamma,0.9986581108220701,0.000747668848698156,0.21577785887730122,0.059314983048492066,0.14230304309898426,0.03033879366855157,2.1607470879947326,0.5118733784205602
AL-ST,100,16,gamma,0.9989991930418046,0.0003290531677849562,0.1912807408711755,0.03138691041951855,0.12470544232240184,0.01619652387356387,2.1338273514000647,0.43837898480551757
AL-ST,100,17,gamma,0.9987633037812849,0.00033572289637154795,0.2122180046879289,0.030330023898513046,0.13796603144433592,0.011493623430686863,2.3501339412414217,0.4051862643374367
AL-ST,100,18,gamma,0.9988555981871924,0.0002720259583846584,0.20532865310041615,0.022369060057508165,0.13716124790522802,0.00809936909845133,2.066784869139934,0.1841437711557153
AL-ST,100,19,gamma,0.9988837302904194,0.00037958199532596004,0.20106211306982366,0.034639618978823165,0.1343515326143096,0.020865509426495715,2.1448625175798934,0.34561739863897567
Random,25,0,P_bubble,0.7594260257854811,0.1984497353189764,9.605690311345478,5.829588222126014,5.979622285688461,2.5829745354378755,24.14978691997452,20.606218033479585
Random,25,1,P_bubble,0.9343769148261408,0.03714142759518254,4.633784291426273,1.3139187013904152,3.487124255815207,1.008844009045705,12.828766607284347,4.076218055870304
Random,25,2,P_bubble,0.8204355473460321,0.1717354980775054,8.315733338015516,6.431030366470634,5.217017460716794,3.1096469579129207,15.203496726392459,4.847764256554463
Random,25,3,P_bubble,0.8346412863675692,0.06751768239490752,10.123159785527957,3.9581610108226006,6.701762328577539,2.232779623776702,21.887768031887234,6.199049804916555
Random,25,4,P_bubble,0.8578219826042854,0.0767143654981202,8.872449532988007,3.8211635989735506,6.087692336005418,2.2569763045397773,21.45181941395888,11.230632388400464
