method,N_train,trial,target,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,cv_mape_mean,cv_mape_std
AL-MT,75,3,P_bubble,0.9877050412696115,0.01449574621915556,2.9687114669179318,1.897622821957021,1.5218758564453798,1.225112207640174,4.265209333607745,2.5212794407093844
AL-MT,75,4,P_bubble,0.9780900023549647,0.035278756208542886,3.9021894228418943,3.06564290532681,1.6483233014880851,1.4554523056535877,3.751601580777655,1.9436732789067568
AL-MT,75,5,P_bubble,0.9663668052921741,0.06104102099568438,4.059572936161698,4.616005474940092,2.1512942635030567,2.766367295221958,4.732471718932144,3.913390101479702
AL-MT,75,6,P_bubble,0.9817508029846993,0.017589433766389634,4.057689527517319,1.6739046312689867,1.9770327022710241,1.1792102725202132,6.223157300096796,2.9066146323109456
AL-MT,75,7,P_bubble,0.9742237673574781,0.03970413983190771,3.807838508942106,2.9688963609661325,1.876627744233986,1.567615940647689,4.286146052256495,2.5820255882868506
AL-MT,75,8,P_bubble,0.9635462825305889,0.04350240526204631,5.023539986273749,3.7374605483240515,2.6103232607986753,2.0160413760506293,7.687423369757281,6.2417779551545225
AL-MT,75,9,P_bubble,0.9658315979207182,0.05167110420428575,4.183670178650782,3.687380502120699,2.2912717104403177,2.2239886897510988,5.715856493266178,4.118583231371109
AL-MT,75,10,P_bubble,0.9685036094676842,0.048926501093459134,4.682790334182639,4.473128423846296,2.3686292870145422,2.4506503074672645,4.294794481868668,2.906546150760298
AL-MT,75,11,P_bubble,0.9776611109010271,0.02510905988055622,3.627256088099896,2.425623144265363,1.6396496091592645,1.180126692168593,4.206157237648616,2.7156422979531203
AL-MT,75,12,P_bubble,0.9869549512425092,0.01564500030173782,3.187010059486383,1.5862823409555336,1.613375348078336,1.0566282900455253,4.853621001627803,2.6777995000434514
AL-MT,75,13,P_bubble,0.9726908023627953,0.04080331068914788,4.042997729342132,3.4120698102443257,1.7702703419160024,1.3742368251559134,3.8447211455810666,2.0252422815019226
AL-MT,75,14,P_bubble,0.982313853960304,0.02098397811026787,3.026532701787404,2.719017438159782,1.5558694286577448,1.4213185015095386,2.707692487823839,2.2228413482930223
AL-MT,75,15,P_bubble,0.969106845329008,0.05004999742966724,3.866794546491242,3.3067829105632733,1.9998835293928707,1.723991983683266,4.5887899484712245,3.128126892963098
AL-MT,75,16,P_bubble,0.9708400973964361,0.024870595329727047,4.830062328681886,1.6945004978413087,2.260242869027521,1.1231589303149738,6.616589437556601,5.2763754021776785
AL-MT,75,17,P_bubble,0.97071819215451,0.04681420280258037,4.459888829060214,3.4794953595914047,2.0766176493300352,1.8482402847769281,4.710198034128415,3.3796434149406656
AL-MT,75,18,P_bubble,0.9846867369270956,0.015040482324641844,3.6128262022992805,1.8838511391561483,1.9167771846542956,1.2595024821904666,4.351829778004372,2.986015948227518
AL-MT,75,19,P_bubble,0.9746923381465408,0.037408067740955814,4.386517999355031,3.274001561333763,2.0160218732650854,1.8565724958410983,5.124330123448096,4.577469917719973
AL-MT,100,0,P_bubble,0.9750813496027668,0.03103930729547013,4.807167463052742,2.823275896623752,2.1265253654753016,1.2874537689788454,4.475427133244775,2.1816862550405394
AL-MT,100,1,P_bubble,0.9735471732466309,0.025377616799650383,4.746561874995116,3.2560814192933623,2.505513024272512,1.9739133500114634,7.033226379533994,4.175305602953413
AL-MT,100,2,P_bubble,0.9784321100680374,0.029254922042201464,4.129390359052032,3.197941835754738,1.859350569644309,1.400725226441384,4.511736684801699,3.6419408789653214
AL-MT,100,3,P_bubble,0.9946171974355625,0.0041281982759370115,2.4049266966028164,0.8273103532296846,1.0800600900257398,0.42931054811867675,3.450138395125125,2.469632969629989
AL-MT,100,4,P_bubble,0.9915436176819721,0.011518389633254208,2.7287738802237316,1.9841083431067914,1.2136028334570166,0.7992467522239008,2.426454066240332,1.2733284185317113
AL-MT,100,5,P_bubble,0.9777490631510355,0.031598781171065425,4.266430492414004,3.484897249054746,2.1421410839564117,1.7743155737190104,4.397152772371228,2.5504535980370466
AL-MT,100,6,P_bubble,0.987078628664342,0.010353801877934568,3.8214468819093,2.0645985040952306,1.7463469042276671,0.8429340452047797,7.09951776615726,5.31580287857551
AL-MT,100,7,P_bubble,0.9770886430081894,0.029889210481370988,4.157320219777467,3.303117680732486,1.7699989573951704,1.4156263777743943,3.553932615244135,2.171300922332104
AL-MT,100,8,P_bubble,0.9867106511897308,0.013977884719884648,3.1620282495418386,2.1378216600382274,1.3578520077337173,0.8939025049207945,2.6340323102420045,1.429574399911154
AL-MT,100,9,P_bubble,0.9732096117721575,0.04717371320620611,3.6254640999300625,3.7752246428801435,1.7973548710966152,1.9249346366085616,3.9232261637477572,2.7080974686087234
AL-MT,100,10,P_bubble,0.9727228709409197,0.03969177426069677,4.686614373245055,3.8596617228669126,2.1471247790116412,1.9025842659046086,4.604337883576604,3.8102864550499245
AL-MT,100,11,P_bubble,0.9840245064254475,0.01606324846434208,3.7008967123835235,1.96839323058088,1.647598305745318,0.917333991205358,4.455202281802644,1.5573636522866057
AL-MT,100,12,P_bubble,0.989344727193585,0.008996775773712478,3.16547512071602,1.877593673745283,1.6840654597064997,1.0990401682625945,4.776850883098629,3.5965381200874527
AL-MT,100,13,P_bubble,0.9685116193938208,0.03503534548991737,5.16565375518743,3.946279797384989,2.482882024447312,1.9866022908402683,3.7965908205301417,2.0858125978780624
AL-MT,100,14,P_bubble,0.9874235266204444,0.012744940571610843,3.1665699709784114,2.0188485657693973,1.4960967295384913,0.9487137925557754,3.3294300381162607,2.1953381402389103
AL-MT,100,15,P_bubble,0.992923604293566,0.005872811216538464,2.552884306877908,1.0150182110239645,1.2613609199982831,0.5627584183222465,4.013129861189761,3.5751325033086663
AL-MT,100,16,P_bubble,0.9843443992639717,0.012407929681105424,4.03237683635234,0.933280719991695,1.8373678027939941,0.7146390417932339,5.264748517086244,4.076379578135266
AL-MT,100,17,P_bubble,0.9824889261666454,0.012144986790479425,4.3424524442835795,2.2013309264492635,2.139587546258303,1.1615877646939954,5.553824297568697,2.389320311269116
AL-MT,100,18,P_bubble,0.9873154084791139,0.015315597996518,2.987520007525434,2.1251462469882147,1.5182232213376117,1.1726159882202747,3.4362227286274547,3.3300047624618374
AL-MT,100,19,P_bubble,0.9894917240271,0.005213950877280102,3.5882337655382948,0.7552311394313918,1.549950034109107,0.3601908430208724,5.5227275578921455,2.7999817762073143
AL-MT,25,0,gamma,0.9980558336535348,0.0021020648355981678,0.2298750614958744,0.14605289538174945,0.10479702205960398,0.05021474185489639,1.5377322459050269,0.5524076592773399
AL-MT,25,1,gamma,0.9962054244639107,0.004768735988235398,0.29023164158446146,0.23477863457183926,0.17572735760702213,0.15156886598219615,2.6259085883875164,2.088131651862078
AL-MT,25,2,gamma,0.9989945951991969,0.0009172903243615187,0.17110781957372695,0.08227787525292385,0.09377538512047605,0.043983755139673605,1.8491787487813227,1.304559721491385
AL-MT,25,3,gamma,0.9968906377335649,0.0032260796609607997,0.27106092991667546,0.20617967476557797,0.1326978777129998,0.09243016622015106,2.380937687113665,1.60553154277258
AL-MT,25,4,gamma,0.9971322432552554,0.0025929259027258757,0.28786198244297234,0.16212008389385058,0.1394980623211879,0.07509828234335558,2.172956829408587,1.1139291643562186
AL-MT,25,5,gamma,0.9983568991830613,0.0012750575805484119,0.22732341387378002,0.10068464817364062,0.10748248239392029,0.03382545111391837,1.7036458164904604,0.3910394484138137
AL-MT,25,6,gamma,0.9981930342483162,0.0019855584407506,0.21917527626392141,0.12388414611270993,0.10941844834315533,0.05385082406471518,2.0843971858859094,1.5385002857985448
AL-MT,25,7,gamma,0.9980541806380698,0.0020112504703975716,0.21945850037219863,0.15024179078484154,0.11260091226490834,0.08575725445885264,1.6720919210003795,1.0880214632851404
AL-MT,25,8,gamma,0.9963904074651422,0.0057423002807224025,0.2675539963078394,0.26071165674878194,0.13640768414689658,0.1314969627354585,2.006764740342317,1.4408620930764502
AL-MT,25,9,gamma,0.9979719526563173,0.002603943963824925,0.2103114156351992,0.17947295666844137,0.10217231172002214,0.07522327434817065,1.9823637000812764,1.5302245987032956
AL-MT,25,10,gamma,0.997939042657114,0.002061004749661776,0.23151056964826638,0.13901762192114414,0.12215119021511792,0.07297313646011981,2.299424932647211,2.176795178655167
AL-MT,25,11,gamma,0.9986764307451264,0.0005409114148311238,0.21826335568748684,0.043165630418993385,0.1097452847339387,0.028134583747551963,1.8694404357618624,0.7037806113105964
AL-MT,25,12,gamma,0.998203134621213,0.002136207874960596,0.20943116522585462,0.15281135775485918,0.1046864740673221,0.0630002333972535,1.9538225433617469,1.1812197172108327
AL-MT,25,13,gamma,0.9955352081543168,0.0033651231791522853,0.3553306057810179,0.18531679835588352,0.1864256405060339,0.10645679185010362,4.013279636379979,3.9636842312070075
AL-MT,25,14,gamma,0.998537699190002,0.0016127920243215767,0.18150638197994035,0.13977896392467307,0.09133986463405878,0.06086334481179889,1.6215217602407268,1.0641622224738323
AL-MT,25,15,gamma,0.9990938769656635,0.0012556594734492775,0.14483141191577226,0.11248211759536529,0.07036862986597994,0.04536348696710428,1.0835332208162993,0.5148649714621458
AL-MT,25,16,gamma,0.9963022582520995,0.004035556322217416,0.2884842271323903,0.2288883157203772,0.14377698562745028,0.11558866289835708,2.3286049442889287,1.8359354619247361
AL-MT,25,17,gamma,0.9959859545301264,0.003624683543225889,0.3117492964016857,0.2188321586913737,0.17180085736024173,0.12790124747125328,3.2156570600126577,2.8164381749429137
AL-MT,25,18,gamma,0.996218177439862,0.004737274628547247,0.2769362754595105,0.24599367045827342,0.14159989122525457,0.12941857755071484,2.2545969193519397,1.8868562230191337
AL-MT,25,19,gamma,0.996221914395589,0.004230071164287705,0.3116030142305506,0.21041330500025723,0.1467224075608717,0.07305241942772066,2.3305907918735214,1.0408672991656036
AL-MT,50,0,gamma,0.9987200154803173,0.0006947004475848475,0.20591647236183155,0.07320973400942148,0.10307022250419881,0.04138356954892527,1.7000945828467475,0.7309737899292356
AL-MT,50,1,gamma,0.9983193600489303,0.002275857776689611,0.2068274002484558,0.13487492529993256,0.09491664271344183,0.05719378617569097,1.5231815441597627,0.8304207933112837
AL-MT,50,2,gamma,0.9984249378575333,0.0021277348089902247,0.19619678892136977,0.13952437493627703,0.11820898704959248,0.10365263034706772,2.633593697235864,2.804187959646246
AL-MT,50,3,gamma,0.9981863594791708,0.0010114125234297513,0.24190714537448027,0.09518545202500364,0.109642266649514,0.048671254143895,1.806994385929481,0.7112668501492286
AL-MT,50,4,gamma,0.9983519720291009,0.001070333118253302,0.2306442335890436,0.09507168233386284,0.11460015109657287,0.04814514586048173,1.6934022118358243,0.5721955004950655
AL-MT,50,5,gamma,0.9985103624719714,0.0015033637891899787,0.20534263232360028,0.11822902956230313,0.10873575088258583,0.06950304952805603,1.8583349994320444,1.0100196681755833
AL-MT,50,6,gamma,0.9970630475624193,0.0030904065662105923,0.2760675118477328,0.18160207933022593,0.14032156017783504,0.09838375268767022,2.502974917189664,2.023393873832723
AL-MT,50,7,gamma,0.9974925401691692,0.0038073015448055517,0.22966741883763486,0.19824106560308724,0.11964687636502794,0.09863265490807538,1.8034698769951434,1.0396911651971341
AL-MT,50,8,gamma,0.9976524484671317,0.002388521673079942,0.25638835406919763,0.1540290559785338,0.11679671537423222,0.06176129891168732,1.7659707603346326,0.6662873968726585
AL-MT,50,9,gamma,0.998506195010143,0.0016045425822254825,0.199184285501598,0.1264846621463807,0.10412352343681197,0.06817117381882179,1.7197253914435677,1.1362173131936266
AL-MT,50,10,gamma,0.9983823931245353,0.0018174504414809598,0.1900169513656384,0.14695982670897337,0.09234331173470937,0.07020868966985061,1.80784277556673,0.9764939271966748
AL-MT,50,11,gamma,0.9989542373913165,0.000981499330752376,0.1702714624790038,0.09685548183672121,0.08691512488570285,0.046239848271551164,1.4536474029945405,0.762599728734223
AL-MT,50,12,gamma,0.997651970157832,0.0024406959056447334,0.2583747233075592,0.15064705128649358,0.11267995140243572,0.056601948018263334,1.8305406320457187,0.6910230408761064
AL-MT,50,13,gamma,0.9986098160404959,0.0011493089312914694,0.20489157133621258,0.09677771597678865,0.11029235873398924,0.05981762690914156,1.8407796455805425,0.9255493684247998
AL-MT,50,14,gamma,0.9987032495295513,0.0015107116583426778,0.17973218953483844,0.12893014710427902,0.09292496708690653,0.05482550974481061,1.504256343079362,0.7568143059646476
AL-MT,50,15,gamma,0.9985831478623914,0.0012103261010582998,0.19898678660002944,0.11417648546457929,0.09747447450850973,0.05602173280154133,1.5871407446461354,0.9015121044193898
AL-MT,50,16,gamma,0.9980139027404586,0.0020253861247411186,0.23387436992048877,0.13946391328664245,0.13452801780074702,0.0876709004330807,2.0936860490900417,1.303953825517809
AL-MT,50,17,gamma,0.9981732331165898,0.0017397693462974538,0.22747688306520047,0.122625270000376,0.12448420578401294,0.06922987570535771,2.244631246440945,1.279527730762442
AL-MT,50,18,gamma,0.9980693198045664,0.0019606188650538774,0.22825695243897,0.14283931339155856,0.10159638855535849,0.054011551535724005,1.6500618733468762,0.7296962034592342
AL-MT,50,19,gamma,0.9975338421438306,0.0017774530956743322,0.2757098794728003,0.12265124995715647,0.12416110914669576,0.04916306108602431,2.1929152920562918,1.0045396158109086
AL-MT,75,0,gamma,0.9983914898020899,0.0013796283701074143,0.22264835218168327,0.09687362862032703,0.1076581793386944,0.04881238922949688,1.6144125820016597,0.5932072752149943
AL-MT,75,1,gamma,0.9984517727172957,0.0016866601586736209,0.19879563614446735,0.129680529850826,0.09966399114711907,0.05512885199053333,1.5595498558335712,0.6952092558874969
AL-MT,75,2,gamma,0.9992983313198074,0.0005059889994517734,0.15239937252680108,0.0519662405743367,0.08391135137776443,0.029072093210356954,1.4504684444322997,0.5216774414080315
AL-MT,75,3,gamma,0.9988426822312763,0.0014368757144456517,0.1731207580978938,0.11064848370113248,0.0968191690696711,0.06354877043758943,1.704467526396865,1.1785295731642291
AL-MT,75,4,gamma,0.99922028913763,0.0006373710194130356,0.15788103558269956,0.0620174820212129,0.08399009115704348,0.03567446370357588,1.5067422997488618,0.7448177803786955
AL-MT,75,5,gamma,0.9991308514590067,0.0005814202434310267,0.16774111716999257,0.06339356860735436,0.08790407578456218,0.030734480099965624,1.4635922544305835,0.5105735762716629
AL-MT,75,6,gamma,0.996808721308246,0.003736978627308707,0.2727831788337259,0.202259959071915,0.13527791830985153,0.09549823006481786,2.355950938489886,1.8045677667623259
AL-MT,75,7,gamma,0.9985409999976896,0.00150247624163758,0.19607847316147195,0.12154278813987242,0.09821282990775622,0.054914846131365276,1.4948268543556598,0.6373637131609792
AL-MT,75,8,gamma,0.998667646328767,0.0009390151967263039,0.20208251998086846,0.09362375300477412,0.1061521636407603,0.050126099730771576,1.8455357549376266,0.8715680245165421
AL-MT,75,9,gamma,0.9980304772683724,0.0024109294384819517,0.22083722575081635,0.1501151917457618,0.11532879135912777,0.06868271169757652,1.953646762199338,1.0023080821615884
AL-MT,75,10,gamma,0.9980863667486062,0.003091968309499947,0.19651820479850998,0.18037788053915418,0.10833113805842895,0.0923666074222525,2.0261698229958918,1.2321871731067109
AL-MT,75,11,gamma,0.9974500240909503,0.0043375293124222935,0.21838154496683435,0.2120752460909042,0.10728539852740737,0.0828355777928006,1.6764291159015265,0.9698365269201709
AL-MT,75,12,gamma,0.9978827548683764,0.002007329879422436,0.2454826314874495,0.1312869414931567,0.11408544265613471,0.07235213437459195,2.171288481191106,1.7733127092590864
AL-MT,75,13,gamma,0.9993517383086216,0.0005201917369054347,0.14395777434961785,0.056252874718304625,0.07958592132420987,0.024306111862994334,1.356137637765876,0.4027268285112039
AL-MT,75,14,gamma,0.9974257102032379,0.0037640291387955743,0.23123867337680298,0.20347425244033893,0.11265661207834372,0.07815135005093808,1.7358360610042574,0.9919285068472096
AL-MT,75,15,gamma,0.9983833321153242,0.0015096059665135053,0.21789397822113737,0.10772840646593917,0.11840880297835425,0.06482057811555376,1.9100598981704018,1.0025372126329524
AL-MT,75,16,gamma,0.999276433259236,0.0002577852239019911,0.1610930065517082,0.028286630819768285,0.09356649192600996,0.02228632882633291,1.5237072257820565,0.3541547455715495
AL-MT,75,17,gamma,0.9992673423104851,0.00047486558661241553,0.15602723345601066,0.05218175627163709,0.08837655999081584,0.033671478432079766,1.8176862718842337,1.0316165730296245
AL-MT,75,18,gamma,0.9989672534711154,0.0011620295996307942,0.16782623749921063,0.09609095112893873,0.09953123016713397,0.06046377304405272,1.989883349853597,1.284764562141547
AL-MT,75,19,gamma,0.9978241643441248,0.0029261854134631313,0.2331223414885562,0.15755735515619518,0.10767273943202324,0.05292651935177926,1.8182841778471868,0.8948064153806429
AL-MT,100,0,gamma,0.9994501094587894,0.00021186141000315036,0.13971652842149662,0.027770685574151615,0.07706379156099023,0.015182065053191739,1.283874578099504,0.19533067676370466
AL-MT,100,1,gamma,0.9991857744677954,0.0008275707564966472,0.15231856553322026,0.08095773766607017,0.08364950730302809,0.03222066988431097,1.5012382177654726,0.597599382156628
AL-MT,100,2,gamma,0.9994076009377391,0.0006017846536357126,0.13235946433354234,0.06457119359705156,0.08223643011371973,0.036959000097639014,1.5089784870714031,0.695659895417154
AL-MT,100,3,gamma,0.999557230186927,0.00019219196139405817,0.12521619943552564,0.02925590836869726,0.07050348624192411,0.009976250647154065,1.339334501040442,0.2152539402811166
AL-MT,100,4,gamma,0.9995345922525635,0.0002448889045684817,0.12632864141002226,0.03701622415605095,0.07156853866354648,0.013848582184432181,1.276038002005919,0.2602677652722743
AL-MT,100,5,gamma,0.9991210141048423,0.0006034471015253172,0.16576667370785245,0.0691864790828561,0.08618489508810503,0.027602953053415428,1.3869753530319424,0.3591821577127941
AL-MT,100,6,gamma,0.9981352780184902,0.002683553180577214,0.2045061874178574,0.16278235909259775,0.09700974612281252,0.05133150857991182,1.4919542380264,0.5469174066519986
AL-MT,100,7,gamma,0.99926105678701,0.00058522587249357,0.15094372680074397,0.06641699483493908,0.07692046278487111,0.026549299522429546,1.2729804635973387,0.34033343774765545
AL-MT,100,8,gamma,0.9992601222514569,0.0005823182004729064,0.1497846246290952,0.0730673587447081,0.07499610545225978,0.02516377606952846,1.349648199482771,0.41439946797626026
AL-MT,100,9,gamma,0.9979033679541184,0.0032926851515582625,0.21339299045109367,0.17432578588125378,0.1014236206917268,0.06745786335337492,1.5511391806890824,0.8556568647344034
AL-MT,100,10,gamma,0.9991730989172195,0.0008053734931330677,0.1576720879059737,0.07662373180449249,0.08152723571212842,0.029271767273267028,1.5244442259173012,0.4129769851038872
AL-MT,100,11,gamma,0.9991627398134755,0.0008698639913193298,0.15586021953857743,0.08091942331512372,0.08194189826082111,0.03270749326206909,1.3491644934531113,0.43220816796140865
AL-MT,100,12,gamma,0.9973586959661518,0.0038382694349003263,0.23937343493446467,0.19713660623748303,0.11834268391847988,0.09591396488858024,2.2794934346667963,2.132256671978184
AL-MT,100,13,gamma,0.9992745825158516,0.00040123734894653056,0.1576963278022726,0.04432393679130734,0.09236543432606092,0.030084168584499558,1.982893069028568,0.7311811101803383
AL-MT,100,14,gamma,0.997777720965893,0.003590939615062732,0.21097219304680737,0.1923833173740118,0.0944450009612888,0.059438548542119794,1.4984697652931713,0.694139081002433
AL-MT,100,15,gamma,0.9994823111158718,0.00025667147698639454,0.13516930268589863,0.030318498306837992,0.07502348885304808,0.015412999355925841,1.3715696304595444,0.3753373218098346
AL-MT,100,16,gamma,0.9994569280511326,0.00019781800364035808,0.14017198369344705,0.024333906536394764,0.08035711403592424,0.013334490344184524,1.3541778418570516,0.20894459991213762
AL-MT,100,17,gamma,0.9994550206171606,7.877669284488223e-05,0.14183021857683747,0.009271364167156777,0.07594157686387612,0.010178413929926395,1.4671682439282472,0.2850175692291382
AL-MT,100,18,gamma,0.9992631130770077,0.0007320167244187701,0.14316819936089725,0.08034528505528948,0.07981916346747973,0.038865655582647964,1.4934283975662903,0.7103608840869103
AL-MT,100,19,gamma,0.9989751625577284,0.0009467408632323028,0.1791099550634888,0.07487843856276548,0.08748964368444787,0.02557261984095663,1.4034031507387907,0.313524235685076
AL-ST,25,0,P_bubble,0.8871992704309166,0.09964825440799639,10.565056065607768,3.8975367844865687,7.384954957209075,2.5454959708639673,28.856080369469282,22.57425589127726
AL-ST,25,1,P_bubble,0.8857613347847124,0.05675607917711226,10.520949898701954,1.5985141067306021,7.90800504402372,1.1461539125607119,32.86101240734831,9.964243857471116
